profile_id,policy,phase,check_request_count,check_total_calls,check_logical_bytes,check_calls_12bin,check_logical_bytes_12bin,check_exact_histogram
profile_13_burstgpt_3_c2,mb1,prefill,True,True,True,True,True,True
profile_13_burstgpt_3_c2,mb1,decode,True,True,True,True,True,True
