topology,backend,op,group_size,payload_scope,payload_bytes,input_payload_bytes_per_rank,repeats,pooled_samples,median_latency_us,mean_latency_us,p95_latency_us,p99_latency_us,min_latency_us,max_latency_us,latency_cv,repeat_median_cv,intrinsic_min_median_latency_us,intrinsic_min_mean_latency_us,intrinsic_min_p95_latency_us,intrinsic_min_p99_latency_us,intrinsic_min_latency_cv,intrinsic_min_repeat_median_cv,ring_equivalent_factor,ring_equivalent_bytes,algorithmic_bandwidth_GBps,ring_equivalent_bus_bandwidth_GBps,intrinsic_min_algorithmic_bandwidth_GBps,intrinsic_min_ring_equivalent_bus_bandwidth_GBps
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,4096,512,5,500,42.62400045990944,79.0418559461832,69.12159733474255,2345.48841714859,38.30400109291077,2551.584005355835,3.463174477757539,0.03869322893253318,34.65599939227104,37.88812796771526,56.299200095236294,63.49823914468288,0.2280309249275316,0.038813303605562684,0.875,3584.0,0.09609609505922717,0.08408408317682378,0.11819021444562604,0.10341643763992278
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,8192,1024,5,500,44.30399835109711,108.11654379218817,60.03839876502749,3423.884785175323,38.40000182390213,3684.607982635498,4.168860229143116,0.01884647247459915,35.32800078392029,38.98284798115492,47.040000557899475,60.048321560024185,0.5762143618304573,0.021067390048944555,0.875,7168.0,0.18490430446210823,0.1617912664043447,0.23188405282556007,0.20289854622236506
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,16384,2048,5,500,44.544000178575516,87.2571523860097,75.10559819638729,291.4505615830344,39.423998445272446,4456.704139709473,4.3881465947833425,0.19356211856650557,36.031998693943024,43.011199943721294,58.62879939377307,71.07167683541769,0.950857984779736,0.21352901166829671,0.875,14336.0,0.3678160904794596,0.32183907916952714,0.45470694365767034,0.3978685757004615
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,32768,4096,5,500,43.487999588251114,88.81568026542664,67.0112032443285,565.402559041976,38.336001336574554,5146.975994110107,5.050361279955556,0.02738543595392674,34.97600182890892,37.23609597980976,53.30399964004753,57.999678216874585,0.17246610760142203,0.02349837412083326,0.875,28672.0,0.7534952242055468,0.6593083211798535,0.9368709482659069,0.8197620797326686
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,49152,6144,5,500,44.5920005440712,54.16966365277767,69.15199756622314,79.40896101295947,38.336001336574554,2011.0719203948975,1.6362016012228393,0.1992207168698628,36.159999668598175,40.77945600822568,56.77120015025139,61.5148789435625,0.2265250552548089,0.1977365350827261,0.875,43008.0,1.1022604817072976,0.9644779214938854,1.3592920478559696,1.1893805418739734
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,65536,8192,5,500,43.984001502394676,49.061951756477356,55.80800026655197,97.04447917640003,39.48799893260002,445.5679953098297,0.6818025373817793,0.02595157207735593,35.26400029659271,40.08371203392744,45.555200241506085,60.08543819188837,0.8298014201606658,0.02418481548601885,0.875,57344.0,1.4899963114186403,1.3037467724913103,1.858439185821248,1.626134287593592
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,131072,16384,5,500,43.616000562906265,46.215423949062824,56.61279894411563,64.96032290160656,38.46399858593941,169.0559983253479,0.22844174020799415,0.05277143760747487,35.13599932193756,36.84486399590969,46.05120047926903,49.44224018603563,0.11349052145652083,0.045697009129076344,0.875,114688.0,3.005135691223182,2.6294937298202843,3.7304190155241637,3.2641166385836433
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,262144,32768,5,500,44.415999203920364,138.68332798033953,54.657598957419395,6981.291017532346,40.25600105524063,8654.144287109375,6.073730921143155,0.016551971827159336,35.72800010442734,36.955007933080196,44.580800458788865,51.912000328302376,0.10349813992342652,0.018021173603764498,0.875,229376.0,5.902017396849691,5.164265222243479,7.337214488182775,6.420062677159929
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,524288,65536,5,500,44.576000422239304,166.84249463677406,58.695999905467026,6651.969656944273,40.352001786231995,7981.919765472412,5.45942781155913,0.06245289699141814,36.159999668598175,37.36275204271078,44.675201177597046,53.699519112706184,0.10837982053791932,0.06262351462135313,0.875,458752.0,11.761665358797616,10.291457188947915,14.499115177130344,12.68672577998905
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,1048576,131072,5,500,44.67200115323067,86.07532895356417,52.18399856239555,82.6832008361813,41.37599840760231,7282.368183135986,6.012477111876701,0.0254933658251796,36.67199984192848,37.59910390526056,43.39359886944294,49.522880688309655,0.1640056426519255,0.025189640899613747,0.875,917504.0,23.47277876366564,20.538681418207435,28.59336836059656,25.01919731552199
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,2097152,262144,5,500,44.79999840259552,75.41446418315172,51.748799160122864,101.26464061439,40.511999279260635,7369.247913360596,6.029782524920031,0.017363779619830415,39.32800143957138,40.63788802176714,45.222401432693,52.426880262792075,0.2993295001755029,0.008939528195457855,0.875,1835008.0,46.811430240553314,40.96000146048415,53.32465223849056,46.65907070867924
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,4194304,524288,5,500,45.471999794244766,76.70131257176399,53.69919911026955,78.11295874416828,40.41599854826927,7721.536159515381,6.262956282897904,0.028135752724452946,42.24000126123428,42.905280128121376,49.652801640331724,54.500481449067586,0.07485216677739519,0.023501278393965246,0.875,3670016.0,92.23926853841292,80.7093599711113,99.29696673208478,86.88484589057418
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,8388608,1048576,5,500,50.71999877691269,107.7459841221571,52.76799947023392,87.74495705962084,48.51200059056282,7423.456192016602,5.817625288664304,0.0010626412889469588,48.38399961590767,48.57177609950304,49.166401661932454,65.64192056655882,0.05093602195599409,0.0004948665392845231,0.875,7340032.0,165.39054026591228,144.71672273267325,173.37566275198955,151.70370490799087
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,16777216,2097152,5,500,54.84800040721893,112.30265556275845,56.92960135638714,189.99391376972198,52.73599922657013,7660.927772521973,5.59961079070117,0.0005216879515805478,52.57600173354149,53.016192100942135,54.55999821424484,72.54752106964588,0.050688973801258315,0.0002981309086910895,0.875,14680064.0,305.88564533688697,267.6499396697761,319.1040673847356,279.2160589616436
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,33554432,4194304,5,500,83.52000266313553,139.26688154041767,85.56800335645676,151.1535988748068,80.38400113582611,7486.879825592041,4.40786333181806,0.0003426950088466399,81.18399977684021,81.31315192580223,81.56800270080566,96.8159994482994,0.036186874412585675,7.883697564290796e-05,0.875,29360128.0,401.7532438945961,351.5340884077716,413.31336337498675,361.6491929531134
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,67108864,8388608,5,500,144.86399292945862,210.49119874835014,146.75359949469566,4258.841080665579,141.82400703430176,7182.0478439331055,2.8523078957627237,0.00019003012682820394,141.58400148153305,142.0923535823822,142.7839994430542,158.6617611348629,0.04314797670713646,0.0037141214946985954,0.875,58720256.0,463.2542748747689,405.3474905154228,473.9862081716421,414.73793215018685
single-node-nvlink,nccl,all_gather,8,logical-gathered-output,134217728,16777216,5,500,215.37599712610245,232.48588719964027,217.43999421596527,254.64992135763163,212.47999370098114,4823.296070098877,1.0475420434075295,0.0018763244165456877,212.0480015873909,218.48857697844505,212.47999370098114,227.54560381174085,0.5424270663946427,0.0031928894507631334,0.875,117440512.0,623.178672604894,545.2813385292823,632.959174315468,553.8392775260345
single-node-nvlink,nccl,all_reduce,2,representative-rank-logical-input,1024,1024,5,500,42.49599948525429,46.37625577300787,50.66560152918094,93.77503871917723,34.84800085425377,837.8559947013855,1.0088295778150782,0.046087407162121265,36.41600161790848,37.818239994347095,42.4031987786293,72.60256126523015,0.2322295488700773,0.013190118595784856,1.0,1024.0,0.024096385834043468,0.024096385834043468,0.028119506659303926,0.028119506659303926
single-node-nvlink,nccl,all_reduce,2,representative-rank-logical-input,2048,2048,5,500,43.5199998319149,47.24415980279446,63.60480003058908,99.96544100344178,34.65599939227104,132.47999548912048,0.23830883298890826,0.023806664798566437,36.70400008559227,40.76467194408178,56.44960105419156,78.13663728535155,0.25447788828187096,0.014420786275910116,1.0,2048.0,0.04705882371116468,0.04705882371116468,0.055797733086969954,0.055797733086969954
single-node-nvlink,nccl,all_reduce,2,representative-rank-logical-input,4096,4096,5,500,43.5199998319149,58.408000096678734,60.77760066837072,70.75456082820875,35.32800078392029,2913.408041000366,3.087439912489629,0.009252546092430897,36.848001182079315,40.18662399798632,51.363199949264526,61.895681843161576,0.3363873060350641,0.008110794939363179,1.0,4096.0,0.09411764742232936,0.09411764742232936,0.11115935379398684,0.11115935379398684
