op,group_size,repeat_id,payload_scope,payload_bytes,input_payload_bytes_per_rank,ring_equivalent_factor,median_latency_us,p95_latency_us,p99_latency_us,max_latency_us,algorithmic_bandwidth_GBps,ring_equivalent_bus_bandwidth_GBps
all_gather,8,0,logical-gathered-output,4194304,524288,0.875,44.44799944758415,49.76639878004789,57.084800377488286,85.28000116348267,94.36429202952507,82.56875552583443
all_gather,8,1,logical-gathered-output,4194304,524288,0.875,46.46399989724159,51.95199958980083,60.86336031556137,76.64000242948532,90.26997265142904,78.98622607000041
all_gather,8,2,logical-gathered-output,4194304,524288,0.875,44.544000178575516,49.611200578510754,53.02143946290029,78.11199873685837,94.16091916274166,82.39080426739895
all_gather,8,3,logical-gathered-output,4194304,524288,0.875,43.60000044107437,53.84159982204437,7592.345094680787,7721.536159515381,96.19963205433046,84.17467804753916
all_gather,8,4,logical-gathered-output,4194304,524288,0.875,46.911999583244324,55.71199953556061,58.89727987349044,79.6160027384758,89.4079134818651,78.23192429663196
all_gather,8,0,logical-gathered-output,8388608,1048576,0.875,50.81599950790405,53.12479827553034,7183.258152008058,7423.456192016602,165.07808724091345,144.44332633579927
all_gather,8,1,logical-gathered-output,8388608,1048576,0.875,50.6879985332489,53.05120088160037,6769.136633872987,6960.864067077637,165.49495428385234,144.8080849983708
all_gather,8,2,logical-gathered-output,8388608,1048576,0.875,50.79999938607216,52.73599922657013,53.423998169601134,86.68799698352814,165.1300807357865,144.48882064381317
all_gather,8,3,logical-gathered-output,8388608,1048576,0.875,50.6879985332489,52.73599922657013,57.07871958613465,192.3840045928955,165.49495428385234,144.8080849983708
all_gather,8,4,logical-gathered-output,8388608,1048576,0.875,50.75199902057648,52.73759923875332,53.22656095027937,79.6160027384758,165.2862579186091,144.62547567878295
all_gather,8,0,logical-gathered-output,16777216,2097152,0.875,54.88000065088272,57.02720172703266,7431.501398086549,7660.927772521973,305.7072850040162,267.4938743785142
all_gather,8,1,logical-gathered-output,16777216,2097152,0.875,54.91200089454651,56.9632014259696,6639.875903129578,6668.767929077148,305.5291325519009,267.33799098291325
all_gather,8,2,logical-gathered-output,16777216,2097152,0.875,54.83200028538704,56.96000158786774,59.13184031844158,96.73599898815155,305.97490357234335,267.7280406258004
all_gather,8,3,logical-gathered-output,16777216,2097152,0.875,54.84800040721893,56.92800134420395,58.307841420173844,96.70399874448776,305.88564533688697,267.6499396697761
all_gather,8,4,logical-gathered-output,16777216,2097152,0.875,54.84800040721893,56.86400085687637,59.12384040653774,190.97599387168884,305.88564533688697,267.6499396697761
all_gather,8,0,logical-gathered-output,33554432,4194304,0.875,83.52000266313553,85.6016032397747,87.99168206751379,150.52799880504608,401.7532438945961,351.5340884077716
all_gather,8,1,logical-gathered-output,33554432,4194304,0.875,83.48800241947174,85.34880168735981,86.90655648708409,213.0880057811737,401.90723250762755,351.6688284441741
all_gather,8,2,logical-gathered-output,33554432,4194304,0.875,83.55200290679932,85.66399663686752,6381.897106170655,6493.696212768555,401.59937323620284,351.39945158167745
all_gather,8,3,logical-gathered-output,33554432,4194304,0.875,83.48800241947174,85.4720026254654,86.6896027326585,109.02400314807892,401.90723250762755,351.6688284441741
all_gather,8,4,logical-gathered-output,33554432,4194304,0.875,83.55200290679932,85.50880290567875,7458.874816894531,7486.879825592041,401.59937323620284,351.39945158167745
all_gather,8,0,logical-gathered-output,67108864,8388608,0.875,144.81600373983383,147.01600149273872,5243.587832450867,5262.976169586182,463.40778827568687,405.481814741226
all_gather,8,1,logical-gathered-output,67108864,8388608,0.875,144.83200013637543,145.96640095114708,188.09024348857116,4248.89612197876,463.35660583855463,405.4370301087353
all_gather,8,2,logical-gathered-output,67108864,8388608,0.875,144.896000623703,146.85919359326363,5727.239236831666,5857.823848724365,463.1519414692658,405.2579487856076
all_gather,8,3,logical-gathered-output,67108864,8388608,0.875,144.86399292945862,146.0847944021225,217.29503974322103,7182.0478439331055,463.2542748747689,405.3474905154228
all_gather,8,4,logical-gathered-output,67108864,8388608,0.875,144.84799653291702,146.62879928946495,147.4307142198088,192.44800508022308,463.30543470616357,405.39225536789314
all_gather,8,0,logical-gathered-output,134217728,16777216,0.875,214.6719992160797,217.73599609732628,221.10304534435335,339.80798721313477,625.2223321631348,547.0695406427429
all_gather,8,1,logical-gathered-output,134217728,16777216,0.875,215.55199474096298,217.6400028169155,219.04703631997126,254.59200143814087,622.6698489211132,544.836117805974
all_gather,8,2,logical-gathered-output,134217728,16777216,0.875,215.61599522829056,216.8272040784359,246.34335562588205,2996.8960285186768,622.4850241648006,544.6743961442005
all_gather,8,3,logical-gathered-output,134217728,16777216,0.875,214.80000019073486,216.67360290884972,218.78815382719063,260.3839933872223,624.8497573594942,546.7435376895575
all_gather,8,4,logical-gathered-output,134217728,16777216,0.875,215.488001704216,216.83200374245644,1153.8016545772741,4823.296070098877,622.8547619288357,544.9979166877313
all_reduce,2,0,representative-rank-logical-input,1024,1024,1.0,41.45599901676178,52.521601133048534,74.46687929332266,93.75999867916107,0.024700888273997912,0.024700888273997912
all_reduce,2,1,representative-rank-logical-input,1024,1024,1.0,41.63200035691261,47.17280138283968,83.75935673713687,88.44800293445587,0.02459646404739652,0.02459646404739652
all_reduce,2,2,representative-rank-logical-input,1024,1024,1.0,38.40000182390213,51.3504015281796,505.3369545936585,520.4799771308899,0.026666665400068023,0.026666665400068023
all_reduce,2,3,representative-rank-logical-input,1024,1024,1.0,42.59200021624565,48.98399859666823,108.51904273033519,837.8559947013855,0.024042073506785454,0.024042073506785454
all_reduce,2,4,representative-rank-logical-input,1024,1024,1.0,44.28799822926521,50.42079929262399,77.14303746819506,95.2640026807785,0.023121388207682586,0.023121388207682586
all_reduce,2,0,representative-rank-logical-input,2048,2048,1.0,43.407998979091644,61.540798842906945,71.62271678447755,132.47999548912048,0.04718024438275677,0.04718024438275677
all_reduce,2,1,representative-rank-logical-input,2048,2048,1.0,43.487999588251114,64.6271988749504,81.620160713792,112.12799698114395,0.047093451512846676,0.047093451512846676
all_reduce,2,2,representative-rank-logical-input,2048,2048,1.0,44.415999203920364,65.06720334291458,70.49823671579385,118.23999881744385,0.04610951091288821,0.04610951091288821
all_reduce,2,3,representative-rank-logical-input,2048,2048,1.0,41.56799986958504,62.3871987685561,99.96544100344182,102.88000106811523,0.049268668360887495,0.049268668360887495
all_reduce,2,4,representative-rank-logical-input,2048,2048,1.0,44.38399896025658,60.96959840506315,70.82015812397034,131.42399489879608,0.04614275522658225,0.04614275522658225
all_reduce,2,0,representative-rank-logical-input,4096,4096,1.0,43.64800080657005,62.44800072163342,376.91552340984384,448.5439956188202,0.09384164049464219,0.09384164049464219
all_reduce,2,1,representative-rank-logical-input,4096,4096,1.0,44.27199997007847,59.838400408625596,65.0105628371239,70.01599669456482,0.09251897368016601,0.09251897368016601
all_reduce,2,2,representative-rank-logical-input,4096,4096,1.0,43.487999588251114,56.484801135957234,66.3891187310219,68.4799998998642,0.09418690302569335,0.09418690302569335
all_reduce,2,3,representative-rank-logical-input,4096,4096,1.0,43.35999861359596,58.50079841911793,60.52287884056569,61.59999966621399,0.09446494766989356,0.09446494766989356
all_reduce,2,4,representative-rank-logical-input,4096,4096,1.0,44.335998594760895,63.718399778008454,2842.698273658753,2913.408041000366,0.09238542335401502,0.09238542335401502
all_reduce,2,0,representative-rank-logical-input,8192,8192,1.0,43.407998979091644,58.097600564360604,124.53343771398096,180.51199615001678,0.18872097753102707,0.18872097753102707
all_reduce,2,1,representative-rank-logical-input,8192,8192,1.0,44.415999203920364,58.64159930497408,73.1366366893059,188.83199989795685,0.18443804365155284,0.18443804365155284
all_reduce,2,2,representative-rank-logical-input,8192,8192,1.0,45.6480011343956,65.02560339868069,3987.54534482956,4053.408145904541,0.17946021285535238,0.17946021285535238
all_reduce,2,3,representative-rank-logical-input,8192,8192,1.0,43.31200011074543,56.85759969055652,64.9760016053921,180.60800433158875,0.18913926807937037,0.18913926807937037
all_reduce,2,4,representative-rank-logical-input,8192,8192,1.0,43.455999344587326,56.9312009960413,73.33759807050288,189.91999328136444,0.18851252125261175,0.18851252125261175
all_reduce,2,0,representative-rank-logical-input,16384,16384,1.0,42.51199960708618,53.767998889088624,57.765760235488415,58.33600088953972,0.385397067920301,0.385397067920301
all_reduce,2,1,representative-rank-logical-input,16384,16384,1.0,43.375998735427856,57.70559906959533,68.05504366755488,73.5040009021759,0.377720409388941,0.377720409388941
all_reduce,2,2,representative-rank-logical-input,16384,16384,1.0,44.176001101732254,56.102398596704006,71.30911827087408,82.11199939250946,0.37088010665043064,0.37088010665043064
all_reduce,2,3,representative-rank-logical-input,16384,16384,1.0,42.688000947237015,58.75999964773654,4899.702768325807,5012.832164764404,0.3838080874354098,0.3838080874354098
all_reduce,2,4,representative-rank-logical-input,16384,16384,1.0,44.38399896025658,58.988801389932625,3880.8297801017766,3928.1280040740967,0.369142041812658,0.369142041812658
all_reduce,2,0,representative-rank-logical-input,32768,32768,1.0,43.50399971008301,56.835200265049934,66.04863628745079,66.11199676990509,0.7532180999073815,0.7532180999073815
all_reduce,2,1,representative-rank-logical-input,32768,32768,1.0,45.3919991850853,56.187199242413044,58.69855985045434,59.74400043487549,0.7218893326638666,0.7218893326638666
all_reduce,2,2,representative-rank-logical-input,32768,32768,1.0,43.5199998319149,55.83360008895397,68.15583676099781,77.2479996085167,0.7529411793786349,0.7529411793786349
all_reduce,2,3,representative-rank-logical-input,32768,32768,1.0,44.544000178575516,58.90560075640678,69.45471756160275,99.42399710416794,0.7356321809589192,0.7356321809589192
all_reduce,2,4,representative-rank-logical-input,32768,32768,1.0,43.327998369932175,51.78559925407171,59.18367903679615,70.23999840021133,0.7562777241687588,0.7562777241687588
all_reduce,2,0,representative-rank-logical-input,49152,49152,1.0,45.343998819589615,60.90080123394727,6700.461945533753,6885.568141937256,1.0839802681620845,1.0839802681620845
all_reduce,2,1,representative-rank-logical-input,49152,49152,1.0,44.864000752568245,59.022400900721536,70.96351638436319,72.89600372314453,1.0955777276993355,1.0955777276993355
all_reduce,2,2,representative-rank-logical-input,49152,49152,1.0,41.26400128006935,51.713598892092705,66.5641589462758,82.8159973025322,1.191159327143114,1.191159327143114
all_reduce,2,3,representative-rank-logical-input,49152,49152,1.0,46.76799848675728,63.04000243544578,6419.47542667389,6560.800075531006,1.0509750596643082,1.0509750596643082
all_reduce,2,4,representative-rank-logical-input,49152,49152,1.0,42.81600005924702,53.729599341750145,56.03327825665474,56.15999922156334,1.1479820611917388,1.1479820611917388
all_reduce,2,0,representative-rank-logical-input,65536,65536,1.0,46.33599892258644,59.92000140249729,92.01632060110767,473.7919867038727,1.4143646737710565,1.4143646737710565
all_reduce,2,1,representative-rank-logical-input,65536,65536,1.0,43.39199885725975,52.99360062927007,64.35232117772233,317.82400608062744,1.5103245235506229,1.5103245235506229
all_reduce,2,2,representative-rank-logical-input,65536,65536,1.0,41.34399816393852,50.686401687562466,67.18080192804507,397.92001247406006,1.5851393892805092,1.5851393892805092
all_reduce,2,3,representative-rank-logical-input,65536,65536,1.0,43.42399910092354,57.814400270581245,80.389761775734,461.12000942230225,1.5092115271945599,1.5092115271945599
all_reduce,2,4,representative-rank-logical-input,65536,65536,1.0,38.52800093591213,52.636801265180104,68.17023985088007,328.96000146865845,1.700996636420697,1.700996636420697
all_reduce,2,0,representative-rank-logical-input,131072,131072,1.0,43.74399967491627,49.76959880441427,58.198079206049485,66.72000139951706,2.996342377790375,2.996342377790375
all_reduce,2,1,representative-rank-logical-input,131072,131072,1.0,43.39199885725975,53.944000601768494,58.0243204534055,81.02399855852127,3.0206490471012457,3.0206490471012457
all_reduce,2,2,representative-rank-logical-input,131072,131072,1.0,42.447999119758606,49.12160150706768,58.65119837224491,74.01599735021591,3.0878251676882664,3.0878251676882664
all_reduce,2,3,representative-rank-logical-input,131072,131072,1.0,43.407998979091644,53.79519909620284,61.13791976124049,62.912002205848694,3.019535640496433,3.019535640496433
all_reduce,2,4,representative-rank-logical-input,131072,131072,1.0,43.42399910092354,53.97920049726962,57.153278402984206,69.95200365781784,3.0184230543891197,3.0184230543891197
all_reduce,2,0,representative-rank-logical-input,262144,262144,1.0,43.05600002408028,49.6848015114665,59.6959996968508,64.44799900054932,6.0884429546030425,6.0884429546030425
all_reduce,2,1,representative-rank-logical-input,262144,262144,1.0,45.43999955058098,59.75359976291656,66.7744015902281,68.9919963479042,5.769014141564804,5.769014141564804
all_reduce,2,2,representative-rank-logical-input,262144,262144,1.0,39.343999698758125,52.36640162765978,65.00192217528827,78.65600287914276,6.66287113682228,6.66287113682228
all_reduce,2,3,representative-rank-logical-input,262144,262144,1.0,41.34400002658367,53.76959890127181,58.519038185477285,63.968002796173096,6.340557271464897,6.340557271464897
all_reduce,2,4,representative-rank-logical-input,262144,262144,1.0,43.80800016224384,55.85760027170181,60.938238278031356,61.95199862122536,5.983929853660158,5.983929853660158
all_reduce,2,0,representative-rank-logical-input,524288,524288,1.0,43.95199939608574,51.78079865872859,59.84960116446019,60.80000102519989,11.928649599651473,11.928649599651473
all_reduce,2,1,representative-rank-logical-input,524288,524288,1.0,46.38399928808212,56.86240065842867,64.15519662201406,66.84800237417221,11.30320817624517,11.30320817624517
all_reduce,2,2,representative-rank-logical-input,524288,524288,1.0,44.89600099623203,58.04800093173979,65.57792007923126,66.56000018119812,11.677832955411812,11.677832955411812
all_reduce,2,3,representative-rank-logical-input,524288,524288,1.0,43.39199885725975,55.61919882893562,56.87712036073212,64.51199948787689,12.082596188404983,12.082596188404983
all_reduce,2,4,representative-rank-logical-input,524288,524288,1.0,45.45599967241287,57.91840087622404,72.02111691236497,74.11199808120728,11.533966996180462,11.533966996180462
all_reduce,2,0,representative-rank-logical-input,1048576,1048576,1.0,43.407998979091644,52.13280096650123,57.9033605009318,68.92800331115723,24.156285123971465,24.156285123971465
all_reduce,2,1,representative-rank-logical-input,1048576,1048576,1.0,46.52800038456917,57.13759865611791,9340.312547683716,9472.640037536621,22.536450982917295,22.536450982917295
all_reduce,2,2,representative-rank-logical-input,1048576,1048576,1.0,45.40799930691719,56.09600096940993,62.98656269907952,64.03200328350067,23.09231888664749,23.09231888664749
all_reduce,2,3,representative-rank-logical-input,1048576,1048576,1.0,44.544000178575516,59.23520140349863,71.62752047181137,85.4400023818016,23.540229790685416,23.540229790685416
all_reduce,2,4,representative-rank-logical-input,1048576,1048576,1.0,45.60000076889992,57.004800438880906,68.58176037669183,72.31999933719635,22.995087331558757,22.995087331558757
all_reduce,2,0,representative-rank-logical-input,2097152,2097152,1.0,43.50399971008301,51.42400041222572,55.93823976814757,75.16799867153168,48.20595839407242,48.20595839407242
all_reduce,2,1,representative-rank-logical-input,2097152,2097152,1.0,45.43999955058098,56.803200393915176,59.10975929349661,59.67999994754791,46.15211313251843,46.15211313251843
