evaluation,scope,method,samples,mape,median_ape,p95_ape,mae_us,rmse_us,r2
direct_no_label_fit,all,phase14f_op_backend_raw,162,0.04389079097433488,0.03927597037734178,0.11059998364110822,745.8916799286266,1290.5410315943998,0.9956254299118289
direct_no_label_fit,prefill,phase14f_op_backend_raw,108,0.0433882088564747,0.044696069105009034,0.1024597609478151,296.5723153573495,404.54895904272286,0.9970479768118633
direct_no_label_fit,decode,phase14f_op_backend_raw,54,0.04489595521005523,0.03246838248748464,0.12710315731276117,1644.5304090711807,2160.825939811236,0.9853646863676719
direct_no_label_fit,all,phase2_payload_only_raw,162,0.7544686140960333,0.2580338584637645,2.650157044118647,24463.04581766357,52852.18875403105,-6.33698615485246
direct_no_label_fit,prefill,phase2_payload_only_raw,108,0.27876302307365936,0.13209370071034907,1.130891967464951,1061.3890280507103,1488.4252997639655,0.9600394299141842
direct_no_label_fit,decode,phase2_payload_only_raw,54,1.705879796140781,2.1665773349100514,3.047686412989912,71266.35939688928,91518.47217108261,-25.253063370025103
leave_one_model_out,all,phase14f_op_backend_scaled,162,0.04483152876121534,0.04287334671444672,0.11013209613284025,718.0396787703849,1155.6358896474599,0.9964922083763622
leave_one_model_out,prefill,phase14f_op_backend_scaled,108,0.043756385807840824,0.04408761655295815,0.10596980345302737,299.3931761463477,409.76941495999495,0.9969712971382694
leave_one_model_out,decode,phase14f_op_backend_scaled,54,0.046981814667964396,0.03598454043290533,0.11855436666686671,1555.332684018459,1915.8969130541748,0.9884944670736803
leave_one_model_out,model:deepseek-v2-lite,phase14f_op_backend_scaled,54,0.059402307864694144,0.05529116698186326,0.1283418081387788,827.2130281230841,1300.6574515577217,0.9876757986007607
leave_one_model_out,model:qwen3-30b-a3b,phase14f_op_backend_scaled,54,0.03283634662129136,0.03512399991245774,0.07240643789606553,694.7732421154661,1124.007233535089,0.9980567880678702
leave_one_model_out,model:qwen3-8b,phase14f_op_backend_scaled,54,0.042255931797660524,0.029428305429802053,0.09807823854831543,632.1327660726041,1025.368646386263,0.9961617170301473
leave_one_model_out,all,phase2_payload_only_scaled,162,0.24944498962777567,0.1248222123041067,0.7471083586837803,4343.531771929833,8967.259316820117,0.7887915921391682
leave_one_model_out,prefill,phase2_payload_only_scaled,108,0.22686690609549112,0.10096181945643856,1.0067638968138015,943.4298845460085,1323.9737201878352,0.9683818600002938
leave_one_model_out,decode,phase2_payload_only_scaled,54,0.29460115669234493,0.17968891915643337,0.6737921110800958,11143.735546697479,15418.476129040622,0.25484714503979944
leave_one_model_out,model:deepseek-v2-lite,phase2_payload_only_scaled,54,0.25435675363042287,0.17460228148718293,0.6042531572752947,3196.434452367083,5665.071357784623,0.7662004400771418
leave_one_model_out,model:qwen3-30b-a3b,phase2_payload_only_scaled,54,0.3263624670455035,0.12066869153387463,1.3350627618548565,6287.297378659586,12845.57001966072,0.7462016947178908
leave_one_model_out,model:qwen3-8b,phase2_payload_only_scaled,54,0.16761574820740074,0.11801576539567885,0.5591169925558124,3546.863484762828,6643.306130722378,0.8388814838871688
workload_cv,all,phase14d_tp_conditioned_pattern,162,0.12149907510878304,0.06153186841881163,0.3901339750247527,2827.8149613924606,6314.808652129885,0.8952601046751575
workload_cv,prefill,phase14d_tp_conditioned_pattern,108,0.09433475775645161,0.044705890682352936,0.3329914810129375,797.3380613029098,1877.3946323710422,0.9364246540333335
workload_cv,decode,phase14d_tp_conditioned_pattern,54,0.17582770981344598,0.09993665086271952,0.6964304270594508,6888.768761571562,10610.429007713692,0.6471189377281386
workload_cv,all,phase14f_op_backend_scaled,162,0.04425131816914883,0.03965901908929086,0.10762465511011433,705.6135169722733,1116.9747457413514,0.9967229848215999
workload_cv,prefill,phase14f_op_backend_scaled,108,0.043644376045829165,0.04494753218399296,0.10301323629106646,297.39855386187935,404.69462628531534,0.9970458505401902
workload_cv,decode,phase14f_op_backend_scaled,54,0.04546520241578817,0.033024505715351475,0.1116682699325041,1522.0434431930614,1848.0644649966755,0.9892947528786491
workload_cv,all,phase2_payload_only_scaled,162,0.2468691175399976,0.10829571259192547,0.8318786178784209,4290.942640606193,8871.472762961777,0.7932796689037174
workload_cv,prefill,phase2_payload_only_scaled,108,0.2256414112219722,0.08370511228712643,0.9722399527994339,913.9634200889444,1259.9724583216585,0.9713648348290735
workload_cv,decode,phase2_payload_only_scaled,54,0.28932453017604837,0.17752348002086643,0.6557020152445344,11044.901081640688,15262.17631140657,0.26987806376274903
