method,phase,model,parallel_size,policy,segment,cases,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_histogram_l1,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape
frozen_mapping,decode,all,2,all,all,135,0.12232898171951834,0.12005837493668071,0.01729966929465257,0.014027422240662588,0.2665823282894476,0.1332911641447238,0.013334606046418146,0.11634292630950867,0.11593751906264917
frozen_mapping,decode,all,2,all,burstgpt_1,27,0.12517570993343208,0.11913891523154678,0.023745260719672038,0.01545239289436552,0.3734593932041125,0.18672969660205624,0.01768976036296023,0.1186398108036661,0.1144127284024307
frozen_mapping,decode,all,2,all,burstgpt_2,27,0.1659061641409816,0.14363832606104207,0.017647675853677765,0.010921660552600205,0.3477096690663713,0.17385483453318565,0.017526268014148614,0.1574599765504056,0.13571606766819957
frozen_mapping,decode,all,2,all,burstgpt_3,27,0.12148485430926705,0.11847096362741122,0.012927647382638721,0.013439801909733982,0.222613674978906,0.111306837489453,0.010464130196866529,0.11546559902036632,0.11315464267613771
frozen_mapping,decode,all,2,all,mooncake_conversation,27,0.14020555046030886,0.15879215762222795,0.013901735711908616,0.013882640675717048,0.21840682165757405,0.10920341082878703,0.012295430832865882,0.13369443444687476,0.15441898586409053
frozen_mapping,decode,all,2,all,mooncake_toolagent,27,0.05887262975360222,0.054039119284995656,0.018276026805365705,0.01820055855966058,0.17072208254027388,0.08536104127013694,0.00869744082524949,0.05645481072623061,0.05272384359194199
frozen_mapping,decode,all,2,balanced,all,45,0.11961849010341288,0.10914839961949695,0.01729966929473337,0.014027422240739107,0.2610036025868774,0.1305018012934387,0.012123583996082937,0.11399225803314046,0.10402167006046813
frozen_mapping,decode,all,2,balanced,burstgpt_1,9,0.1724257509061342,0.17112063557727925,0.023745260719667958,0.01545239289435802,0.459845334748239,0.2299226673741195,0.021307780697793113,0.1649060694481269,0.16290284849272016
frozen_mapping,decode,all,2,balanced,burstgpt_2,9,0.1624542400547378,0.12943577736037984,0.01764767585367112,0.010921660552593145,0.25966122980575673,0.12983061490287837,0.01223476142937988,0.15428320408799912,0.12132072169993323
frozen_mapping,decode,all,2,balanced,burstgpt_3,9,0.07600796243554507,0.07991440174472766,0.012927647382639011,0.013439801909734447,0.18824759217731668,0.09412379608865834,0.008016233940376611,0.0718889597323516,0.0760229042131381
frozen_mapping,decode,all,2,balanced,mooncake_conversation,9,0.12505501974925362,0.12383497628590336,0.013901735712070281,0.013882640675877704,0.24477537573000474,0.12238768786500237,0.011508313424446935,0.11899604655470279,0.11789926347830591
frozen_mapping,decode,all,2,balanced,mooncake_toolagent,9,0.062149477371393674,0.062295503527570066,0.018276026805618475,0.018200558559909683,0.15248848047306995,0.07624424023653498,0.0075508304884181554,0.059887010342521974,0.06002561528682444
frozen_mapping,decode,all,2,latency,all,45,0.13524917889195062,0.1261482272252771,0.01729966929448305,0.014027422240499991,0.2186209791445473,0.10931048957227366,0.00982933353828868,0.1324115630218081,0.12389366491484329
frozen_mapping,decode,all,2,latency,burstgpt_1,9,0.08427772626219363,0.0913064607013963,0.023745260719672485,0.015452392894371446,0.2741380830229099,0.13706904151145494,0.011798480777659194,0.08267394223687426,0.08936445240457486
frozen_mapping,decode,all,2,latency,burstgpt_2,9,0.21866179276354825,0.15959733831281106,0.017647675853691796,0.01092166055261471,0.3618176826963872,0.1809088413481936,0.017518374031471332,0.21249891545234514,0.154162442569728
frozen_mapping,decode,all,2,latency,burstgpt_3,9,0.1515535558728335,0.1337760007264878,0.012927647382637925,0.013439801909732079,0.2849605291679477,0.14248026458397384,0.01247395548406894,0.1477875087547676,0.12995747623096357
frozen_mapping,decode,all,2,latency,mooncake_conversation,9,0.17352812878871068,0.17196913098050567,0.013901735711559171,0.0138826406753695,0.135187261598022,0.067593630799011,0.00581413493001597,0.1712542160076547,0.16975263148373035
frozen_mapping,decode,all,2,latency,mooncake_toolagent,9,0.04822469077246704,0.04815790440594634,0.018276026804853858,0.018200558559155144,0.037001339237469635,0.018500669618734818,0.0015417224682279542,0.04784323265739883,0.047776064968677374
frozen_mapping,decode,all,2,throughput,all,45,0.11211927616319159,0.1110317416136637,0.01729966929474129,0.014027422240748672,0.320122403136918,0.160061201568459,0.018050900604882823,0.10262495787357748,0.10136888350902958
frozen_mapping,decode,all,2,throughput,burstgpt_1,9,0.11882365263196847,0.12450126868201603,0.023745260719675674,0.015452392894367095,0.3863947618411886,0.1931973809205943,0.019963019613428386,0.10833942072599717,0.11391326913013347
frozen_mapping,decode,all,2,throughput,burstgpt_2,9,0.11660245960465877,0.11338232544069024,0.017647675853670386,0.01092166055259276,0.4216500946969697,0.21082504734848484,0.022825668581594624,0.10559781011087255,0.10097532156427122
frozen_mapping,decode,all,2,throughput,burstgpt_3,9,0.1368930446194226,0.13731642621215218,0.01292764738263923,0.013439801909735417,0.19463290359145372,0.09731645179572686,0.010902201166154037,0.1267203285739798,0.12515676774782936
frozen_mapping,decode,all,2,throughput,mooncake_conversation,9,0.12203350284296224,0.12632882096384618,0.013901735712096392,0.01388264067590394,0.2752578276446956,0.1376289138223478,0.019563844144134732,0.11083304077826679,0.11421576444891691
