method,phase,model,parallel_size,policy,segment,cases,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_histogram_l1,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape
h0,decode,all,2,all,all,135,0.12232898171951834,0.12005837493668071,0.01729966929465257,0.014027422240662588,0.2665823282894476,0.1332911641447238,0.013334606046418146,0.11634292630950867,0.11593751906264917
h0,decode,all,2,all,burstgpt_1,27,0.12517570993343208,0.11913891523154678,0.023745260719672038,0.01545239289436552,0.3734593932041125,0.18672969660205624,0.01768976036296023,0.1186398108036661,0.1144127284024307
h0,decode,all,2,all,burstgpt_2,27,0.1659061641409816,0.14363832606104207,0.017647675853677765,0.010921660552600205,0.3477096690663713,0.17385483453318565,0.017526268014148614,0.1574599765504056,0.13571606766819957
h0,decode,all,2,all,burstgpt_3,27,0.12148485430926705,0.11847096362741122,0.012927647382638721,0.013439801909733982,0.222613674978906,0.111306837489453,0.010464130196866529,0.11546559902036632,0.11315464267613771
h0,decode,all,2,all,mooncake_conversation,27,0.14020555046030886,0.15879215762222795,0.013901735711908616,0.013882640675717048,0.21840682165757405,0.10920341082878703,0.012295430832865882,0.13369443444687476,0.15441898586409053
h0,decode,all,2,all,mooncake_toolagent,27,0.05887262975360222,0.054039119284995656,0.018276026805365705,0.01820055855966058,0.17072208254027388,0.08536104127013694,0.00869744082524949,0.05645481072623061,0.05272384359194199
h0,decode,all,2,balanced,all,45,0.11961849010341288,0.10914839961949695,0.01729966929473337,0.014027422240739107,0.2610036025868774,0.1305018012934387,0.012123583996082937,0.11399225803314046,0.10402167006046813
h0,decode,all,2,balanced,burstgpt_1,9,0.1724257509061342,0.17112063557727925,0.023745260719667958,0.01545239289435802,0.459845334748239,0.2299226673741195,0.021307780697793113,0.1649060694481269,0.16290284849272016
h0,decode,all,2,balanced,burstgpt_2,9,0.1624542400547378,0.12943577736037984,0.01764767585367112,0.010921660552593145,0.25966122980575673,0.12983061490287837,0.01223476142937988,0.15428320408799912,0.12132072169993323
h0,decode,all,2,balanced,burstgpt_3,9,0.07600796243554507,0.07991440174472766,0.012927647382639011,0.013439801909734447,0.18824759217731668,0.09412379608865834,0.008016233940376611,0.0718889597323516,0.0760229042131381
