model,parallel_size,profile_id,policy,phase,requests,total_calls_per_1000,total_logical_bytes_per_1000,calls_by_12bin_json,logical_bytes_by_12bin_json,exact_calls_histogram_per_1000_json
qwen3-8b,4,profile_13_burstgpt_3_c2,mb4,prefill,42,1333.3333333333335,7864710095.238095,"[0.0,0.0,47.61904761904762,190.47619047619048,428.57142857142856,238.0952380952381,285.7142857142857,142.85714285714286,0.0,0.0,0.0,0.0]","[0.0,0.0,5461333.333333334,66316190.47619048,477086476.1904762,1057158095.2380953,2632752761.9047623,3625935238.095238,0.0,0.0,0.0,0.0]","{""114688"":47.61904761904762,""278528"":47.61904761904762,""327680"":47.61904761904762,""393216"":95.23809523809524,""540672"":47.61904761904762,""688128"":47.61904761904762,""942080"":47.61904761904762,""991232"":47.61904761904762,""1056768"":47.61904761904762,""1179648"":47.61904761904762,""1368064"":47.61904761904762,""1490944"":47.61904761904762,""1761280"":47.61904761904762,""2613248"":47.61904761904762,""3792896"":47.61904761904762,""4808704"":47.61904761904762,""5234688"":47.61904761904762,""5750784"":47.61904761904762,""6717440"":47.61904761904762,""7888896"":47.61904761904762,""8544256"":47.61904761904762,""8675328"":47.61904761904762,""10174464"":47.61904761904762,""13287424"":47.61904761904762,""23003136"":47.61904761904762,""25714688"":47.61904761904762,""27426816"":47.61904761904762}"
qwen3-8b,4,profile_13_burstgpt_3_c2,mb4,decode,42,35428.57142857143,913993142.8571428,"[6761.904761904762,28666.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[55393523.80952381,858599619.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""8192"":6761.904761904762,""16384"":4000.0,""24576"":1857.142857142857,""32768"":22809.52380952381}"
