parallelism,parallel_size,profile_id,policy,phase,requests,calls_predicted,calls_truth,calls_abs_error,calls_ape,bytes_predicted,bytes_truth,bytes_abs_error,bytes_ape,calls_histogram_l1,calls_histogram_tv,bytes_histogram_l1,bytes_histogram_tv,log_payload_emd_log2_bytes,normalized_log_payload_emd,common_reference_cost_predicted_us,common_reference_cost_truth_us,common_reference_cost_ape,exact_histogram,comparison
pp,4,profile_04_burstgpt_1_c3,mb1,prefill,92,2000.0,2000.0,0.0,0.0,5202632347.826087,5202632347.826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62026.32347826087,62026.32347826087,0.0,True,phase25a_static_formula_vs_phase25b_scheduler_teacher
pp,4,profile_04_burstgpt_1_c3,mb16,decode,92,25282.608695652176,11869.565217391304,13413.043478260872,1.1300366300366302,1007972173.9130435,1007972173.9130435,0.0,0.0,1.7034195383292545,0.8517097691646273,1.596113074204947,0.7980565371024735,1.4436130460074355,0.06874347838130646,136492.7652173913,69427.54782608696,0.9659741628683165,False,phase25a_static_formula_vs_phase25b_scheduler_teacher
pp,4,profile_04_burstgpt_1_c3,mb16,prefill,92,217.3913043478261,565.2173913043479,347.82608695652175,0.6153846153846153,5202632347.826087,5202632347.826087,0.0,0.0,2.0,1.0,2.0,1.0,2.5875967425939543,0.12321889250447401,53113.28,54852.41043478261,0.03170563373601178,False,phase25a_static_formula_vs_phase25b_scheduler_teacher
pp,4,profile_04_burstgpt_1_c3,mb4,decode,92,38934.78260869565,36413.04347826087,2521.7391304347766,0.06925373134328341,1007972173.9130434,1007972173.9130435,1.1920928955078125e-07,1.1826644885245143e-16,0.3873470170087585,0.19367350850437925,0.3554770318021202,0.1777385159010601,0.10672371914526343,0.005082081864060163,204753.6347826087,192144.9391304348,0.06562075331900707,False,phase25a_static_formula_vs_phase25b_scheduler_teacher
pp,4,profile_04_burstgpt_1_c3,mb4,prefill,92,521.7391304347826,1565.217391304348,1043.4782608695655,0.6666666666666667,5202632347.826087,5202632347.826087,0.0,0.0,1.9999999999999998,0.9999999999999999,2.0,1.0,2.15001098191398,0.10238147532923714,54635.01913043478,59852.41043478261,0.08717094710885347,False,phase25a_static_formula_vs_phase25b_scheduler_teacher
pp,8,profile_04_burstgpt_1_c3,mb1,decode,92,123043.47826086957,123043.47826086957,0.0,0.0,1007972173.9130435,1007972173.9130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625297.1130434783,625297.1130434783,0.0,True,phase25a_static_formula_vs_phase25b_scheduler_teacher
pp,8,profile_04_burstgpt_1_c3,mb1,prefill,92,2000.0,2000.0,0.0,0.0,5202632347.826087,5202632347.826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62026.32347826087,62026.32347826087,0.0,True,phase25a_static_formula_vs_phase25b_scheduler_teacher
pp,8,profile_04_burstgpt_1_c3,mb16,decode,92,25282.608695652176,19760.869565217392,5521.739130434784,0.27942794279427946,1007972173.9130435,1007972173.9130435,0.0,0.0,0.9663827947713086,0.4831913973856543,1.2519434628975266,0.6259717314487633,0.41747419603966557,0.019879723620936457,136492.7652173913,108884.06956521739,0.2535604681421038,False,phase25a_static_formula_vs_phase25b_scheduler_teacher
pp,8,profile_04_burstgpt_1_c3,mb16,prefill,92,217.3913043478261,217.3913043478261,0.0,0.0,5202632347.826087,5202632347.826087,0.0,0.0,2.0,1.0,2.0,1.0,0.12898068167740778,0.006141937222733704,53113.28,53113.28,0.0,False,phase25a_static_formula_vs_phase25b_scheduler_teacher
pp,8,profile_04_burstgpt_1_c3,mb4,decode,92,38934.78260869565,38847.82608695652,86.95652173912822,0.002238388360380469,1007972173.9130434,1007972173.9130435,1.1920928955078125e-07,1.1826644885245143e-16,0.5152829995903787,0.25764149979518935,0.46077738515901057,0.23038869257950528,0.19574857393533315,0.009321360663587294,204753.6347826087,204318.85217391304,0.0021279612922138393,False,phase25a_static_formula_vs_phase25b_scheduler_teacher
