parallelism,phase,policy,cases,exact_histograms,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_calls_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape
pp,total,mb1,72,39,0.3576278099492998,0.31930109900521164,0.0,0.0,0.14200831726685106,0.0148353942105399,0.11340192234271582
pp,total,mb4,72,0,2.0600026256840307,2.08358091391667,2.6006152592737683e-17,3.922538509143399e-17,0.7266939818808501,0.09475133733100022,0.48063286624518725
pp,total,mb16,72,1,6.161266391291085,6.032119431988875,4.329567806466708e-17,4.7526192724890976e-17,0.7984372833811083,0.1727263425504542,0.7433242749112596
pp,total,all,216,40,2.859632275641472,1.2159076141253917,2.310061021913492e-17,2.8917192605441654e-17,0.5557131941762699,0.09410435803066476,0.44578635449972087
