model_id,configuration,topology_level,vector_id,pages,flow_count,total_payload_bytes,edge_costs_us,max_edge_baseline_us,sum_edge_baseline_us,busiest_endpoint_sum_us,r61_graph_prediction_us,phase65_prediction_us,phase67_prediction_us,phase69_prediction_us,matched_solo_max_us,actual_concurrent_wave_us,max_edge_absolute_error_us,r61_graph_absolute_error_us,phase65_absolute_error_us,phase67_absolute_error_us,phase69_absolute_error_us,phase69_signed_error_us,cross_replica_relative_spread
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__third_blind_v03,52|52|52|52,4,30670848,265.512009048|265.512009048|265.512009048|265.512009048,265.5120090475234,1062.0480361900936,1062.0480361900936,826.5714207606418,468.92867772485715,732.0379983520583,656.0779461718582,244.453,656.263,390.7509909524766,170.30842076064175,187.33432227514288,75.77499835205822,0.18505382814180393,-0.18505382814180393,0.0002910418536471368
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__third_blind_v04,60|60|60|60,4,35389440,290.217718168|290.217718168|290.217718168|290.217718168,290.21771816776317,1160.8708726710527,1160.8708726710527,913.7030974192601,521.5128365513458,859.4111844164236,753.0671113641436,267.853,753.522,463.3042818322369,160.18109741926003,232.00916344865425,105.88918441642352,0.4548886358564914,-0.4548886358564914,0.0023954177847495674
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__third_blind_v05,34|38|44|52,4,24772608,187.690456115|208.333982253|235.543650676|265.512009048,265.5120090475234,897.0800980909477,897.0800980909478,686.3319201150648,421.39441948600063,638.4788271592604,594.0780281259838,243.165,590.434,324.92199095247656,95.89792011506484,169.03958051399934,48.04482715926042,3.644028125983823,3.644028125983823,0.006988079954745114
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__third_blind_v06,34|34|44|44,4,23003136,187.690456115|187.690456115|235.543650676|235.543650676,235.54365067566943,846.4682135807868,846.4682135807868,639.5193716353584,377.566314835646,562.4306518173494,532.6342470826911,218.673,537.37,301.8263493243306,102.14937163535842,159.80368516435402,25.060651817349367,4.735752917308901,-4.735752917308901,0.00939389991998065
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__third_blind_v07,38|44|52|60,4,28606464,208.333982253|235.543650676|265.512009048|290.217718168,290.21771816776317,999.6073601439869,999.6073601439869,776.6127347115955,475.0459804016398,737.3018876402527,667.2509557069347,266.7905,667.9114999999999,377.69378183223677,108.70123471159559,192.86551959836015,69.39038764025281,0.6605442930651861,-0.6605442930651861,0.0061115881370509125
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__third_blind_v08,34|44|44|60,4,26836992,187.690456115|235.543650676|235.543650676|290.217718168,290.21771816776317,948.995475633826,948.9954756338261,733.5874930057146,460.4625503364881,710.0719229629723,649.4887669737312,266.2865,656.26,366.0422818322368,77.32749300571459,195.79744966351188,53.81192296297229,6.77123302626876,-6.77123302626876,0.0005714198640782617
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__third_blind_v09,38|38|38|60,4,25657344,208.333982253|208.333982253|208.333982253|290.217718168,290.21771816776317,915.2196649268559,915.219664926856,704.8746238141371,450.73030704805626,692.3549829201229,638.0836775602666,265.5285,615.6105,325.39278183223684,89.26412381413706,164.88019295194374,76.74448292012289,22.47317756026655,22.47317756026655,0.0033990648307655126
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__third_blind_v00,34|34|34|34,4,20054016,189.780173334|189.780173334|189.780173334|189.780173334,189.78017333365082,759.1206933346033,759.1206933346033,559.4816647018324,413.7838541263237,476.9871693589468,469.92532859477524,171.976,466.5315,276.7513266663492,92.95016470183242,52.74764587367628,10.455669358946807,3.3938285947752433,3.3938285947752433,0.02093320601074101
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__third_blind_v01,38|38|38|38,4,22413312,210.470881853|210.470881853|210.470881853|210.470881853,210.47088185302192,841.8835274120877,841.8835274120877,632.4533052151028,483.3853627742759,547.5556712355204,526.3701489430057,182.276,512.896,302.42511814697804,119.55730521510282,29.510637225724054,34.65967123552048,13.47414894300573,13.47414894300573,0.005558631769403431
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__third_blind_v02,44|44|44|44,4,25952256,237.742740084|237.742740084|237.742740084|237.742740084,237.7427400844917,950.9709603379667,950.9709603379667,728.6352331144076,575.1252118358129,648.2066323795409,605.8355877945114,225.312,605.669,367.9262599155083,122.9662331144076,30.54378816418705,42.53763237954092,0.1665877945114289,0.1665877945114289,0.008781198971715528
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__third_blind_v03,52|52|52|52,4,30670848,267.49328654|267.49328654|267.49328654|267.49328654,267.4932865399629,1069.9731461598517,1069.9731461598517,833.5589566780307,675.2031243182763,773.0010007827742,702.3825931410584,247.656,702.058,434.56471346003707,131.50095667803066,26.854875681723684,70.94300078277422,0.324593141058358,0.324593141058358,0.01706981474465078
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__third_blind_v04,60|60|60|60,4,35389440,291.743601199|291.743601199|291.743601199|291.743601199,291.7436011991001,1166.9744047964004,1166.9744047964004,919.084555861042,756.7787979537774,890.0968670073632,791.231096308961,272.933,799.364,507.6203988008999,119.72055586104193,42.58520204622266,90.73286700736321,8.132903691039019,-8.132903691039019,0.01745512682582664
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__third_blind_v05,34|38|44|52,4,24772608,189.780173334|210.470881853|237.742740084|267.49328654,267.4932865399629,905.4870818111274,905.4870818111273,693.7290976568322,516.0669157892615,594.8413357882032,559.480361984499,242.419,562.424,294.93071346003705,131.30509765683223,46.357084210738435,32.41733578820322,2.9436380155009374,-2.9436380155009374,0.0025230075530204665
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__third_blind_v06,34|34|44|44,4,23003136,189.780173334|189.780173334|237.742740084|237.742740084,237.7427400844917,855.045826836285,855.045826836285,647.0891279945678,482.32001214586364,551.7193191677953,526.9769915017716,220.63,530.053,292.3102599155083,117.03612799456778,47.732987854136354,21.666319167795336,3.0760084982283615,-3.0760084982283615,0.006748381765597022
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__third_blind_v07,38|44|52|60,4,28606464,210.470881853|237.742740084|267.49328654|291.743601199,291.7436011991001,1007.4505096765766,1007.4505096765766,783.473044615771,602.4433657111501,704.1239631691979,645.8042413845092,266.735,646.146,354.40239880089985,137.327044615771,43.70263428884982,57.97796316919789,0.34175861549078945,-0.34175861549078945,0.007136158081919551
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__third_blind_v08,34|44|44|60,4,26836992,189.780173334|237.742740084|237.742740084|291.743601199,291.7436011991001,957.0092547017343,957.0092547017343,740.5928553431336,553.6426961716095,650.5970547142833,602.8545630809981,266.718,608.3905,316.64689880089986,132.2023553431336,54.74780382839049,42.20655471428336,5.53593691900187,-5.53593691900187,0.0034566614698946676
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__third_blind_v09,38|38|38|60,4,25657344,210.470881853|210.470881853|210.470881853|291.743601199,291.7436011991001,923.1562467581659,923.1562467581659,711.8143606607092,520.8907463163276,614.9432454050974,574.2522405394145,266.711,578.7805000000001,287.03689880089996,133.03386066070914,57.88975368367244,36.162745405097326,4.528259460585559,-4.528259460585559,0.0052100925998717785
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__third_blind_v00,34|34|34|34,4,20054016,185.128569485|185.128569485|185.128569485|185.128569485,185.12856948513215,740.5142779405286,740.5142779405286,543.0764670003393,398.13631623817406,469.22193646791095,462.1600957037394,170.37099999999998,453.53499999999997,268.4064305148678,89.54146700033937,55.39868376182591,15.686936467910982,8.625095703739419,8.625095703739419,0.005963156096001277
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__third_blind_v01,38|38|38|38,4,22413312,205.564986916|205.564986916|205.564986916|205.564986916,205.5649869158612,822.2599476634448,822.2599476634448,615.1512780073245,466.88241467198844,539.3659332512467,518.180410958732,182.076,507.383,301.8180130841388,107.76827800732457,40.50058532801154,31.98293325124672,10.797410958731973,10.797410958731973,0.022288882363027476
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__third_blind_v02,44|44|44|44,4,25952256,232.501671003|232.501671003|232.501671003|232.501671003,232.50167100322287,930.0066840128915,930.0066840128915,710.1511194096736,557.4947708751796,639.4573658169938,597.0863212319643,220.08749999999998,599.6155,367.1138289967771,110.53561940967359,42.1207291248204,39.841865816993845,2.5291787680356492,-2.5291787680356492,0.021839829023766088
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__third_blind_v03,52|52|52|52,4,30670848,261.729144845|261.729144845|261.729144845|261.729144845,261.72914484547033,1046.9165793818813,1046.9165793818813,813.230079336577,655.8131185279169,763.3785341815139,692.7601265397981,247.379,691.949,430.2198551545296,121.28107933657702,36.13588147208304,71.42953418151399,0.8111265397981242,0.8111265397981242,0.004967129080322411
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__third_blind_v04,60|60|60|60,4,35389440,285.399956995|285.399956995|285.399956995|285.399956995,285.3999569953946,1141.5998279815783,1141.5998279815783,896.7118988810498,735.439402713137,879.5069981742015,780.6412274757993,266.924,780.249,494.84904300460545,116.4628988810498,44.80959728686298,99.25799817420148,0.39222747579924544,0.39222747579924544,0.010569702748737994
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__third_blind_v05,34|38|44|52,4,24772608,185.128569485|205.564986916|232.501671003|261.729144845,261.72914484547033,884.9243722496865,884.9243722496865,675.5202522122268,499.0896553194409,588.2840281780277,552.9230543743236,240.346,546.932,285.2028551545297,128.58825221222673,47.84234468055911,41.352028178027695,5.991054374323539,5.991054374323539,0.03161636181463149
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__third_blind_v06,34|34|44|44,4,23003136,185.128569485|185.128569485|232.501671003|232.501671003,232.50167100322287,835.26048097671,835.26048097671,629.6072249113806,465.83015732024364,543.7195463108351,518.9772186448114,217.997,517.003,284.50132899677715,112.60422491138058,51.1728426797564,26.716546310835042,1.9742186448113443,1.9742186448113443,0.017096612592190093
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__third_blind_v07,38|44|52|60,4,28606464,205.564986916|232.501671003|261.729144845|285.399956995,285.3999569953946,985.1957597599489,985.1957597599489,763.7525573321744,584.1223260121253,695.5174942829741,637.1977724982854,265.2895,625.8375,340.4375430046054,137.91505733217446,41.715173987874664,69.67999428297412,11.36027249828544,11.36027249828544,0.045320870034154304
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__third_blind_v08,34|44|44|60,4,26836992,185.128569485|232.501671003|232.501671003|285.399956995,285.3999569953946,935.5318684869725,935.5318684869724,721.533206151022,536.0737366725263,641.0050740762888,593.2625824430036,265.88599999999997,577.3765,291.9765430046054,144.15670615102204,41.30276332747371,63.62857407628883,15.886082443003602,15.886082443003602,0.049665166490149744
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__third_blind_v09,38|38|38|60,4,25657344,205.564986916|205.564986916|205.564986916|285.399956995,285.3999569953946,902.0949177429782,902.0949177429782,693.1084023407791,503.72431189153315,607.0954823797534,566.4044775140705,266.1685,554.5695000000001,269.1695430046055,138.53890234077903,50.845188108466914,52.52598237975337,11.834977514070488,11.834977514070488,0.008529138367688843
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__third_blind_v00,34|34|34|34,4,20054016,187.690456115|187.690456115|187.690456115|187.690456115,187.69045611472396,750.7618244588958,750.7618244588958,552.1116853929481,406.75425091342555,473.4986648753713,466.4368241111997,171.1985,461.322,273.6315438852761,90.78968539294806,54.56774908657445,12.176664875371273,5.1148241111997095,5.1148241111997095,0.02736808563216146
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__third_blind_v01,38|38|38|38,4,22413312,208.333982253|208.333982253|208.333982253|208.333982253,208.3339822530309,833.3359290121236,833.3359290121236,624.916923883477,476.1970426715914,543.9884020528758,522.8028797603611,180.901,503.878,295.5440177469691,121.03892388347703,27.680957328408567,40.11040205287583,18.92487976036108,18.92487976036108,0.02650046241352075
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__third_blind_v02,44|44|44|44,4,25952256,235.543650676|235.543650676|235.543650676|235.543650676,235.54365067566943,942.1746027026777,942.1746027026777,720.8795218178669,567.7276913322274,644.5355455966127,602.1645010115832,221.1945,591.5975000000001,356.05384932433066,129.28202181786685,23.869808667772645,52.9380455966126,10.567001011583102,10.567001011583102,0.003907217322588454
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__third_blind_v03,52|52|52|52,4,30670848,265.512009048|265.512009048|265.512009048|265.512009048,265.5120090475234,1062.0480361900936,1062.0480361900936,826.5714207606418,668.5383016808632,769.6935219751239,699.075114333408,245.596,692.531,427.01899095247654,134.04042076064184,23.992698319136707,77.16252197512392,6.544114333408061,6.544114333408061,0.000791300317242119
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__third_blind_v04,60|60|60|60,4,35389440,290.217718168|290.217718168|290.217718168|290.217718168,290.21771816776317,1160.8708726710527,1160.8708726710527,913.7030974192601,751.6458774981083,887.5496085802329,788.6838378818306,267.228,788.219,498.0012818322369,125.48409741926002,36.5731225018917,99.33060858023282,0.46483788183059005,0.46483788183059005,0.0027961772045587132
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__third_blind_v05,34|38|44|52,4,24772608,187.690456115|208.333982253|235.543650676|265.512009048,265.5120090475234,897.0800980909477,897.0800980909478,686.3319201150648,508.93589218865213,592.7072236272071,557.346249823503,228.439,554.663,289.1509909524766,131.6689201150648,45.72710781134788,38.04422362720709,2.6832498235029334,2.6832498235029334,0.0356450673652289
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__third_blind_v06,34|34|44|44,4,23003136,187.690456115|187.690456115|235.543650676|235.543650676,235.54365067566943,846.4682135807868,846.4682135807868,639.5193716353584,475.13412143216203,548.1872970206394,523.4449693546158,217.474,512.567,277.0233493243306,126.95237163535842,37.432878567837975,35.62029702063944,10.877969354615743,10.877969354615743,0.005144693279122535
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__third_blind_v07,38|44|52|60,4,28606464,208.333982253|235.543650676|265.512009048|290.217718168,290.21771816776317,999.6073601439869,999.6073601439869,776.6127347115955,595.6274083394014,700.4707597054332,642.1510379207446,253.8265,648.856,358.6382818322368,127.75673471159553,53.22859166059857,51.614759705433244,6.704962079255438,-6.704962079255438,0.0838221423551605
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__third_blind_v08,34|44|44|60,4,26836992,187.690456115|235.543650676|235.543650676|290.217718168,290.21771816776317,948.995475633826,948.9954756338261,733.5874930057146,546.6616589347601,646.8353751643959,599.0928835311108,264.642,600.144,309.92628183223684,133.44349300571457,53.48234106523989,46.691375164395936,1.0511164688891768,-1.0511164688891768,0.008702911301287619
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__third_blind_v09,38|38|38|60,4,25657344,208.333982253|208.333982253|208.333982253|290.217718168,290.21771816776317,915.2196649268559,915.219664926856,704.8746238141371,513.9843955010289,611.2306432559661,570.5396383902832,265.586,562.386,272.1682818322368,142.4886238141371,48.401604498971096,48.84464325596616,8.153638390283277,8.153638390283277,0.008959149054208318
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__third_blind_v00,34|34,2,10027008,189.780173334|189.780173334,189.78017333365082,379.56034666730164,189.78017333365082,75.48440352347903,154.41631079607987,168.5670568748274,168.5670568748274,160.88,160.0095,29.77067333365082,84.52509647652097,5.593189203920133,8.557556874827384,8.557556874827384,8.557556874827384,0.014217905811842457
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__third_blind_v01,38|38,2,11206656,210.470881853|210.470881853,210.47088185302192,420.94176370604384,210.47088185302192,95.68843359933408,170.56358626440095,182.7777329996892,182.7777329996892,171.748,172.889,37.58188185302191,77.20056640066593,2.3254137355990565,9.888732999689182,9.888732999689182,9.888732999689182,0.014862136978061095
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__third_blind_v02,44|44,2,12976128,237.742740084|237.742740084,237.7427400844917,475.4854801689834,237.7427400844917,122.31881425629467,191.8468693856272,203.81765906237322,203.81765906237322,204.542,204.096,33.64674008449168,81.77718574370533,12.249130614372802,0.2783409376267798,0.2783409376267798,-0.2783409376267798,0.0019402634054563293
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__third_blind_v03,52|52,2,15335424,267.49328654|267.49328654,267.4932865399629,534.9865730799258,267.4932865399629,151.3695804394207,215.06455033163374,231.31823917571649,231.31823917571649,227.728,230.05,37.44328653996291,78.68041956057931,14.985449668366272,1.2682391757164737,1.2682391757164737,1.2682391757164737,0.009452292979787103
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__third_blind_v04,60|60,2,17694720,291.743601199|291.743601199,291.7436011991001,583.4872023982002,291.7436011991001,175.04948904494043,233.9897848458579,258.3908937502212,258.3908937502212,251.227,251.924,39.819601199100106,76.87451095505958,17.934215154142095,6.466893750221203,6.466893750221203,6.466893750221203,0.0033839570664168242
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__third_blind_v05,34|38,2,10616832,189.780173334|210.470881853,210.47088185302192,400.2510551866727,210.47088185302192,95.68843359933408,169.2588262770613,184.86938846090885,184.86938846090885,170.32549999999998,170.76049999999998,39.71038185302194,75.0720664006659,1.5016737229386763,14.108888460908872,14.108888460908872,14.108888460908872,0.005941069509634663
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__third_blind_v06,34|44,2,11501568,189.780173334|237.742740084,237.7427400844917,427.5229134181425,237.7427400844917,122.31881425629467,188.82234086704045,208.4425488175308,208.4425488175308,203.43650000000002,202.901,34.841740084491676,80.58218574370534,14.078659132959558,5.541548817530781,5.541548817530781,5.541548817530781,0.004132557256987449
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__third_blind_v07,38|52,2,13271040,210.470881853|267.49328654,267.4932865399629,477.96416839298485,267.4932865399629,151.3695804394207,211.4687067215537,236.14093008283706,236.14093008283706,227.004,227.388,40.10528653996292,76.0184195605793,15.919293278446304,8.752930082837054,8.752930082837054,8.752930082837054,0.006381163473886016
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__third_blind_v08,44|60,2,15335424,237.742740084|291.743601199,291.7436011991001,529.4863412835919,291.7436011991001,175.04948904494043,230.5844803441652,262.077177246352,262.077177246352,251.1455,251.3895,40.354101199100114,76.34001095505957,20.805019655834798,10.687677246351996,10.687677246351996,10.687677246351996,0.0036059580849637477
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__third_blind_v09,52|60,2,16515072,267.49328654|291.743601199,291.7436011991001,559.236887739063,291.7436011991001,175.04948904494043,232.4605554229981,259.78772063316933,259.78772063316933,252.0855,255.26100000000002,36.48260119910009,80.2115109550596,22.80044457700191,4.526720633169305,4.526720633169305,4.526720633169305,0.01971903267635872
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__third_blind_v00,34|34,2,10027008,185.128569485|185.128569485,185.12856948513215,370.2571389702643,185.12856948513215,70.94221281171838,150.78614372658518,167.89039304636532,167.89039304636532,167.3765,165.9375,19.191069485132147,94.99528718828162,15.15135627341482,1.9528930463653182,1.9528930463653182,1.9528930463653182,0.0040135593220338795
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__third_blind_v01,38|38,2,11206656,205.564986916|205.564986916,205.5649869158612,411.1299738317224,205.5649869158612,90.8979331306535,166.73496739932864,182.0640777189909,182.0640777189909,177.3015,178.028,27.536986915861206,87.13006686934649,11.293032600671353,4.036077718990896,4.036077718990896,4.036077718990896,6.459658031311848e-05
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__third_blind_v02,44|44,2,12976128,232.501671003|232.501671003,232.50167100322287,465.00334200644573,232.50167100322287,117.20102347361306,187.75667662473083,203.05524635801214,203.05524635801214,218.3565,218.277,14.22467100322288,101.07597652638692,30.520323375269157,15.221753641987846,15.221753641987846,-15.221753641987846,0.006395543277578429
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__third_blind_v03,52|52,2,15335424,261.729144845|261.729144845,261.72914484547033,523.4582896909407,261.72914484547033,145.74102054510934,210.56614547071428,230.47973565869074,230.47973565869074,240.90550000000002,240.211,21.518144845470317,94.46997945489068,29.644854529285737,9.73126434130927,9.73126434130927,-9.73126434130927,0.000618206493457888
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__third_blind_v04,60|60,2,17694720,285.399956995|285.399956995,285.3999569953946,570.7999139907892,285.3999569953946,168.85505746410806,229.03912932169584,257.46809062401616,257.46809062401616,263.095,264.177,21.222956995394554,95.32194253589196,35.13787067830418,6.708909375983865,6.708909375983865,-6.708909375983865,0.002365838055546092
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__third_blind_v05,34|38,2,10616832,185.128569485|205.564986916,205.5649869158612,390.6935564009933,205.5649869158612,90.8979331306535,165.44624305606985,184.1076502154605,184.1076502154605,177.5865,177.1695,28.3954869158612,86.2715668693465,11.723256943930153,6.938150215460496,6.938150215460496,6.938150215460496,0.0024185878494888445
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__third_blind_v06,34|44,2,11501568,185.128569485|232.501671003,232.50167100322287,417.630240488355,232.50167100322287,117.20102347361306,184.76931989506082,207.56867630480966,207.56867630480966,217.3325,216.17950000000002,16.32217100322285,98.97847652638696,31.4101801049392,8.610823695190362,8.610823695190362,-8.610823695190362,0.007241667225615815
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__third_blind_v07,38|52,2,13271040,205.564986916|261.729144845,261.72914484547033,467.2941317613315,261.72914484547033,145.74102054510934,207.02442306325918,235.14014384957457,235.14014384957457,241.68599999999998,240.675,21.05414484547032,94.93397945489068,33.65057693674083,5.5348561504254405,5.5348561504254405,-5.5348561504254405,0.004136283369689503
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__third_blind_v08,44|60,2,15335424,232.501671003|285.399956995,285.3999569953946,517.9016279986174,285.3999569953946,168.85505746410806,225.70335341548088,260.94589225383567,260.94589225383567,264.531,265.4,19.999956995394598,96.54494253589192,39.6966465845191,4.454107746164311,4.454107746164311,-4.454107746164311,0.0065617935192161785
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__third_blind_v09,52|60,2,16515072,261.729144845|285.399956995,285.3999569953946,547.1291018408649,285.3999569953946,168.85505746410806,227.54644343652475,258.75534151327975,258.75534151327975,265.7585,265.76250000000005,19.63745699539453,96.90744253589199,38.21605656347529,7.0071584867203,7.0071584867203,-7.0071584867203,0.009179248389069436
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__third_blind_v00,34|34,2,10027008,187.690456115|187.690456115,187.69045611472396,375.3809122294479,187.69045611472396,73.44383978436383,152.78547057843747,168.2630679497575,168.2630679497575,169.1335,167.31799999999998,20.372456114723974,93.87416021563615,14.532529421562515,0.9450679497575152,0.9450679497575152,0.9450679497575152,0.0010130410356325734
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__third_blind_v01,38|38,2,11206656,208.333982253|208.333982253,208.3339822530309,416.6679645060618,208.3339822530309,93.60179728396184,168.89592435437524,182.46688050419357,182.46688050419357,179.714,180.3555,27.978482253030904,86.75370271603816,11.459575645624767,2.111380504193562,2.111380504193562,2.111380504193562,0.008560870059410346
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__third_blind_v02,44|44,2,12976128,235.543650676|235.543650676,235.54365067566943,471.08730135133885,235.54365067566943,120.17145093551994,190.13067380776786,203.49775988201247,203.49775988201247,219.7165,219.368,16.17565067566943,99.19654906448005,29.237326192232132,15.870240117987521,15.870240117987521,-15.870240117987521,0.00015499070055792922
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__third_blind_v03,52|52,2,15335424,265.512009048|265.512009048,265.5120090475234,531.0240180950468,265.5120090475234,149.43490575158265,213.51833776865394,231.03002486148443,231.03002486148443,243.0785,242.3595,23.15250904752341,92.92459424841735,28.84116223134606,11.329475138515562,11.329475138515562,-11.329475138515562,8.871119143245783e-05
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__third_blind_v04,60|60,2,17694720,290.217718168|290.217718168,290.21771816776317,580.4354363355263,290.21771816776317,173.55949721462173,232.7989675465679,258.1689251803701,258.1689251803701,265.761,266.56100000000004,23.65671816776313,93.0015027853783,33.76203245343214,8.392074819629954,8.392074819629954,-8.392074819629954,0.004282321870041245
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__third_blind_v05,34|38,2,10616832,187.690456115|208.333982253,208.3339822530309,396.0244383677549,208.3339822530309,93.60179728396184,167.5941396968974,184.5496144228706,184.5496144228706,178.7535,178.607,29.72698225303091,85.00520271603816,11.012860303102599,5.942614422870605,5.942614422870605,5.942614422870605,0.00018756263752262587
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__third_blind_v06,34|44,2,11501568,187.690456115|235.543650676,235.54365067566943,423.2341067903934,235.54365067566943,120.17145093551994,187.11304232013438,208.10196885287885,208.10196885287885,216.5455,216.6365,18.907150675669413,96.46504906448007,29.52345767986563,8.534531147121157,8.534531147121157,-8.534531147121157,0.006351653576382579
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__third_blind_v07,38|52,2,13271040,208.333982253|265.512009048,265.5120090475234,473.8459913005543,265.5120090475234,149.43490575158265,209.91268059907745,235.88214177936968,235.88214177936968,240.4355,240.2765,25.235509047523408,90.84159424841735,30.36381940092255,4.394358220630323,4.394358220630323,-4.394358220630323,0.0011216244618179208
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__third_blind_v08,44|60,2,15335424,235.543650676|290.217718168,290.21771816776317,525.7613688434326,290.21771816776317,173.55949721462173,229.3512105235542,261.98250278928714,261.98250278928714,264.916,265.345,24.87271816776314,91.7855027853783,35.99378947644584,3.3624972107128883,3.3624972107128883,-3.3624972107128883,0.0012059771241216151
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__third_blind_v09,52|60,2,16515072,265.512009048|290.217718168,290.21771816776317,555.7297272152866,290.21771816776317,173.55949721462173,231.24102086297503,259.65186092359124,259.65186092359124,264.78700000000003,264.55150000000003,25.666218167763134,90.9920027853783,33.310479137025,4.899639076408789,4.899639076408789,-4.899639076408789,0.0017312319151472724
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__third_blind_v00,34|34|34|34,4,20054016,189.780173334|189.780173334|189.780173334|189.780173334,189.78017333365082,759.1206933346033,379.56034666730164,236.8168239162635,256.31290892422385,301.0460352208729,295.1000461591982,170.94150000000002,292.321,102.5408266663492,55.504176083736525,36.00809107577618,8.725035220872883,2.779046159198174,2.779046159198174,0.011764464407278567
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__third_blind_v01,38|38|38|38,4,22413312,210.470881853|210.470881853|210.470881853|210.470881853,210.47088185302192,841.8835274120877,420.94176370604384,274.61005747125694,291.39921493800193,343.18088220338166,325.3429150183576,182.548,315.134,104.66311814697809,40.52394252874308,23.734785061998082,28.046882203381642,10.208915018357573,10.208915018357573,0.008082276111114717
