model_id,configuration,topology_level,vector_id,pages,flow_count,total_payload_bytes,edge_costs_us,max_edge_baseline_us,sum_edge_baseline_us,busiest_endpoint_sum_us,r61_graph_prediction_us,phase65_prediction_us,phase67_prediction_us,phase69_prediction_us,matched_solo_max_us,actual_concurrent_wave_us,max_edge_absolute_error_us,r61_graph_absolute_error_us,phase65_absolute_error_us,phase67_absolute_error_us,phase69_absolute_error_us,phase69_signed_error_us,cross_replica_relative_spread
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__third_blind_v02,44|44|44|44,4,25952256,237.742740084|237.742740084|237.742740084|237.742740084,237.7427400844917,950.9709603379667,475.4854801689834,324.424287208999,337.6455173581379,402.5630919485963,366.8871575785482,223.418,368.525,130.7822599155083,44.100712791001,30.87948264186207,34.03809194859633,1.6378424214517509,-1.6378424214517509,0.015429075368021109
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__third_blind_v03,52|52|52|52,4,30670848,267.49328654|267.49328654|267.49328654|267.49328654,267.4932865399629,1069.9731461598517,534.9865730799258,378.76603918562404,388.0950597716575,474.8307549688161,415.37086435206925,254.681,411.745,144.25171346003708,32.97896081437597,23.64994022834253,63.085754968816104,3.625864352069243,3.625864352069243,0.005357684974923842
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__third_blind_v04,60|60|60|60,4,35389440,291.743601199|291.743601199|291.743601199|291.743601199,291.7436011991001,1166.9744047964004,583.4872023982002,423.06117798364096,429.2175742696171,541.4446844355131,458.2008375720675,278.484,463.423,171.6793988008999,40.36182201635904,34.2054257303829,78.02168443551307,5.222162427932517,-5.222162427932517,0.00024383770335093327
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__third_blind_v05,34|38|44|52,4,24772608,189.780173334|210.470881853|237.742740084|267.49328654,267.4932865399629,905.4870818111274,505.2360266244546,353.475053392125,349.3562351746985,419.307879709272,385.30077956088024,240.906,379.857,112.3637134600371,26.381946607875022,30.50076482530153,39.45087970927199,5.443779560880216,5.443779560880216,0.0023903732193957606
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__third_blind_v06,34|34|44|44,4,23003136,189.780173334|189.780173334|237.742740084|237.742740084,237.7427400844917,855.045826836285,475.4854801689834,324.424287208999,301.8591064845071,379.29073081869296,356.3411916828224,217.878,338.709,100.96625991550832,14.284712791001027,36.84989351549291,40.58173081869296,17.632191682822395,17.632191682822395,0.008287349908033198
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__third_blind_v07,38|44|52|60,4,28606464,210.470881853|237.742740084|267.49328654|291.743601199,291.7436011991001,1007.4505096765766,559.236887739063,402.4459477911438,388.14703075331266,488.547466475673,434.57432865083575,265.1385,427.35450000000003,135.61089880089992,24.908552208856236,39.20746924668737,61.19296647567296,7.219828650835723,7.219828650835723,0.005945883335731935
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__third_blind_v08,34|44|44|60,4,26836992,189.780173334|237.742740084|237.742740084|291.743601199,291.7436011991001,957.0092547017343,529.4863412835919,377.1549619976448,391.9544529769232,461.39048100003833,415.05318031570766,264.5615,423.04049999999995,131.29689880089984,45.88553800235513,31.08604702307673,38.34998100003838,7.987319684292288,-7.987319684292288,0.009549913069788741
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__third_blind_v09,38|38|38|60,4,25657344,210.470881853|210.470881853|210.470881853|291.743601199,291.7436011991001,923.1562467581659,502.21448305212203,353.9711129168634,400.0653403492937,439.6514682512372,398.40472566057747,263.56899999999996,391.493,99.74939880089988,37.52188708313662,8.572340349293711,48.158468251237196,6.911725660577474,6.911725660577474,0.015032197255123312
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__third_blind_v00,34|34|34|34,4,20054016,185.128569485|185.128569485|185.128569485|185.128569485,185.12856948513215,740.5142779405286,370.2571389702643,228.3202975412587,248.42494337044906,295.3413490614963,289.3953599998216,170.982,295.4105,110.28193051486787,67.09020245874132,46.985556629550956,0.06915093850369658,6.015140000178405,-6.015140000178405,0.05265215691385387
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__third_blind_v01,38|38|38|38,4,22413312,205.564986916|205.564986916|205.564986916|205.564986916,205.5649869158612,822.2599476634448,411.1299738317224,265.64904808954384,283.08003481541147,337.16433568334884,319.32636849832477,181.467,308.904,103.3390130841388,43.25495191045616,25.82396518458853,28.260335683348842,10.422368498324772,10.422368498324772,0.02960466682205469
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__third_blind_v02,44|44|44|44,4,25952256,232.501671003|232.501671003|232.501671003|232.501671003,232.50167100322287,930.0066840128915,465.00334200644573,314.8510554522999,328.7579650806223,396.1354907981303,360.45955642808224,221.6685,361.92150000000004,129.41982899677717,47.07044454770016,33.16353491937775,34.21399079813028,1.4619435719178,-1.4619435719178,0.03257750644822168
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__third_blind_v03,52|52|52|52,4,30670848,261.729144845|261.729144845|261.729144845|261.729144845,261.72914484547033,1046.9165793818813,523.4582896909407,368.2373734755986,378.3205061738239,467.7616621535006,408.30177153675373,243.188,401.969,140.23985515452966,33.731626524401406,23.648493826176093,65.7926621535006,6.332771536753739,6.332771536753739,0.0023434642969980455
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__third_blind_v04,60|60|60|60,4,35389440,285.399956995|285.399956995|285.399956995|285.399956995,285.3999569953946,1141.5998279815783,570.7999139907892,411.47400460308864,418.46032825431695,533.6648948258685,450.4210479624229,269.817,457.103,171.70304300460543,45.628995396911364,38.64267174568306,76.56189482586848,6.681952037577105,-6.681952037577105,0.007241256347037762
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__third_blind_v05,34|38|44|52,4,24772608,185.128569485|205.564986916|232.501671003|261.729144845,261.72914484547033,884.9243722496865,494.23081584869317,343.3910525237962,340.1142574156497,413.09703359113036,379.0899334427386,238.968,384.268,122.53885515452964,40.87694747620378,44.153742584350255,28.829033591130383,5.178066557261388,-5.178066557261388,0.004954875243319758
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__third_blind_v06,34|34|44|44,4,23003136,185.128569485|185.128569485|232.501671003|232.501671003,232.50167100322287,835.26048097671,465.00334200644573,314.8510554522999,293.41137314171414,373.1458973437741,350.19635820790353,216.658,359.86,127.35832899677715,45.00894454770014,66.44862685828588,13.285897343774081,9.663641792096485,-9.663641792096485,0.0455593842049687
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__third_blind_v07,38|44|52|60,4,28606464,205.564986916|232.501671003|261.729144845|285.399956995,285.3999569953946,985.1957597599489,547.1291018408649,391.3514103945973,378.1129735812018,481.8041222179804,427.8309843931432,263.384,433.844,148.44404300460542,42.49258960540271,55.731026418798194,47.96012221798043,6.013015606856811,-6.013015606856811,0.001332276117682926
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__third_blind_v08,34|44|44|60,4,26836992,185.128569485|232.501671003|232.501671003|285.399956995,285.3999569953946,935.5318684869725,517.9016279986174,366.5050894427949,381.8126061842507,455.0936807179115,408.75638003358085,261.9705,417.7935,132.39354300460542,51.28841055720511,35.98089381574931,37.30018071791153,9.03711996641914,-9.03711996641914,0.000150792197580834
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__third_blind_v09,38|38|38|60,4,25657344,205.564986916|205.564986916|205.564986916|285.399956995,285.3999569953946,902.0949177429782,490.9649439112558,343.60617242299844,389.8238098566723,433.621121622502,392.3743790318423,262.185,399.095,113.69504300460545,55.48882757700159,9.271190143327715,34.52612162250199,6.720620968157732,-6.720620968157732,0.010739297660958063
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__third_blind_v00,34|34|34|34,4,20054016,187.690456115|187.690456115|187.690456115|187.690456115,187.69045611472396,750.7618244588958,375.3809122294479,232.99978832055857,252.7692672090605,298.483224353043,292.5372352913683,169.96300000000002,277.65099999999995,89.960543885276,44.65121167944139,24.881732790939452,20.832224353043046,14.886235291368337,14.886235291368337,0.0059733262260893965
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__third_blind_v01,38|38|38|38,4,22413312,208.333982253|208.333982253|208.333982253|208.333982253,208.3339822530309,833.3359290121236,416.6679645060618,270.70683948380025,287.77556361567963,340.5602072772638,322.72224009223976,180.987,300.845,92.51101774696912,30.138160516199775,13.069436384320397,39.7152072772638,21.87724009223973,21.87724009223973,0.00042879223520423835
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__third_blind_v02,44|44|44|44,4,25952256,235.543650676|235.543650676|235.543650676|235.543650676,235.54365067566943,942.1746027026777,471.08730135133885,320.4074745629689,333.9164075561531,399.8661479864111,364.19021361636294,221.6025,358.509,122.96534932433059,38.101525437031114,24.59259244384691,41.357147986411064,5.681213616362925,5.681213616362925,0.011910440184207477
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__third_blind_v03,52|52|52|52,4,30670848,265.512009048|265.512009048|265.512009048|265.512009048,265.5120090475234,1062.0480361900936,531.0240180950468,375.14707742126905,384.735304916822,472.4009336303968,412.94104301364996,244.366,398.472,132.95999095247657,23.324922578730934,13.736695083178006,73.92893363039684,14.46904301364998,14.46904301364998,0.0010991989399505818
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__third_blind_v04,60|60|60|60,4,35389440,290.217718168|290.217718168|290.217718168|290.217718168,290.21771816776317,1160.8708726710527,580.4354363355263,420.27403061616786,426.6300553874775,539.5733548698048,456.3295080063592,268.236,449.95,159.73228183223682,29.675969383832125,23.319944612522477,89.62335486980481,6.379508006359231,6.379508006359231,0.002704744971663484
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__third_blind_v05,34|38|44|52,4,24772608,187.690456115|208.333982253|235.543650676|265.512009048,265.5120090475234,897.0800980909477,501.05565972319283,349.67092937903163,345.98235592161745,416.65417571594753,382.64707556755576,242.285,380.806,115.29399095247658,31.13507062096835,34.82364407838253,35.84817571594755,1.8410755675557766,1.8410755675557766,0.0015178332274175684
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__third_blind_v06,34|34|44|44,4,23003136,187.690456115|187.690456115|235.543650676|235.543650676,235.54365067566943,846.4682135807868,471.08730135133885,320.4074745629689,298.2116027847578,376.64625291928456,353.696713783414,219.417,338.078,102.53434932433055,17.670525437031074,39.86639721524216,38.56825291928459,15.618713783414023,15.618713783414023,0.006096226314637388
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__third_blind_v07,38|44|52|60,4,28606464,208.333982253|235.543650676|265.512009048|290.217718168,290.21771816776317,999.6073601439869,555.7297272152866,399.2716688843082,385.25684794867107,486.0324476687375,432.0593098439003,265.20849999999996,429.55449999999996,139.3367818322368,30.28283111569175,44.297652051328896,56.477947668737556,2.5048098439003184,2.5048098439003184,0.0033022585027044013
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__third_blind_v08,34|44|44|60,4,26836992,187.690456115|235.543650676|235.543650676|290.217718168,290.21771816776317,948.995475633826,525.7613688434326,373.79552084207074,389.16626042467175,458.7262317808936,412.38893109656294,264.8355,412.2985,122.08078183223682,38.502979157929246,23.132239575328242,46.42773178089362,0.090431096562952,0.090431096562952,0.004272390028098604
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__third_blind_v09,38|38|38|60,4,25657344,208.333982253|208.333982253|208.333982253|290.217718168,290.21771816776317,915.2196649268559,498.5517004207941,350.6645394144602,397.2586520080549,437.03665811341216,395.7899155227525,264.1345,386.853,96.63528183223684,36.188460585539815,10.405652008054915,50.18365811341215,8.936915522752486,8.936915522752486,0.010650040196146869
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__third_blind_v00,34|34|34|34,4,270729216,1654.31663419|1654.31663419|1654.31663419|1654.31663419,1654.3166341926171,6617.2665367704685,6617.2665367704685,5724.584060316945,5352.653232812161,5744.486872167604,5738.891083948571,1619.074,5742.302,4087.9853658073825,17.717939683054283,389.64876718783853,2.184872167604226,3.4109160514290124,-3.4109160514290124,0.001629834167551527
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__third_blind_v01,38|38|38|38,4,302579712,1861.15198571|1861.15198571|1861.15198571|1861.15198571,1861.1519857081416,7444.607942832567,7444.607942832567,6454.047476327869,6037.833142665622,6430.082163556888,6413.294798899788,1810.641,6421.909,4560.757014291858,32.138476327869284,384.07585733437736,8.17316355688854,8.614201100212085,-8.614201100212085,0.005129004475149072
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__third_blind_v02,44|44|44|44,4,350355456,2133.77601782|2133.77601782|2133.77601782|2133.77601782,2133.7760178192984,8535.104071277194,8535.104071277194,7415.533297263801,6940.950082671833,7444.520809993414,7410.946080679213,2110.333,7411.286,5277.509982180702,4.247297263800647,470.33591732816694,33.234809993414274,0.33991932078697573,-0.33991932078697573,0.0012633435007096316
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__third_blind_v03,52|52|52|52,4,414056448,2510.40622553|2510.40622553|2510.40622553|2510.40622553,2510.406225533826,10041.624902135303,10041.624902135303,8743.826337497407,8188.606490916732,8802.886851960904,8746.928969770568,2488.096,8759.895,6249.488774466175,16.068662502593725,571.2885090832688,42.99185196090366,12.966030229432363,-12.966030229432363,0.0009890529509772284
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__third_blind_v04,60|60|60|60,4,477757440,2894.46939945|2894.46939945|2894.46939945|2894.46939945,2894.469399449747,11577.877597798988,11577.877597798988,10098.333837090278,9460.885958394483,10164.77956148665,10086.438526420181,2883.513,10097.5,7203.030600550253,0.8338370902783936,636.6140416055168,67.27956148664998,11.061473579818994,-11.061473579818994,0.0006160930923495468
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__third_blind_v05,34|38|44|52,4,334430208,1654.31663419|1861.15198571|2133.77601782|2510.40622553,2510.406225533826,8159.650863253883,8159.6508632538835,7143.957281232368,6662.560758092064,7069.959487022869,7099.194233496118,2432.642,7094.492,4584.085774466174,49.46528123236749,431.93124190793606,24.532512977130864,4.702233496117515,4.702233496117515,0.0011555443293191844
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__third_blind_v06,34|34|44|44,4,310542336,1654.31663419|1654.31663419|2133.77601782|2133.77601782,2133.7760178192984,7576.185304023831,7576.185304023831,6600.354962438143,6163.386809927512,6577.202898083805,6586.224483101396,2071.884,6585.78,4452.003982180701,14.574962438143302,422.3931900724874,8.577101916194806,0.4444831013961448,0.4444831013961448,0.0018617384728915197
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__third_blind_v07,38|44|52|60,4,386187264,1861.15198571|2133.77601782|2510.40622553|2894.46939945,2894.469399449747,9399.803628511014,9399.803628511012,8246.749769654707,7694.740189144671,8137.627835706517,8157.258323603169,2824.566,8173.206,5278.736600550254,73.54376965470692,478.46581085532944,35.578164293483496,15.947676396831412,-15.947676396831412,0.0012107855840168143
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__third_blind_v08,34|44|44|60,4,362299392,1654.31663419|2133.77601782|2133.77601782|2894.46939945,2894.469399449747,8816.33806928096,8816.33806928096,7750.744790668197,7221.622543248557,7642.35208901463,7687.540365510357,2800.16,7659.49,4765.020600550253,91.25479066819753,437.86745675144266,17.137910985369672,28.05036551035755,28.05036551035755,0.0013123589168469024
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__third_blind_v09,38|38|38|60,4,346374144,1861.15198571|1861.15198571|1861.15198571|2894.46939945,2894.469399449747,8477.925356574171,8477.925356574171,7463.059617482651,6947.212128710233,7302.384915349727,7364.611717578171,2836.906,7354.391,4459.921600550253,108.66861748265183,407.1788712897669,52.006084650272896,10.220717578171389,10.220717578171389,0.0007456769703976127
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__third_blind_v00,34|34|34|34,4,270729216,1665.11402721|1665.11402721|1665.11402721|1665.11402721,1665.1140272143596,6660.456108857438,6660.456108857438,5762.664123226605,5388.421570879528,5748.631876066737,5743.036087847704,1641.901,5733.97,4068.855972785641,28.69412322660446,345.54842912047206,14.661876066737022,9.066087847703784,9.066087847703784,0.0003193250051884002
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__third_blind_v01,38|38|38|38,4,302579712,1875.78637614|1875.78637614|1875.78637614|1875.78637614,1875.7863761434548,7503.145504573819,7503.145504573819,6505.659796755501,6086.3122360399275,6435.700149796128,6418.912785139028,1821.254,6402.319,4526.532623856546,103.34079675550038,316.00676396007293,33.38114979612783,16.593785139027204,16.593785139027204,0.00017821667430200386
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__third_blind_v02,44|44|44|44,4,350355456,2153.46784983|2153.46784983|2153.46784983|2153.46784983,2153.467849830353,8613.871399321411,8613.871399321411,7484.982117018478,7006.182875728348,7452.080294056146,7418.505564741945,2119.143,7419.393,5265.925150169647,65.58911701847774,413.2101242716517,32.68729405614613,0.8874352580551204,-0.8874352580551204,0.0037552937282066172
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__third_blind_v03,52|52|52|52,4,414056448,2536.01101877|2536.01101877|2536.01101877|2536.01101877,2536.0110187701553,10144.044075080621,10144.044075080621,8834.128888795192,8273.427048877144,8812.716258706345,8756.758376516009,2502.984,8756.588,6220.576981229844,77.54088879519259,483.1609511228562,56.12825870634515,0.17037651600912795,0.17037651600912795,0.0015598541349666846
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__third_blind_v04,60|60|60|60,4,477757440,2925.27902059|2925.27902059|2925.27902059|2925.27902059,2925.279020587492,11701.116082349969,11701.116082349969,10206.992687313252,9562.948460182022,10176.607046092391,10098.266011025922,2892.995,10084.07,7158.790979412508,122.92268731325203,521.1215398179775,92.53704609239139,14.196011025922417,14.196011025922417,0.0011125468188934767
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__third_blind_v05,34|38|44|52,4,334430208,1665.11402721|1875.78637614|2153.46784983|2536.01101877,2536.0110187701553,8230.379271958322,8230.379271958323,7207.31946458092,6721.684067025339,7075.0650938694525,7104.299840342701,2457.626,7095.815,4559.803981229845,111.50446458092028,374.13093297466094,20.74990613054706,8.484840342701318,8.484840342701318,0.0010734496319308325
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__third_blind_v06,34|34|44|44,4,310542336,1665.11402721|1665.11402721|2153.46784983|2153.46784983,2153.467849830353,7637.163754089424,7637.163754089424,6654.6814293677035,6214.195046231293,6582.110786263346,6591.132371280937,2127.487,6584.019,4430.551150169647,70.66242936770323,369.8239537687068,1.9082137366540337,7.113371280936917,7.113371280936917,0.0002708072379500054
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__third_blind_v07,38|44|52|60,4,386187264,1875.78637614|2153.46784983|2536.01101877|2925.27902059,2925.279020587492,9490.544265331455,9490.544265331455,8327.782148999157,7770.450998065793,8171.454219805992,8191.084707702644,2830.589,8215.465,5290.1859794125085,112.31714899915642,445.01400193420704,44.010780194008476,24.38029229735639,-24.38029229735639,0.0018941106802840368
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__third_blind_v08,34|44|44|60,4,362299392,1665.11402721|2153.46784983|2153.46784983|2925.27902059,2925.279020587492,8897.328747462558,8897.328747462558,7823.488715015986,7289.42735428202,7647.882149489548,7693.0704259852755,2830.983,7677.718,4752.438979412507,145.77071501598584,388.2906457179797,29.835850510451564,15.352425985275659,15.352425985275659,0.002212245878267432
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__third_blind_v09,38|38|38|60,4,346374144,1875.78637614|1875.78637614|1875.78637614|2925.27902059,2925.279020587492,8552.638149017857,8552.638149017857,7530.466701404724,7009.9263590323935,7306.979199211989,7369.206001440433,2828.839,7355.118,4429.838979412509,175.34870140472322,345.1916409676069,48.138800788011395,14.08800144043289,14.08800144043289,0.0005076737042152659
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__third_blind_v00,34|34|34|34,4,270729216,1662.01884933|1662.01884933|1662.01884933|1662.01884933,1662.0188493332,6648.0753973328,6648.0753973328,5751.748102276566,5378.168228372775,5747.443670324844,5741.847882105811,1643.963,5733.947,4071.9281506668003,17.80110227656587,355.77877162722507,13.496670324843763,7.900882105810524,7.900882105810524,0.0002910734961449537
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__third_blind_v01,38|38|38|38,4,302579712,1875.62816433|1875.62816433|1875.62816433|1875.62816433,1875.6281643254517,7502.512657301807,7502.512657301807,6505.101817994287,6085.788130472853,6435.639413968398,6418.852049311297,1830.23,6413.067,4537.4388356745485,92.03481799428664,327.27886952714744,22.572413968397996,5.785049311297371,5.785049311297371,0.001472618327549114
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__third_blind_v02,44|44|44|44,4,350355456,2157.18077283|2157.18077283|2157.18077283|2157.18077283,2157.1807728277695,8628.723091311078,8628.723091311078,7498.076790986133,7018.4826118518995,7453.505645552612,7419.930916238411,2123.188,7417.425,5260.24422717223,80.65179098613316,398.9423881481007,36.08064555261171,2.505916238410464,2.505916238410464,0.0018766620491612754
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__third_blind_v03,52|52|52|52,4,414056448,2542.69219993|2542.69219993|2542.69219993|2542.69219993,2542.6921999328806,10170.768799731522,10170.768799731522,8857.69196540777,8295.559682748713,8815.281092820891,8759.323210630555,2499.314,8749.161,6206.468800067119,108.53096540777005,453.6013172512867,66.12009282089093,10.16221063055491,10.16221063055491,0.0012747508018197684
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__third_blind_v04,60|60|60|60,4,477757440,2933.15924965|2933.15924965|2933.15924965|2933.15924965,2933.1592496458893,11732.636998583557,11732.636998583557,10234.784545744453,9589.053159385012,10179.632181892055,10101.291146825586,2888.212,10112.441,7179.281750354112,122.34354574445206,523.3878406149888,67.19118189205437,11.149853174414602,-11.149853174414602,0.004283535498501392
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__third_blind_v05,34|38|44|52,4,334430208,1662.01884933|1875.62816433|2157.18077283|2542.69219993,2542.6921999328806,8237.519986419302,8237.519986419302,7214.234143684751,6727.936516279862,7074.7107511332515,7103.9454976065,2453.783,7092.326,4549.633800067119,121.90814368475094,364.38948372013783,17.615248866748516,11.619497606499863,11.619497606499863,0.0019977931076490094
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__third_blind_v06,34|34|44|44,4,310542336,1662.01884933|1662.01884933|2157.18077283|2157.18077283,2157.1807728277695,7638.3992443219395,7638.3992443219395,6656.200949053168,6215.453744508684,6581.506517647329,6590.52810266492,2116.831,6587.834,4430.65322717223,68.36694905316836,372.38025549131544,6.327482352670813,2.6941026649201376,2.6941026649201376,0.0015197711417743248
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__third_blind_v07,38|44|52|60,4,386187264,1875.62816433|2157.18077283|2542.69219993|2933.15924965,2933.1592496458893,9508.660386731992,9508.660386731992,8344.178570503009,7785.686084016026,8172.481247639711,8192.111735536362,2829.548,8202.204,5269.044750354111,141.9745705030091,416.5179159839736,29.722752360288723,10.092264463637548,-10.092264463637548,0.0002702932041193505
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__third_blind_v08,34|44|44|60,4,362299392,1662.01884933|2157.18077283|2157.18077283|2933.15924965,2933.1592496458893,8909.539644634628,8909.539644634628,7834.865096222657,7299.874041429162,7648.028949336302,7693.217225832029,2844.714,7661.816,4728.65675035411,173.04909622265677,361.9419585708374,13.78705066369821,31.401225832029013,31.401225832029013,0.0008603704395928647
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__third_blind_v09,38|38|38|60,4,346374144,1875.62816433|1875.62816433|1875.62816433|2933.15924965,2933.1592496458893,8560.043742622245,8560.043742622245,7537.75808657794,7016.47654556216,7306.409724363236,7368.63652659168,2835.142,7356.93,4423.770750354111,180.82808657793976,340.45345443784026,50.52027563676438,11.706526591679904,11.706526591679904,0.0013497477888195608
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__third_blind_v00,34|34|34|34,4,270729216,1654.31663419|1654.31663419|1654.31663419|1654.31663419,1654.3166341926171,6617.2665367704685,6617.2665367704685,5724.584060316945,5370.542531876636,5745.732663513444,5738.84706499258,1628.384,5753.578,4099.261365807383,28.993939683055032,383.0354681233648,7.845336486556334,14.730935007420157,-14.730935007420157,0.0067961188672510855
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__third_blind_v01,38|38|38|38,4,302579712,1861.15198571|1861.15198571|1861.15198571|1861.15198571,1861.1519857081416,7444.607942832567,7444.607942832567,6454.047476327869,6056.839128028861,6432.863655245905,6412.206859683312,1832.262,6417.214,4556.062014291858,36.83347632786899,360.3748719711393,15.649655245904796,5.0071403166875825,-5.0071403166875825,0.005707305382055204
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__third_blind_v02,44|44|44|44,4,350355456,2133.77601782|2133.77601782|2133.77601782|2133.77601782,2133.7760178192984,8535.104071277194,8535.104071277194,7415.533297263801,6961.427941770105,7445.159206485154,7403.84561535997,2116.961,7419.775,5285.998982180701,4.241702736198931,458.3470582298951,25.38420648515421,15.929384640029639,-15.929384640029639,0.0051808848651070695
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__third_blind_v03,52|52|52|52,4,414056448,2510.40622553|2510.40622553|2510.40622553|2510.40622553,2510.406225533826,10041.624902135303,10041.624902135303,8743.826337497407,8211.11774415954,8802.486222865316,8733.630237656676,2504.874,8754.218,6243.811774466175,10.391662502594045,543.1002558404616,48.26822286531569,20.587762343324357,-20.587762343324357,0.0028177274086618907
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__third_blind_v04,60|60|60|60,4,477757440,2894.46939945|2894.46939945|2894.46939945|2894.46939945,2894.469399449747,11577.877597798988,11577.877597798988,10098.333837090278,9485.47073572797,10164.443609492131,10068.045230200036,2871.204,10099.899,7205.429600550253,1.5651629097210389,614.42826427203,64.54460949213171,31.85376979996363,-31.85376979996363,0.003154685012196575
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__third_blind_v05,34|38|44|52,4,334430208,1654.31663419|1861.15198571|2133.77601782|2510.40622553,2510.406225533826,8159.650863253883,8159.6508632538835,7143.957281232368,6606.5665215546105,7040.683884668227,7054.361527156673,2489.152,7065.298,4554.891774466174,78.6592812323679,458.73147844538926,24.614115331773064,10.936472843326555,-10.936472843326555,0.001509348933335828
