method,phase,model,parallel_size,policy,segment,cases,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_histogram_l1,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape
frozen_mapping,decode,all,2,all,all,162,0.13265178123010948,0.0813278808079656,0.018936259682025516,0.01707538895526443,0.2918649232972918,0.1459324616486459,0.014644985038368318,0.1266052387317794,0.07892179162336718
frozen_mapping,decode,all,2,all,burstgpt_1,27,0.11407451022315448,0.09304864891320853,0.026913719927479908,0.025505698890935936,0.2608032582568495,0.13040162912842476,0.011534100709387077,0.10975222648110139,0.08878337947684445
frozen_mapping,decode,all,2,all,burstgpt_2,27,0.40841434523793735,0.3537718686499728,0.026467728122554955,0.019075747431626686,0.5015760425337656,0.2507880212668828,0.02588703749122611,0.39158377640689923,0.33935923299106086
frozen_mapping,decode,all,2,all,burstgpt_3,27,0.07205091408694482,0.05301825816350177,0.01864309581038644,0.01465943531709842,0.33733256215360197,0.16866628107680098,0.017195823224055527,0.06693626910648424,0.05044601105941099
frozen_mapping,decode,all,2,all,mooncake_conversation,36,0.0541819392100174,0.03582782803824936,0.0156563363258938,0.016118110481092515,0.2090741124478618,0.1045370562239309,0.011357270353131223,0.05076525826431091,0.03505306151492048
frozen_mapping,decode,all,2,all,mooncake_synthetic,9,0.13638756881205324,0.13383902276246037,0.00758674586688635,0.0069474322413880405,0.4372656271529711,0.21863281357648556,0.019270114797746755,0.12836150892080614,0.12973092442114126
frozen_mapping,decode,all,2,all,mooncake_toolagent,36,0.06274935696143447,0.061477918220304906,0.013641737881183467,0.01379785398126887,0.1702177383935456,0.0851088691967728,0.008764912551587994,0.06066373480263118,0.06020382582543085
frozen_mapping,decode,all,2,balanced,all,54,0.13604567259572617,0.09315677887617908,0.020091189088324198,0.01971841268088216,0.3183445789517537,0.15917228947587686,0.01582609549102713,0.13113350666320828,0.08954956040618262
frozen_mapping,decode,all,2,balanced,burstgpt_1,9,0.05057011107005052,0.05116420060162233,0.03186074643976934,0.03743326309205699,0.3214145191076612,0.1607072595538306,0.013399243101145384,0.04927719375293073,0.049989875089524044
frozen_mapping,decode,all,2,balanced,burstgpt_2,9,0.568905128514968,0.5067883079086292,0.026898371859436672,0.01952439087396927,0.4944128200087168,0.2472064100043584,0.02769493320009224,0.5480810573518102,0.4840970181197493
frozen_mapping,decode,all,2,balanced,burstgpt_3,9,0.041715933886701265,0.03782573916539864,0.01852314485342154,0.014974347987542314,0.4590923098090916,0.2295461549045458,0.022702854009130094,0.0395021237229025,0.03574136502952397
frozen_mapping,decode,all,2,balanced,mooncake_conversation,12,0.05146020471674195,0.05079787455549603,0.015250585570008206,0.01601795007944129,0.2610929211865342,0.1305464605932671,0.01286283012157602,0.0493954095159638,0.048782300911946845
frozen_mapping,decode,all,2,balanced,mooncake_synthetic,3,0.038027909990368695,0.03825202506472443,0.01102580933420227,0.009830057006878687,0.42251325630680053,0.21125662815340027,0.019926305731569827,0.03599675868995742,0.03644186310024387
frozen_mapping,decode,all,2,balanced,mooncake_toolagent,12,0.055344964362643724,0.0553166182452601,0.014441615629429444,0.014146561838051056,0.10963963332555506,0.05481981666277753,0.005525250422377806,0.05406089967525152,0.05402321358500775
frozen_mapping,decode,all,2,latency,all,54,0.11610124553225028,0.06700602953076056,0.019733935668778617,0.018413941410182856,0.18585777512919158,0.09292888756459579,0.008197376821021783,0.11394928543869803,0.06604207746798699
