workload_id,phase,group_size,batch_size,input_len,output_len,repeat_count,calls,logical_payload_bytes,message_payload_bytes,ring_equivalent_bytes,ring_equivalent_rounds,rank0_median_us,rank0_iqr_fraction,intrinsic_median_us,intrinsic_iqr_fraction,post_rendezvous_median_us,post_rendezvous_iqr_fraction,sync_inclusive_median_us,sync_inclusive_iqr_fraction,post_rendezvous_over_intrinsic,sync_inclusive_over_intrinsic
decode-tp8-b1-l2048-m128,decode,8,1,2048,128,3,9271,75948032,8192,132909056.0,129794,3099686.6505,0.028119807646021136,45273.737875,0.05042131723920516,70286.14392089844,0.020636250524678008,3238198.2479999997,0.020394378217358646,1.5524705319219998,71.52487070850232
decode-tp8-b1-l2048-m512,decode,8,1,2048,512,3,37303,305586176,8192,534775808.0,522242,10925354.187125001,0.1004337881025483,171046.710625,0.08025531819548253,286795.50634765625,0.016524755378114486,12608943.651500002,0.010103541285541652,1.6767086914429006,73.71637610233641
decode-tp8-b1-l8192-m32,decode,8,1,8192,32,3,2263,18538496,8192,32442368.0,31682,643468.10825,0.159434148129749,11890.58475,0.08287904533038208,17216.763122558594,0.02105790784537379,786951.449375,0.008811114323516216,1.4479324175002068,66.18273751213118
decode-tp8-b1-l8192-m128,decode,8,1,8192,128,3,9271,75948032,8192,132909056.0,129794,2761860.5068750004,0.09856703357568247,48054.87912499999,0.10061564300105794,70250.31665039062,0.014850746630969263,3145733.532625,0.028657309416883305,1.4618768776351727,65.46127240154618
decode-tp8-b1-l8192-m512,decode,8,1,8192,512,3,37303,305586176,8192,534775808.0,522242,11910947.2895,0.04032404873127953,183643.56324999998,0.0933769407515566,281555.0740966797,0.026485439762571568,12673550.211875,0.02697716811068823,1.5331605917131415,69.0116766827383
decode-tp8-b2-l128-m32,decode,8,2,128,32,3,2263,37076992,16384,64884736.0,31682,711810.81675,0.12367451890439404,12131.427624999998,0.10935684805686673,17334.905212402344,0.022350740473163665,767858.9175,0.00249293061052461,1.4289254116044192,63.29501697867979
decode-tp8-b2-l128-m128,decode,8,2,128,128,3,9271,151896064,16384,265818112.0,129794,2720187.3936250005,0.08297478779548947,43721.68675,0.18023184884329743,70445.1187133789,0.019548084144157526,3129674.065125,0.004900445699251267,1.6112168571213439,71.58173203656193
decode-tp8-b2-l128-m512,decode,8,2,128,512,3,37303,611172352,16384,1069551616.0,522242,10619185.726625001,0.08363137887171637,186682.927375,0.17762842974595813,280531.42108154297,0.024268300451839125,12553320.534999998,0.01733904755663127,1.5027159956519456,67.2440737431949
decode-tp8-b2-l2048-m32,decode,8,2,2048,32,3,2263,37076992,16384,64884736.0,31682,724778.4577500001,0.01218198432650637,10510.057875,0.09437969555424537,17574.858154296875,0.010112292535922544,778087.3403749999,0.011976459796285378,1.6721942317845584,74.03264088828816
decode-tp8-b2-l2048-m128,decode,8,2,2048,128,3,9271,151896064,16384,265818112.0,129794,2895667.5957499994,0.04861350879210278,46595.204625000006,0.18339845819488126,68596.23156738281,0.02946142213971619,3108966.619875,0.015848564599410697,1.4721736307297697,66.72288800738365
decode-tp8-b2-l2048-m512,decode,8,2,2048,512,3,37303,611172352,16384,1069551616.0,522242,11260744.054875,0.02952852207230907,195051.12725,0.12198548092471999,281870.0514526367,0.01565727353813718,12584321.883000001,0.0035318154536433306,1.4451085488542683,64.5180679569746
