method,phase,policy,segment,cases,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_histogram_l1,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape
enhanced_bounded_residual,decode,all,all,162,0.32990012425593085,0.11303881022132788,0.022366214712366977,0.01929294496440458,0.3543861042693925,0.17719305213469624,0.01926450545732919,0.26712316797054864,0.10778453952616925
enhanced_bounded_residual,decode,all,burstgpt_1,27,0.16801329173639676,0.08273367300649756,0.022251929333979764,0.016956585332324577,0.26749041373370724,0.13374520686685362,0.012496249754867603,0.15117140824471437,0.07987250184896527
enhanced_bounded_residual,decode,all,burstgpt_2,27,0.2702538752617058,0.12057472161293707,0.03218140158895866,0.028771135056380966,0.25355717912878784,0.12677858956439392,0.012021283948108629,0.23887261626080422,0.11667379410521331
enhanced_bounded_residual,decode,all,burstgpt_3,27,0.1212133115005819,0.07080401814294507,0.028271344085766734,0.021549722541441472,0.17714937616582074,0.08857468808291037,0.008278442102837714,0.1066235726874743,0.068166504077885
enhanced_bounded_residual,decode,all,mooncake_conversation,36,0.36781865663952246,0.13271096577325256,0.019232301349968593,0.01923712571235639,0.4689780277507235,0.23448901387536175,0.024545326954854382,0.2829929416030678,0.12343064202920627
enhanced_bounded_residual,decode,all,mooncake_synthetic,9,0.15206536693253234,0.08525076094586449,0.018594467083909563,0.018594467083909563,0.2529458648571415,0.12647293242857074,0.015306131859070522,0.12803665909913614,0.08161490140263288
enhanced_bounded_residual,decode,all,mooncake_toolagent,36,0.6591052019050201,0.2341694264488466,0.014738541828176552,0.014685364305368685,0.5388752484760206,0.2694376242380103,0.03372143278399888,0.5145514515948723,0.21816508728964037
enhanced_bounded_residual,decode,mb1,all,54,0.06696438197177175,0.06547805368181951,0.01956226338662082,0.015543218385174732,0.09089331793160747,0.045446658965803736,0.0041118922344166925,0.06540168934144276,0.06406632466987233
enhanced_bounded_residual,decode,mb1,burstgpt_1,9,0.05473502905905682,0.061110970372050384,0.018512521887923298,0.010806462777198945,1.935337479170629e-06,9.676687395853144e-07,4.5459007857503496e-07,0.0536159746579788,0.06003493100513121
enhanced_bounded_residual,decode,mb1,burstgpt_2,9,0.08492922986105787,0.08254438208206903,0.03604443131880297,0.03254203154353527,0.006046845464961296,0.003023422732480648,0.00025239277922846305,0.08385595326731826,0.0812412401222384
enhanced_bounded_residual,decode,mb1,burstgpt_3,9,0.06111145479932039,0.06104353317628582,0.02316647145581682,0.01765719300545073,0.027841341962641195,0.013920670981320597,0.0011605375790869263,0.05981552265798489,0.059870442947252925
enhanced_bounded_residual,decode,mb1,mooncake_conversation,12,0.05857226968848503,0.05761287983928072,0.015136921385865433,0.01513380500192556,0.15443829899807315,0.07721914949903658,0.007217006863255677,0.05678600527940351,0.055921690048422366
enhanced_bounded_residual,decode,mb1,mooncake_synthetic,3,0.07117813274890353,0.07159414332925017,0.005932160708794861,0.005932160708794861,0.16433133625757276,0.08216566812878638,0.007128735842547748,0.06978496280716116,0.07018405461830328
enhanced_bounded_residual,decode,mb1,mooncake_toolagent,12,0.07439113070768573,0.07419640346930113,0.013117655179822219,0.013060269833831066,0.18808120555595595,0.09404060277797797,0.00844428551968703,0.07210976811783727,0.07196451749429043
enhanced_bounded_residual,decode,mb16,all,54,0.7696653793861282,0.5749842642805904,0.02470703970167663,0.02200850254621676,0.7725196567163098,0.3862598283581549,0.044058457177447656,0.5951835863487813,0.4718396939545127
enhanced_bounded_residual,decode,mb16,burstgpt_1,9,0.37399581765988277,0.3556942715970475,0.027388164770574222,0.027372777440194583,0.6515257574805442,0.3257628787402721,0.031198657703605623,0.3281008996286605,0.30940471427927685
enhanced_bounded_residual,decode,mb16,burstgpt_2,9,0.5315954360342826,0.36290340933800974,0.025578587017441347,0.02047735667765011,0.590828850193733,0.2954144250968665,0.028986362463456587,0.4498081745759845,0.32485019281392347
enhanced_bounded_residual,decode,mb16,burstgpt_3,9,0.18334635062602772,0.13089387107347214,0.039652275608240646,0.028205787446750532,0.4091096075861602,0.2045548037930801,0.019737154375158487,0.14787931776131125,0.10982497088311485
enhanced_bounded_residual,decode,mb16,mooncake_conversation,12,0.9283287841515663,0.9505219015079338,0.016468085782455965,0.016470228721949247,0.9915204928152997,0.4957602464076499,0.05420966193000432,0.6878900953345726,0.7011072578462567
enhanced_bounded_residual,decode,mb16,mooncake_synthetic,3,0.31986686669098763,0.32412029875004145,0.03284453085330052,0.03284453085330052,0.4294513999401232,0.2147256999700616,0.030565000760849465,0.2525331623999209,0.2551605204257426
enhanced_bounded_residual,decode,mb16,mooncake_toolagent,12,1.6384955031731196,1.6815843826037213,0.017038189614571566,0.01698383781804169,1.138856950977736,0.569428475488868,0.07647051427163225,1.2329614586604956,1.2582162165944824
enhanced_bounded_residual,decode,mb4,all,54,0.15307061140989248,0.11272639046798431,0.022829341048803492,0.020327113961822255,0.19974533816026027,0.09987266908013014,0.009623166960123218,0.14078422822142192,0.10457184634265564
enhanced_bounded_residual,decode,mb4,burstgpt_1,9,0.0753090284902506,0.055228928534390445,0.02085510134344178,0.012690515779580205,0.15094354838309842,0.07547177419154921,0.0062896369709186115,0.07179735044750377,0.052007329785716046
enhanced_bounded_residual,decode,mb4,burstgpt_2,9,0.19423695988977688,0.1414944074761353,0.03492118643063166,0.03329401694795752,0.16379584172766917,0.08189792086383459,0.0068250966016408275,0.18295372093910992,0.13343286252559208
enhanced_bounded_residual,decode,mb4,burstgpt_3,9,0.1191821290763976,0.08702094998392315,0.021995285193242745,0.018786187172123152,0.09449717894866078,0.04724858947433039,0.003937634354267728,0.1121758776431267,0.08215177633870573
enhanced_bounded_residual,decode,mb4,mooncake_conversation,12,0.11655491607851627,0.11334076142867018,0.026091896881584378,0.026107343413194366,0.26097529143879766,0.13048764571939883,0.012209312071303146,0.10430272419522739,0.10172824380464081
enhanced_bounded_residual,decode,mb4,mooncake_synthetic,3,0.06515110135770584,0.06465179216024036,0.017006709689633314,0.017006709689633314,0.1650548583737285,0.08252742918686425,0.00822465897381436,0.06179185209032639,0.06135806622595573
enhanced_bounded_residual,decode,mb4,mooncake_toolagent,12,0.26442897183425473,0.2644636991056813,0.014059780690135866,0.014011985264233294,0.28968758889437013,0.14484379444718506,0.01624949856067736,0.23858312800628445,0.2387332952872853
enhanced_bounded_residual,prefill,all,all,162,0.1565489123641326,0.10298626245078148,0.03386118477977359,0.017575781003803602,0.519245503368753,0.2596227516843765,0.03242614980114779,0.04125411006533926,0.018351406349204156
