phase,tp,batch_size,input_len,output_len,left_model,right_model,left_calls,right_calls,calls_ratio_right_over_left,left_total_payload_bytes,right_total_payload_bytes,payload_ratio_right_over_left,left_histogram_json,right_histogram_json
prefill,2,2,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,57671680,153092096,2.6545454545454548,"{""all_reduce:1048576"":55}","{""all_reduce:2097152"":73}"
prefill,2,2,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,230686720,612368384,2.6545454545454548,"{""all_reduce:4194304"":55}","{""all_reduce:8388608"":73}"
prefill,2,2,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,922746880,2449473536,2.6545454545454548,"{""all_reduce:16777216"":55}","{""all_reduce:33554432"":73}"
prefill,2,2,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,3690987520,9797894144,2.6545454545454548,"{""all_reduce:67108864"":55}","{""all_reduce:134217728"":73}"
prefill,2,4,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,115343360,306184192,2.6545454545454548,"{""all_reduce:2097152"":55}","{""all_reduce:4194304"":73}"
prefill,2,4,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,461373440,1224736768,2.6545454545454548,"{""all_reduce:8388608"":55}","{""all_reduce:16777216"":73}"
prefill,2,4,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,1845493760,4898947072,2.6545454545454548,"{""all_reduce:33554432"":55}","{""all_reduce:67108864"":73}"
prefill,2,4,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,7381975040,19595788288,2.6545454545454548,"{""all_reduce:134217728"":55}","{""all_reduce:268435456"":73}"
prefill,2,8,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,230686720,612368384,2.6545454545454548,"{""all_reduce:4194304"":55}","{""all_reduce:8388608"":73}"
prefill,2,8,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,922746880,2449473536,2.6545454545454548,"{""all_reduce:16777216"":55}","{""all_reduce:33554432"":73}"
prefill,2,8,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,3690987520,9797894144,2.6545454545454548,"{""all_reduce:67108864"":55}","{""all_reduce:134217728"":73}"
prefill,2,8,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,14763950080,39191576576,2.6545454545454548,"{""all_reduce:268435456"":55}","{""all_reduce:536870912"":73}"
prefill,2,16,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,461373440,1224736768,2.6545454545454548,"{""all_reduce:8388608"":55}","{""all_reduce:16777216"":73}"
prefill,2,16,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,1845493760,4898947072,2.6545454545454548,"{""all_reduce:33554432"":55}","{""all_reduce:67108864"":73}"
prefill,2,16,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,7381975040,19595788288,2.6545454545454548,"{""all_reduce:134217728"":55}","{""all_reduce:268435456"":73}"
prefill,2,16,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,29527900160,78383153152,2.6545454545454548,"{""all_reduce:536870912"":55}","{""all_reduce:1073741824"":73}"
prefill,4,1,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,28835840,76546048,2.6545454545454548,"{""all_reduce:524288"":55}","{""all_reduce:1048576"":73}"
prefill,4,1,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,115343360,306184192,2.6545454545454548,"{""all_reduce:2097152"":55}","{""all_reduce:4194304"":73}"
prefill,4,1,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,461373440,1224736768,2.6545454545454548,"{""all_reduce:8388608"":55}","{""all_reduce:16777216"":73}"
prefill,4,1,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,1845493760,4898947072,2.6545454545454548,"{""all_reduce:33554432"":55}","{""all_reduce:67108864"":73}"
prefill,4,2,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,57671680,153092096,2.6545454545454548,"{""all_reduce:1048576"":55}","{""all_reduce:2097152"":73}"
prefill,4,2,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,230686720,612368384,2.6545454545454548,"{""all_reduce:4194304"":55}","{""all_reduce:8388608"":73}"
prefill,4,2,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,922746880,2449473536,2.6545454545454548,"{""all_reduce:16777216"":55}","{""all_reduce:33554432"":73}"
prefill,4,2,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,3690987520,9797894144,2.6545454545454548,"{""all_reduce:67108864"":55}","{""all_reduce:134217728"":73}"
prefill,4,4,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,115343360,306184192,2.6545454545454548,"{""all_reduce:2097152"":55}","{""all_reduce:4194304"":73}"
prefill,4,4,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,461373440,1224736768,2.6545454545454548,"{""all_reduce:8388608"":55}","{""all_reduce:16777216"":73}"
prefill,4,4,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,1845493760,4898947072,2.6545454545454548,"{""all_reduce:33554432"":55}","{""all_reduce:67108864"":73}"
prefill,4,4,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,7381975040,19595788288,2.6545454545454548,"{""all_reduce:134217728"":55}","{""all_reduce:268435456"":73}"
prefill,4,8,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,230686720,612368384,2.6545454545454548,"{""all_reduce:4194304"":55}","{""all_reduce:8388608"":73}"
prefill,4,8,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,922746880,2449473536,2.6545454545454548,"{""all_reduce:16777216"":55}","{""all_reduce:33554432"":73}"
prefill,4,8,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,3690987520,9797894144,2.6545454545454548,"{""all_reduce:67108864"":55}","{""all_reduce:134217728"":73}"
prefill,4,8,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,14763950080,39191576576,2.6545454545454548,"{""all_reduce:268435456"":55}","{""all_reduce:536870912"":73}"
prefill,4,16,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,461373440,1224736768,2.6545454545454548,"{""all_reduce:8388608"":55}","{""all_reduce:16777216"":73}"
prefill,4,16,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,1845493760,4898947072,2.6545454545454548,"{""all_reduce:33554432"":55}","{""all_reduce:67108864"":73}"
prefill,4,16,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,7381975040,19595788288,2.6545454545454548,"{""all_reduce:134217728"":55}","{""all_reduce:268435456"":73}"
prefill,4,16,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,29527900160,78383153152,2.6545454545454548,"{""all_reduce:536870912"":55}","{""all_reduce:1073741824"":73}"
prefill,8,1,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,28835840,76546048,2.6545454545454548,"{""all_reduce:524288"":55}","{""all_reduce:1048576"":73}"
prefill,8,1,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,115343360,306184192,2.6545454545454548,"{""all_reduce:2097152"":55}","{""all_reduce:4194304"":73}"
prefill,8,1,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,461373440,1224736768,2.6545454545454548,"{""all_reduce:8388608"":55}","{""all_reduce:16777216"":73}"
prefill,8,1,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,1845493760,4898947072,2.6545454545454548,"{""all_reduce:33554432"":55}","{""all_reduce:67108864"":73}"
prefill,8,2,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,57671680,153092096,2.6545454545454548,"{""all_reduce:1048576"":55}","{""all_reduce:2097152"":73}"
prefill,8,2,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,230686720,612368384,2.6545454545454548,"{""all_reduce:4194304"":55}","{""all_reduce:8388608"":73}"
prefill,8,2,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,922746880,2449473536,2.6545454545454548,"{""all_reduce:16777216"":55}","{""all_reduce:33554432"":73}"
prefill,8,2,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,3690987520,9797894144,2.6545454545454548,"{""all_reduce:67108864"":55}","{""all_reduce:134217728"":73}"
prefill,8,4,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,115343360,306184192,2.6545454545454548,"{""all_reduce:2097152"":55}","{""all_reduce:4194304"":73}"
prefill,8,4,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,461373440,1224736768,2.6545454545454548,"{""all_reduce:8388608"":55}","{""all_reduce:16777216"":73}"
prefill,8,4,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,1845493760,4898947072,2.6545454545454548,"{""all_reduce:33554432"":55}","{""all_reduce:67108864"":73}"
prefill,8,4,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,7381975040,19595788288,2.6545454545454548,"{""all_reduce:134217728"":55}","{""all_reduce:268435456"":73}"
prefill,8,8,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,230686720,612368384,2.6545454545454548,"{""all_reduce:4194304"":55}","{""all_reduce:8388608"":73}"
prefill,8,8,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,922746880,2449473536,2.6545454545454548,"{""all_reduce:16777216"":55}","{""all_reduce:33554432"":73}"
prefill,8,8,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,3690987520,9797894144,2.6545454545454548,"{""all_reduce:67108864"":55}","{""all_reduce:134217728"":73}"
prefill,8,8,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,14763950080,39191576576,2.6545454545454548,"{""all_reduce:268435456"":55}","{""all_reduce:536870912"":73}"
prefill,8,16,128,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,461373440,1224736768,2.6545454545454548,"{""all_reduce:8388608"":55}","{""all_reduce:16777216"":73}"
prefill,8,16,512,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,1845493760,4898947072,2.6545454545454548,"{""all_reduce:33554432"":55}","{""all_reduce:67108864"":73}"
prefill,8,16,2048,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,7381975040,19595788288,2.6545454545454548,"{""all_reduce:134217728"":55}","{""all_reduce:268435456"":73}"
prefill,8,16,8192,8,deepseek-v2-lite,qwen3-8b,55,73,1.3272727272727274,29527900160,78383153152,2.6545454545454548,"{""all_reduce:536870912"":55}","{""all_reduce:1073741824"":73}"
