method,configuration,topology_level,slice_type,slice_value,cases,cost_mape,cost_wape,signed_bias,predicted_cost_us_per_1000_sum,teacher_cost_us_per_1000_sum
h0_plus_dnn_residual,P1D2,L1,model,deepseek-v2-lite,300,0.04642658260742014,0.029933676086937998,0.0050207732991962295,141054024.90056404,140349362.5684213
h0_plus_dnn_residual,P1D2,L1,model,llama-3.2-3b-instruct,300,0.019550903481661927,0.018568685595401414,0.008282871337539535,56140765.148723155,55679578.36499743
h0_plus_dnn_residual,P1D2,L1,model,mixtral-8x7b-instruct-v0.1,300,0.016285464903615012,0.01565335411774861,0.0033587177042613977,64861897.621162646,64644774.07399235
h0_plus_dnn_residual,P1D2,L1,model,qwen2.5-14b-instruct,300,0.015765020202012706,0.015193703025045066,0.00258819210398057,102736095.17458777,102470880.84988417
h0_plus_dnn_residual,P1D2,L1,model,qwen3-30b-a3b,300,0.017011568714597306,0.016257921153608218,0.0009512998659437458,51470046.62413012,51421129.71033001
h0_plus_dnn_residual,P1D2,L1,model,qwen3-8b,300,0.015123197592994776,0.014658769732237086,0.0029247121035438765,75126606.5637639,74907523.62277786
h0_plus_dnn_residual,P1D2,L1,overall,all,1800,0.021693789583716983,0.01989473672816769,0.003914793802721571,491389436.0329317,489473249.1904031
h0_plus_dnn_residual,P1D2,L1,segment,burstgpt_1,600,0.02385913913631056,0.020492750660019494,0.003957841265755132,185542916.5422565,184811462.11112854
h0_plus_dnn_residual,P1D2,L1,segment,burstgpt_2,600,0.017003615057255023,0.016123984398624093,0.0027140797244964783,132122370.47709008,131764750.43951884
h0_plus_dnn_residual,P1D2,L1,segment,burstgpt_3,600,0.02421861455758535,0.022129201922433228,0.0047838435516548905,173724149.0135851,172897036.63975576
h0_plus_dnn_residual,P1D2,L2,model,deepseek-v2-lite,300,0.04761863690142139,0.03020717612041863,0.005154910927013048,139851869.00851563,139134642.32049167
h0_plus_dnn_residual,P1D2,L2,model,llama-3.2-3b-instruct,300,0.01989590763845553,0.018876369743452925,0.008506912433711312,54644790.82409963,54183853.52682588
h0_plus_dnn_residual,P1D2,L2,model,mixtral-8x7b-instruct-v0.1,300,0.01647864592885528,0.01582537061159784,0.0035174508512229616,63611105.11800813,63388140.44942685
h0_plus_dnn_residual,P1D2,L2,model,qwen2.5-14b-instruct,300,0.015888223135360823,0.015311892790722297,0.0026330652653032997,102052841.44492866,101784835.33048534
h0_plus_dnn_residual,P1D2,L2,model,qwen3-30b-a3b,300,0.01730756577007684,0.016530205902635937,0.0009597607716788813,50109564.120842285,50061517.04061597
h0_plus_dnn_residual,P1D2,L2,model,qwen3-8b,300,0.015263327837361814,0.014785669777307948,0.003058304551072901,73071562.97410262,72848769.25156051
h0_plus_dnn_residual,P1D2,L2,overall,all,1800,0.02207538453525528,0.02013279609078011,0.004029847293194718,483341733.49049693,481401757.91940624
h0_plus_dnn_residual,P1D2,L2,segment,burstgpt_1,600,0.02424954439966356,0.02076783049327859,0.003954477746711755,182818565.7891556,182098461.47554013
h0_plus_dnn_residual,P1D2,L2,segment,burstgpt_2,600,0.01733634812406932,0.016378108548082818,0.002926109867436812,129501756.7744534,129123925.98051962
h0_plus_dnn_residual,P1D2,L2,segment,burstgpt_3,600,0.024640261082032957,0.022302161317946267,0.004947958505480594,171021410.92688793,170179370.46334648
h0_plus_dnn_residual,P1D2,L3,model,deepseek-v2-lite,300,0.04721544044648406,0.03007708211933989,0.005093383077171987,140502250.15344587,139790244.88579085
h0_plus_dnn_residual,P1D2,L3,model,llama-3.2-3b-instruct,300,0.019667550336255724,0.018673939471801015,0.008423965420587312,55271296.33939933,54809582.313275464
h0_plus_dnn_residual,P1D2,L3,model,mixtral-8x7b-instruct-v0.1,300,0.016440588112732434,0.015791870804651418,0.003488658663889668,64485946.91035872,64261759.56609168
h0_plus_dnn_residual,P1D2,L3,model,qwen2.5-14b-instruct,300,0.01595726329795477,0.015373694814678287,0.0025150247164426693,103368549.83385274,103109227.57800075
h0_plus_dnn_residual,P1D2,L3,model,qwen3-30b-a3b,300,0.01710056216088874,0.016335933857808748,0.0009860074153871402,50817391.10894646,50767334.14102397
h0_plus_dnn_residual,P1D2,L3,model,qwen3-8b,300,0.015277027793727157,0.014798666941190279,0.002981684271385469,74704494.1050306,74482411.071444
h0_plus_dnn_residual,P1D2,L3,overall,all,1800,0.021943072024673813,0.020031069533690226,0.003959949672827143,489149928.4510337,487220559.55562675
h0_plus_dnn_residual,P1D2,L3,segment,burstgpt_1,600,0.024126897028069888,0.020712278034773525,0.003938504286428171,184858349.91516048,184133140.75103903
h0_plus_dnn_residual,P1D2,L3,segment,burstgpt_2,600,0.01723913033404418,0.016271896976138036,0.0027507648790643957,131272126.36871986,130912018.18684405
h0_plus_dnn_residual,P1D2,L3,segment,burstgpt_3,600,0.024463188711907374,0.02216080353805642,0.004902277249719742,173019452.1671534,172175400.61774364
h0_plus_dnn_residual,P1D4,L1,model,deepseek-v2-lite,300,0.04391140249632647,0.03006214524019485,0.004144321941553433,134571239.316285,134015834.55263294
h0_plus_dnn_residual,P1D4,L1,model,qwen3-8b,300,0.016064202134113963,0.015479700751990639,0.0028349912806668025,67990431.89038979,67798224.51504494
h0_plus_dnn_residual,P1D4,L1,overall,all,600,0.029987802315220215,0.02516326034606613,0.0037044601473784793,202561671.20667478,201814059.0676779
h0_plus_dnn_residual,P1D4,L1,segment,burstgpt_1,200,0.02863571499953832,0.0218218799147006,0.003080786814354022,84121892.21769835,83863526.5708337
h0_plus_dnn_residual,P1D4,L1,segment,burstgpt_2,200,0.028595375093881846,0.026254020420253606,0.0033487302735526613,43118758.00134185,42974846.8307584
h0_plus_dnn_residual,P1D4,L1,segment,burstgpt_3,200,0.032732316852240484,0.028275531976511833,0.004605964166660662,75321020.9876346,74975685.6660858
h0_plus_dnn_residual,P1D4,L2,model,deepseek-v2-lite,300,0.044005645313933466,0.030073700832407995,0.0041581344296924335,134444911.74736813,133888186.66865212
h0_plus_dnn_residual,P1D4,L2,model,qwen3-8b,300,0.016110977665971724,0.015521375779533348,0.0028716746494366896,67459297.20849326,67266130.76600683
h0_plus_dnn_residual,P1D4,L2,overall,all,600,0.030058311489952593,0.02520739414588076,0.0037279414668593067,201904208.9558614,201154317.43465894
h0_plus_dnn_residual,P1D4,L2,segment,burstgpt_1,200,0.028695842786604267,0.02185041520932643,0.003070255275934297,83901201.77391334,83644392.1376504
h0_plus_dnn_residual,P1D4,L2,segment,burstgpt_2,200,0.028677305956514864,0.02635853859411372,0.0034190824308543842,42901491.967630565,42755308.04506791
h0_plus_dnn_residual,P1D4,L2,segment,burstgpt_3,200,0.03280178572673864,0.028305195132513478,0.004640488776870065,75101515.21431749,74754617.25194064
h0_plus_dnn_residual,P1D4,L3,model,deepseek-v2-lite,300,0.04397898165039836,0.030067867476827843,0.004151899918198,134513256.51816854,133957080.12814246
h0_plus_dnn_residual,P1D4,L3,model,qwen3-8b,300,0.016109334282779275,0.015520269377884118,0.0028510482990583143,67881335.14537582,67688352.38344693
h0_plus_dnn_residual,P1D4,L3,overall,all,600,0.030044157966588814,0.02518452876595736,0.0037152299589623557,202394591.66354436,201645432.51158938
h0_plus_dnn_residual,P1D4,L3,segment,burstgpt_1,200,0.028690654635797674,0.021849460063742984,0.0030749208850461753,84073833.92607267,83816106.03113429
h0_plus_dnn_residual,P1D4,L3,segment,burstgpt_2,200,0.02866313458702861,0.026308593838549256,0.003361970664234262,43050330.94564345,42906081.9567875
h0_plus_dnn_residual,P1D4,L3,segment,burstgpt_3,200,0.03277868467694016,0.028271731479975717,0.004633839209285302,75270426.79182824,74923244.5236676
h0_plus_dnn_residual,P2D1,L1,model,deepseek-v2-lite,300,0.04642658260742014,0.029933676086937998,0.0050207732991962295,141054024.90056404,140349362.5684213
h0_plus_dnn_residual,P2D1,L1,model,llama-3.2-3b-instruct,300,0.019550903481661927,0.018568685595401414,0.008282871337539535,56140765.148723155,55679578.36499743
h0_plus_dnn_residual,P2D1,L1,model,mixtral-8x7b-instruct-v0.1,300,0.016285464903615012,0.01565335411774861,0.0033587177042613977,64861897.621162646,64644774.07399235
h0_plus_dnn_residual,P2D1,L1,model,qwen2.5-14b-instruct,300,0.015765020202012706,0.015193703025045066,0.00258819210398057,102736095.17458777,102470880.84988417
h0_plus_dnn_residual,P2D1,L1,model,qwen3-30b-a3b,300,0.017011568714597306,0.016257921153608218,0.0009512998659437458,51470046.62413012,51421129.71033001
h0_plus_dnn_residual,P2D1,L1,model,qwen3-8b,300,0.015123197592994776,0.014658769732237086,0.0029247121035438765,75126606.5637639,74907523.62277786
h0_plus_dnn_residual,P2D1,L1,overall,all,1800,0.021693789583716983,0.01989473672816769,0.003914793802721571,491389436.0329317,489473249.1904031
h0_plus_dnn_residual,P2D1,L1,segment,burstgpt_1,600,0.02385913913631056,0.020492750660019494,0.003957841265755132,185542916.5422565,184811462.11112854
h0_plus_dnn_residual,P2D1,L1,segment,burstgpt_2,600,0.017003615057255023,0.016123984398624093,0.0027140797244964783,132122370.47709008,131764750.43951884
h0_plus_dnn_residual,P2D1,L1,segment,burstgpt_3,600,0.02421861455758535,0.022129201922433228,0.0047838435516548905,173724149.0135851,172897036.63975576
h0_plus_dnn_residual,P2D1,L2,model,deepseek-v2-lite,300,0.04761863690142139,0.03020717612041863,0.005154910927013048,139851869.00851563,139134642.32049167
h0_plus_dnn_residual,P2D1,L2,model,llama-3.2-3b-instruct,300,0.01989590763845553,0.018876369743452925,0.008506912433711312,54644790.82409963,54183853.52682588
h0_plus_dnn_residual,P2D1,L2,model,mixtral-8x7b-instruct-v0.1,300,0.01647864592885528,0.01582537061159784,0.0035174508512229616,63611105.11800813,63388140.44942685
h0_plus_dnn_residual,P2D1,L2,model,qwen2.5-14b-instruct,300,0.015888223135360823,0.015311892790722297,0.0026330652653032997,102052841.44492866,101784835.33048534
h0_plus_dnn_residual,P2D1,L2,model,qwen3-30b-a3b,300,0.01730756577007684,0.016530205902635937,0.0009597607716788813,50109564.120842285,50061517.04061597
h0_plus_dnn_residual,P2D1,L2,model,qwen3-8b,300,0.015263327837361814,0.014785669777307948,0.003058304551072901,73071562.97410262,72848769.25156051
h0_plus_dnn_residual,P2D1,L2,overall,all,1800,0.02207538453525528,0.02013279609078011,0.004029847293194718,483341733.49049693,481401757.91940624
h0_plus_dnn_residual,P2D1,L2,segment,burstgpt_1,600,0.02424954439966356,0.02076783049327859,0.003954477746711755,182818565.7891556,182098461.47554013
h0_plus_dnn_residual,P2D1,L2,segment,burstgpt_2,600,0.01733634812406932,0.016378108548082818,0.002926109867436812,129501756.7744534,129123925.98051962
h0_plus_dnn_residual,P2D1,L2,segment,burstgpt_3,600,0.024640261082032957,0.022302161317946267,0.004947958505480594,171021410.92688793,170179370.46334648
h0_plus_dnn_residual,P2D1,L3,model,deepseek-v2-lite,300,0.04721544044648406,0.03007708211933989,0.005093383077171987,140502250.15344587,139790244.88579085
h0_plus_dnn_residual,P2D1,L3,model,llama-3.2-3b-instruct,300,0.019667550336255724,0.018673939471801015,0.008423965420587312,55271296.33939933,54809582.313275464
h0_plus_dnn_residual,P2D1,L3,model,mixtral-8x7b-instruct-v0.1,300,0.016440588112732434,0.015791870804651418,0.003488658663889668,64485946.91035872,64261759.56609168
h0_plus_dnn_residual,P2D1,L3,model,qwen2.5-14b-instruct,300,0.01595726329795477,0.015373694814678287,0.0025150247164426693,103368549.83385274,103109227.57800075
h0_plus_dnn_residual,P2D1,L3,model,qwen3-30b-a3b,300,0.01710056216088874,0.016335933857808748,0.0009860074153871402,50817391.10894646,50767334.14102397
h0_plus_dnn_residual,P2D1,L3,model,qwen3-8b,300,0.015277027793727157,0.014798666941190279,0.002981684271385469,74704494.1050306,74482411.071444
h0_plus_dnn_residual,P2D1,L3,overall,all,1800,0.021943072024673813,0.020031069533690226,0.003959949672827143,489149928.4510337,487220559.55562675
h0_plus_dnn_residual,P2D1,L3,segment,burstgpt_1,600,0.024126897028069888,0.020712278034773525,0.003938504286428171,184858349.91516048,184133140.75103903
h0_plus_dnn_residual,P2D1,L3,segment,burstgpt_2,600,0.01723913033404418,0.016271896976138036,0.0027507648790643957,131272126.36871986,130912018.18684405
h0_plus_dnn_residual,P2D1,L3,segment,burstgpt_3,600,0.024463188711907374,0.02216080353805642,0.004902277249719742,173019452.1671534,172175400.61774364
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L1,model,deepseek-v2-lite,300,0.04095185369935095,0.029086767087842875,0.004021953745491383,73313226.74778141,73019545.51321048
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L1,model,qwen3-8b,300,0.01407972817058173,0.013693761480141979,0.002329813875108353,40621911.274127364,40527489.76614688
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L1,overall,all,600,0.02751579093496634,0.02359265730592281,0.0034179909814164256,113935138.02190877,113547035.27935736
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L1,segment,burstgpt_1,200,0.026422350995222207,0.020711435444930676,0.0028950122504688295,46765159.10049002,46630164.20387842
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L1,segment,burstgpt_2,200,0.026265869707443937,0.024027409754786618,0.002855614699521398,25052400.726273753,24981064.431473546
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L1,segment,burstgpt_3,200,0.029859152102232875,0.02653742645266611,0.004334519010989186,42117578.195145,41935806.644005395
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L2,model,deepseek-v2-lite,300,0.04098113429447895,0.029090682628758423,0.00402696712534303,73288015.9880999,72994071.26277974
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L2,model,qwen3-8b,300,0.014142329400342926,0.013750722679567257,0.002401506146684814,39932018.8283542,39836351.58516094
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L2,overall,all,600,0.02756173184741094,0.023674696209370294,0.0034530754975410005,113220034.8164541,112830422.84794068
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L2,segment,burstgpt_1,200,0.026469214726791562,0.020766504885222574,0.002895977887999321,46516214.1755059,46381893.23828428
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L2,segment,burstgpt_2,200,0.02630648509593958,0.02417572891933851,0.0029365587771264263,24828592.450600356,24755895.30894525
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L2,segment,burstgpt_3,200,0.029909495719501678,0.026612479063659853,0.004379523930287631,41875228.19034784,41692634.30071115
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L3,model,deepseek-v2-lite,300,0.04097313008041226,0.029088484894957346,0.004024708928726633,73301655.31961645,73007820.09421639
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L3,model,qwen3-8b,300,0.014165319570037808,0.013772060227285532,0.002362985961045104,40480205.18185179,40384776.52189062
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L3,overall,all,600,0.02756922482522503,0.02363353981232189,0.003432886246349048,113781860.50146824,113392596.616107
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L3,segment,burstgpt_1,200,0.02647210089742048,0.02074489377102961,0.002906267120687744,46713838.3426134,46578468.87000453
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L3,segment,burstgpt_2,200,0.026313352319348667,0.024091177412278043,0.0028691797243437034,25001768.250993285,24930238.914975394
h0_plus_dnn_residual,P2D2_ALL_TO_ALL,L3,segment,burstgpt_3,200,0.029922221258905948,0.026573565164406603,0.004354062667622843,42066253.90786156,41883888.831127085
h0_plus_dnn_residual,P2D2_MATCHING,L1,model,deepseek-v2-lite,300,0.0390881619667018,0.02818610116951878,0.004125112255077922,81783383.50104909,81447403.81741758
h0_plus_dnn_residual,P2D2_MATCHING,L1,model,qwen3-8b,300,0.013735364781879216,0.0133833389696477,0.001275928141899325,46163570.77880998,46104744.43790658
h0_plus_dnn_residual,P2D2_MATCHING,L1,overall,all,600,0.026411763374290506,0.022835524346351294,0.0030952518631408572,127946954.27985907,127552148.25532416
h0_plus_dnn_residual,P2D2_MATCHING,L1,segment,burstgpt_1,200,0.025197335277048184,0.020105430821631316,0.0026568410319779616,52228029.19624659,52089635.315798804
h0_plus_dnn_residual,P2D2_MATCHING,L1,segment,burstgpt_2,200,0.025162599019743572,0.023235054919556613,0.0021960209104268523,28553031.128790066,28490465.470868245
h0_plus_dnn_residual,P2D2_MATCHING,L1,segment,burstgpt_3,200,0.028875355826079765,0.025620728976137156,0.00412684770223498,47165893.95482241,46972047.46865711
h0_plus_dnn_residual,P2D2_MATCHING,L2,model,deepseek-v2-lite,300,0.039260602007924354,0.028212845284141107,0.0041570895180518186,81605629.27549627,81267791.79009047
h0_plus_dnn_residual,P2D2_MATCHING,L2,model,qwen3-8b,300,0.013746400485663791,0.013393492096058914,0.0012869146138501262,45999906.99414529,45940785.12639438
h0_plus_dnn_residual,P2D2_MATCHING,L2,overall,all,600,0.02650350124679407,0.02286090489593285,0.0031205392181795494,127605536.26964156,127208576.91648486
h0_plus_dnn_residual,P2D2_MATCHING,L2,segment,burstgpt_1,200,0.025266009866686527,0.020120507223917686,0.0026270220176663798,52122328.367943086,51985760.630162515
h0_plus_dnn_residual,P2D2_MATCHING,L2,segment,burstgpt_2,200,0.025290294794179716,0.023325216301705656,0.0022866766666337084,28427704.10093223,28362847.43949305
h0_plus_dnn_residual,P2D2_MATCHING,L2,segment,burstgpt_3,200,0.02895419907951597,0.025620028877963254,0.0041727504039983454,47055503.80076625,46859968.846829295
h0_plus_dnn_residual,P2D2_MATCHING,L3,model,deepseek-v2-lite,300,0.03921438537097222,0.028197263950042416,0.004142647886256808,81701796.50097503,81364731.0697929
h0_plus_dnn_residual,P2D2_MATCHING,L3,model,qwen3-8b,300,0.013752670914475686,0.013399268225304305,0.0012820518646235503,46129953.719348095,46070888.45090475
h0_plus_dnn_residual,P2D2_MATCHING,L3,overall,all,600,0.026483528142723953,0.022847450350865415,0.0031084770577910446,127831750.22032312,127435619.52069764
h0_plus_dnn_residual,P2D2_MATCHING,L3,segment,burstgpt_1,200,0.025273200884435413,0.020142532435982772,0.0026312205486022653,52202122.12124556,52065127.28845858
h0_plus_dnn_residual,P2D2_MATCHING,L3,segment,burstgpt_2,200,0.025265745238833463,0.023298721004292568,0.0022129319843931725,28493711.839555334,28430796.420813944
h0_plus_dnn_residual,P2D2_MATCHING,L3,segment,burstgpt_3,200,0.028911638304902985,0.02557439412952036,0.004180266716797562,47135916.25952222,46939695.81142512
h0_plus_dnn_residual,P4D1,L1,model,deepseek-v2-lite,300,0.043109882478562025,0.029783734070561646,0.0041169870028553695,135647640.2816054,135091470.4535515
h0_plus_dnn_residual,P4D1,L1,model,qwen3-8b,300,0.015346771437954345,0.014842798821507283,0.0028424669616124052,70712672.96560633,70512244.24096225
h0_plus_dnn_residual,P4D1,L1,overall,all,600,0.029228326958258187,0.024659707605207932,0.0036798875634233624,206360313.24721172,205603714.69451374
h0_plus_dnn_residual,P4D1,L1,segment,burstgpt_1,200,0.027967682739810904,0.02147678923470981,0.0030698853465273798,85416378.06143072,85154962.09112309
h0_plus_dnn_residual,P4D1,L1,segment,burstgpt_2,200,0.027902342369072873,0.025542400262248886,0.003286080362395449,44341758.089549646,44196524.75745804
h0_plus_dnn_residual,P4D1,L1,segment,burstgpt_3,200,0.03181495576589077,0.027702626505591858,0.004589364274127501,76602177.09623137,76252227.84593262
h0_plus_dnn_residual,P4D1,L2,model,deepseek-v2-lite,300,0.043228089778256845,0.029798406523003956,0.004135014983343804,135481169.48774844,134923259.7869279
h0_plus_dnn_residual,P4D1,L2,model,qwen3-8b,300,0.015418088565952722,0.014907197671958068,0.0029052776420634987,69773589.66434717,69571465.24185441
h0_plus_dnn_residual,P4D1,L2,overall,all,600,0.02932308917210478,0.02473224543330388,0.003716644149164895,205254759.15209562,204494725.0287823
h0_plus_dnn_residual,P4D1,L2,segment,burstgpt_1,200,0.028050028087346027,0.021523935490594018,0.0030574341284884,85041628.52609105,84782411.88649373
h0_plus_dnn_residual,P4D1,L2,segment,burstgpt_2,200,0.028008667500198023,0.025701390255142825,0.003390143085824452,43981537.43639103,43832937.50637243
h0_plus_dnn_residual,P4D1,L2,segment,burstgpt_3,200,0.031910571928770295,0.027757148955354288,0.004641808801740411,76231593.18961352,75879375.63591616
h0_plus_dnn_residual,P4D1,L3,model,deepseek-v2-lite,300,0.043195117720046305,0.02979101012876105,0.004126879188219375,135571232.23769817,135014045.58286494
h0_plus_dnn_residual,P4D1,L3,model,qwen3-8b,300,0.015421926258695052,0.014910990927000826,0.0028698158691125306,70519782.2827789,70317982.62037098
h0_plus_dnn_residual,P4D1,L3,overall,all,600,0.02930852198937068,0.02469520047463096,0.0036963854294075056,206091014.52047706,205332028.20323592
h0_plus_dnn_residual,P4D1,L3,segment,burstgpt_1,200,0.028045419202160547,0.02151810718910119,0.003065302243227299,85335955.25056419,85075174.12846525
h0_plus_dnn_residual,P4D1,L3,segment,burstgpt_2,200,0.02799437728912947,0.025622508950307526,0.003305230352872505,44236440.87487447,44090710.91886571
h0_plus_dnn_residual,P4D1,L3,segment,burstgpt_3,200,0.03188576947682202,0.027707117122236197,0.0046277154721093535,76518618.39503841,76166143.15590493
