method,configuration,topology_level,slice_type,slice_value,cases,cost_mape,cost_wape,signed_bias,predicted_cost_us_per_1000_sum,teacher_cost_us_per_1000_sum
h0,P2D2_MATCHING,L3,model,qwen3-8b,300,0.02025043828929461,0.01953630426893048,-0.010150504131756402,45603245.70733015,46070888.45090475
h0,P2D2_MATCHING,L3,overall,all,600,0.02999744293969832,0.025265301964693797,-0.004819431698438474,126821452.25646944,127435619.52069764
h0,P2D2_MATCHING,L3,segment,burstgpt_1,200,0.03033809501401983,0.022805107766519166,-0.0017947038716172143,51971685.80293774,52065127.28845858
h0,P2D2_MATCHING,L3,segment,burstgpt_2,200,0.031047344373768517,0.029102094742829165,-0.010258029648342572,28139152.468203243,28430796.420813944
h0,P2D2_MATCHING,L3,segment,burstgpt_3,200,0.028606889431306605,0.025670231084273794,-0.004880343217752657,46710613.98532846,46939695.81142512
h0,P4D1,L1,model,deepseek-v2-lite,300,0.04352137153078492,0.029944881201225425,-0.0019180164607676942,134832362.78951228,135091470.4535515
h0,P4D1,L1,model,qwen3-8b,300,0.022135311322053444,0.02130316743959302,-0.0095360817783798,69839833.71350335,70512244.24096225
h0,P4D1,L1,overall,all,600,0.032828341426419175,0.026981186540717583,-0.004530648645537128,204672196.50301564,205603714.69451374
h0,P4D1,L1,segment,burstgpt_1,200,0.03303834324059165,0.023928465670029427,-0.0014664718508333953,85030084.73625767,85154962.09112309
h0,P4D1,L1,segment,burstgpt_2,200,0.03401278368629588,0.031642617152422205,-0.00972812220672563,43766575.56350491,44196524.75745804
h0,P4D1,L1,segment,burstgpt_3,200,0.03143389735237001,0.02768851402617584,-0.004940073927291362,75875536.20325305,76252227.84593262
h0,P4D1,L2,model,deepseek-v2-lite,300,0.043666793884455914,0.029994632625465534,-0.0017601730439617562,134685771.5020475,134923259.7869279
h0,P4D1,L2,model,qwen3-8b,300,0.022220370625727046,0.021382835901372268,-0.009516387303689205,68909396.23332778,69571465.24185441
h0,P4D1,L2,overall,all,600,0.03294358225509148,0.02706480000325074,-0.004398926638720788,203595167.73537531,204494725.0287823
h0,P4D1,L2,segment,burstgpt_1,200,0.03315568807547667,0.02400328141322974,-0.0013298803046460637,84669661.42674549,84782411.88649373
h0,P4D1,L2,segment,burstgpt_2,200,0.034131191392852124,0.03180337485930342,-0.009629134592913284,43410864.25152081,43832937.50637243
h0,P4D1,L2,segment,burstgpt_3,200,0.03154386729694565,0.02774821725765086,-0.004806755139330709,75514642.05710901,75879375.63591616
h0,P4D1,L3,model,deepseek-v2-lite,300,0.043649676688684975,0.029988195452966392,-0.0018187730963755446,134768485.669126,135014045.58286494
h0,P4D1,L3,model,qwen3-8b,300,0.022255445553883806,0.02141519135303898,-0.009585454333191976,69643952.80916123,70317982.62037098
h0,P4D1,L3,overall,all,600,0.03295256112128439,0.027052285460851658,-0.004478549854085463,204412438.47828725,205332028.20323592
h0,P4D1,L3,segment,burstgpt_1,200,0.03318903751068694,0.02402278545907367,-0.0014066219168399243,84955505.52395718,85075174.12846525
h0,P4D1,L3,segment,burstgpt_2,200,0.0341390838789924,0.03175147897798739,-0.00973044221899806,43661688.80387514,44090710.91886571
h0,P4D1,L3,segment,burstgpt_3,200,0.031529561974173816,0.027715893399541024,-0.004869604657423706,75795244.15045494,76166143.15590493
h0_plus_dnn_residual,P1D1,L1,model,deepseek-v2-lite,300,0.03718774139438121,0.027011366914693816,0.0045292780919699615,175028102.0642351,174238925.5161265
h0_plus_dnn_residual,P1D1,L1,model,llama-3.2-3b-instruct,300,0.015587937526782471,0.01501148033911653,0.006241993836298959,82181655.09006651,81671859.8443192
h0_plus_dnn_residual,P1D1,L1,model,mixtral-8x7b-instruct-v0.1,300,0.013597365373322049,0.013230422939378681,0.0017156173600668375,91645192.30787988,91488233.50623474
h0_plus_dnn_residual,P1D1,L1,model,qwen2.5-14b-instruct,300,0.01400877187535489,0.01359441949373008,0.0017435503217686618,133137372.51094477,132905644.83113457
h0_plus_dnn_residual,P1D1,L1,model,qwen3-30b-a3b,300,0.013838033506880718,0.013365204883722677,0.0005322100891269343,77050088.5169137,77009103.495079
h0_plus_dnn_residual,P1D1,L1,model,qwen3-8b,300,0.013023147281547277,0.012740549336563406,0.0015287705728472918,102882397.491284,102725353.99301416
h0_plus_dnn_residual,P1D1,L1,overall,all,1800,0.017873832826378104,0.017101516717584992,0.002856931861898883,661924807.981324,660039121.1859082
h0_plus_dnn_residual,P1D1,L1,segment,burstgpt_1,600,0.019704390690781802,0.01776560140510645,0.0031157834043027146,246538187.2319659,245772413.6243597
h0_plus_dnn_residual,P1D1,L1,segment,burstgpt_2,600,0.014151862506278175,0.013746584634335523,0.0016287769119765383,182910354.393235,182612918.68744823
h0_plus_dnn_residual,P1D1,L1,segment,burstgpt_3,600,0.01976524528207433,0.019041654392006887,0.0035504598738500407,232476266.35612306,231653788.87410024
h0_plus_dnn_residual,P1D1,L2,model,deepseek-v2-lite,300,0.037791417829617806,0.027187305582438672,0.004643681749763264,173711810.5052699,172908876.71011907
h0_plus_dnn_residual,P1D1,L2,model,llama-3.2-3b-instruct,300,0.01573838159282552,0.015149819159594527,0.0063663101032259166,80543649.24660203,80034127.17417024
h0_plus_dnn_residual,P1D1,L2,model,mixtral-8x7b-instruct-v0.1,300,0.013688002590851895,0.013313395428233307,0.0018127881343892465,90275646.45712188,90112291.96348785
h0_plus_dnn_residual,P1D1,L2,model,qwen2.5-14b-instruct,300,0.014097537747307879,0.013679881378339464,0.0017765917329247013,132389248.97477902,132154464.44577557
h0_plus_dnn_residual,P1D1,L2,model,qwen3-30b-a3b,300,0.013980743525796072,0.01349800358611012,0.0005300898964374607,75560438.42490594,75520405.82080548
h0_plus_dnn_residual,P1D1,L2,model,qwen3-8b,300,0.01307364459859016,0.01278734858366279,0.001603511182124348,100632242.95785876,100471136.36721319
h0_plus_dnn_residual,P1D1,L2,overall,all,1800,0.01806162131416489,0.017237559422180464,0.002935703718160429,653113036.5665375,651201302.4815714
h0_plus_dnn_residual,P1D1,L2,segment,burstgpt_1,600,0.01990642578971933,0.017939900461906678,0.0031027190751682027,243555179.85023886,242801833.96849898
h0_plus_dnn_residual,P1D1,L2,segment,burstgpt_2,600,0.01433287523499933,0.013895044287816335,0.0017781153431622827,180040933.11525804,179721367.79368997
h0_plus_dnn_residual,P1D1,L2,segment,burstgpt_3,600,0.019945562917776015,0.019118770163169013,0.003668138221453529,229516923.60104063,228678100.71938246
h0_plus_dnn_residual,P1D1,L3,model,deepseek-v2-lite,300,0.03762007374710062,0.02710449716358211,0.004591554932667811,174423940.45184702,173626723.81168652
h0_plus_dnn_residual,P1D1,L3,model,llama-3.2-3b-instruct,300,0.015615499496446809,0.015038038920232205,0.00632280968946141,81229636.75195704,80719264.20610847
h0_plus_dnn_residual,P1D1,L3,model,mixtral-8x7b-instruct-v0.1,300,0.01368954248334003,0.013314905018779877,0.0018084476171453196,91233547.90261482,91068854.6494279
h0_plus_dnn_residual,P1D1,L3,model,qwen2.5-14b-instruct,300,0.014179342539908735,0.013754123431582848,0.0016861410987454928,133829873.9867726,133604597.78346853
h0_plus_dnn_residual,P1D1,L3,model,qwen3-30b-a3b,300,0.013868991576114577,0.013393093303132422,0.0005535656674574576,76335468.26572108,76293234.95019339
h0_plus_dnn_residual,P1D1,L3,model,qwen3-8b,300,0.013123538771814942,0.012833321778048393,0.0015678526788956923,102420208.62706113,102259880.19994609
h0_plus_dnn_residual,P1D1,L3,overall,all,1800,0.018016164769120952,0.017190875780900568,0.0028895980663405933,659472675.9859737,657572555.6008309
h0_plus_dnn_residual,P1D1,L3,segment,burstgpt_1,600,0.019873772091948086,0.017929517331098894,0.003097320153792104,245788626.14861894,245029690.74918404
h0_plus_dnn_residual,P1D1,L3,segment,burstgpt_2,600,0.01429534711068855,0.013847445987905858,0.0016521431065061676,181979385.99694777,181679225.91625485
h0_plus_dnn_residual,P1D1,L3,segment,burstgpt_3,600,0.01987937510472622,0.019038038149316545,0.0036429509163646403,231704663.840407,230863638.93539205
