configuration,topology_level,slice_type,slice_value,cases,h0_cost_mape,dnn_cost_mape,cost_mape_ratio,h0_cost_wape,dnn_cost_wape,cost_wape_ratio,h0_signed_bias,dnn_signed_bias,strict_mape_and_wape_improvement
P2D2_MATCHING,L1,model,deepseek-v2-lite,300,0.03953949851903438,0.0390881619667018,0.9885851725682534,0.02842090410976793,0.02818610116951878,0.9917383718919606,-0.00197661967458498,0.004125112255077922,True
P2D2_MATCHING,L1,model,qwen3-8b,300,0.020220357485418106,0.013735364781879216,0.6792839736777385,0.0195080677983435,0.0133833389696477,0.6860412372969161,-0.010136929287911647,0.001275928141899325,True
P2D2_MATCHING,L1,overall,all,600,0.029879928002226244,0.026411763374290506,0.8839299536572733,0.02519928811994892,0.022835524346351294,0.9061972003992304,-0.004926228868963417,0.0030952518631408572,True
P2D2_MATCHING,L1,segment,burstgpt_1,200,0.030189049585225468,0.025197335277048184,0.8346514919562016,0.02267783907970447,0.020105430821631316,0.8865673114165744,-0.0019169621008571836,0.0026568410319779616,True
P2D2_MATCHING,L1,segment,burstgpt_2,200,0.030907778022688837,0.025162599019743572,0.8141186662228571,0.02900686657293206,0.023235054919556613,0.8010191263208881,-0.010281108204666807,0.0021960209104268523,True
P2D2_MATCHING,L1,segment,burstgpt_3,200,0.028542956398764415,0.028875355826079765,1.0116455850848631,0.025685996274338416,0.025620728976137156,0.9974590318590654,-0.005015401130549101,0.00412684770223498,False
P2D2_MATCHING,L2,model,deepseek-v2-lite,300,0.03976337380929449,0.039260602007924354,0.987355906875975,0.028518758769723436,0.028212845284141107,0.9892732538588918,-0.0016969305028652377,0.0041570895180518186,True
P2D2_MATCHING,L2,model,qwen3-8b,300,0.02023391699757924,0.013746400485663791,0.6793741660257079,0.01952094492897424,0.013393492096058914,0.686108799793776,-0.010133875796495278,0.0012869146138501262,True
P2D2_MATCHING,L2,overall,all,600,0.02999864540343686,0.02650350124679407,0.8834899339740733,0.025269240205133717,0.02286090489593285,0.9046930066100053,-0.00474389400370111,0.0031205392181795494,True
P2D2_MATCHING,L2,segment,burstgpt_1,200,0.030313998876904568,0.025266009866686527,0.8334766379481537,0.022779949313065078,0.020120507223917686,0.8832551357951393,-0.0017249978666825227,0.0026270220176663798,True
P2D2_MATCHING,L2,segment,burstgpt_2,200,0.031048113700717975,0.025290294794179716,0.8145517321264798,0.02910941156198352,0.023325216301705656,0.8012946689780586,-0.010156239941380091,0.0022866766666337084,True
P2D2_MATCHING,L2,segment,burstgpt_3,200,0.028633823632688054,0.02895419907951597,1.0111887064381502,0.02570648945267496,0.025620028877963254,0.9966366245818638,-0.004817092298762664,0.0041727504039983454,False
P2D2_MATCHING,L3,model,deepseek-v2-lite,300,0.039744447590102025,0.03921438537097222,0.986663238483108,0.02850921379610635,0.028197263950042416,0.9890579288403057,-0.0018008358010538979,0.004142647886256808,True
P2D2_MATCHING,L3,model,qwen3-8b,300,0.02025043828929461,0.013752670914475686,0.6791295436675082,0.01953630426893048,0.013399268225304305,0.6858650459602947,-0.010150504131756402,0.0012820518646235503,True
P2D2_MATCHING,L3,overall,all,600,0.02999744293969832,0.026483528142723953,0.8828595222586761,0.025265301964693797,0.022847450350865415,0.9043014954973768,-0.004819431698438474,0.0031084770577910446,True
P2D2_MATCHING,L3,segment,burstgpt_1,200,0.03033809501401983,0.025273200884435413,0.8330516755503656,0.022805107766519166,0.020142532435982772,0.8832465359165986,-0.0017947038716172143,0.0026312205486022653,True
P2D2_MATCHING,L3,segment,burstgpt_2,200,0.031047344373768517,0.025265745238833463,0.8137812024973109,0.029102094742829165,0.023298721004292568,0.8005857038876363,-0.010258029648342572,0.0022129319843931725,True
P2D2_MATCHING,L3,segment,burstgpt_3,200,0.028606889431306605,0.028911638304902985,1.0106529888308258,0.025670231084273794,0.02557439412952036,0.996266611140398,-0.004880343217752657,0.004180266716797562,False
P4D1,L1,model,deepseek-v2-lite,300,0.04352137153078492,0.043109882478562025,0.990545126733154,0.029944881201225425,0.029783734070561646,0.9946185416605632,-0.0019180164607676942,0.0041169870028553695,True
P4D1,L1,model,qwen3-8b,300,0.022135311322053444,0.015346771437954345,0.6933162680510544,0.02130316743959302,0.014842798821507283,0.6967414054081548,-0.0095360817783798,0.0028424669616124052,True
P4D1,L1,overall,all,600,0.032828341426419175,0.029228326958258187,0.8903382165611384,0.026981186540717583,0.024659707605207932,0.9139593460055478,-0.004530648645537128,0.0036798875634233624,True
P4D1,L1,segment,burstgpt_1,200,0.03303834324059165,0.027967682739810904,0.8465219498491432,0.023928465670029427,0.02147678923470981,0.8975414274727043,-0.0014664718508333953,0.0030698853465273798,True
P4D1,L1,segment,burstgpt_2,200,0.03401278368629588,0.027902342369072873,0.8203486849656187,0.031642617152422205,0.025542400262248886,0.8072151598336943,-0.00972812220672563,0.003286080362395449,True
P4D1,L1,segment,burstgpt_3,200,0.03143389735237001,0.03181495576589077,1.0121225315858593,0.02768851402617584,0.027702626505591858,1.0005096871360692,-0.004940073927291362,0.004589364274127501,False
P4D1,L2,model,deepseek-v2-lite,300,0.043666793884455914,0.043228089778256845,0.9899533703491056,0.029994632625465534,0.029798406523003956,0.9934579594652218,-0.0017601730439617562,0.004135014983343804,True
P4D1,L2,model,qwen3-8b,300,0.022220370625727046,0.015418088565952722,0.6938718001445687,0.021382835901372268,0.014907197671958068,0.6971571844219868,-0.009516387303689205,0.0029052776420634987,True
P4D1,L2,overall,all,600,0.03294358225509148,0.02932308917210478,0.8901002005503773,0.02706480000325074,0.02473224543330388,0.9138159317760819,-0.004398926638720788,0.003716644149164895,True
P4D1,L2,segment,burstgpt_1,200,0.03315568807547667,0.028050028087346027,0.8460095300538492,0.02400328141322974,0.021523935490594018,0.8967080425400006,-0.0013298803046460637,0.0030574341284884,True
P4D1,L2,segment,burstgpt_2,200,0.034131191392852124,0.028008667500198023,0.8206179262193496,0.03180337485930342,0.025701390255142825,0.8081340539752313,-0.009629134592913284,0.003390143085824452,True
P4D1,L2,segment,burstgpt_3,200,0.03154386729694565,0.031910571928770295,1.0116252274450872,0.02774821725765086,0.027757148955354288,1.000321883659065,-0.004806755139330709,0.004641808801740411,False
P4D1,L3,model,deepseek-v2-lite,300,0.043649676688684975,0.043195117720046305,0.9895862007895123,0.029988195452966392,0.02979101012876105,0.9934245685268189,-0.0018187730963755446,0.004126879188219375,True
P4D1,L3,model,qwen3-8b,300,0.022255445553883806,0.015421926258695052,0.6929506857706458,0.02141519135303898,0.014910990927000826,0.6962810035729539,-0.009585454333191976,0.0028698158691125306,True
P4D1,L3,overall,all,600,0.03295256112128439,0.02930852198937068,0.8894156020680289,0.027052285460851658,0.02469520047463096,0.912869284569996,-0.004478549854085463,0.0036963854294075056,True
P4D1,L3,segment,burstgpt_1,200,0.03318903751068694,0.028045419202160547,0.8450205641886982,0.02402278545907367,0.02151810718910119,0.8957373917258861,-0.0014066219168399243,0.003065302243227299,True
P4D1,L3,segment,burstgpt_2,200,0.0341390838789924,0.02799437728912947,0.8200096226470771,0.03175147897798739,0.025622508950307526,0.8069705656253383,-0.00973044221899806,0.003305230352872505,True
P4D1,L3,segment,burstgpt_3,200,0.031529561974173816,0.03188576947682202,1.011297572193993,0.027715893399541024,0.027707117122236197,0.999683348569057,-0.004869604657423706,0.0046277154721093535,False
