parallelism,method,phase,slice_type,slice_value,cases,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_histogram_l1,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape
tp,h0,total,policy,balanced,90,0.24276805544459373,0.1892387880542145,0.0681804041171521,0.036227356827012995,0.4241537247722605,0.21207686238613024,0.021877111874720894,0.1735802629809567,0.11439465382028574
tp,h0,total,policy,latency,90,0.24562507577125012,0.2029056675350237,0.06818040411715211,0.03622735682701312,0.39264089444899986,0.19632044722449993,0.019244280996145773,0.20035009033495288,0.15380202936744605
tp,h0,total,policy,throughput,90,0.19474079451321316,0.175052068756381,0.06818040411715215,0.03622735682701317,0.6689612091900209,0.33448060459501044,0.03242608249988856,0.11828756507073535,0.08237010214119977
tp,h0_plus_dnn_residual,total,policy,balanced,90,0.20337312396510626,0.1596635160521694,0.06763923854249419,0.02675711909443082,0.4302993713708131,0.21514968568540654,0.02183798457233175,0.14515966327295263,0.09213907698718869
tp,h0_plus_dnn_residual,total,policy,latency,90,0.1859256380102958,0.13739993114862561,0.06906811349022815,0.028977538952940755,0.348926588740415,0.1744632943702075,0.017197839912503225,0.1534582384665046,0.10184751352028164
tp,h0_plus_dnn_residual,total,policy,throughput,90,0.14819038407653787,0.13502549630431163,0.0671607367930603,0.03336286985669228,0.6953829055048544,0.3476914527524272,0.033021537513101926,0.08665386443548449,0.061503317051711255
pp,h0,total,policy,mb1,90,0.03674680680860002,0.02755520674270671,0.06818040411715212,0.03622735682701305,0.04660097634889971,0.023300488174449855,0.0023717872839002373,0.030624090394300744,0.02222204471441471
pp,h0,total,policy,mb16,90,1.0415758901643384,0.7697803901711616,0.06818040411715214,0.036227356827013064,0.9736105694665514,0.4868052847332757,0.06692169676647777,0.4997293037517559,0.2982011197266111
pp,h0,total,policy,mb4,90,0.32955899849600756,0.2326097630566495,0.06818040411715214,0.0362273568270131,0.5619839404842764,0.2809919702421382,0.029951494565946434,0.23702058189807684,0.13866022924285726
pp,h0_plus_dnn_residual,total,policy,mb1,90,0.03977629811541096,0.029290673334494623,0.07795650993837318,0.033499474149376825,0.040282815638648536,0.020141407819324268,0.0023086921565280676,0.03515623979968774,0.02588631782674517
pp,h0_plus_dnn_residual,total,policy,mb16,90,0.3601588466850228,0.3031164401698377,0.08362357159590299,0.055994505873977814,0.6635225553859904,0.3317612776929952,0.042865481916734595,0.1942549882095886,0.1396648684911884
pp,h0_plus_dnn_residual,total,policy,mb4,90,0.1390463261076781,0.10952190083012794,0.07221134787991246,0.03208236136541175,0.2519412455302573,0.12597062276512866,0.014640332727839623,0.10128585948573549,0.06811929999207073
