parallelism,rank,candidate_id,seed,path,sha256,bytes
tp,1,tp34_c13_lowdim_cost_protected_gate_shared_lr0.001_w32,20260813,checkpoints/tp_top1_seed20260813.pt,5ee44a0d49ef181e3981dd7143a56d5418e67011139c9b8076184b2d94a48775,336007
tp,1,tp34_c13_lowdim_cost_protected_gate_shared_lr0.001_w32,20260914,checkpoints/tp_top1_seed20260914.pt,515cd5d850a5ec5832e7dc176443fd0aa51f05e0ee07e9132344555b69eef99c,336007
tp,1,tp34_c13_lowdim_cost_protected_gate_shared_lr0.001_w32,20261015,checkpoints/tp_top1_seed20261015.pt,b79961648402cc061ee8522cf7880d20fb5a731276fa0ee172515747e2a10f46,336007
tp,2,tp34_c17_lowdim_cost_protected_gate_model_policy_lr0.001_w32,20260813,checkpoints/tp_top2_seed20260813.pt,3f980ca1d39b3004cd6338d30d6bffbbe4d3a19af4b21fa664f2ee56daa07695,674965
tp,2,tp34_c17_lowdim_cost_protected_gate_model_policy_lr0.001_w32,20260914,checkpoints/tp_top2_seed20260914.pt,c1f5fb3a3ef6660d2bdf0a054e880af9457eb6f3c12c97c3e13d01104c0070db,674965
tp,2,tp34_c17_lowdim_cost_protected_gate_model_policy_lr0.001_w32,20261015,checkpoints/tp_top2_seed20261015.pt,a2dfda5dd992eed341cb5eeece2b1e744171e8d04296b4f11ca0cf4281fe2e3b,674965
tp,3,tp34_c15_lowdim_cost_protected_gate_policy_lr0.001_w32,20260813,checkpoints/tp_top3_seed20260813.pt,d13f67f5885c7040193e7e7e47e9c35800a71eaa9dbae0d5941275b99b8b9f7f,375523
tp,3,tp34_c15_lowdim_cost_protected_gate_policy_lr0.001_w32,20260914,checkpoints/tp_top3_seed20260914.pt,3c6595ec80ac52df076bd9f974a77c46f946d7a99e1c4a1c63d1dccc1a8fdd91,375523
tp,3,tp34_c15_lowdim_cost_protected_gate_policy_lr0.001_w32,20261015,checkpoints/tp_top3_seed20261015.pt,8c75b7ffbabc7732645363c5dcc9866f7aba8354f8511eba214093398d0c950e,375523
