sample_label,old_teacher,new_teacher,old_calls_mape,old_calls_wape,old_bytes_mape,old_bytes_wape,old_mean_calls_histogram_tv,old_mean_normalized_log_payload_emd,old_common_reference_cost_mape,old_p95_calls_ape,new_calls_mape,new_calls_wape,new_bytes_mape,new_bytes_wape,new_mean_calls_histogram_tv,new_mean_normalized_log_payload_emd,new_common_reference_cost_mape,new_p95_calls_ape
h32,phase24_static_pp_groups,phase25b_sglang_pp_fcfs_lanes_v1,0.08381432748067305,0.04275508414529558,0.05817734946363696,0.04782837027794168,0.09217925720539505,0.0052443526647147415,0.06630104709742003,0.2713692196531791,0.7199196330050599,0.2520841451632577,0.05817734946363697,0.047828370277941686,0.4209150667691081,0.051135873477213746,0.17130691709485277,2.9436602936392595
h64,phase24_static_pp_groups,phase25b_sglang_pp_fcfs_lanes_v1,0.0461746141047938,0.027595223380189896,0.027810913952374196,0.02273069555332652,0.08335422615109132,0.004123260638543892,0.03270923777052872,0.15395592485549142,0.33500175462744936,0.12934767481291576,0.027810913952374203,0.022730695553326522,0.3317628200870928,0.034663697915765276,0.08404759530326039,1.50857477930245
h128,phase24_static_pp_groups,phase25b_sglang_pp_fcfs_lanes_v1,0.0470352553344142,0.02673892753944815,0.020109930724746657,0.013722145855558844,0.07787975833549986,0.003869153735739437,0.03562945317757811,0.22807234886025762,0.18650513134542168,0.0793035373492401,0.020109930724746664,0.01372214585555885,0.2623856111349759,0.02407814390725715,0.06064711826313812,0.5939221215155338
