repeats,payload_bytes_per_call,group_level_calls,median_kernel_time_total_us,mean_kernel_time_total_us,p95_kernel_time_total_us,min_kernel_time_total_us,max_kernel_time_total_us,kernel_time_total_cv,median_per_kernel_us
10,8388608,73,1716.985,1994.5063,3440.321699999997,1537.655,4848.783,0.5041957190935484,23.488
