topology,backend,op,algorithm,group_size,repeat_id,payload_scope,payload_bytes,intrinsic_median_latency_us,intrinsic_p95_latency_us,completion_median_latency_us,completion_p95_latency_us,rank_skew_median_us,rank_skew_p95_us,ring_equivalent_factor,ring_equivalent_bus_bandwidth_GBps
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,0,representative-rank-logical-input,49152,4.192000000000007,5.155849999999827,8.271499999999833,10.542399999999837,4.127999999999361,6.499200000000951,1.0,11.725190839694635
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,1,representative-rank-logical-input,49152,4.1759999999997035,5.001600000000189,7.792500000000473,11.369600000000537,3.6330000000007203,7.139200000000437,1.0,11.77011494252957
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,2,representative-rank-logical-input,49152,4.22400000000016,5.185550000000967,7.743999999999687,9.855999999999767,3.5039999999994507,5.697599999999874,1.0,11.636363636363196
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,3,representative-rank-logical-input,49152,4.22400000000016,5.21754999999987,7.8080000000004475,12.831050000000142,3.631999999999607,8.515850000000409,1.0,11.636363636363196
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,4,representative-rank-logical-input,49152,4.191000000000713,4.837450000000126,7.600000000000364,17.16800000000004,3.4880000000007385,13.076800000000036,1.0,11.727988546884188
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,0,representative-rank-logical-input,65536,4.22400000000016,5.251150000001348,7.584000000000742,11.115199999999412,3.376000000001113,6.763199999998687,1.0,15.51515151515093
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,1,representative-rank-logical-input,65536,4.319999999999709,5.313549999999941,7.295999999999367,9.60480000000034,3.0234999999993306,5.4777500000000146,1.0,15.170370370371392
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,2,representative-rank-logical-input,65536,4.22400000000016,5.183999999999332,7.79200000000003,9.963199999999972,3.6644999999996344,5.618250000000062,1.0,15.51515151515093
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,3,representative-rank-logical-input,65536,4.25649999999996,5.185600000000204,7.440499999999929,13.415999999999917,3.2480000000007294,9.247999999999639,1.0,15.396687419241305
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,4,representative-rank-logical-input,65536,4.223999999999592,5.219200000000364,7.808500000000095,11.017599999999765,3.680499999999938,6.736000000000193,1.0,15.515151515153015
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,0,representative-rank-logical-input,131072,6.271999999999025,7.2960000000002765,9.503499999999804,11.817599999999992,3.295500000001084,5.702399999998215,1.0,20.897959183676715
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,2,1,representative-rank-logical-input,131072,6.192000000000462,7.071049999999832,9.727999999999156,12.097599999999579,3.4719999999997526,5.987200000000371,1.0,21.16795865632917
