candidate_id,mode,gates_json,alpha,score,calls_wape,bytes_wape,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_wape
tp32_rescue_policy_phase,policy_phase,"{""balanced::decode"":0.75,""balanced::prefill"":0.25,""latency::decode"":1.0,""latency::prefill"":0.25,""throughput::decode"":0.75,""throughput::prefill"":0.25}",1.0,4.597806541955645,0.08518035268005905,0.02391672900326103,0.16162027522590544,0.018224782237402072,0.05065369496831967
tp32_rescue_model_policy,model_policy,"{""deepseek-v2-lite::balanced"":0.75,""deepseek-v2-lite::latency"":1.0,""deepseek-v2-lite::throughput"":0.5,""qwen3-30b-a3b::balanced"":0.75,""qwen3-30b-a3b::latency"":1.0,""qwen3-30b-a3b::throughput"":0.75,""qwen3-8b::balanced"":0.75,""qwen3-8b::latency"":1.0,""qwen3-8b::throughput"":0.75}",1.0,4.608403681556329,0.08525837088170082,0.02391672900326103,0.1615854088666364,0.018449841746925245,0.05070314041830387
tp32_rescue_policy,policy,"{""balanced"":0.75,""latency"":1.0,""throughput"":0.5}",1.0,4.609036669851718,0.08522600525514779,0.02391672900326103,0.1611355954775615,0.018433410635298672,0.05089628821687171
tp32_rescue_phase,phase,"{""decode"":1.0,""prefill"":0.25}",0.75,4.626995240725432,0.08702339227048063,0.02391672900326103,0.16065412834848278,0.018055959513141023,0.05177079227947597
tp32_rescue_global,global,"{""global"":1.0}",0.75,4.637925898556402,0.08702692090052447,0.02391672900326103,0.160925025106709,0.018303961885755424,0.05175183192121717
tp32_rescue_model,model,"{""deepseek-v2-lite"":1.0,""qwen3-30b-a3b"":1.0,""qwen3-8b"":1.0}",0.75,4.637925898556402,0.08702692090052447,0.02391672900326103,0.160925025106709,0.018303961885755424,0.05175183192121717
