timestamp, index, memory.used [MiB], utilization.gpu [%]
2026/08/06 10:24:25.273, 5, 0 MiB, 0 %
2026/08/06 10:24:25.273, 6, 0 MiB, 0 %
2026/08/06 10:24:25.273, 7, 0 MiB, 0 %
2026/08/06 10:24:26.274, 0, 6101 MiB, 9 %
2026/08/06 10:24:26.274, 1, 6133 MiB, 4 %
2026/08/06 10:24:26.274, 2, 6133 MiB, 5 %
2026/08/06 10:24:26.274, 3, 5973 MiB, 9 %
2026/08/06 10:24:26.274, 4, 0 MiB, 0 %
2026/08/06 10:24:26.274, 5, 0 MiB, 0 %
2026/08/06 10:24:26.274, 6, 0 MiB, 0 %
2026/08/06 10:24:26.274, 7, 0 MiB, 0 %
2026/08/06 10:24:27.274, 0, 157547 MiB, 0 %
2026/08/06 10:24:27.274, 1, 157579 MiB, 0 %
2026/08/06 10:24:27.274, 2, 157579 MiB, 0 %
2026/08/06 10:24:27.274, 3, 157419 MiB, 0 %
2026/08/06 10:24:27.274, 4, 0 MiB, 0 %
2026/08/06 10:24:27.274, 5, 0 MiB, 0 %
2026/08/06 10:24:27.274, 6, 0 MiB, 0 %
2026/08/06 10:24:27.274, 7, 0 MiB, 0 %
2026/08/06 10:24:28.274, 0, 157547 MiB, 0 %
2026/08/06 10:24:28.282, 1, 157579 MiB, 0 %
2026/08/06 10:24:28.293, 2, 157579 MiB, 0 %
2026/08/06 10:24:28.293, 3, 157419 MiB, 0 %
2026/08/06 10:24:28.305, 4, 0 MiB, 0 %
2026/08/06 10:24:28.305, 5, 0 MiB, 0 %
2026/08/06 10:24:28.305, 6, 0 MiB, 0 %
2026/08/06 10:24:28.305, 7, 0 MiB, 0 %
2026/08/06 10:24:29.305, 0, 158491 MiB, 0 %
2026/08/06 10:24:29.305, 1, 158555 MiB, 0 %
2026/08/06 10:24:29.305, 2, 158555 MiB, 0 %
2026/08/06 10:24:29.305, 3, 158235 MiB, 0 %
2026/08/06 10:24:29.305, 4, 0 MiB, 0 %
2026/08/06 10:24:29.305, 5, 0 MiB, 0 %
2026/08/06 10:24:29.305, 6, 0 MiB, 0 %
2026/08/06 10:24:29.305, 7, 0 MiB, 0 %
2026/08/06 10:24:30.305, 0, 159503 MiB, 0 %
2026/08/06 10:24:30.305, 1, 159599 MiB, 0 %
2026/08/06 10:24:30.305, 2, 159599 MiB, 0 %
2026/08/06 10:24:30.305, 3, 159119 MiB, 0 %
2026/08/06 10:24:30.305, 4, 0 MiB, 0 %
2026/08/06 10:24:30.305, 5, 0 MiB, 0 %
2026/08/06 10:24:30.305, 6, 0 MiB, 0 %
2026/08/06 10:24:30.305, 7, 0 MiB, 0 %
2026/08/06 10:24:31.305, 0, 159567 MiB, 0 %
2026/08/06 10:24:31.305, 1, 159663 MiB, 0 %
2026/08/06 10:24:31.305, 2, 159663 MiB, 0 %
2026/08/06 10:24:31.305, 3, 159183 MiB, 0 %
2026/08/06 10:24:31.305, 4, 0 MiB, 0 %
2026/08/06 10:24:31.305, 5, 0 MiB, 0 %
2026/08/06 10:24:31.305, 6, 0 MiB, 0 %
2026/08/06 10:24:31.305, 7, 0 MiB, 0 %
2026/08/06 10:24:32.306, 0, 159719 MiB, 70 %
2026/08/06 10:24:32.316, 1, 159815 MiB, 15 %
2026/08/06 10:24:32.316, 2, 159815 MiB, 66 %
2026/08/06 10:24:32.317, 3, 159335 MiB, 67 %
2026/08/06 10:24:32.319, 4, 0 MiB, 0 %
2026/08/06 10:24:32.319, 5, 0 MiB, 0 %
2026/08/06 10:24:32.320, 6, 0 MiB, 0 %
2026/08/06 10:24:32.320, 7, 0 MiB, 0 %
2026/08/06 10:24:33.321, 0, 159719 MiB, 17 %
2026/08/06 10:24:33.321, 1, 159815 MiB, 62 %
2026/08/06 10:24:33.321, 2, 159815 MiB, 92 %
2026/08/06 10:24:33.321, 3, 159335 MiB, 64 %
2026/08/06 10:24:33.321, 4, 0 MiB, 0 %
2026/08/06 10:24:33.321, 5, 0 MiB, 0 %
2026/08/06 10:24:33.321, 6, 0 MiB, 0 %
2026/08/06 10:24:33.321, 7, 0 MiB, 0 %
2026/08/06 10:24:34.321, 0, 159719 MiB, 59 %
2026/08/06 10:24:34.321, 1, 159815 MiB, 28 %
2026/08/06 10:24:34.321, 2, 159815 MiB, 91 %
2026/08/06 10:24:34.321, 3, 159335 MiB, 17 %
2026/08/06 10:24:34.321, 4, 0 MiB, 0 %
2026/08/06 10:24:34.321, 5, 0 MiB, 0 %
2026/08/06 10:24:34.321, 6, 0 MiB, 0 %
2026/08/06 10:24:34.321, 7, 0 MiB, 0 %
2026/08/06 10:24:35.321, 0, 159719 MiB, 78 %
2026/08/06 10:24:35.321, 1, 159815 MiB, 34 %
2026/08/06 10:24:35.321, 2, 159815 MiB, 91 %
2026/08/06 10:24:35.321, 3, 159335 MiB, 42 %
2026/08/06 10:24:35.321, 4, 0 MiB, 0 %
2026/08/06 10:24:35.321, 5, 0 MiB, 0 %
2026/08/06 10:24:35.321, 6, 0 MiB, 0 %
2026/08/06 10:24:35.321, 7, 0 MiB, 0 %
2026/08/06 10:24:36.321, 0, 159719 MiB, 85 %
2026/08/06 10:24:36.321, 1, 159815 MiB, 14 %
2026/08/06 10:24:36.321, 2, 159815 MiB, 93 %
2026/08/06 10:24:36.321, 3, 159335 MiB, 38 %
2026/08/06 10:24:36.321, 4, 0 MiB, 0 %
2026/08/06 10:24:36.321, 5, 0 MiB, 0 %
2026/08/06 10:24:36.321, 6, 0 MiB, 0 %
2026/08/06 10:24:36.321, 7, 0 MiB, 0 %
2026/08/06 10:24:37.321, 0, 159719 MiB, 86 %
2026/08/06 10:24:37.322, 1, 159815 MiB, 60 %
2026/08/06 10:24:37.322, 2, 159815 MiB, 74 %
2026/08/06 10:24:37.322, 3, 159335 MiB, 52 %
2026/08/06 10:24:37.322, 4, 0 MiB, 0 %
2026/08/06 10:24:37.322, 5, 0 MiB, 0 %
2026/08/06 10:24:37.322, 6, 0 MiB, 0 %
2026/08/06 10:24:37.322, 7, 0 MiB, 0 %
2026/08/06 10:24:38.322, 0, 160149 MiB, 55 %
2026/08/06 10:24:38.322, 1, 160245 MiB, 33 %
2026/08/06 10:24:38.322, 2, 160245 MiB, 74 %
2026/08/06 10:24:38.322, 3, 159765 MiB, 55 %
2026/08/06 10:24:38.322, 4, 0 MiB, 0 %
2026/08/06 10:24:38.322, 5, 0 MiB, 0 %
2026/08/06 10:24:38.322, 6, 0 MiB, 0 %
2026/08/06 10:24:38.322, 7, 0 MiB, 0 %
2026/08/06 10:24:39.322, 0, 160149 MiB, 76 %
2026/08/06 10:24:39.322, 1, 160245 MiB, 20 %
2026/08/06 10:24:39.322, 2, 160245 MiB, 90 %
2026/08/06 10:24:39.322, 3, 159765 MiB, 63 %
2026/08/06 10:24:39.322, 4, 0 MiB, 0 %
2026/08/06 10:24:39.322, 5, 0 MiB, 0 %
2026/08/06 10:24:39.322, 6, 0 MiB, 0 %
2026/08/06 10:24:39.322, 7, 0 MiB, 0 %
2026/08/06 10:24:40.322, 0, 160149 MiB, 77 %
2026/08/06 10:24:40.322, 1, 160245 MiB, 16 %
2026/08/06 10:24:40.322, 2, 160245 MiB, 92 %
2026/08/06 10:24:40.322, 3, 159765 MiB, 15 %
2026/08/06 10:24:40.322, 4, 0 MiB, 0 %
2026/08/06 10:24:40.322, 5, 0 MiB, 0 %
2026/08/06 10:24:40.322, 6, 0 MiB, 0 %
2026/08/06 10:24:40.322, 7, 0 MiB, 0 %
2026/08/06 10:24:41.322, 0, 160149 MiB, 88 %
2026/08/06 10:24:41.322, 1, 160245 MiB, 14 %
2026/08/06 10:24:41.322, 2, 160245 MiB, 93 %
2026/08/06 10:24:41.322, 3, 159765 MiB, 75 %
2026/08/06 10:24:41.322, 4, 0 MiB, 0 %
2026/08/06 10:24:41.322, 5, 0 MiB, 0 %
2026/08/06 10:24:41.322, 6, 0 MiB, 0 %
2026/08/06 10:24:41.322, 7, 0 MiB, 0 %
2026/08/06 10:24:42.323, 0, 160149 MiB, 73 %
2026/08/06 10:24:42.323, 1, 160245 MiB, 72 %
2026/08/06 10:24:42.323, 2, 160245 MiB, 93 %
2026/08/06 10:24:42.323, 3, 159765 MiB, 70 %
2026/08/06 10:24:42.323, 4, 0 MiB, 0 %
2026/08/06 10:24:42.323, 5, 0 MiB, 0 %
2026/08/06 10:24:42.323, 6, 0 MiB, 0 %
2026/08/06 10:24:42.323, 7, 0 MiB, 0 %
2026/08/06 10:24:43.323, 0, 160149 MiB, 77 %
2026/08/06 10:24:43.323, 1, 160245 MiB, 16 %
2026/08/06 10:24:43.323, 2, 160245 MiB, 87 %
2026/08/06 10:24:43.323, 3, 159765 MiB, 54 %
2026/08/06 10:24:43.323, 4, 0 MiB, 0 %
2026/08/06 10:24:43.323, 5, 0 MiB, 0 %
2026/08/06 10:24:43.323, 6, 0 MiB, 0 %
2026/08/06 10:24:43.323, 7, 0 MiB, 0 %
2026/08/06 10:24:44.323, 0, 160149 MiB, 64 %
2026/08/06 10:24:44.323, 1, 160245 MiB, 43 %
2026/08/06 10:24:44.323, 2, 160245 MiB, 94 %
2026/08/06 10:24:44.323, 3, 159765 MiB, 71 %
2026/08/06 10:24:44.323, 4, 0 MiB, 0 %
2026/08/06 10:24:44.323, 5, 0 MiB, 0 %
2026/08/06 10:24:44.323, 6, 0 MiB, 0 %
2026/08/06 10:24:44.323, 7, 0 MiB, 0 %
2026/08/06 10:24:45.323, 0, 160149 MiB, 65 %
2026/08/06 10:24:45.323, 1, 160245 MiB, 16 %
2026/08/06 10:24:45.323, 2, 160245 MiB, 90 %
2026/08/06 10:24:45.323, 3, 159765 MiB, 53 %
2026/08/06 10:24:45.323, 4, 0 MiB, 0 %
2026/08/06 10:24:45.323, 5, 0 MiB, 0 %
2026/08/06 10:24:45.323, 6, 0 MiB, 0 %
2026/08/06 10:24:45.323, 7, 0 MiB, 0 %
2026/08/06 10:24:46.323, 0, 160149 MiB, 82 %
2026/08/06 10:24:46.323, 1, 160245 MiB, 63 %
2026/08/06 10:24:46.323, 2, 160245 MiB, 88 %
2026/08/06 10:24:46.323, 3, 159765 MiB, 82 %
2026/08/06 10:24:46.323, 4, 0 MiB, 0 %
2026/08/06 10:24:46.323, 5, 0 MiB, 0 %
2026/08/06 10:24:46.323, 6, 0 MiB, 0 %
2026/08/06 10:24:46.323, 7, 0 MiB, 0 %
2026/08/06 10:24:47.323, 0, 160149 MiB, 87 %
2026/08/06 10:24:47.324, 1, 160245 MiB, 44 %
2026/08/06 10:24:47.324, 2, 160245 MiB, 86 %
2026/08/06 10:24:47.324, 3, 159765 MiB, 41 %
2026/08/06 10:24:47.324, 4, 0 MiB, 0 %
2026/08/06 10:24:47.324, 5, 0 MiB, 0 %
2026/08/06 10:24:47.324, 6, 0 MiB, 0 %
2026/08/06 10:24:47.324, 7, 0 MiB, 0 %
2026/08/06 10:24:48.324, 0, 160149 MiB, 83 %
2026/08/06 10:24:48.324, 1, 160245 MiB, 34 %
2026/08/06 10:24:48.324, 2, 160245 MiB, 91 %
2026/08/06 10:24:48.324, 3, 159765 MiB, 53 %
2026/08/06 10:24:48.324, 4, 0 MiB, 0 %
2026/08/06 10:24:48.324, 5, 0 MiB, 0 %
2026/08/06 10:24:48.324, 6, 0 MiB, 0 %
2026/08/06 10:24:48.324, 7, 0 MiB, 0 %
2026/08/06 10:24:49.324, 0, 160149 MiB, 43 %
2026/08/06 10:24:49.324, 1, 160245 MiB, 21 %
2026/08/06 10:24:49.324, 2, 160245 MiB, 92 %
2026/08/06 10:24:49.324, 3, 159765 MiB, 60 %
2026/08/06 10:24:49.324, 4, 0 MiB, 0 %
2026/08/06 10:24:49.324, 5, 0 MiB, 0 %
2026/08/06 10:24:49.324, 6, 0 MiB, 0 %
2026/08/06 10:24:49.324, 7, 0 MiB, 0 %
2026/08/06 10:24:50.324, 0, 160149 MiB, 49 %
2026/08/06 10:24:50.324, 1, 160245 MiB, 20 %
2026/08/06 10:24:50.324, 2, 160245 MiB, 92 %
2026/08/06 10:24:50.324, 3, 159765 MiB, 53 %
2026/08/06 10:24:50.324, 4, 0 MiB, 0 %
2026/08/06 10:24:50.324, 5, 0 MiB, 0 %
2026/08/06 10:24:50.324, 6, 0 MiB, 0 %
2026/08/06 10:24:50.324, 7, 0 MiB, 0 %
2026/08/06 10:24:51.324, 0, 160149 MiB, 82 %
2026/08/06 10:24:51.324, 1, 160245 MiB, 54 %
2026/08/06 10:24:51.324, 2, 160245 MiB, 74 %
2026/08/06 10:24:51.324, 3, 159765 MiB, 82 %
2026/08/06 10:24:51.324, 4, 0 MiB, 0 %
2026/08/06 10:24:51.324, 5, 0 MiB, 0 %
2026/08/06 10:24:51.324, 6, 0 MiB, 0 %
2026/08/06 10:24:51.324, 7, 0 MiB, 0 %
2026/08/06 10:24:52.324, 0, 160149 MiB, 64 %
2026/08/06 10:24:52.324, 1, 160245 MiB, 24 %
2026/08/06 10:24:52.324, 2, 160245 MiB, 93 %
2026/08/06 10:24:52.324, 3, 159765 MiB, 76 %
2026/08/06 10:24:52.325, 4, 0 MiB, 0 %
2026/08/06 10:24:52.325, 5, 0 MiB, 0 %
2026/08/06 10:24:52.325, 6, 0 MiB, 0 %
2026/08/06 10:24:52.325, 7, 0 MiB, 0 %
2026/08/06 10:24:53.325, 0, 160149 MiB, 68 %
2026/08/06 10:24:53.325, 1, 160245 MiB, 24 %
2026/08/06 10:24:53.325, 2, 160245 MiB, 92 %
2026/08/06 10:24:53.325, 3, 159765 MiB, 76 %
2026/08/06 10:24:53.325, 4, 0 MiB, 0 %
2026/08/06 10:24:53.325, 5, 0 MiB, 0 %
2026/08/06 10:24:53.325, 6, 0 MiB, 0 %
2026/08/06 10:24:53.325, 7, 0 MiB, 0 %
2026/08/06 10:24:54.325, 0, 160149 MiB, 65 %
2026/08/06 10:24:54.325, 1, 160245 MiB, 41 %
2026/08/06 10:24:54.325, 2, 160245 MiB, 90 %
2026/08/06 10:24:54.325, 3, 159765 MiB, 82 %
2026/08/06 10:24:54.325, 4, 0 MiB, 0 %
2026/08/06 10:24:54.325, 5, 0 MiB, 0 %
2026/08/06 10:24:54.325, 6, 0 MiB, 0 %
2026/08/06 10:24:54.325, 7, 0 MiB, 0 %
2026/08/06 10:24:55.325, 0, 160149 MiB, 63 %
2026/08/06 10:24:55.325, 1, 160245 MiB, 17 %
2026/08/06 10:24:55.325, 2, 160245 MiB, 91 %
2026/08/06 10:24:55.325, 3, 159765 MiB, 86 %
2026/08/06 10:24:55.325, 4, 0 MiB, 0 %
2026/08/06 10:24:55.325, 5, 0 MiB, 0 %
2026/08/06 10:24:55.325, 6, 0 MiB, 0 %
2026/08/06 10:24:55.325, 7, 0 MiB, 0 %
2026/08/06 10:24:56.325, 0, 160149 MiB, 54 %
2026/08/06 10:24:56.325, 1, 160245 MiB, 30 %
2026/08/06 10:24:56.325, 2, 160245 MiB, 89 %
2026/08/06 10:24:56.325, 3, 159765 MiB, 77 %
2026/08/06 10:24:56.325, 4, 0 MiB, 0 %
2026/08/06 10:24:56.325, 5, 0 MiB, 0 %
2026/08/06 10:24:56.325, 6, 0 MiB, 0 %
2026/08/06 10:24:56.325, 7, 0 MiB, 0 %
2026/08/06 10:24:57.325, 0, 160149 MiB, 63 %
2026/08/06 10:24:57.325, 1, 160245 MiB, 27 %
2026/08/06 10:24:57.325, 2, 160245 MiB, 92 %
2026/08/06 10:24:57.325, 3, 159765 MiB, 62 %
