workload_id,source,segment,split,tp,phase,batch_size,input_lens_json,output_lens_json,history_features_json,calls,logical_payload_bytes,equivalent_bytes,equivalent_rounds,calls_by_op_payload_json
burstgpt_1-473705000,burstgpt,burstgpt_1,train,2,prefill,7,"[1059,16,343,1034,1118,372,56]","[128,21,54,128,128,45,13]","{""history_seconds"":300,""history_count"":36,""history_rps"":0.12,""history_interarrival_cv"":0.918201817985372,""history_peak_to_mean_1s"":16.666666666666668,""history_fano_1s"":0.9911111111111112,""history_input_mean"":380.3611111111111,""history_input_p50"":259.0,""history_input_p90"":756.0,""history_input_p99"":1623.249999999999,""history_output_mean"":151.19444444444446,""history_output_p50"":51.5,""history_output_p90"":360.0,""history_output_p99"":784.6999999999994,""history_lm_correlation"":0.12033758441201081}",73,2390867968,2390867968.0,146,"{""all_reduce:32751616"":73}"
burstgpt_1-473705000,burstgpt,burstgpt_1,train,2,decode,7,"[1059,16,343,1034,1118,372,56]","[128,21,54,128,128,45,13]","{""history_seconds"":300,""history_count"":36,""history_rps"":0.12,""history_interarrival_cv"":0.918201817985372,""history_peak_to_mean_1s"":16.666666666666668,""history_fano_1s"":0.9911111111111112,""history_input_mean"":380.3611111111111,""history_input_p50"":259.0,""history_input_p90"":756.0,""history_input_p99"":1623.249999999999,""history_output_mean"":151.19444444444446,""history_output_p50"":51.5,""history_output_p90"":360.0,""history_output_p99"":784.6999999999994,""history_lm_correlation"":0.12033758441201081}",9271,304988160,304988160.0,18542,"{""all_reduce:24576"":5402,""all_reduce:32768"":657,""all_reduce:40960"":1752,""all_reduce:49152"":584,""all_reduce:57344"":876}"
burstgpt_1-3064205000,burstgpt,burstgpt_1,train,2,prefill,8,"[211,238,346,212,346,262,255,380]","[2,4,2,4,2,2,2,13]","{""history_seconds"":300,""history_count"":4765,""history_rps"":15.883333333333333,""history_interarrival_cv"":3.959689671107226,""history_peak_to_mean_1s"":1.825813221406086,""history_fano_1s"":2.8933718083245896,""history_input_mean"":274.6289611752361,""history_input_p50"":238.0,""history_input_p90"":433.0,""history_input_p99"":692.0,""history_output_mean"":3.8174186778593913,""history_output_p50"":1.0,""history_output_p90"":4.0,""history_output_p99"":11.0,""history_lm_correlation"":0.11024664582797061}",73,1345536000,1345536000.0,146,"{""all_reduce:18432000"":73}"
burstgpt_1-3064205000,burstgpt,burstgpt_1,train,2,decode,8,"[211,238,346,212,346,262,255,380]","[2,4,2,4,2,2,2,13]","{""history_seconds"":300,""history_count"":4765,""history_rps"":15.883333333333333,""history_interarrival_cv"":3.959689671107226,""history_peak_to_mean_1s"":1.825813221406086,""history_fano_1s"":2.8933718083245896,""history_input_mean"":274.6289611752361,""history_input_p50"":238.0,""history_input_p90"":433.0,""history_input_p99"":692.0,""history_output_mean"":3.8174186778593913,""history_output_p50"":1.0,""history_output_p90"":4.0,""history_output_p99"":11.0,""history_lm_correlation"":0.11024664582797061}",876,13754368,13754368.0,1752,"{""all_reduce:24576"":146,""all_reduce:65536"":73,""all_reduce:8192"":657}"
