workload_id,model,tp,mode,case_label,phase,batch_size,input_len,output_len,output_lens_json,prefill_chunk_size,repeat_count,calls,logical_payload_bytes,ring_equivalent_bytes,ring_equivalent_rounds,payload_supports,op_payload_supports,calls_by_payload_json,calls_by_op_payload_json,raw_ops_json,backend_signature,target_post_us,post_repeat_iqr_fraction,intrinsic_us,sync_inclusive_us,continuous_raw_us,curve_min_payload_bytes,curve_max_payload_bytes,curve_extrapolated_calls,curve_extrapolated_call_fraction,pred_total_bytes_tp2_fit_us,pred_continuous_tp2_calibrated_us,pred_continuous_per_tp_calibrated_us
qwen3-30b-a3b-chunk-c4096-b4-l4096-m8,qwen3-30b-a3b,8,chunked_prefill,c4096,prefill,4,4096,8,"[8,8,8,8]",4096,3,97,6509559808,11391729664.0,1358,1,1,"{""67108864"":97}","{""all_reduce:67108864"":97}","[""all_reduce""]",nccl:all_reduce,24917.75244140625,0.003967427448862672,24906.457,52403.60300000001,27361.75948381424,8192,134217728,0,0.0,14319.977014307675,26240.654126701716,21111.745226814775
qwen3-30b-a3b-chunk-c4096-b4-l4097-m8,qwen3-30b-a3b,8,chunked_prefill,c4096,prefill,4,4097,8,"[8,8,8,8]",4096,3,194,6511149056,11394510848.0,2716,2,3,"{""16384"":97,""67108864"":97}","{""all_reduce:16384"":2,""all_reduce:67108864"":97,""fused_allreduce_residual_rmsnorm:16384"":95}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,25768.0693359375,0.004860145734355174,25562.750999999997,119918.12299999999,30201.919483814392,8192,134217728,0,0.0,14322.921069977989,28964.443006893565,23303.151607638458
qwen3-30b-a3b-mixed-balanced,qwen3-30b-a3b,8,mixed_same_coarse,balanced,decode,8,512,64,"[16,16,16,16,32,32,64,64]",0,3,6111,98533376,172433408.0,85554,3,6,"{""8192"":3104,""16384"":1552,""32768"":1455}","{""all_reduce:8192"":64,""all_reduce:16384"":32,""all_reduce:32768"":30,""fused_allreduce_residual_rmsnorm:8192"":3040,""fused_allreduce_residual_rmsnorm:16384"":1520,""fused_allreduce_residual_rmsnorm:32768"":1425}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,52225.28857421875,0.014027291484699734,43329.652,4371435.885,183036.67200000447,8192,134217728,0,0.0,43577.428186599434,148247.40498962588,50804.46764288913
qwen3-30b-a3b-mixed-bimodal,qwen3-30b-a3b,8,mixed_same_coarse,bimodal,decode,8,512,64,"[8,8,16,16,16,64,64,64]",0,3,6111,98533376,172433408.0,85554,3,6,"{""12288"":4656,""24576"":776,""32768"":679}","{""all_reduce:12288"":96,""all_reduce:24576"":16,""all_reduce:32768"":14,""fused_allreduce_residual_rmsnorm:12288"":4560,""fused_allreduce_residual_rmsnorm:24576"":760,""fused_allreduce_residual_rmsnorm:32768"":665}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,51463.6513671875,0.06970431421190992,41863.647000000004,4451696.858999999,181755.5645964899,8192,134217728,0,0.0,43577.428186599434,147209.79407805932,50448.87780989151
qwen3-30b-a3b-mixed-staircase,qwen3-30b-a3b,8,mixed_same_coarse,staircase,decode,8,512,64,"[16,16,16,24,32,40,48,64]",0,3,6111,98533376,172433408.0,85554,6,12,"{""4096"":1552,""8192"":776,""12288"":776,""16384"":776,""20480"":776,""32768"":1455}","{""all_reduce:4096"":32,""all_reduce:8192"":16,""all_reduce:12288"":16,""all_reduce:16384"":16,""all_reduce:20480"":16,""all_reduce:32768"":30,""fused_allreduce_residual_rmsnorm:4096"":1520,""fused_allreduce_residual_rmsnorm:8192"":760,""fused_allreduce_residual_rmsnorm:12288"":760,""fused_allreduce_residual_rmsnorm:16384"":760,""fused_allreduce_residual_rmsnorm:20480"":760,""fused_allreduce_residual_rmsnorm:32768"":1425}","[""all_reduce"",""fused_allreduce_residual_rmsnorm""]",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,50780.8515625,0.016512768984802802,42835.634000000005,4401604.066,182983.83545110768,8192,134217728,1552,0.25396825396825395,43577.428186599434,148204.61093542367,50789.802096856976
qwen3-8b-chunk-c1024-b1-l1023-m8,qwen3-8b,2,chunked_prefill,c1024,prefill,1,1023,8,[8],1024,3,73,611770368,611770368.0,146,1,1,"{""8380416"":73}","{""all_reduce:8380416"":73}","[""all_reduce""]",sglang_custom:all_reduce_one_shot,1713.4990234375,0.004353784260208603,1713.337,30748.376999999997,1842.3334950691133,8192,134217728,0,0.0,1954.8795442833352,1766.8467577439192,1766.8467577439192
qwen3-8b-chunk-c1024-b1-l1024-m8,qwen3-8b,2,chunked_prefill,c1024,prefill,1,1024,8,[8],1024,3,73,612368384,612368384.0,146,1,1,"{""8388608"":73}","{""all_reduce:8388608"":73}","[""all_reduce""]",sglang_custom:all_reduce_one_shot,1713.20703125,0.0006102065524954341,1713.2069999999999,18288.236,1843.1040000000035,8192,134217728,0,0.0,1956.4886437114337,1767.5856924387574,1767.5856924387574
qwen3-8b-chunk-c1024-b1-l1025-m8,qwen3-8b,2,chunked_prefill,c1024,prefill,1,1025,8,[8],1024,3,146,612966400,612966400.0,292,2,2,"{""8192"":73,""8388608"":73}","{""all_reduce:8192"":73,""all_reduce:8388608"":73}","[""all_reduce""]",sglang_custom:all_reduce_one_shot+sglang_custom:all_reduce_one_shot_push,2092.21875,0.01409811373243118,2043.507,27619.057,2423.5634999999793,8192,134217728,0,0.0,1958.0974950621762,2324.2617710757254,2324.2617710757254
qwen3-8b-chunk-c1024-b4-l1023-m8,qwen3-8b,2,chunked_prefill,c1024,prefill,4,1023,8,"[8,8,8,8]",1024,3,73,2447081472,2447081472.0,146,1,1,"{""33521664"":73}","{""all_reduce:33521664"":73}","[""all_reduce""]",nccl:all_reduce,6368.390625,0.0008595768406951325,6351.876,8453.916,6374.349600310171,8192,134217728,0,0.0,6282.38380772301,6113.170581861332,6113.170581861332
qwen3-8b-chunk-c1024-b4-l1024-m8,qwen3-8b,2,chunked_prefill,c1024,prefill,4,1024,8,"[8,8,8,8]",1024,3,73,2449473536,2449473536.0,146,1,1,"{""33554432"":73}","{""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce,6336.9208984375,0.0030853333953869983,6321.062,8450.201000000001,6377.280153334141,8192,134217728,0,0.0,6287.554960203513,6115.981060052526,6115.981060052526
qwen3-8b-chunk-c1024-b4-l1025-m8,qwen3-8b,2,chunked_prefill,c1024,prefill,4,1025,8,"[8,8,8,8]",1024,3,146,2451865600,2451865600.0,292,2,2,"{""32768"":73,""33554432"":73}","{""all_reduce:32768"":73,""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,6733.70361328125,0.0013324994334919557,6646.664000000001,29064.591,6940.256153334107,8192,134217728,0,0.0,6292.725315439401,6655.889997793608,6655.889997793608
qwen3-8b-chunk-c4096-b1-l4095-m8,qwen3-8b,2,chunked_prefill,c4096,prefill,1,4095,8,[8],4096,3,73,2448875520,2448875520.0,146,1,1,"{""33546240"":73}","{""all_reduce:33546240"":73}","[""all_reduce""]",nccl:all_reduce,6303.0419921875,0.003774567866613266,6250.012,18035.793,6376.547783465668,8192,134217728,0,0.0,6286.262246860271,6115.278697895487,6115.278697895487
qwen3-8b-chunk-c4096-b1-l4096-m8,qwen3-8b,2,chunked_prefill,c4096,prefill,1,4096,8,[8],4096,3,73,2449473536,2449473536.0,146,1,1,"{""33554432"":73}","{""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce,6284.48095703125,0.0007850439493304788,6235.684,7107.913,6377.280153334141,8192,134217728,0,0.0,6287.554960203513,6115.981060052526,6115.981060052526
qwen3-8b-chunk-c4096-b1-l4097-m8,qwen3-8b,2,chunked_prefill,c4096,prefill,1,4097,8,[8],4096,3,146,2450071552,2450071552.0,292,2,2,"{""8192"":73,""33554432"":73}","{""all_reduce:8192"":73,""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,6682.6064453125,0.0028320957406186096,6557.889,15486.459,6957.739653334116,8192,134217728,0,0.0,6288.847623718965,6672.657138689494,6672.657138689494
qwen3-8b-chunk-c4096-b4-l4095-m8,qwen3-8b,2,chunked_prefill,c4096,prefill,4,4095,8,"[8,8,8,8]",4096,3,73,9795502080,9795502080.0,146,1,1,"{""134184960"":73}","{""all_reduce:134184960"":73}","[""all_reduce""]",nccl:all_reduce,21303.6640625,0.004427628353250559,21223.117,22500.636,20763.716758997813,8192,134217728,0,0.0,20202.12053312994,19912.955896712996,19912.955896712996
qwen3-8b-chunk-c4096-b4-l4096-m8,qwen3-8b,2,chunked_prefill,c4096,prefill,4,4096,8,"[8,8,8,8]",4096,3,73,9797894144,9797894144.0,146,1,1,"{""134217728"":73}","{""all_reduce:134217728"":73}","[""all_reduce""]",nccl:all_reduce,21377.5087890625,0.00611339750921961,21326.86,22392.457000000002,20767.04040169716,8192,134217728,0,0.0,20206.274917684168,19916.143358344107,19916.143358344107
qwen3-8b-chunk-c4096-b4-l4097-m8,qwen3-8b,2,chunked_prefill,c4096,prefill,4,4097,8,"[8,8,8,8]",4096,3,146,9800286208,9800286208.0,292,2,2,"{""32768"":73,""134217728"":73}","{""all_reduce:32768"":73,""all_reduce:134217728"":73}","[""all_reduce""]",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,21858.9111328125,0.003564139249738368,21671.529000000002,43868.759,21330.016401697125,8192,134217728,0,0.0,20210.429142107292,20456.05229608519,20456.05229608519
qwen3-8b-mixed-balanced,qwen3-8b,2,mixed_same_coarse,balanced,decode,8,512,64,"[16,16,16,16,32,32,64,64]",0,3,4599,148307968,148307968.0,9198,3,3,"{""16384"":2336,""32768"":1168,""65536"":1095}","{""all_reduce:16384"":2336,""all_reduce:32768"":1168,""all_reduce:65536"":1095}","[""all_reduce""]",sglang_custom:all_reduce_one_shot_push,25425.71435546875,0.011918941713301098,20450.232000000004,972799.4239999999,34861.843499997136,8192,134217728,0,0.0,25121.438958335246,28235.750658911158,28235.750658911158
qwen3-8b-mixed-bimodal,qwen3-8b,2,mixed_same_coarse,bimodal,decode,8,512,64,"[8,8,16,16,16,64,64,64]",0,3,4599,148307968,148307968.0,9198,3,3,"{""24576"":3504,""49152"":584,""65536"":511}","{""all_reduce:24576"":3504,""all_reduce:49152"":584,""all_reduce:65536"":511}","[""all_reduce""]",sglang_custom:all_reduce_one_shot_push,24564.85888671875,0.011207555190459503,20665.886,1191263.04,35199.03155168293,8192,134217728,0,0.0,25121.438958335246,28508.85032309171,28508.85032309171
qwen3-8b-mixed-staircase,qwen3-8b,2,mixed_same_coarse,staircase,decode,8,512,64,"[16,16,16,24,32,40,48,64]",0,3,4599,148307968,148307968.0,9198,6,6,"{""8192"":1168,""16384"":584,""24576"":584,""32768"":584,""40960"":584,""65536"":1095}","{""all_reduce:8192"":1168,""all_reduce:16384"":584,""all_reduce:24576"":584,""all_reduce:32768"":584,""all_reduce:40960"":584,""all_reduce:65536"":1095}","[""all_reduce""]",sglang_custom:all_reduce_one_shot_push,25383.18408203125,0.02346829102474858,20129.843999999997,1038015.7589999998,35477.70754380145,8192,134217728,0,0.0,25121.438958335246,28734.559150798537,28734.559150798537
qwen3-8b-chunk-c1024-b1-l1023-m8,qwen3-8b,4,chunked_prefill,c1024,prefill,1,1023,8,[8],1024,3,73,611770368,917655552.0,438,1,1,"{""8380416"":73}","{""all_reduce:8380416"":73}","[""all_reduce""]",sglang_custom:all_reduce_two_shot,2315.5361328125,0.0044967354938132325,2083.3360000000002,42756.962999999996,2978.78409581124,8192,134217728,0,0.0,1954.8795442833352,2856.733070201171,2564.1539465169876
qwen3-8b-chunk-c1024-b1-l1024-m8,qwen3-8b,4,chunked_prefill,c1024,prefill,1,1024,8,[8],1024,3,73,612368384,918552576.0,438,1,1,"{""8388608"":73}","{""all_reduce:8388608"":73}","[""all_reduce""]",sglang_custom:all_reduce_two_shot,2298.98681640625,0.008669218883573245,2078.6780000000003,33839.049,2979.5315000000114,8192,134217728,0,0.0,1956.4886437114337,2857.4498506707164,2564.7973162069816
qwen3-8b-chunk-c1024-b1-l1025-m8,qwen3-8b,4,chunked_prefill,c1024,prefill,1,1025,8,[8],1024,3,146,612966400,919449600.0,876,2,2,"{""8192"":73,""8388608"":73}","{""all_reduce:8192"":73,""all_reduce:8388608"":73}","[""all_reduce""]",sglang_custom:all_reduce_one_shot_push+sglang_custom:all_reduce_two_shot,2822.17919921875,0.012919167247855167,2389.976,44858.736000000004,4561.003500000061,8192,134217728,0,0.0,1958.0974950621762,4374.123505653066,3926.1372252687243
qwen3-8b-chunk-c1024-b4-l1023-m8,qwen3-8b,4,chunked_prefill,c1024,prefill,4,1023,8,"[8,8,8,8]",1024,3,73,2447081472,3670622208.0,438,1,1,"{""33521664"":73}","{""all_reduce:33521664"":73}","[""all_reduce""]",nccl:all_reduce,8811.62744140625,0.0006881499182127574,8781.236,20001.594,9077.381203755682,8192,134217728,0,0.0,6282.38380772301,8705.449687359485,7813.860316489416
qwen3-8b-chunk-c1024-b4-l1024-m8,qwen3-8b,4,chunked_prefill,c1024,prefill,4,1024,8,"[8,8,8,8]",1024,3,73,2449473536,3674210304.0,438,1,1,"{""33554432"":73}","{""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce,8799.83447265625,0.0027618095399854657,8755.574,19012.068,9082.368083298206,8192,134217728,0,0.0,6287.554960203513,8710.232237302018,7818.153050184936
qwen3-8b-chunk-c1024-b4-l1025-m8,qwen3-8b,4,chunked_prefill,c1024,prefill,4,1025,8,"[8,8,8,8]",1024,3,146,2451865600,3677798400.0,876,2,2,"{""32768"":73,""33554432"":73}","{""all_reduce:32768"":73,""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,9370.06298828125,0.004806645833125976,9100.887,38369.265,10742.09608329813,8192,134217728,0,0.0,6292.725315439401,10301.955474916313,9246.856160064248
qwen3-8b-chunk-c4096-b1-l4095-m8,qwen3-8b,4,chunked_prefill,c4096,prefill,1,4095,8,[8],4096,3,73,2448875520,3673313280.0,438,1,1,"{""33546240"":73}","{""all_reduce:33546240"":73}","[""all_reduce""]",nccl:all_reduce,8798.3447265625,0.0018327033505170372,8749.063999999998,35163.421,9081.12182012372,8192,134217728,0,0.0,6286.262246860271,8709.037037814505,7817.080259900555
qwen3-8b-chunk-c4096-b1-l4096-m8,qwen3-8b,4,chunked_prefill,c4096,prefill,1,4096,8,[8],4096,3,73,2449473536,3674210304.0,438,1,1,"{""33554432"":73}","{""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce,8790.0830078125,0.0014553865690039322,8753.15,18244.427,9082.368083298206,8192,134217728,0,0.0,6287.554960203513,8710.232237302018,7818.153050184936
qwen3-8b-chunk-c4096-b1-l4097-m8,qwen3-8b,4,chunked_prefill,c4096,prefill,1,4097,8,[8],4096,3,146,2450071552,3675107328.0,876,2,2,"{""8192"":73,""33554432"":73}","{""all_reduce:8192"":73,""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,9250.337890625,0.004377453061786383,9090.723000000002,38495.348999999995,10663.840083298255,8192,134217728,0,0.0,6288.847623718965,10226.905892284367,9179.492959246678
qwen3-8b-chunk-c4096-b4-l4095-m8,qwen3-8b,4,chunked_prefill,c4096,prefill,4,4095,8,"[8,8,8,8]",4096,3,73,9795502080,14693253120.0,438,1,1,"{""134184960"":73}","{""all_reduce:134184960"":73}","[""all_reduce""]",nccl:all_reduce,25922.70703125,0.0004077344262458122,25867.904,27964.690999999995,26114.50169703856,8192,134217728,0,0.0,20202.12053312994,25044.500779583203,22479.508562553176
qwen3-8b-chunk-c4096-b4-l4096-m8,qwen3-8b,4,chunked_prefill,c4096,prefill,4,4096,8,"[8,8,8,8]",4096,3,73,9797894144,14696841216.0,438,1,1,"{""134217728"":73}","{""all_reduce:134217728"":73}","[""all_reduce""]",nccl:all_reduce,25776.99267578125,0.0010759068339334292,25677.599,26909.251,26118.815273046494,8192,134217728,0,0.0,20206.274917684168,25048.637613551808,22483.221712814684
qwen3-8b-chunk-c4096-b4-l4097-m8,qwen3-8b,4,chunked_prefill,c4096,prefill,4,4097,8,"[8,8,8,8]",4096,3,146,9800286208,14700429312.0,876,2,2,"{""32768"":73,""134217728"":73}","{""all_reduce:32768"":73,""all_reduce:134217728"":73}","[""all_reduce""]",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,26396.96240234375,0.0003919462871732308,26115.941000000003,41385.494,27778.543273046416,8192,134217728,0,0.0,20210.429142107292,26640.3608511661,23911.924822693996
qwen3-8b-mixed-balanced,qwen3-8b,4,mixed_same_coarse,balanced,decode,8,512,64,"[16,16,16,16,32,32,64,64]",0,3,4599,148307968,222461952.0,27594,3,3,"{""16384"":2336,""32768"":1168,""65536"":1095}","{""all_reduce:16384"":2336,""all_reduce:32768"":1168,""all_reduce:65536"":1095}","[""all_reduce""]",sglang_custom:all_reduce_one_shot_push,32147.4912109375,0.08442595864987643,21257.333,1513402.782,107375.40799999915,8192,134217728,0,0.0,25121.438958335246,86966.8652831592,35894.898315732105
qwen3-8b-mixed-bimodal,qwen3-8b,4,mixed_same_coarse,bimodal,decode,8,512,64,"[8,8,16,16,16,64,64,64]",0,3,4599,148307968,222461952.0,27594,3,3,"{""24576"":3504,""49152"":584,""65536"":511}","{""all_reduce:24576"":3504,""all_reduce:49152"":584,""all_reduce:65536"":511}","[""all_reduce""]",sglang_custom:all_reduce_one_shot_push,33393.40869140625,0.02326250117689504,22059.381,1411887.779,105855.83439101012,8192,134217728,0,0.0,25121.438958335246,85736.1127691311,35386.914772815726
qwen3-8b-mixed-staircase,qwen3-8b,4,mixed_same_coarse,staircase,decode,8,512,64,"[16,16,16,24,32,40,48,64]",0,3,4599,148307968,222461952.0,27594,6,6,"{""8192"":1168,""16384"":584,""24576"":584,""32768"":584,""40960"":584,""65536"":1095}","{""all_reduce:8192"":1168,""all_reduce:16384"":584,""all_reduce:24576"":584,""all_reduce:32768"":584,""all_reduce:40960"":584,""all_reduce:65536"":1095}","[""all_reduce""]",sglang_custom:all_reduce_one_shot_push,32638.03173828125,0.014684672545115593,25623.094,1474305.332,104361.48334539737,8192,134217728,0,0.0,25121.438958335246,84525.78883658267,34887.36296826958
qwen3-8b-chunk-c1024-b1-l1023-m8,qwen3-8b,8,chunked_prefill,c1024,prefill,1,1023,8,[8],1024,3,73,611770368,1070598144.0,1022,1,1,"{""8380416"":73}","{""all_reduce:8380416"":73}","[""all_reduce""]",sglang_custom:all_reduce_two_shot,2626.919921875,0.007478811999854273,2361.681,68826.21800000001,4058.6028729076234,8192,134217728,0,0.0,1954.8795442833352,3892.3079595304107,3131.5307000023317
qwen3-8b-chunk-c1024-b1-l1024-m8,qwen3-8b,8,chunked_prefill,c1024,prefill,1,1024,8,[8],1024,3,73,612368384,1071644672.0,1022,1,1,"{""8388608"":73}","{""all_reduce:8388608"":73}","[""all_reduce""]",sglang_custom:all_reduce_two_shot,2624.40576171875,0.006410863471139207,2343.351,26264.037,4059.9314999999915,8192,134217728,0,0.0,1956.4886437114337,3893.58214820292,3132.5558400958303
qwen3-8b-chunk-c1024-b1-l1025-m8,qwen3-8b,8,chunked_prefill,c1024,prefill,1,1025,8,[8],1024,3,146,612966400,1072691200.0,2044,2,2,"{""8192"":73,""8388608"":73}","{""all_reduce:8192"":73,""all_reduce:8388608"":73}","[""all_reduce""]",sglang_custom:all_reduce_one_shot_push+sglang_custom:all_reduce_two_shot,3184.5107421875,0.006921932608981646,2727.991,63076.696,6253.435500000041,8192,134217728,0,0.0,1958.0974950621762,5997.21074794947,4825.016357095621
qwen3-8b-chunk-c1024-b4-l1023-m8,qwen3-8b,8,chunked_prefill,c1024,prefill,4,1023,8,"[8,8,8,8]",1024,3,73,2447081472,4282392576.0,1022,1,1,"{""33521664"":73}","{""all_reduce:33521664"":73}","[""all_reduce""]",nccl:all_reduce,10688.50830078125,0.004617460021247082,10685.210000000001,27861.956000000002,12068.458641187775,8192,134217728,0,0.0,6282.38380772301,11573.972398710197,9311.763165809038
qwen3-8b-chunk-c1024-b4-l1024-m8,qwen3-8b,8,chunked_prefill,c1024,prefill,4,1024,8,"[8,8,8,8]",1024,3,73,2449473536,4286578688.0,1022,1,1,"{""33554432"":73}","{""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce,10559.283203125,0.0008175566782265235,10547.864999999998,24408.869,12074.784025549889,8192,134217728,0,0.0,6287.554960203513,11580.038610328016,9316.643696360941
qwen3-8b-chunk-c1024-b4-l1025-m8,qwen3-8b,8,chunked_prefill,c1024,prefill,4,1025,8,"[8,8,8,8]",1024,3,146,2451865600,4290764800.0,2044,2,2,"{""32768"":73,""33554432"":73}","{""all_reduce:32768"":73,""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,11195.802734375,0.0035017002919097576,10986.166,50507.99100000001,14298.656025549884,8192,134217728,0,0.0,6292.725315439401,13712.790928707851,11032.5355091232
qwen3-8b-chunk-c4096-b1-l4095-m8,qwen3-8b,8,chunked_prefill,c4096,prefill,1,4095,8,[8],4096,3,73,2448875520,4285532160.0,1022,1,1,"{""33546240"":73}","{""all_reduce:33546240"":73}","[""all_reduce""]",nccl:all_reduce,10653.4697265625,0.00278046334119615,10653.468,54627.812000000005,12073.203258754189,8192,134217728,0,0.0,6286.262246860271,11578.522612982688,9315.424010694398
qwen3-8b-chunk-c4096-b1-l4096-m8,qwen3-8b,8,chunked_prefill,c4096,prefill,1,4096,8,[8],4096,3,73,2449473536,4286578688.0,1022,1,1,"{""33554432"":73}","{""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce,10493.29150390625,0.00588838823316292,10493.292000000001,23906.981,12074.784025549889,8192,134217728,0,0.0,6287.554960203513,11580.038610328016,9316.643696360941
qwen3-8b-chunk-c4096-b1-l4097-m8,qwen3-8b,8,chunked_prefill,c4096,prefill,1,4097,8,[8],4096,3,146,2450071552,4287625216.0,2044,2,2,"{""8192"":73,""33554432"":73}","{""all_reduce:8192"":73,""all_reduce:33554432"":73}","[""all_reduce""]",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,11021.55419921875,0.007938878466258166,10789.385,46464.028000000006,14268.288025549939,8192,134217728,0,0.0,6288.847623718965,13683.667210074565,11009.104213360732
qwen3-8b-chunk-c4096-b4-l4095-m8,qwen3-8b,8,chunked_prefill,c4096,prefill,4,4095,8,"[8,8,8,8]",4096,3,73,9795502080,17142128640.0,1022,1,1,"{""134184960"":73}","{""all_reduce:134184960"":73}","[""all_reduce""]",nccl:all_reduce,27729.91357421875,0.000721559734001577,27580.158999999996,29832.224,29192.29661730882,8192,134217728,0,0.0,20202.12053312994,27996.187860361275,22524.14831490647
qwen3-8b-chunk-c4096-b4-l4096-m8,qwen3-8b,8,chunked_prefill,c4096,prefill,4,4096,8,"[8,8,8,8]",4096,3,73,9797894144,17146314752.0,1022,1,1,"{""134217728"":73}","{""all_reduce:134217728"":73}","[""all_reduce""]",nccl:all_reduce,27712.51171875,0.0007961469767082586,27571.988000000005,29855.911000000004,29195.327311754227,8192,134217728,0,0.0,20206.274917684168,27999.09437683558,22526.48673356809
qwen3-8b-chunk-c4096-b4-l4097-m8,qwen3-8b,8,chunked_prefill,c4096,prefill,4,4097,8,"[8,8,8,8]",4096,3,146,9800286208,17150500864.0,2044,2,2,"{""32768"":73,""134217728"":73}","{""all_reduce:32768"":73,""all_reduce:134217728"":73}","[""all_reduce""]",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,28354.4482421875,0.0008308519851330921,27964.09,54609.022,31419.199311754222,8192,134217728,0,0.0,20210.429142107292,30131.846695215416,24242.378546330347
qwen3-8b-mixed-balanced,qwen3-8b,8,mixed_same_coarse,balanced,decode,8,512,64,"[16,16,16,16,32,32,64,64]",0,3,4599,148307968,259538944.0,64386,3,3,"{""16384"":2336,""32768"":1168,""65536"":1095}","{""all_reduce:16384"":2336,""all_reduce:32768"":1168,""all_reduce:65536"":1095}","[""all_reduce""]",sglang_custom:all_reduce_one_shot_push,37482.1162109375,0.021368745464471116,24646.923000000003,1609378.326,136847.55200000317,8192,134217728,0,0.0,25121.438958335246,110837.32151326953,37984.01135479878
qwen3-8b-mixed-bimodal,qwen3-8b,8,mixed_same_coarse,bimodal,decode,8,512,64,"[8,8,16,16,16,64,64,64]",0,3,4599,148307968,259538944.0,64386,3,3,"{""24576"":3504,""49152"":584,""65536"":511}","{""all_reduce:24576"":3504,""all_reduce:49152"":584,""all_reduce:65536"":511}","[""all_reduce""]",sglang_custom:all_reduce_one_shot_push,38337.58154296875,0.009048451623489195,27272.957000000002,1587640.3090000001,138367.74698539346,8192,134217728,0,0.0,25121.438958335246,112068.57730042867,38405.96339371119
qwen3-8b-mixed-staircase,qwen3-8b,8,mixed_same_coarse,staircase,decode,8,512,64,"[16,16,16,24,32,40,48,64]",0,3,4599,148307968,259538944.0,64386,6,6,"{""8192"":1168,""16384"":584,""24576"":584,""32768"":584,""40960"":584,""65536"":1095}","{""all_reduce:8192"":1168,""all_reduce:16384"":584,""all_reduce:24576"":584,""all_reduce:32768"":584,""all_reduce:40960"":584,""all_reduce:65536"":1095}","[""all_reduce""]",sglang_custom:all_reduce_one_shot_push,38384.81005859375,0.007760988064800363,30494.27,1655584.658,138267.16574014985,8192,134217728,0,0.0,25121.438958335246,111987.1132504377,38378.045618744974
