scope,model,samples,mape,median_ape,p95_ape,mae_us,rmse_us,r2
test_all,total_bytes_only,14,0.0833928375584486,0.03817618605190114,0.2628980973626816,349.78305480337025,436.2342495190643,0.9972587323751327
test_all,three_hard_bins,14,0.06796957609458332,0.0710040772159619,0.11228288643251,499.7308463428491,729.8455575362171,0.9923268470503123
test_all,continuous_histogram,14,0.03356735205406022,0.03217548194571658,0.07341664924426948,432.94060486455936,759.6199320327707,0.9916880174822942
test_all,continuous_histogram_dnn_residual,14,0.031736275806552555,0.011409541684614386,0.12483129297286255,539.9868587031013,1263.1812108808567,0.9770150675536272
test_stable_iqr_le_20pct,total_bytes_only,14,0.0833928375584486,0.03817618605190114,0.2628980973626816,349.78305480337025,436.2342495190643,0.9972587323751327
test_stable_iqr_le_20pct,three_hard_bins,14,0.06796957609458332,0.0710040772159619,0.11228288643251,499.7308463428491,729.8455575362171,0.9923268470503123
test_stable_iqr_le_20pct,continuous_histogram,14,0.03356735205406022,0.03217548194571658,0.07341664924426948,432.94060486455936,759.6199320327707,0.9916880174822942
test_stable_iqr_le_20pct,continuous_histogram_dnn_residual,14,0.031736275806552555,0.011409541684614386,0.12483129297286255,539.9868587031013,1263.1812108808567,0.9770150675536272
test_prefill,total_bytes_only,12,0.09374848509053603,0.06306733467821274,0.2673577380691525,322.1869978720387,414.58732088644945,0.9954715106728536
test_prefill,three_hard_bins,12,0.06843360829523919,0.0710040772159619,0.11249476110158099,319.70235616293957,388.78708306490995,0.9960175991543149
test_prefill,continuous_histogram,12,0.027108240755034638,0.028983397072329734,0.04973529402320938,224.44361366495437,422.050350147978,0.9953070076525106
test_prefill,continuous_histogram_dnn_residual,12,0.013985137456707236,0.009376325342200726,0.03828557188620533,95.05056642051561,168.34448036013694,0.9992533465450273
test_decode,total_bytes_only,2,0.021258952365924046,0.021258952365924046,0.027052040735605482,515.359396391359,548.4581691755589,0.887717530639765
test_decode,three_hard_bins,2,0.06518538289064803,0.06518538289064803,0.0827714851702003,1579.9017874223064,1679.8182607766635,-0.05329381042698711
test_decode,continuous_histogram,2,0.07232201984821372,0.07232201984821372,0.09072381716172363,1683.9225520621894,1723.4842905086525,-0.10876521996156074
test_decode,continuous_histogram_dnn_residual,2,0.13824310590562444,0.13824310590562444,0.17847854470391003,3209.604612398616,3316.5265288024825,-3.1057441916434048
test_equal_payload,total_bytes_only,8,0.09649637809058778,0.03817618605190114,0.2762770194820943,415.5414245671848,475.35670701781567,0.9975615630692882
test_equal_payload,three_hard_bins,8,0.06625791060490663,0.06882087385504719,0.11043087044488108,557.4243312891715,863.5743401604086,0.9919523008211797
test_equal_payload,continuous_histogram,8,0.0385726420252762,0.03536442108066304,0.0823482548119924,626.4071313714088,985.3234195691077,0.9895231702620325
test_equal_payload,continuous_histogram_dnn_residual,8,0.041989622235052274,0.012204637884652713,0.15165491883838625,849.4264147096426,1660.624741812236,0.9702412089670382
test_qwen3-8b,total_bytes_only,7,0.05455544007750734,0.020022686873723692,0.19634595276514794,284.3018566442701,406.3062970468985,0.997915579003629
test_qwen3-8b,three_hard_bins,7,0.07339983836617794,0.08359688339994359,0.10254496331029064,577.099072044745,878.782563793853,0.9902491787415456
test_qwen3-8b,continuous_histogram,7,0.036889561781260474,0.03365315726422454,0.05966018344064238,470.4341779569498,722.1873512034097,0.9934146617330674
test_qwen3-8b,continuous_histogram_dnn_residual,7,0.02093993279876196,0.010629040709868016,0.07036164369592432,376.34036424428797,898.5230137164408,0.9898061851094512
test_qwen3-8b_prefill,total_bytes_only,6,0.05903206055357096,0.012873255223070996,0.2048365197859623,214.51791800036264,332.008266028565,0.99749676403848
test_qwen3-8b_prefill,three_hard_bins,6,0.07151222867144177,0.07755824967800659,0.10351556901375941,314.84843822234814,360.7212301136434,0.9970450686007026
test_qwen3-8b_prefill,continuous_histogram,6,0.03439189234667751,0.0330802711211137,0.05668000559447248,329.37864834915916,565.2441541616972,0.9927443528344594
test_qwen3-8b_prefill,continuous_histogram_dnn_residual,6,0.008840411132485912,0.008705340077059316,0.015261760010919183,43.35234437600237,48.741515028366706,0.9999460486837447
test_qwen3-8b_decode,total_bytes_only,1,0.027695717221125644,0.027695717221125644,0.027695717221125644,703.0054885077152,703.0054885077152,
test_qwen3-8b_decode,three_hard_bins,1,0.084725496534595,0.084725496534595,0.084725496534595,2150.6028749791258,2150.6028749791258,
test_qwen3-8b_decode,continuous_histogram,1,0.051875578388758274,0.051875578388758274,0.051875578388758274,1316.7673556036934,1316.7673556036934,
test_qwen3-8b_decode,continuous_histogram_dnn_residual,1,0.09353706279641825,0.09353706279641825,0.09353706279641825,2374.2684834540014,2374.2684834540014,
test_deepseek-v2-lite,total_bytes_only,7,0.11223023503938986,0.09527007356693211,0.2630814477792681,415.2642529624703,464.23682952450037,0.9963320916430767
test_deepseek-v2-lite,three_hard_bins,7,0.06253931382298869,0.046835535967761424,0.11302444777425848,422.36262064095325,541.3781315149386,0.9950118361483671
test_deepseek-v2-lite,continuous_histogram,7,0.030245142326859955,0.02024383550787671,0.07660350188973711,395.447031772169,795.2925952407362,0.9892355171340277
test_deepseek-v2-lite,continuous_histogram_dnn_residual,7,0.04253261881434315,0.02727981181723287,0.14286800868276972,703.6333531619148,1543.9915598431164,0.9594277458788835
test_deepseek-v2-lite_prefill,total_bytes_only,6,0.1284649096275011,0.10663619884153172,0.2678821668085139,429.8560777437149,483.2554237339848,0.9925555992233392
test_deepseek-v2-lite_prefill,three_hard_bins,6,0.06535498791903663,0.056994372601000806,0.11313038510879397,324.556274103531,414.9590173276661,0.9945110827320889
test_deepseek-v2-lite_prefill,continuous_histogram,6,0.01982458916339175,0.01580429716897907,0.0356947512437291,119.50857898074958,191.70822180096806,0.9988284583051705
test_deepseek-v2-lite_prefill,continuous_histogram_dnn_residual,6,0.019129863780928565,0.01770171089588315,0.04431817698898127,146.74878846502884,233.0321712729566,0.9982689562858162
test_deepseek-v2-lite_decode,total_bytes_only,1,0.01482218751072245,0.01482218751072245,0.01482218751072245,327.7133042750029,327.7133042750029,
test_deepseek-v2-lite_decode,three_hard_bins,1,0.04564526924670106,0.04564526924670106,0.04564526924670106,1009.200699865487,1009.200699865487,
test_deepseek-v2-lite_decode,continuous_histogram,1,0.09276846130766918,0.09276846130766918,0.09276846130766918,2051.0777485206854,2051.0777485206854,
test_deepseek-v2-lite_decode,continuous_histogram_dnn_residual,1,0.18294914901483064,0.18294914901483064,0.18294914901483064,4044.940741343231,4044.940741343231,
