pp_size,max_microbatch,profile_id,source,segment,rps,interarrival_cv,repeat,phase,histogram_changed,profiled_boundary_calls,draining_boundary_calls,calls_delta_fraction,profiled_boundary_bytes,draining_boundary_bytes,bytes_delta_fraction,calls_distribution_tvd,profiled_pipeline_calls,draining_pipeline_calls,profiled_pipeline_bytes,draining_pipeline_bytes
8,1,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,2,prefill,0,64,64,0.0,62160896,62160896,0.0,0.0,448,448,435126272,435126272
8,1,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,2,decode,0,1226,1226,0.0,10043392,10043392,0.0,0.0,8582,8582,70303744,70303744
8,1,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,0,prefill,0,100,100,0.0,2398896128,2398896128,0.0,0.0,700,700,16792272896,16792272896
8,1,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,0,decode,1,3874,3650,0.06136986301369863,37273600,37273600,0.0,0.03416241752179971,27118,25550,260915200,260915200
8,1,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,1,prefill,0,100,100,0.0,2398896128,2398896128,0.0,0.0,700,700,16792272896,16792272896
8,1,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,1,decode,1,3366,3614,-0.06862202545655784,37273600,37273600,0.0,0.06527102464470214,23562,25298,260915200,260915200
8,1,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,2,prefill,0,100,100,0.0,2398896128,2398896128,0.0,0.0,700,700,16792272896,16792272896
8,1,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,2,decode,1,3664,3362,0.08982748364069007,37273600,37273600,0.0,0.055809340977636006,25648,23534,260915200,260915200
8,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,0,prefill,1,28,18,0.5555555555555556,94420992,94420992,0.0,0.9285714285714285,196,126,660946944,660946944
8,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,0,decode,1,562,556,0.01079136690647482,5799936,5799936,0.0,0.04255101257072634,3934,3892,40599552,40599552
8,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,1,prefill,1,26,18,0.4444444444444444,94420992,94420992,0.0,1.0,182,126,660946944,660946944
8,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,1,decode,1,586,312,0.8782051282051282,5799936,5799936,0.0,0.8715542137043844,4102,2184,40599552,40599552
8,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,2,prefill,1,26,18,0.4444444444444444,94420992,94420992,0.0,1.0,182,126,660946944,660946944
8,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,2,decode,1,576,312,0.8461538461538461,5799936,5799936,0.0,0.8731303418803419,4032,2184,40599552,40599552
8,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,0,prefill,1,64,18,2.5555555555555554,62160896,62160896,0.0,0.90625,448,126,435126272,435126272
8,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,0,decode,1,1034,592,0.7466216216216216,10043392,10043392,0.0,0.32040357572272465,7238,4144,70303744,70303744
8,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,1,prefill,1,64,18,2.5555555555555554,62160896,62160896,0.0,0.96875,448,126,435126272,435126272
8,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,1,decode,1,1012,596,0.697986577181208,10043392,10043392,0.0,0.3171870440618617,7084,4172,70303744,70303744
8,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,2,prefill,1,64,18,2.5555555555555554,62160896,62160896,0.0,0.96875,448,126,435126272,435126272
8,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,2,decode,1,966,594,0.6262626262626263,10043392,10043392,0.0,0.32791684965598006,6762,4158,70303744,70303744
8,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,0,prefill,1,100,80,0.25,2398896128,2398896128,0.0,0.28,700,560,16792272896,16792272896
8,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,0,decode,1,2032,2032,0.0,37273600,37273600,0.0,0.20669291338582677,14224,14224,260915200,260915200
8,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,1,prefill,1,100,82,0.21951219512195122,2398896128,2398896128,0.0,0.30585365853658536,700,574,16792272896,16792272896
8,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,1,decode,1,2118,2034,0.04129793510324484,37273600,37273600,0.0,0.1633282358544962,14826,14238,260915200,260915200
8,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,2,prefill,1,100,78,0.28205128205128205,2398896128,2398896128,0.0,0.3,700,546,16792272896,16792272896
8,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,2,decode,1,2040,2032,0.003937007874015748,37273600,37273600,0.0,0.3317932684884978,14280,14224,260915200,260915200
8,16,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,0,prefill,1,20,6,2.3333333333333335,94420992,94420992,0.0,1.0,140,42,660946944,660946944
8,16,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,0,decode,1,398,518,-0.23166023166023167,5799936,5799936,0.0,0.41169166294794435,2786,3626,40599552,40599552
8,16,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,1,prefill,1,22,8,1.75,94420992,94420992,0.0,0.9090909090909091,154,56,660946944,660946944
8,16,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,1,decode,1,340,524,-0.3511450381679389,5799936,5799936,0.0,0.6650202065559049,2380,3668,40599552,40599552
8,16,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,2,prefill,1,18,8,1.25,94420992,94420992,0.0,1.0,126,56,660946944,660946944
8,16,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,8.11,3.042307467111731,2,decode,1,538,524,0.026717557251908396,5799936,5799936,0.0,0.040395584437696884,3766,3668,40599552,40599552
8,16,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,0,prefill,1,64,6,9.666666666666666,62160896,62160896,0.0,0.96875,448,42,435126272,435126272
8,16,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,0,decode,1,1046,276,2.789855072463768,10043392,10043392,0.0,0.5098789037603568,7322,1932,70303744,70303744
8,16,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,1,prefill,1,64,6,9.666666666666666,62160896,62160896,0.0,0.90625,448,42,435126272,435126272
8,16,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,1,decode,1,1004,252,2.984126984126984,10043392,10043392,0.0,0.5090431923101246,7028,1764,70303744,70303744
8,16,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,2,prefill,1,64,6,9.666666666666666,62160896,62160896,0.0,0.96875,448,42,435126272,435126272
8,16,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,0.9533333333333334,0.5395302964568772,2,decode,1,864,276,2.130434782608696,10043392,10043392,0.0,0.3769122383252818,6048,1932,70303744,70303744
8,16,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,0,prefill,1,100,74,0.35135135135135137,2398896128,2398896128,0.0,0.32,700,518,16792272896,16792272896
8,16,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,0,decode,1,2292,1750,0.3097142857142857,37273600,37273600,0.0,0.25123211169284465,16044,12250,260915200,260915200
8,16,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,1,prefill,1,100,74,0.35135135135135137,2398896128,2398896128,0.0,0.3,700,518,16792272896,16792272896
8,16,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,1,decode,1,2354,1750,0.34514285714285714,37273600,37273600,0.0,0.35273115669377353,16478,12250,260915200,260915200
8,16,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,2,prefill,1,98,74,0.32432432432432434,2398896128,2398896128,0.0,0.28571428571428575,686,518,16792272896,16792272896
8,16,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,3.9566666666666666,1.0037757940773826,2,decode,1,1862,1746,0.06643757159221077,37273600,37273600,0.0,0.30322984683111803,13034,12222,260915200,260915200
