model_id,configuration,topology_level,vector_id,pages,flow_count,total_payload_bytes,edge_costs_us,max_edge_baseline_us,sum_edge_baseline_us,busiest_endpoint_sum_us,r61_graph_prediction_us,phase65_prediction_us,matched_solo_max_us,actual_concurrent_wave_us,max_edge_absolute_error_us,r61_graph_absolute_error_us,phase65_absolute_error_us,phase65_signed_error_us,cross_replica_relative_spread
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__blind_v08,3|12|12|32,4,8699904,95.1135|118.727|118.727|173.9895,173.9895,506.557,506.557,342.7813007717995,177.4247879627611,161.608,203.6875,29.698000000000008,139.09380077179952,26.262712037238913,-26.262712037238913,0.06657502301319418
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__blind_v09,6|6|6|32,4,7372800,102.111|102.111|102.111|173.9895,173.9895,480.3225,480.3225,320.47931153632004,152.04355655458906,160.89100000000002,185.873,11.883499999999998,134.60631153632005,33.82944344541093,-33.82944344541093,0.043505511827968565
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__blind_v00,3|3|3|3,4,1769472,96.773|96.773|96.773|96.773,96.773,387.092,387.092,231.46554039634728,100.91686974813794,83.78999999999999,92.818,3.9549999999999983,138.64754039634727,8.098869748137943,8.098869748137943,0.08014070546661198
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__blind_v01,6|6|6|6,4,3538944,104.058|104.058|104.058|104.058,104.05799999999999,416.23199999999997,416.23199999999997,257.1581550615957,125.42289331062847,86.75,109.66550000000001,5.607500000000016,147.4926550615957,15.757393310628458,15.757393310628458,0.04491385166711499
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__blind_v02,12|12|12|12,4,7077888,120.9875|120.9875|120.9875|120.9875,120.98750000000001,483.95000000000005,483.95000000000005,316.8648290458542,182.37206639246548,101.9495,181.8115,60.823999999999984,135.0533290458542,0.5605663924654891,0.5605663924654891,0.04908930403192308
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__blind_v03,24|24|24|24,4,14155776,156.143|156.143|156.143|156.143,156.143,624.572,624.572,440.8506512646793,300.63171105288194,138.805,329.1465,173.0035,111.7041512646793,28.514788947118063,-28.514788947118063,0.010127709090025307
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__blind_v04,32|32|32|32,4,18874368,176.4385|176.4385|176.4385|176.4385,176.4385,705.754,705.754,512.4284770626957,368.90377710813607,164.221,429.76250000000005,253.32400000000004,82.66597706269567,60.85872289186398,-60.85872289186398,0.000547977080364291
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__blind_v05,3|6|12|24,4,6635520,96.773|104.058|120.9875|156.143,156.143,477.9615,477.9615,316.2168372865872,158.78966994793245,136.90699999999998,150.394,5.748999999999995,165.82283728658717,8.395669947932447,8.395669947932447,0.0009342128010428034
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__blind_v06,3|3|12|12,4,4423680,96.773|96.773|120.9875|120.9875,120.98750000000001,435.521,435.521,275.6952608556835,135.5182038882683,102.9205,128.856,7.868499999999983,146.8392608556835,6.662203888268294,6.662203888268294,0.0346704848823493
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__blind_v07,6|12|24|32,4,10911744,104.058|120.9875|156.143|176.4385,176.4385,557.627,557.627,386.5054840769759,225.59455967314426,159.0055,258.18550000000005,81.74700000000004,128.31998407697586,32.59094032685579,-32.59094032685579,0.061955454508483374
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__blind_v08,3|12|12|32,4,8699904,96.773|120.9875|120.9875|176.4385,176.4385,515.1865,515.1865,350.42674904682997,184.53442315144497,159.8675,203.416,26.977499999999992,147.01074904682997,18.881576848555028,-18.881576848555028,0.032263932040744035
qwen3-8b,P4D1,L3,qwen3-8b__p4d1__blind_v09,6|6|6|32,4,7372800,104.058|104.058|104.058|176.4385,176.4385,488.61249999999995,488.61249999999995,327.8361503335466,158.82473387050715,159.4235,190.3145,13.876000000000005,137.52165033354657,31.489766129492864,-31.489766129492864,0.03662358884898417
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__blind_v00,3|3,2,884736,101.979|101.979,101.979,203.958,101.979,1.0,85.89522893303295,82.6575,83.3045,18.674499999999995,82.3045,2.590728933032949,2.590728933032949,0.03383370646243618
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__blind_v01,6|6,2,1769472,108.1675|108.1675,108.16749999999999,216.33499999999998,108.16749999999999,1.0,90.72480807200496,89.256,88.2585,19.908999999999992,87.2585,2.4663080720049635,2.4663080720049635,0.007461037747072561
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__blind_v02,12|12,2,3538944,123.5575|123.5575,123.5575,247.115,123.5575,10.819393019659259,102.73534745130193,104.1615,103.974,19.5835,93.15460698034074,1.2386525486980702,-1.2386525486980702,0.007492257679804668
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__blind_v03,24|24,2,7077888,158.1575|158.1575,158.1575,316.315,158.1575,44.605545870351136,129.7375997270443,138.6845,138.872,19.285499999999985,94.26645412964888,9.134400272955702,-9.134400272955702,0.0008245002592316731
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__blind_v04,32|32,2,9437184,178.5025|178.5025,178.5025,357.005,178.5025,64.47199904223916,145.61508014756387,164.3975,163.50900000000001,14.993499999999983,99.03700095776085,17.89391985243614,-17.89391985243614,0.0025350286528572265
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__blind_v05,3|6,2,1327104,101.979|108.1675,108.16749999999999,210.1465,108.16749999999999,1.0,90.334560093107,86.73249999999999,87.0495,21.117999999999995,86.0495,3.285060093107006,3.285060093107006,0.045215653162855536
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__blind_v06,3|12,2,2211840,101.979|123.5575,123.5575,225.5365,123.5575,10.819393019659259,101.37460316550576,103.09049999999999,103.121,20.43650000000001,92.30160698034074,1.7463968344942344,-1.7463968344942344,0.10052753561350247
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__blind_v07,6|24,2,4423680,108.1675|158.1575,158.1575,266.325,158.1575,44.605545870351136,126.58522088481936,139.37150000000003,139.028,19.129500000000007,94.42245412964886,12.442779115180628,-12.442779115180628,0.07321906378571216
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__blind_v08,12|32,2,6488064,123.5575|178.5025,178.5025,302.06,178.5025,64.47199904223916,142.15023806942727,163.154,163.35649999999998,15.146000000000015,98.88450095776082,21.20626193057271,-21.20626193057271,0.06483060055767578
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__blind_v09,24|32,2,8257536,158.1575|178.5025,178.5025,336.65999999999997,178.5025,64.47199904223916,144.33212060475398,160.42,160.2885,18.214,95.81650095776084,15.956379395246017,-15.956379395246017,0.04511240669168402
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__blind_v00,3|3,2,884736,95.1135|95.1135,95.1135,190.227,95.1135,1.0,80.53731092727834,82.9305,82.73949999999999,12.37400000000001,81.73949999999999,2.2021890727216515,-2.2021890727216515,0.07495815178965305
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__blind_v01,6|6,2,1769472,102.111|102.111,102.111,204.222,102.111,1.0,85.99824330587683,85.84899999999999,87.6345,14.476500000000001,86.6345,1.6362566941231762,-1.6362566941231762,0.052365221459584964
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__blind_v02,12|12,2,3538944,118.727|118.727,118.727,237.454,118.727,6.10251407904461,98.96556769355703,99.616,100.366,18.361000000000004,94.26348592095539,1.4004323064429656,-1.4004323064429656,0.009754299264691223
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__blind_v03,24|24,2,7077888,153.908|153.908,153.908,307.816,153.908,40.45600088367438,126.42123929219554,135.723,134.691,19.216999999999985,94.23499911632562,8.269760707804465,-8.269760707804465,0.009510657727687862
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__blind_v04,32|32,2,9437184,173.9895|173.9895,173.9895,347.979,173.9895,60.06515199555788,142.0930811729851,161.648,162.44549999999998,11.544000000000011,102.3803480044421,20.352418827014873,-20.352418827014873,0.0320353595513571
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__blind_v05,3|6,2,1327104,95.1135|102.111,102.111,197.2245,102.111,1.0,85.5569796341731,86.042,86.83500000000001,15.275999999999996,85.83500000000001,1.2780203658269045,-1.2780203658269045,0.06223872862325114
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__blind_v06,3|12,2,2211840,95.1135|118.727,118.727,213.84050000000002,118.727,6.10251407904461,97.47649592338543,99.4315,101.5435,17.18350000000001,95.44098592095538,4.067004076614566,-4.067004076614566,0.04102182808353065
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__blind_v07,6|24,2,4423680,102.111|153.908,153.908,256.019,153.908,40.45600088367438,123.15491068866032,135.27100000000002,134.869,19.038999999999987,94.41299911632562,11.714089311339677,-11.714089311339677,0.006428460209536589
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__blind_v08,12|32,2,6488064,118.727|173.9895,173.9895,292.7165,173.9895,60.06515199555788,138.6082174848784,158.6325,159.07799999999997,14.911500000000018,99.01284800444209,20.46978251512158,-20.46978251512158,0.004736670061227663
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__blind_v09,24|32,2,8257536,153.908|173.9895,173.9895,327.8975,173.9895,60.06515199555788,140.8267379899457,158.6225,159.43,14.559499999999986,99.36484800444212,18.603262010054294,-18.603262010054294,0.00782161450166226
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__blind_v00,3|3,2,884736,96.773|96.773,96.773,193.546,96.773,1.0,81.83240450102385,82.813,82.963,13.810000000000002,81.963,1.1305954989761489,-1.1305954989761489,0.10288923978158923
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__blind_v01,6|6,2,1769472,104.058|104.058,104.05799999999999,208.11599999999999,104.05799999999999,1.0,87.51770530532394,87.1185,88.7945,15.263499999999993,87.7945,1.276794694676056,-1.276794694676056,0.07739781180140665
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__blind_v02,12|12,2,3538944,120.9875|120.9875,120.98750000000001,241.97500000000002,120.98750000000001,8.309843516009607,100.72968882850836,102.0265,101.9075,19.080000000000013,93.59765648399039,1.1778111714916406,-1.1778111714916406,0.026730122905576033
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__blind_v03,24|24,2,7077888,156.143|156.143,156.143,312.286,156.143,42.63843012128413,128.16545992330202,136.85750000000002,135.88400000000001,20.258999999999986,93.24556987871588,7.718540076697991,-7.718540076697991,0.013246592681993546
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__blind_v04,32|32,2,9437184,176.4385|176.4385,176.4385,352.877,176.4385,62.45654761207075,144.00430995400515,160.1205,160.14249999999998,16.29600000000002,97.68595238792923,16.138190045994833,-16.138190045994833,0.012666843592425548
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__blind_v05,3|6,2,1327104,96.773|104.058,104.05799999999999,200.831,104.05799999999999,1.0,87.05831182931657,82.82900000000001,83.9725,20.085499999999996,82.9725,3.085811829316569,3.085811829316569,0.06690285510137242
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__blind_v06,3|12,2,2211840,96.773|120.9875,120.98750000000001,217.7605,120.98750000000001,8.309843516009607,99.20271788481851,99.8335,99.77699999999999,21.210500000000025,91.46715648399038,0.5742821151814752,-0.5742821151814752,0.0828748108281467
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__blind_v07,6|24,2,4423680,104.058|156.143,156.143,260.201,156.143,42.63843012128413,124.88096998536872,135.61950000000002,135.481,20.662000000000006,92.84256987871586,10.600030014631272,-10.600030014631272,0.06392040212280686
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__blind_v08,12|32,2,6488064,120.9875|176.4385,176.4385,297.42600000000004,176.4385,62.45654761207075,140.50755942029411,158.964,159.61200000000002,16.82649999999998,97.15545238792927,19.10444057970591,-19.10444057970591,0.05584479863669397
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__blind_v09,24|32,2,8257536,156.143|176.4385,176.4385,332.5815,176.4385,62.45654761207075,142.72447189054495,159.434,159.561,16.877499999999998,97.10445238792926,16.83652810945506,-16.83652810945506,0.05571536904381406
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__blind_v00,3|3|3|3,4,1769472,101.979|101.979|101.979|101.979,101.979,407.916,203.958,76.44096017556683,107.42391205545559,86.393,103.37299999999999,1.3939999999999912,26.93203982443316,4.050912055455598,4.050912055455598,0.0459065713484178
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__blind_v01,6|6|6|6,4,3538944,108.1675|108.1675|108.1675|108.1675,108.16749999999999,432.66999999999996,216.33499999999998,87.74475026260566,117.91807200957129,86.5575,112.8505,4.683000000000007,25.105749737394333,5.067572009571293,5.067572009571293,0.012831134997186484
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__blind_v02,12|12|12|12,4,7077888,123.5575|123.5575|123.5575|123.5575,123.5575,494.23,247.115,115.85581585839266,144.0156920619008,102.40700000000001,155.252,31.694500000000005,39.39618414160735,11.236307938099202,-11.236307938099202,0.028373225465694672
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__blind_v03,24|24|24|24,4,14155776,158.1575|158.1575|158.1575|158.1575,158.1575,632.63,316.315,179.05548249999302,202.68870400540965,138.89600000000002,231.695,73.5375,52.639517500006974,29.006295994590346,-29.006295994590346,0.009516821683678907
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__blind_v04,32|32|32|32,4,18874368,178.5025|178.5025|178.5025|178.5025,178.5025,714.01,357.005,216.21725180124616,237.18877417855086,163.6285,277.5485,99.04599999999999,61.331248198753826,40.35972582144913,-40.35972582144913,0.0024986623959415088
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__blind_v05,3|6|12|24,4,6635520,101.979|108.1675|123.5575|158.1575,158.1575,491.8615,281.71500000000003,149.64196870908458,176.48611532786643,128.48649999999998,193.73899999999998,35.58149999999998,44.097031290915396,17.252884672133547,-17.252884672133547,0.050462219790542946
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__blind_v06,3|3|12|12,4,4423680,101.979|101.979|123.5575|123.5575,123.5575,451.073,247.115,115.85581585839266,127.91528044197631,94.289,126.289,2.731499999999997,10.433184141607342,1.6262804419763057,1.6262804419763057,0.0026486867423133097
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__blind_v07,6|12|24|32,4,10911744,108.1675|123.5575|158.1575|178.5025,178.5025,568.385,336.65999999999997,198.92193567188104,198.3334380360469,152.187,239.3585,60.855999999999995,40.43656432811895,41.02506196395308,-41.02506196395308,0.047944819172914266
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__blind_v08,3|12|12|32,4,8699904,101.979|123.5575|123.5575|178.5025,178.5025,527.5965,302.06,169.5084218809726,209.42999326934205,152.481,218.6685,40.166,49.16007811902739,9.238506730657946,-9.238506730657946,0.04787383642362757
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__blind_v09,6|6|6|32,4,7372800,108.1675|108.1675|108.1675|178.5025,178.5025,503.005,286.66999999999996,156.42535895490082,211.95986109081758,151.9665,192.4415,13.938999999999993,36.016141045099175,19.518361090817592,19.518361090817592,0.013830176962869182
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v00,3|3|3|3,4,1769472,95.1135|95.1135|95.1135|95.1135,95.1135,380.454,190.227,63.90057545510709,95.7817281393238,83.0885,99.28550000000001,4.172000000000011,35.384924544892925,3.50377186067621,-3.50377186067621,0.05468069355545387
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v01,6|6|6|6,4,3538944,102.111|102.111|102.111|102.111,102.111,408.444,204.222,76.68206873038451,107.64775129177187,89.23,102.6125,0.501499999999993,25.930431269615482,5.035251291771871,5.035251291771871,0.0027725666950906974
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v02,12|12|12|12,4,7077888,118.727|118.727|118.727|118.727,118.727,474.908,237.454,107.03252135803861,135.82436303897828,102.3235,140.3255,21.5985,33.2929786419614,4.501136961021729,-4.501136961021729,0.09670017209986784
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v03,24|24|24|24,4,14155776,153.908|153.908|153.908|153.908,153.908,615.632,307.816,171.2934309568288,195.48260677263676,137.97199999999998,216.914,63.006,45.6205690431712,21.43139322736323,-21.43139322736323,0.030189383811095597
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v04,32|32|32|32,4,18874368,173.9895|173.9895|173.9895|173.9895,173.9895,695.958,347.979,207.973896438427,229.53584634904058,164.7725,281.823,107.83349999999999,73.84910356157297,52.2871536509594,-52.2871536509594,0.04522164621056485
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v05,3|6|12|24,4,6635520,95.1135|102.111|118.727|153.908,153.908,469.8595,272.635,141.38600816266842,167.8550470752648,134.551,189.3015,35.39350000000002,47.91549183733159,21.446452924735212,-21.446452924735212,0.03147888421380709
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v06,3|3|12|12,4,4423680,95.1135|95.1135|118.727|118.727,118.727,427.68100000000004,237.454,107.03252135803861,118.20557258611612,102.727,125.5155,6.788499999999999,18.482978641961395,7.309927413883884,-7.309927413883884,0.0027088287900697795
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v07,6|12|24|32,4,10911744,102.111|118.727|153.908|173.9895,173.9895,548.7355,327.8975,190.90258206871232,189.8841449817192,158.258,245.2115,71.22200000000001,54.30891793128768,55.3273550182808,-55.3273550182808,0.02857125379519313
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v08,3|12|12|32,4,8699904,95.1135|118.727|118.727|173.9895,173.9895,506.557,292.7165,160.9951592745519,200.90398990826583,158.96249999999998,224.961,50.97150000000002,63.96584072544812,24.057010091734185,-24.057010091734185,0.05325145247398451
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v09,6|6|6|32,4,7372800,102.111|102.111|102.111|173.9895,173.9895,480.3225,276.1005,146.86987184247863,203.75328532854383,158.4565,192.7095,18.72,45.83962815752136,11.043785328543834,11.043785328543834,0.029669009571401374
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v00,3|3|3|3,4,1769472,96.773|96.773|96.773|96.773,96.773,387.092,193.546,66.93178489995495,98.59582823528484,81.3045,96.6825,0.09049999999999159,29.750715100045056,1.9133282352848369,1.9133282352848369,0.006583404442375798
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v01,6|6|6|6,4,3538944,104.058|104.058|104.058|104.058,104.05799999999999,416.23199999999997,208.11599999999999,80.23841991394508,110.94938002743693,86.013,102.998,1.059999999999988,22.759580086054925,7.951380027436926,7.951380027436926,0.006529252995203785
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v02,12|12|12|12,4,7077888,120.9875|120.9875|120.9875|120.9875,120.98750000000001,483.95000000000005,241.97500000000002,111.16150535929114,139.65760996089455,103.34649999999999,128.3875,7.399999999999977,17.225994640708848,11.270109960894558,11.270109960894558,0.011858631097263983
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v03,24|24|24|24,4,14155776,156.143|156.143|156.143|156.143,156.143,624.572,312.286,175.37583716908253,199.272612023901,139.562,213.2105,57.067499999999995,37.834662830917466,13.937887976099006,-13.937887976099006,0.05158282542370095
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v04,32|32|32|32,4,18874368,176.4385|176.4385|176.4385|176.4385,176.4385,705.754,352.877,212.44719076227906,233.68874248342365,163.70600000000002,262.755,86.31649999999999,50.30780923772093,29.066257516576343,-29.066257516576343,0.006559342353142667
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v05,3|6|12|24,4,6635520,96.773|104.058|120.9875|156.143,156.143,477.9615,277.1305,145.49009196456564,171.31303018053376,134.5265,182.20499999999998,26.061999999999983,36.71490803543435,10.891969819466226,-10.891969819466226,0.0007601328174308796
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v06,3|3|12|12,4,4423680,96.773|96.773|120.9875|120.9875,120.98750000000001,435.521,241.97500000000002,111.16150535929114,121.5903941131451,101.35900000000001,126.5745,5.586999999999989,15.41299464070886,4.9841058868549055,-4.9841058868549055,0.004878549786884458
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v07,6|12|24|32,4,10911744,104.058|120.9875|156.143|176.4385,176.4385,557.627,332.5815,195.19395465986915,193.86235024231092,158.7285,239.575,63.136499999999984,44.38104534013084,45.712649757689064,-45.712649757689064,0.014114577898361635
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v08,3|12|12|32,4,8699904,96.773|120.9875|120.9875|176.4385,176.4385,515.1865,297.42600000000004,165.3082094553523,204.76505906899797,159.124,211.12,34.6815,45.81179054464769,6.354940931002034,-6.354940931002034,0.02479395604395603
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v09,6|6|6|32,4,7372800,104.058|104.058|104.058|176.4385,176.4385,488.61249999999995,280.49649999999997,150.91641518589603,207.72611585732454,157.8795,187.547,11.108499999999992,36.63058481410397,20.179115857324547,20.179115857324547,0.0008157955072594688
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v00,3|3|3|3,4,23887872,204.75|204.75|204.75|204.75,204.75,819.0,819.0,612.2769959501604,550.6987870890159,181.9225,515.3685,310.61850000000004,96.90849595016039,35.33028708901588,35.33028708901588,0.00043270009711511283
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v01,6|6|6|6,4,47775744,358.956|358.956|358.956|358.956,358.956,1435.824,1435.824,1156.1281060488975,1061.5343497947092,330.793,1014.945,655.989,141.18310604889746,46.589349794709165,46.589349794709165,0.00048574060663390806
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v02,12|12|12|12,4,95551488,664.861|664.861|664.861|664.861,664.861,2659.444,2659.444,2234.9886810897783,2074.9005794452096,627.137,2034.904,1370.0430000000001,200.08468108977831,39.99657944520959,39.99657944520959,0.0006000283060036266
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v03,24|24|24|24,4,191102976,1177.449|1177.449|1177.449|1177.449,1177.449,4709.796,4709.796,4042.775361395936,3772.942026705277,1196.258,4050.951,2873.502,8.175638604063806,278.0089732947231,-278.0089732947231,0.0003105443635333557
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v04,32|32|32|32,4,254803968,1541.579|1541.579|1541.579|1541.579,1541.579,6166.316,6166.316,5326.982880689951,4979.189211951143,1564.884,5403.452,3861.8730000000005,76.46911931004888,424.26278804885715,-424.26278804885715,0.0025468903952511517
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v05,3|6|12|24,4,89579520,204.75|358.956|664.861|1177.449,1177.449,2406.016,2406.016,2084.328401823128,1904.864377527711,1158.775,1917.052,739.6029999999998,167.27640182312803,12.187622472288922,-12.187622472288922,0.001321299578728121
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v06,3|3|12|12,4,59719680,204.75|204.75|664.861|664.861,664.861,1739.222,1739.2219999999998,1452.706528266154,1328.7155485475205,603.0775,1289.0725,624.2115,163.63402826615402,39.64304854752049,39.64304854752049,0.005681992285150714
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v07,6|12|24|32,4,147308544,358.956|664.861|1177.449|1541.579,1541.579,3742.8450000000003,3742.8450000000003,3266.786415939467,3014.0571209832538,1528.997,3112.703,1571.124,154.08341593946716,98.64587901674622,-98.64587901674622,0.0005455065902528655
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v08,3|12|12|32,4,117448704,204.75|664.861|664.861|1541.579,1541.579,3076.051,3076.051,2699.9437999078186,2473.3705241703174,1531.246,2489.516,947.9370000000001,210.42779990781855,16.14547582968271,-16.14547582968271,0.0051696795682373165
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v09,6|6|6|32,4,99532800,358.956|358.956|358.956|1541.579,1541.579,2618.447,2618.447,2310.9339280935155,2102.3108723918267,1533.531,2143.552,601.9730000000002,167.3819280935154,41.24112760817343,-41.24112760817343,0.004243423999044578
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v00,3|3|3|3,4,23887872,198.799|198.799|198.799|198.799,198.799,795.196,795.196,591.2891099003467,530.9850117906385,183.0555,514.6385,315.83950000000004,76.6506099003467,16.346511790638488,16.346511790638488,0.0022734404829799415
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v01,6|6|6|6,4,47775744,352.5455|352.5455|352.5455|352.5455,352.5455,1410.182,1410.182,1133.5196631783997,1040.2983967531618,321.973,1013.161,660.6154999999999,120.35866317839975,27.137396753161852,27.137396753161852,0.0016216573673877256
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v02,12|12|12|12,4,95551488,662.789|662.789|662.789|662.789,662.789,2651.156,2651.156,2227.681186568653,2068.036700699077,625.48,2039.373,1376.584,188.30818656865313,28.6637006990768,28.6637006990768,0.0056237873111000545
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v03,24|24|24|24,4,191102976,1170.2465|1170.2465|1170.2465|1170.2465,1170.2465,4680.986,4680.986,4017.3737063339654,3749.082428892041,1197.577,4053.294,2883.0474999999997,35.92029366603447,304.21157110795866,-304.21157110795866,0.0015673671833328808
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v04,32|32|32|32,4,254803968,1550.285|1550.285|1550.285|1550.285,1550.285,6201.14,6201.14,5357.687054097729,5008.029428342956,1556.804,5392.91,3842.625,35.22294590227102,384.88057165704413,-384.88057165704413,0.00035583757192311186
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__blind_v05,3|6|12|24,4,89579520,198.799|352.5455|662.789|1170.2465,1170.2465,2384.38,2384.38,2065.0253753142206,1886.8219970942603,1166.397,1912.251,742.0045,152.7743753142206,25.429002905739708,-25.429002905739708,0.0004889525485932263
