model_id,configuration,topology_level,vector_id,pages,flow_count,total_payload_bytes,edge_costs_us,max_edge_baseline_us,sum_edge_baseline_us,busiest_endpoint_sum_us,r61_graph_prediction_us,phase65_prediction_us,matched_solo_max_us,actual_concurrent_wave_us,max_edge_absolute_error_us,r61_graph_absolute_error_us,phase65_absolute_error_us,phase65_signed_error_us,cross_replica_relative_spread
qwen3-8b,P1D4,L2,qwen3-8b__p1d4__blind_v04,32|32|32|32,4,18874368,173.9895|173.9895|173.9895|173.9895,173.9895,695.958,695.958,503.7913853241653,274.13021521033477,162.9495,401.2595,227.27,102.53188532416527,127.12928478966523,-127.12928478966523,0.0016896796212924486
qwen3-8b,P1D4,L2,qwen3-8b__p1d4__blind_v05,3|6|12|24,4,6635520,95.1135|102.111|118.727|153.908,153.908,469.8595,469.8595,309.0468622278427,189.38508325258366,137.10649999999998,201.1935,47.28550000000001,107.85336222784272,11.808416747416345,-11.808416747416345,0.006006655284589147
qwen3-8b,P1D4,L2,qwen3-8b__p1d4__blind_v06,3|3|12|12,4,4423680,95.1135|95.1135|118.727|118.727,118.727,427.68100000000004,427.68100000000004,268.74478979454585,142.9002288979697,101.32900000000001,127.0205,8.293499999999995,141.72428979454585,15.879728897969699,15.879728897969699,0.007093343200506975
qwen3-8b,P1D4,L2,qwen3-8b__p1d4__blind_v07,6|12|24|32,4,10911744,102.111|118.727|153.908|173.9895,173.9895,548.7355,548.7355,378.63730919462705,231.70917016239227,161.1015,274.9365,100.94700000000003,103.70080919462703,43.227329837607755,-43.227329837607755,0.006630621979984599
qwen3-8b,P1D4,L2,qwen3-8b__p1d4__blind_v08,3|12|12|32,4,8699904,95.1135|118.727|118.727|173.9895,173.9895,506.557,506.557,342.7813007717995,219.5557557824256,161.961,265.904,91.9145,76.87730077179953,46.348244217574404,-46.348244217574404,0.010471824417834933
qwen3-8b,P1D4,L2,qwen3-8b__p1d4__blind_v09,6|6|6|32,4,7372800,102.111|102.111|102.111|173.9895,173.9895,480.3225,480.3225,320.47931153632004,211.99648388913315,161.2045,239.3595,65.37,81.11981153632004,27.36301611086685,-27.36301611086685,0.016895088768150046
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__blind_v00,3|3|3|3,4,1769472,96.773|96.773|96.773|96.773,96.773,387.092,387.092,231.46554039634728,109.78096782527697,83.3285,107.667,10.894000000000005,123.79854039634728,2.1139678252769727,2.1139678252769727,0.005586670010309579
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__blind_v01,6|6|6|6,4,3538944,104.058|104.058|104.058|104.058,104.05799999999999,416.23199999999997,416.23199999999997,257.1581550615957,125.28651738010201,89.0255,115.721,11.663000000000011,141.43715506159572,9.565517380102008,9.565517380102008,0.01723974041012439
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__blind_v02,12|12|12|12,4,7077888,120.9875|120.9875|120.9875|120.9875,120.98750000000001,483.95000000000005,483.95000000000005,316.8648290458542,161.31962667157907,102.9765,149.08749999999998,28.099999999999966,167.77732904585423,12.232126671579096,12.232126671579096,0.007260836756937919
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__blind_v03,24|24|24|24,4,14155776,156.143|156.143|156.143|156.143,156.143,624.572,624.572,440.8506512646793,236.14534353838084,139.195,305.58299999999997,149.43999999999997,135.26765126467933,69.43765646161913,-69.43765646161913,0.005910014627776829
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__blind_v04,32|32|32|32,4,18874368,176.4385|176.4385|176.4385|176.4385,176.4385,705.754,705.754,512.4284770626957,279.34271910323343,163.44,400.466,224.0275,111.96247706269571,121.12328089676657,-121.12328089676657,0.0029390759764874445
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__blind_v05,3|6|12|24,4,6635520,96.773|104.058|120.9875|156.143,156.143,477.9615,477.9615,316.2168372865872,193.90064164158258,136.447,203.2865,47.14349999999999,112.93033728658719,9.385858358417408,-9.385858358417408,0.00174876344469508
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__blind_v06,3|3|12|12,4,4423680,96.773|96.773|120.9875|120.9875,120.98750000000001,435.521,435.521,275.6952608556835,147.36517819646957,100.878,125.506,4.518499999999989,150.1892608556835,21.85917819646957,21.85917819646957,0.017987187863528382
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__blind_v07,6|12|24|32,4,10911744,104.058|120.9875|156.143|176.4385,176.4385,557.627,557.627,386.5054840769759,236.66104925102616,159.894,275.092,98.65349999999998,111.41348407697592,38.43095074897383,-38.43095074897383,0.012852064036758454
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__blind_v08,3|12|12|32,4,8699904,96.773|120.9875|120.9875|176.4385,176.4385,515.1865,515.1865,350.42674904682997,224.43214156125592,160.266,267.7505,91.31199999999998,82.67624904682998,43.31835843874407,-43.31835843874407,0.015521913124345262
qwen3-8b,P1D4,L3,qwen3-8b__p1d4__blind_v09,6|6|6|32,4,7372800,104.058|104.058|104.058|176.4385,176.4385,488.61249999999995,488.61249999999995,327.8361503335466,216.775045321863,160.986,238.62849999999997,62.18999999999997,89.20765033354661,21.853454678136984,-21.853454678136984,0.014700674898429909
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__blind_v00,3|3|3|3,4,1769472,101.979|101.979|101.979|101.979,101.979,407.916,407.916,249.8259730589805,118.42934176822382,87.402,99.7945,2.1845,150.0314730589805,18.634841768223822,18.634841768223822,0.19087224245825174
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__blind_v01,6|6|6|6,4,3538944,108.1675|108.1675|108.1675|108.1675,108.16749999999999,432.66999999999996,432.66999999999996,271.651470087929,139.24684716513144,89.5565,127.27250000000001,19.105000000000018,144.378970087929,11.974347165131434,11.974347165131434,0.07703942328468448
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__blind_v02,12|12|12|12,4,7077888,123.5575|123.5575|123.5575|123.5575,123.5575,494.23,494.23,325.9286615358595,191.0172936478671,104.29400000000001,198.5785,75.02099999999999,127.35016153585948,7.561206352132899,-7.561206352132899,0.045276804890761156
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__blind_v03,24|24|24|24,4,14155776,158.1575|158.1575|158.1575|158.1575,158.1575,632.63,632.63,447.9553557592768,307.40829093848754,138.291,342.157,183.99949999999998,105.79835575927683,34.74870906151244,-34.74870906151244,0.02994385618298031
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__blind_v04,32|32|32|32,4,18874368,178.5025|178.5025|178.5025|178.5025,178.5025,714.01,714.01,519.7077573192602,375.8468701257036,164.647,438.3805,259.878,81.32725731926018,62.533629874296366,-62.533629874296366,0.018149758029839386
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__blind_v05,3|6|12|24,4,6635520,101.979|108.1675|123.5575|158.1575,158.1575,491.8615,491.8615,328.28783506345303,171.2182406809543,137.572,191.7135,33.55600000000001,136.57433506345302,20.495259319045715,-20.495259319045715,0.046845944599623886
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__blind_v06,3|3|12|12,4,4423680,101.979|101.979|123.5575|123.5575,123.5575,451.073,451.073,289.24082874180635,149.26396105595646,100.045,141.429,17.871499999999997,147.81182874180635,7.834961055956455,7.834961055956455,0.004783318838427792
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__blind_v07,6|12|24|32,4,10911744,108.1675|123.5575|158.1575|178.5025,178.5025,568.385,568.385,395.9117184232761,234.95827595333355,151.162,275.9,97.39749999999998,120.01171842327614,40.94172404666642,-40.94172404666642,0.023251177963029952
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__blind_v08,3|12|12|32,4,8699904,101.979|123.5575|123.5575|178.5025,178.5025,527.5965,527.5965,361.23735116141285,195.49640866818527,151.55399999999997,229.6865,51.184,131.55085116141285,34.19009133181473,-34.19009133181473,0.014820200577743997
qwen3-8b,P4D1,L1,qwen3-8b__p4d1__blind_v09,6|6|6|32,4,7372800,108.1675|108.1675|108.1675|178.5025,178.5025,503.005,503.00499999999994,340.33207878022415,171.70473921864124,151.46699999999998,200.75900000000001,22.256500000000017,139.57307878022414,29.054260781358778,-29.054260781358778,0.010176380635488353
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__blind_v00,3|3|3|3,4,1769472,95.1135|95.1135|95.1135|95.1135,95.1135,380.454,380.454,225.6128438916143,95.33447495034073,81.09450000000001,88.472,6.641500000000008,137.14084389161428,6.86247495034074,6.86247495034074,0.007239578623745239
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__blind_v01,6|6|6|6,4,3538944,102.111|102.111|102.111|102.111,102.111,408.444,408.444,250.29150842422595,118.87337678678924,89.2815,112.2415,10.130499999999998,138.05000842422595,6.631876786789235,6.631876786789235,0.03060810840910006
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__blind_v02,12|12|12|12,4,7077888,118.727|118.727|118.727|118.727,118.727,474.908,474.908,308.8925359160266,174.7679666995335,102.345,186.1845,67.45750000000001,122.70803591602657,11.416533300466511,-11.416533300466511,0.021365903176687684
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__blind_v03,24|24|24|24,4,14155776,153.908|153.908|153.908|153.908,153.908,615.632,615.632,432.96829110313763,293.11339085217276,138.23399999999998,336.5885,182.68050000000002,96.37979110313762,43.475109147827254,-43.475109147827254,0.02044187487094788
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__blind_v04,32|32|32|32,4,18874368,173.9895|173.9895|173.9895|173.9895,173.9895,695.958,695.958,503.7913853241653,360.66558195308596,164.98250000000002,433.6095,259.62,70.18188532416525,72.94391804691406,-72.94391804691406,0.030676219040403938
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__blind_v05,3|6|12|24,4,6635520,95.1135|102.111|118.727|153.908,153.908,469.8595,469.8595,309.0468622278427,152.08209406939636,137.989,157.196,3.288000000000011,151.85086222784273,5.113905930603636,-5.113905930603636,0.05933993231379935
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__blind_v06,3|3|12|12,4,4423680,95.1135|95.1135|118.727|118.727,118.727,427.68100000000004,427.68100000000004,268.74478979454585,129.07700953573251,101.5925,113.1505,5.57650000000001,155.59428979454586,15.92650953573252,15.92650953573252,0.011661459737252642
qwen3-8b,P4D1,L2,qwen3-8b__p4d1__blind_v07,6|12|24|32,4,10911744,102.111|118.727|153.908|173.9895,173.9895,548.7355,548.7355,378.63730919462705,218.2314459493658,159.99349999999998,227.9235,53.934,150.71380919462706,9.692054050634198,-9.692054050634198,0.012850803010659164
