model_id,configuration,topology_level,vector_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v06,125.1755,125.5155,125.5155,0.0027088287900697795,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v07,238.2055,245.2115,245.2115,0.02857125379519313,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v08,212.98149999999998,224.961,224.961,0.05325145247398451,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__blind_v09,186.99200000000002,192.7095,192.7095,0.029669009571401374,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v00,96.6825,96.046,96.6825,0.006583404442375798,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v01,102.998,102.3255,102.998,0.006529252995203785,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v02,126.86500000000001,128.3875,128.3875,0.011858631097263983,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v03,213.2105,202.2125,213.2105,0.05158282542370095,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v04,262.755,261.0315,262.755,0.006559342353142667,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v05,182.20499999999998,182.0665,182.20499999999998,0.0007601328174308796,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v06,126.5745,125.957,126.5745,0.004878549786884458,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v07,239.575,236.1935,239.575,0.014114577898361635,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v08,205.8855,211.12,211.12,0.02479395604395603,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__blind_v09,187.394,187.547,187.547,0.0008157955072594688,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__blind_v00,515.3685,515.1455,515.3685,0.00043270009711511283,False
