evaluation,curve_id,topology,scenario,phase,representation,samples,mape,median_ape,p95_ape,max_ape,signed_bias
model_holdout,l3_nominal,L3_cross_rack_two_node_proxy,nominal,prefill,h0_predicted_12bin,648,0.03688160732943476,0.03072748425725551,0.08600188794809194,0.11188701982836935,0.0008650999167788455
model_holdout,l3_nominal,L3_cross_rack_two_node_proxy,nominal,prefill,onebin_calls_bytes,648,0.006207043462481006,0.0002289386547028241,0.037150064050762696,0.06229514248178626,-0.002749932836385753
model_holdout,l3_nominal,L3_cross_rack_two_node_proxy,nominal,prefill,residual_predicted_12bin,648,0.043661619902853166,0.03840295943854006,0.09175267572809927,0.12644105115069124,-7.605817369088944e-05
model_holdout,l3_nominal,L3_cross_rack_two_node_proxy,nominal,prefill,threebin_calls_bytes,648,0.0012536822134911864,0.00015873025922223937,0.006883191345874412,0.016624727984409848,-0.0005134664968129112
model_holdout,l3_nominal,L3_cross_rack_two_node_proxy,nominal,prefill,total_bytes_data_only,648,0.19168693602140632,0.10364209733198354,0.6945780665498145,0.9361637615602145,-0.07986220897672848
model_holdout,l3_nominal,L3_cross_rack_two_node_proxy,nominal,prefill,twelvebin_exact,648,0.0004481822571693015,3.642612143141391e-05,0.0021097081819310397,0.0060414048676249305,-0.000215362872213232
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,combined,exact_payload_oracle,648,0.0,0.0,0.0,0.0,0.0
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,combined,h0_predicted_12bin,648,0.13530451496011675,0.11418530839015911,0.46157706562659023,0.6356158624504724,-0.012626177566728503
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,combined,onebin_calls_bytes,648,8.430566803452157e-05,2.856921858371203e-06,0.0005584392677570588,0.0025950767718600828,-5.598634345696954e-05
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,combined,residual_predicted_12bin,648,0.12269316558825462,0.08489149982215195,0.3724011658131547,0.7275222040227141,0.04260926064109037
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,combined,threebin_calls_bytes,648,3.146360749843292e-05,2.330262815973422e-06,0.00016448246830094167,0.0013760786495821487,-1.6460239267655207e-05
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,combined,total_bytes_data_only,648,0.8627134100053442,0.914590027146412,0.9834788521338759,0.9954016733388091,-0.8698418859160468
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,combined,twelvebin_exact,648,2.9541239667695474e-06,4.1149245987467276e-07,1.1487367232710536e-05,0.0001126407967540948,-1.3965732119073767e-06
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,decode,exact_payload_oracle,648,0.0,0.0,0.0,0.0,0.0
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,decode,h0_predicted_12bin,648,0.15112379524375744,0.11776709015499434,0.47772335288623996,0.6519749753384159,-0.014825692064397112
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,decode,onebin_calls_bytes,648,2.859088969627986e-06,1.1268896236235496e-06,1.0837387343781727e-05,6.157000709631375e-05,-1.138779451230993e-06
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,decode,residual_predicted_12bin,648,0.13296913578741532,0.08953778544759636,0.3914286477908812,0.7637845624284868,0.04934601537869792
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,decode,threebin_calls_bytes,648,2.859088969627986e-06,1.1268896236235496e-06,1.0837387343781727e-05,6.157000709631375e-05,-1.138779451230993e-06
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,decode,total_bytes_data_only,648,0.9936723453115452,0.9956044598391807,0.9988439752518943,0.9992251143289219,-0.9962398856220386
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,decode,twelvebin_exact,648,5.239272726452196e-07,1.600661744730252e-07,2.3431862020032293e-06,5.037733091059798e-06,-2.3650954724031269e-07
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,prefill,exact_payload_oracle,648,0.0,0.0,0.0,0.0,0.0
model_holdout,l3_optimistic,L3_cross_rack_two_node_proxy,optimistic,prefill,h0_predicted_12bin,648,0.04016951119565564,0.036015264917732964,0.09227206304282451,0.11433945281276994,0.0016241139617858731
