model_id,configuration,topology_level,vector_id,pages,flow_count,total_payload_bytes,edge_costs_us,max_edge_baseline_us,sum_edge_baseline_us,busiest_endpoint_sum_us,r61_graph_prediction_us,phase65_prediction_us,phase67_prediction_us,matched_solo_max_us,actual_concurrent_wave_us,max_edge_absolute_error_us,r61_graph_absolute_error_us,phase65_absolute_error_us,phase67_absolute_error_us,phase67_signed_error_us,cross_replica_relative_spread
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v08,36|48|48|64,4,390168576,1773.37771384|2318.276|2318.276|3100.839,3100.839,9510.768713843705,9510.768713843705,8367.161701558189,7798.996215048049,8233.332183268403,3018.191,8301.538,5200.6990000000005,65.62370155818826,502.54178495195174,68.20581673159722,-68.20581673159722,0.003558617692288017
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v09,40|40|40|64,4,366280704,1972.94094669|1972.94094669|1972.94094669|3100.839,3100.839,9019.661840070978,9019.661840070978,7949.67098466443,7400.769919892999,7725.145299777389,3022.634,7766.209,4665.37,183.46198466443002,365.43908010700125,41.06370022261126,-41.06370022261126,0.00025327672742256146
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v00,36|36|36|36,4,286654464,1771.7918312|1771.7918312|1771.7918312|1771.7918312,1771.791831202851,7087.167324811404,7087.167324811404,6138.893596282365,5741.8112964976535,6092.644763752503,1740.768,6072.294,4300.502168797149,66.59959628236538,330.48270350234634,20.350763752503553,20.350763752503553,0.0008314814796516733
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v01,40|40|40|40,4,318504960,1974.13715883|1974.13715883|1974.13715883|1974.13715883,1974.137158829843,7896.548635319372,7896.548635319372,6852.5216720591325,6412.117181477501,6776.655868622042,1918.338,6742.047,4767.909841170156,110.4746720591329,329.92981852249886,34.60886862204279,34.60886862204279,0.002448662846758561
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v02,48|48|48|48,4,382205952,2324.2865|2324.2865|2324.2865|2324.2865,2324.2865,9297.146,9297.146,8087.422440484041,7572.050878789441,8124.452224216102,2302.7,8054.468,5730.1815,32.95444048404079,482.41712121055843,69.98422421610212,69.98422421610212,0.0007572194712301496
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v03,56|56|56|56,4,445906944,2744.90429394|2744.90429394|2744.90429394|2744.90429394,2744.9042939421774,10979.61717576871,10979.61717576871,9570.85015511729,8965.424207015836,9500.060775460646,2676.473,9435.161,6690.256706057822,135.68915511729028,469.7367929841639,64.8997754606462,64.8997754606462,0.0006271223140759826
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v04,64|64|64|64,4,509607936,3109.26|3109.26|3109.26|3109.26,3109.26,12437.04,12437.04,10855.853690714841,10172.419084835623,10854.67269135069,3080.345,10788.537,7679.277,67.31669071484066,616.1179151643773,66.13569135068974,66.13569135068974,0.004168127708140664
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v05,36|40|48|56,4,358318080,1771.7918312|1974.13715883|2324.2865|2744.90429394,2744.9042939421774,8815.119783974871,8815.119783974871,7730.8075573163205,7210.2873452871945,7577.199869182682,2640.444,7609.777,4864.872706057822,121.03055731632048,399.48965471280553,32.57713081731799,-32.57713081731799,0.0012909708129422996
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v06,36|36|48|48,4,334430208,1771.7918312|1771.7918312|2324.2865|2324.2865,2324.2865,8192.156662405701,8192.156662405701,7148.069286722863,6676.0426296773585,7088.842519745015,2315.12,7087.877,4763.5905,60.192286722862264,411.8343703226419,0.965519745014717,0.965519745014717,0.001248751918240196
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v07,40|48|56|64,4,414056448,1974.13715883|2324.2865|2744.90429394|3109.26,3109.26,10152.58795277202,10152.58795277202,8913.83745384174,8320.01398971173,8763.131059506113,3009.837,8780.75,5671.49,133.08745384173926,460.73601028827034,17.61894049388684,-17.61894049388684,0.00045861686074652436
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v08,36|48|48|64,4,390168576,1771.7918312|2324.2865|2324.2865|3109.26,3109.26,9529.624831202851,9529.624831202851,8384.255535705839,7814.8687572393355,8234.3546829657,3020.513,8276.732,5167.472,107.5235357058391,461.86324276066443,42.37731703429927,-42.37731703429927,0.00098915852295325
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v09,40|40|40|64,4,366280704,1974.13715883|1974.13715883|1974.13715883|3109.26,3109.26,9031.67147648953,9031.67147648953,7960.9446147205945,7411.090821727722,7725.147268517184,3017.113,7778.402,4669.142,182.54261472059443,367.3111782722781,53.25473148281617,-53.25473148281617,7.880796081255298e-05
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v00,36|36|36|36,4,286654464,1760.60850303|1760.60850303|1760.60850303|1760.60850303,1760.6085030314837,7042.434012125935,7042.434012125935,6099.452423820874,5723.227637436541,6090.705248382987,1726.088,6075.616,4315.0074969685165,23.836423820874188,352.38836256345894,15.089248382986625,15.089248382986625,0.004984515150397861
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v01,40|40|40|40,4,318504960,1956.53706995|1956.53706995|1956.53706995|1956.53706995,1956.537069951756,7826.148279807024,7826.148279807024,6790.44997657268,6373.334631144884,6772.499030099188,1926.365,6762.242,4805.704930048244,28.2079765726794,388.90736885511615,10.257030099187432,10.257030099187432,0.0065359979722701906
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v02,48|48|48|48,4,382205952,2295.5825|2295.5825|2295.5825|2295.5825,2295.5825,9182.33,9182.33,7986.189659241584,7498.31507031131,8110.290577480224,2320.293,8089.82,5794.237499999999,103.63034075841551,591.50492968869,20.470577480224165,20.470577480224165,0.002898333955514476
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v03,56|56|56|56,4,445906944,2709.30192925|2709.30192925|2709.30192925|2709.30192925,2709.3019292467934,10837.207716987174,10837.207716987174,9445.288338056185,8871.069940180856,9486.840561555931,2674.895,9434.567,6725.265070753206,10.721338056186141,563.497059819143,52.27356155593225,52.27356155593225,0.004380169222392391
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v04,64|64|64|64,4,509607936,3067.682|3067.682|3067.682|3067.682,3067.682,12270.728,12270.728,10709.217104228675,10060.20429697507,10836.173410683712,3061.037,10781.541,7713.8589999999995,72.3238957713238,721.3367030249301,54.632410683712806,54.632410683712806,0.00491645860271733
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v05,36|40|48|56,4,358318080,1760.60850303|1956.53706995|2295.5825|2709.30192925,2709.3019292467934,8722.030002230033,8722.030002230033,7647.1724743789755,7067.691722350871,7531.02120178585,2633.609,7571.208,4861.906070753206,75.96447437897586,503.5162776491288,40.18679821414935,-40.18679821414935,0.004071345021824763
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v06,36|36|48|48,4,334430208,1760.60850303|1760.60850303|2295.5825|2295.5825,2295.5825,8112.382006062968,8112.382006062968,7076.625206200492,6586.088691877441,7074.561834715235,2309.63,7080.246,4784.663500000001,3.6207937995077373,494.1573081225588,5.684165284765186,-5.684165284765186,0.008065256489675678
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v07,40|48|56|64,4,414056448,1956.53706995|2295.5825|2709.30192925|3067.682,3067.682,10029.103499198549,10029.103499198549,8803.608631154635,8149.018882579054,8721.87991622925,3039.168,8728.651,5660.969,74.95763115463524,579.6321174209461,6.771083770749101,-6.771083770749101,0.006797270276930551
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v08,36|48|48|64,4,390168576,1760.60850303|2295.5825|2295.5825|3067.682,3067.682,9419.455503031484,9419.455503031484,8285.34592182343,7629.239428984718,8177.256882774349,3034.811,8231.101,5163.419000000001,54.24492182342874,601.8615710152826,53.844117225651644,-53.844117225651644,0.007244838813179515
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v09,40|40|40|64,4,366280704,1956.53706995|1956.53706995|1956.53706995|3067.682,3067.682,8937.293209855268,8937.293209855266,7875.459006800461,7218.152941591017,7721.574611013388,3005.565,7743.818,4676.136,131.64100680046067,525.665058408983,22.243388986612445,-22.243388986612445,0.00631755550040051
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v00,36|36|36|36,4,286654464,1773.37771384|1773.37771384|1773.37771384|1773.37771384,1773.3777138437054,7093.510855374821,7093.510855374821,6144.486660331202,5765.596922240934,6097.16491348183,1730.338,6057.253,4283.875286156294,87.23366033120237,291.65607775906574,39.9119134818302,39.9119134818302,0.0026396453970140557
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v01,40|40|40|40,4,318504960,1972.94094669|1972.94094669|1972.94094669|1972.94094669,1972.9409466903257,7891.763786761303,7891.763786761303,6848.3028913373055,6427.764034469277,6780.79739337411,1912.623,6722.132,4749.191053309674,126.17089133730587,294.36796553072236,58.665393374109954,58.665393374109954,0.0006606534950518383
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v02,48|48|48|48,4,382205952,2318.276|2318.276|2318.276|2318.276,2318.276,9273.104,9273.104,8066.224710841558,7573.613957521176,8121.770723910283,2292.924,8053.37,5735.094,12.85471084155779,479.7560424788235,68.40072391028298,68.40072391028298,0.0036742382381537353
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v03,56|56|56|56,4,445906944,2737.60215901|2737.60215901|2737.60215901|2737.60215901,2737.602159011447,10950.408636045788,10950.408636045788,9545.097109268434,8964.972414856948,9501.157030223281,2682.813,9402.536,6664.933840988553,142.56110926843394,437.5635851430525,98.6210302232812,98.6210302232812,0.0058102409817946355
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v04,64|64|64|64,4,509607936,3100.839|3100.839|3100.839|3100.839,3100.839,12403.356,12403.356,10826.154650482025,10170.221932122473,10852.946813428176,3061.201,10729.504,7628.665000000001,96.6506504820245,559.2820678775279,123.44281342817521,123.44281342817521,0.0003371078476693973
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v05,36|40|48|56,4,358318080,1773.37771384|1972.94094669|2318.276|2737.60215901,2737.602159011447,8802.196819545477,8802.196819545477,7718.898904342872,7133.42967018197,7533.654025142819,2592.02,7566.222,4828.619840988553,152.67690434287215,432.79232981802943,32.56797485718107,-32.56797485718107,0.002965020058888068
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v06,36|36|48|48,4,334430208,1773.37771384|1773.37771384|2318.276|2318.276,2318.276,8183.30742768741,8183.30742768741,7139.786950465803,6644.464890441508,7079.021849299169,2286.441,7068.606,4750.33,71.18095046580311,424.14110955849173,10.415849299169167,10.415849299169167,0.003370112862422961
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v07,40|48|56|64,4,414056448,1972.94094669|2318.276|2737.60215901|3100.839,3100.839,10129.658105701772,10129.658105701772,8893.280535733456,8231.691080602926,8727.309461149756,2943.371,8709.321,5608.482,183.9595357334565,477.62991939707354,17.988461149756404,17.988461149756404,0.0013166353611263786
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v08,36|48|48|64,4,390168576,1773.37771384|2318.276|2318.276|3100.839,3100.839,9510.768713843705,9510.768713843705,8367.161701558189,7704.032510480827,8179.417890524809,2950.19,8188.85,5088.011,178.31170155818836,484.81748951917325,9.432109475191282,-9.432109475191282,0.0014959365478669166
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__second_blind_v09,40|40|40|64,4,366280704,1972.94094669|1972.94094669|1972.94094669|3100.839,3100.839,9019.661840070978,9019.661840070978,7949.67098466443,7285.319967979402,7677.416270826859,2961.346,7715.68,4614.841,233.99098466442956,430.36003202059874,38.263729173141655,-38.263729173141655,2.2292267175476458e-05
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v00,36|36|36|36,4,286654464,1771.7918312|1771.7918312|1771.7918312|1771.7918312,1771.791831202851,7087.167324811404,7087.167324811404,6138.893596282365,5760.334834061421,6096.362650061119,1719.991,6059.356,4287.564168797149,79.53759628236548,299.02116593857863,37.00665006111922,37.00665006111922,0.0016224496464641014
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v01,40|40|40|40,4,318504960,1974.13715883|1974.13715883|1974.13715883|1974.13715883,1974.137158829843,7896.548635319372,7896.548635319372,6852.5216720591325,6431.733164086683,6781.402530991624,1891.175,6713.215,4739.077841170158,139.30667205913232,281.4818359133169,68.18753099162404,68.18753099162404,0.001276586553536526
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v02,48|48|48|48,4,382205952,2324.2865|2324.2865|2324.2865|2324.2865,2324.2865,9297.146,9297.146,8087.422440484041,7593.557287618998,8124.81130469852,2277.833,8045.295,5721.0085,42.12744048404056,451.737712381002,79.51630469851989,79.51630469851989,0.0006664764934039187
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v03,56|56|56|56,4,445906944,2744.90429394|2744.90429394|2744.90429394|2744.90429394,2744.9042939421774,10979.61717576871,10979.61717576871,9570.85015511729,8989.201495190096,9504.851020936783,2661.849,9400.532,6655.627706057821,170.3181551172911,411.3305048099028,104.319020936784,104.319020936784,0.0031858835223366835
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v04,64|64|64|64,4,509607936,3109.26|3109.26|3109.26|3109.26,3109.26,12437.04,12437.04,10855.853690714841,10198.163498174174,10857.20681356423,3050.287,10721.825,7612.5650000000005,134.0286907148402,523.6615018258271,135.38181356422865,135.38181356422865,0.0005916903139158642
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v05,36|40|48|56,4,358318080,1771.7918312|1974.13715883|2324.2865|2744.90429394,2744.9042939421774,8815.119783974871,8815.119783974871,7730.8075573163205,7143.773840729866,7531.58806249405,2588.807,7516.412,4771.507706057822,214.39555731632026,372.63815927013457,15.176062494049802,15.176062494049802,0.001460936414874634
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v06,36|36|48|48,4,334430208,1771.7918312|1771.7918312|2324.2865|2324.2865,2324.2865,8192.156662405701,8192.156662405701,7148.069286722863,6651.455029047907,7076.68898654063,2251.962,7035.063,4710.7765,113.00628672286257,383.6079709520927,41.62598654063004,41.62598654063004,0.0014194613466858613
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v07,40|48|56|64,4,414056448,1974.13715883|2324.2865|2744.90429394|3109.26,3109.26,10152.58795277202,10152.58795277202,8913.83745384174,8250.463769255144,8727.76588553183,2946.367,8709.852,5600.592000000001,203.9854538417385,459.3882307448566,17.913885531828782,17.913885531828782,0.001401171914287584
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v08,36|48|48|64,4,390168576,1771.7918312|2324.2865|2324.2865|3109.26,3109.26,9529.624831202851,9529.624831202851,8384.255535705839,7719.33198013349,8178.433500399349,2959.383,8209.432,5100.1720000000005,174.82353570583837,490.1000198665106,30.998499600651485,-30.998499600651485,0.00030062981214787533
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__second_blind_v09,40|40|40|64,4,366280704,1974.13715883|1974.13715883|1974.13715883|3109.26,3109.26,9031.67147648953,9031.67147648953,7960.9446147205945,7294.7822001692675,7674.010387434952,2944.338,7671.018,4561.758,289.92661472059444,376.2357998307325,2.9923874349515245,2.9923874349515245,0.0012629353757219839
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v00,36|36,2,143327232,1760.60850303|1760.60850303,1760.6085030314837,3521.2170060629674,1760.6085030314837,1609.3643471468315,1662.4963830084823,1743.6859444875206,1682.09,1680.451,80.15750303148366,71.08665285316852,17.954616991517696,63.23494448752058,63.23494448752058,0.0017287025923397783
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v01,40|40,2,159252480,1956.53706995|1956.53706995,1956.537069951756,3913.074139903512,1956.537069951756,1800.6843618805117,1848.2280242774711,1936.1699540893605,1857.221,1856.773,99.76406995175603,56.08863811948822,8.544975722528761,79.39695408936063,79.39695408936063,0.0012387082319701734
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v02,48|48,2,191102976,2295.5825|2295.5825,2295.5825,4591.165,2295.5825,2131.754903005903,2169.62814054145,2307.04864832034,2219.51,2222.572,73.01049999999987,90.81709699409703,52.94385945854992,84.47664832033979,84.47664832033979,0.002835903628768984
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v03,56|56,2,222953472,2709.30192925|2709.30192925,2709.3019292467934,5418.603858493587,2709.3019292467934,2535.7429918450116,2561.8159150283855,2698.281564817047,2588.119,2583.204,126.09792924679323,47.461008154988576,21.388084971614717,115.077564817047,115.077564817047,0.00066545267040468
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v04,64|64,2,254803968,3067.682|3067.682,3067.682,6135.364,3067.682,2885.693392108295,2901.5444180504846,3074.7155115414334,3017.716,2963.121,104.5609999999997,77.42760789170507,61.57658194951546,111.59451154143335,111.59451154143335,0.0019222974694586932
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v05,36|40,2,151289856,1760.60850303|1956.53706995,1956.537069951756,3717.1455729832396,1956.537069951756,1800.6843618805117,1845.6612849601436,1928.8481586490725,1852.886,1858.348,98.18906995175598,57.66363811948827,12.68671503985638,70.50015864907255,70.50015864907255,0.005716367440328747
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v06,36|48,2,167215104,1760.60850303|2295.5825,2295.5825,4056.191003031484,2295.5825,2131.754903005903,2162.6197761495155,2291.2286841519776,2223.203,2216.169,79.41350000000011,84.41409699409678,53.549223850484395,75.05968415197776,75.05968415197776,0.001563960149248498
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v07,40|56,2,191102976,1956.53706995|2709.30192925,2709.3019292467934,4665.83899919855,2709.3019292467934,2535.7429918450116,2551.9544068704595,2671.361435693625,2580.401,2576.968,132.33392924679356,41.225008154988245,25.013593129540368,94.39343569362518,94.39343569362518,0.00205163587595958
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v08,48|64,2,222953472,2295.5825|3067.682,3067.682,5363.264499999999,3067.682,2885.693392108295,2891.429618689219,3044.411936171545,2941.18,2946.811,120.87099999999964,61.11760789170512,55.38138131078131,97.60093617154507,97.60093617154507,0.0018477601719282856
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v09,56|64,2,238878720,2709.30192925|3067.682,3067.682,5776.983929246793,3067.682,2885.693392108295,2896.849501772537,3062.833896566893,2956.811,2950.073,117.60899999999992,64.37960789170484,53.22349822746264,112.76089656689328,112.76089656689328,0.0002244012266814439
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v00,36|36,2,143327232,1773.37771384|1773.37771384,1773.3777138437054,3546.7554276874107,1773.3777138437054,1621.833205767769,1674.6010317544142,1747.134695888208,1719.941,1725.974,47.40371384370542,104.14079423223097,51.37296824558575,21.16069588820801,21.16069588820801,0.0016564560068691207
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v01,40|40,2,159252480,1972.94094669|1972.94094669,1972.9409466903257,3945.8818933806515,1972.9409466903257,1816.7023932918767,1863.7781760379773,1940.6003682872918,1914.406,1922.171,50.769946690325696,105.46860670812339,58.3928239620227,18.42936828729171,18.42936828729171,0.0037676148480025773
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v02,48|48,2,191102976,2318.276|2318.276,2318.276,4636.552,2318.276,2153.9146157144914,2191.1405777903424,2313.177785121542,2309.594,2306.08,12.195999999999913,152.16538428550848,114.93942220965755,7.097785121542074,7.097785121542074,0.0038025567196280172
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v03,56|56,2,222953472,2737.60215901|2737.60215901,2737.602159011447,5475.204318022894,2737.602159011447,2563.3775550975633,2588.6432848453524,2705.9249860492505,2682.93,2683.495,54.10715901144704,120.11744490243655,94.85171515464754,22.4299860492506,22.4299860492506,0.0013828980489994523
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v04,64|64,2,254803968,3100.839|3100.839,3100.839,6201.678,3100.839,2918.070486619,2932.9757918738933,3083.6706656127517,3062.543,3071.938,28.90099999999984,153.8675133810002,138.96220812610682,11.732665612751589,11.732665612751589,0.0004179771857375069
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v05,36|40,2,151289856,1773.37771384|1972.94094669,1972.9409466903257,3746.318660534031,1972.9409466903257,1816.7023932918767,1861.1638212040098,1932.8213922198743,1915.05,1904.203,68.73794669032577,87.50060670812331,43.03917879599021,28.618392219874295,28.618392219874295,0.000807686995556677
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v06,36|48,2,167215104,1773.37771384|2318.276,2318.276,4091.653713843705,2318.276,2153.9146157144914,2184.0022014065107,2296.1095101464584,2307.868,2305.246,13.029999999999745,151.33138428550865,121.24379859348937,9.136489853541661,-9.136489853541661,0.003273403359121012
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v07,40|56,2,191102976,1972.94094669|2737.60215901,2737.602159011447,4710.543105701772,2737.602159011447,2563.3775550975633,2578.625929903444,2677.5084932304494,2664.083,2678.725,58.87715901144702,115.34744490243656,100.0990700965558,1.2165067695505059,-1.2165067695505059,0.003762237631709106
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v08,48|64,2,222953472,2318.276|3100.839,3100.839,5419.115,3100.839,2918.070486619,2922.7239166524355,3052.0509556684888,3064.795,3057.409,43.429999999999836,139.3385133810002,134.6850833475646,5.358044331511337,-5.358044331511337,0.024883815021150238
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v09,56|64,2,238878720,2737.60215901|3100.839,3100.839,5838.441159011447,3100.839,2918.070486619,2928.21725004448,3071.1781495796236,3085.64,3074.744,26.0949999999998,156.67351338100025,146.52674995552024,3.5658504203765915,-3.5658504203765915,0.024662541011544418
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__second_blind_v00,36|36,2,143327232,1771.7918312|1771.7918312,1771.791831202851,3543.583662405702,1771.791831202851,1620.2846256143825,1673.0976849460553,1746.7063753710356,1735.826,1736.488,35.303831202850915,116.20337438561751,63.39031505394473,10.218375371035563,10.218375371035563,0.0068212391908265575
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__second_blind_v01,40|40,2,159252480,1974.13715883|1974.13715883,1974.137158829843,3948.274317659686,1974.137158829843,1817.8704686152173,1864.912132394984,1940.9234452849503,1922.756,1908.274,65.86315882984309,90.40353138478258,43.36186760501596,32.64944528495039,32.64944528495039,0.001370872317078148
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__second_blind_v02,48|48,2,191102976,2324.2865|2324.2865,2324.2865,4648.573,2324.2865,2159.783739174292,2196.8382667358323,2314.801121175638,2309.173,2313.299,10.987500000000182,153.51526082570808,116.46073326416763,1.502121175637967,1.502121175637967,0.016045050812713874
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__second_blind_v03,56|56,2,222953472,2744.90429394|2744.90429394,2744.9042939421774,5489.808587884355,2744.9042939421774,2570.5079321757726,2595.5653867459096,2707.8971712093753,2683.408,2693.423,51.48129394217767,122.91506782422721,97.85761325409021,14.474171209375527,14.474171209375527,0.012543889318536155
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__second_blind_v04,64|64,2,254803968,3109.26|3109.26,3109.26,6218.52,3109.26,2926.293411276679,2940.958528519758,3085.945037613674,3059.109,3087.788,21.472000000000207,161.49458872332116,146.82947148024186,1.842962386326235,-1.842962386326235,0.004449463499437148
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__second_blind_v05,36|40,2,151289856,1771.7918312|1974.13715883,1974.137158829843,3745.928990032694,1974.137158829843,1817.8704686152173,1862.2613310531406,1932.7945278853174,1922.243,1913.077,61.060158829842976,95.20653138478269,50.81566894685943,19.717527885317395,19.717527885317395,0.00850044195816475
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__second_blind_v06,36|48,2,167215104,1771.7918312|2324.2865,2324.2865,4096.078331202851,2324.2865,2159.783739174292,2189.600374828051,2296.7773473871734,2307.04,2301.1,23.18650000000025,141.316260825708,111.49962517194899,4.3226526128264595,-4.3226526128264595,0.015985832862543937
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__second_blind_v07,40|56,2,191102976,1974.13715883|2744.90429394,2744.9042939421774,4719.04145277202,2744.9042939421774,2570.5079321757726,2585.4680418753082,2678.712654680154,2633.995,2675.022,69.88229394217751,104.51406782422737,89.55395812469169,3.690654680154239,3.690654680154239,0.013544935331372871
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__second_blind_v08,48|64,2,222953472,2324.2865|3109.26,3109.26,5433.5465,3109.26,2926.293411276679,2930.675074824463,3054.0221267909733,3066.316,3048.261,60.99900000000025,121.96758872332111,117.58592517553689,5.7611267909733215,5.7611267909733215,0.0019975323635344684
deepseek-v2-lite,P2D2_MATCHING,L3,deepseek-v2-lite__p2d2_matching__second_blind_v09,56|64,2,238878720,2744.90429394|3109.26,3109.26,5854.164293942178,3109.26,2926.293411276679,2936.1853291291263,3073.311786931363,2995.231,3074.202,35.05799999999999,147.90858872332137,138.0166708708739,0.8902130686374221,-0.8902130686374221,0.024536123520835677
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__second_blind_v00,36|36|36|36,4,286654464,1760.60850303|1760.60850303|1760.60850303|1760.60850303,1760.6085030314837,7042.434012125935,3521.2170060629674,3106.0603727048456,3034.9745203925586,3203.201946438883,1705.665,3184.95,1424.3414969685161,78.88962729515424,149.97547960744123,18.25194643888335,18.25194643888335,0.0014659570793889604
deepseek-v2-lite,P2D2_ALL_TO_ALL,L1,deepseek-v2-lite__p2d2_all_to_all__second_blind_v01,40|40|40|40,4,318504960,1956.53706995|1956.53706995|1956.53706995|1956.53706995,1956.537069951756,7826.148279807024,3913.074139903512,3463.939566777901,3376.606015503488,3554.130921409298,1939.528,3534.848,1578.310930048244,70.90843322209912,158.24198449651203,19.28292140929807,19.28292140929807,0.0014634292620219523
