model_id,configuration,topology_level,vector_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__second_blind_v00,6066.05,6061.635,6066.05,0.000727821234576036,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__second_blind_v01,6741.951,6758.408,6758.408,0.0024350409149610877,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__second_blind_v02,8077.784,8069.884,8077.784,0.0009779909935694786,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__second_blind_v03,9403.323,9401.741,9403.323,0.00016823839827690006,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__second_blind_v04,10781.48,10761.995,10781.48,0.0018072657928223921,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__second_blind_v05,7591.036,7587.234,7591.036,0.00050085390189161,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__second_blind_v06,7085.43,7083.369,7085.43,0.00029087860581511693,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__second_blind_v07,8795.345,8773.325,8795.345,0.0025035970732243725,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__second_blind_v08,8242.655,8229.046,8242.655,0.001651045688555493,False
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__second_blind_v09,7771.784,7760.714,7771.784,0.0014243833848186865,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v00,6061.471,6068.318,6068.318,0.0011283192476071065,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v01,6721.573,6730.662,6730.662,0.0013503872278833704,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v02,8023.364,8076.073,8076.073,0.006526563095702669,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v03,9398.493,9411.337,9411.337,0.0013647370187678054,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v04,10737.401,10741.932,10741.932,0.0004218049416064874,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v05,7595.357,7591.646,7595.357,0.000488587962356508,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v06,7068.828,7078.323,7078.323,0.001341419429432634,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v07,8763.722,8774.944,8774.944,0.0012788685603007555,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v08,8271.996,8301.538,8301.538,0.003558617692288017,False
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__second_blind_v09,7764.242,7766.209,7766.209,0.00025327672742256146,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v00,6072.294,6067.245,6072.294,0.0008314814796516733,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v01,6742.047,6725.538,6742.047,0.002448662846758561,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v02,8054.468,8048.369,8054.468,0.0007572194712301496,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v03,9435.161,9429.244,9435.161,0.0006271223140759826,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v04,10743.569,10788.537,10788.537,0.004168127708140664,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v05,7599.953,7609.777,7609.777,0.0012909708129422996,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v06,7087.877,7079.026,7087.877,0.001248751918240196,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v07,8780.75,8776.723,8780.75,0.00045861686074652436,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v08,8276.732,8268.545,8276.732,0.00098915852295325,False
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__second_blind_v09,7778.402,7777.789,7778.402,7.880796081255298e-05,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v00,6045.332,6075.616,6075.616,0.004984515150397861,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v01,6718.044,6762.242,6762.242,0.0065359979722701906,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v02,8066.373,8089.82,8089.82,0.002898333955514476,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v03,9393.242,9434.567,9434.567,0.004380169222392391,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v04,10728.534,10781.541,10781.541,0.00491645860271733,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v05,7540.383,7571.208,7571.208,0.004071345021824763,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__second_blind_v06,7023.142,7080.246,7080.246,0.008065256489675678,False
