model_id,topology_level,page_count,payload_bytes,replica_0_us,replica_1_us,official_latency_us,relative_spread,above_threshold
qwen2.5-14b-instruct,L2,16,3145728,165.90300000000002,166.614,166.614,0.004267348482120256,False
qwen2.5-14b-instruct,L2,24,4718592,192.3715,191.9835,192.3715,0.0020169307823664382,False
qwen2.5-14b-instruct,L2,32,6291456,222.177,222.2975,222.2975,0.0005420663750155585,False
qwen2.5-14b-instruct,L2,48,9437184,325.813,321.7165,325.813,0.012573163133453828,False
qwen2.5-14b-instruct,L2,64,12582912,389.14149999999995,387.01300000000003,389.14149999999995,0.005469732732180756,False
qwen2.5-14b-instruct,L2,96,18874368,563.5260000000001,559.253,563.5260000000001,0.007582613756951807,False
qwen2.5-14b-instruct,L2,128,25165824,720.037,715.945,720.037,0.005683041288156003,False
qwen2.5-14b-instruct,L2,192,37748736,1000.547,985.094,1000.547,0.015444551830148883,False
qwen2.5-14b-instruct,L2,256,50331648,1250.896,1249.652,1250.896,0.0009944871516096578,False
qwen2.5-14b-instruct,L2,384,75497472,1823.565,1823.8319999999999,1823.8319999999999,0.00014639506270304798,False
qwen2.5-14b-instruct,L2,512,100663296,2402.218,2398.774,2402.218,0.001433675045312274,False
qwen2.5-14b-instruct,L2,768,150994944,3636.9719999999998,3588.63,3636.9719999999998,0.013291826277463684,False
qwen2.5-14b-instruct,L2,1024,201326592,4905.762000000001,4877.744000000001,4905.762000000001,0.005711243227861446,False
qwen2.5-14b-instruct,L2,1536,301989888,7332.57,7323.609,7332.57,0.0012220817530551131,False
qwen2.5-14b-instruct,L2,2048,402653184,9859.132,9864.75,9864.75,0.0005695025216047435,False
qwen2.5-14b-instruct,L2,3072,603979776,15014.86,14959.901,15014.86,0.0036603071890114686,False
qwen2.5-14b-instruct,L2,4096,805306368,20015.494,19935.436,20015.494,0.003999801353891004,False
qwen2.5-14b-instruct,L3,1,196608,105.6725,105.2185,105.6725,0.004296292791407353,False
qwen2.5-14b-instruct,L3,2,393216,120.98,121.366,121.366,0.003180462402979382,False
qwen2.5-14b-instruct,L3,3,589824,122.678,122.34649999999999,122.678,0.0027021959927615827,False
qwen2.5-14b-instruct,L3,4,786432,126.37950000000001,126.4195,126.4195,0.00031640688343168613,False
qwen2.5-14b-instruct,L3,6,1179648,134.0625,134.01749999999998,134.0625,0.0003356643356644544,False
qwen2.5-14b-instruct,L3,8,1572864,140.53300000000002,140.01850000000002,140.53300000000002,0.003661061814662735,False
qwen2.5-14b-instruct,L3,12,2359296,153.9455,154.874,154.874,0.005995196094889946,False
qwen2.5-14b-instruct,L3,16,3145728,168.1575,169.74149999999997,169.74149999999997,0.009331836940288468,False
qwen2.5-14b-instruct,L3,24,4718592,194.1215,192.68,194.1215,0.0074257617007904364,False
qwen2.5-14b-instruct,L3,32,6291456,224.01850000000002,224.337,224.337,0.001419739053299152,False
qwen2.5-14b-instruct,L3,48,9437184,326.58,327.3385,327.3385,0.002317173201441402,False
qwen2.5-14b-instruct,L3,64,12582912,393.4205,390.9885,393.4205,0.006181680924100336,False
qwen2.5-14b-instruct,L3,96,18874368,564.28,566.1890000000001,566.1890000000001,0.0033716656452175957,False
qwen2.5-14b-instruct,L3,128,25165824,723.348,724.203,724.203,0.001180608199634658,False
qwen2.5-14b-instruct,L3,192,37748736,997.3855,1000.5185,1000.5185,0.00313137638134631,False
qwen2.5-14b-instruct,L3,256,50331648,1258.761,1254.3495,1258.761,0.003504636702280999,False
qwen2.5-14b-instruct,L3,384,75497472,1831.5279999999998,1828.3229999999999,1831.5279999999998,0.0017499049973573582,False
qwen2.5-14b-instruct,L3,512,100663296,2405.294,2409.826,2409.826,0.0018806337055041122,False
qwen2.5-14b-instruct,L3,768,150994944,3643.951,3654.6775,3654.6775,0.0029350058931327757,False
qwen2.5-14b-instruct,L3,1024,201326592,4901.968000000001,4875.585499999999,4901.968000000001,0.005382022077663812,False
qwen2.5-14b-instruct,L3,1536,301989888,7327.956,7358.498,7358.498,0.0041505752940341175,False
qwen2.5-14b-instruct,L3,2048,402653184,9848.207,9813.838,9848.207,0.0034898738420100833,False
qwen2.5-14b-instruct,L3,3072,603979776,15026.878,14974.21,15026.878,0.003504919651307576,False
qwen2.5-14b-instruct,L3,4096,805306368,19998.187,19981.268,19998.187,0.0008460266923197431,False
mixtral-8x7b-instruct-v0.1,L1,1,131072,87.4705,83.898,87.4705,0.04084234113215318,False
mixtral-8x7b-instruct-v0.1,L1,2,262144,92.2585,89.8635,92.2585,0.025959667672897306,False
mixtral-8x7b-instruct-v0.1,L1,3,393216,94.088,91.565,94.088,0.02681532182637527,False
mixtral-8x7b-instruct-v0.1,L1,4,524288,94.8845,93.619,94.8845,0.01333726794155002,False
mixtral-8x7b-instruct-v0.1,L1,6,786432,97.893,97.452,97.893,0.0045049186356532385,False
mixtral-8x7b-instruct-v0.1,L1,8,1048576,101.88499999999999,101.342,101.88499999999999,0.005329538204838712,False
mixtral-8x7b-instruct-v0.1,L1,12,1572864,111.17,111.259,111.259,0.0007999352861341432,False
mixtral-8x7b-instruct-v0.1,L1,16,2097152,121.7125,120.92699999999999,121.7125,0.006453733182705253,False
mixtral-8x7b-instruct-v0.1,L1,24,3145728,141.872,141.8515,141.872,0.00014449644750216272,False
mixtral-8x7b-instruct-v0.1,L1,32,4194304,162.919,162.869,162.919,0.00030690097533136936,False
mixtral-8x7b-instruct-v0.1,L1,48,6291456,226.2755,226.47050000000002,226.47050000000002,0.0008610392965089121,False
mixtral-8x7b-instruct-v0.1,L1,64,8388608,268.635,269.685,269.685,0.0038934312253184693,False
mixtral-8x7b-instruct-v0.1,L1,96,12582912,386.001,386.477,386.477,0.0012316386227382201,False
mixtral-8x7b-instruct-v0.1,L1,128,16777216,496.796,494.385,496.796,0.004853098656188861,False
mixtral-8x7b-instruct-v0.1,L1,192,25165824,714.317,710.877,714.317,0.004815789068438879,False
mixtral-8x7b-instruct-v0.1,L1,256,33554432,899.3135,897.5565,899.3135,0.001953712470678966,False
mixtral-8x7b-instruct-v0.1,L1,384,50331648,1235.9544999999998,1232.8565,1235.9544999999998,0.0025065647643175613,False
mixtral-8x7b-instruct-v0.1,L1,512,67108864,1626.5394999999999,1623.7359999999999,1626.5394999999999,0.001723597859135905,False
mixtral-8x7b-instruct-v0.1,L1,768,100663296,2398.386,2394.991,2398.386,0.0014155352808096703,False
mixtral-8x7b-instruct-v0.1,L1,1024,134217728,3207.04,3187.7,3207.04,0.006030482937537463,False
mixtral-8x7b-instruct-v0.1,L1,1536,201326592,4801.259,4779.192,4801.259,0.00459608615156983,False
mixtral-8x7b-instruct-v0.1,L1,2048,268435456,6444.4220000000005,6383.076,6444.4220000000005,0.00951924004976714,False
mixtral-8x7b-instruct-v0.1,L1,3072,402653184,9797.551,9818.562,9818.562,0.0021399263965538357,False
mixtral-8x7b-instruct-v0.1,L1,4096,536870912,13258.253,13228.977,13258.253,0.0022081340580844128,False
mixtral-8x7b-instruct-v0.1,L2,1,131072,76.8495,77.46600000000001,77.46600000000001,0.007958330106111093,False
mixtral-8x7b-instruct-v0.1,L2,2,262144,86.21350000000001,86.077,86.21350000000001,0.001583278720850125,False
mixtral-8x7b-instruct-v0.1,L2,3,393216,87.907,88.05850000000001,88.05850000000001,0.0017204472027119793,False
mixtral-8x7b-instruct-v0.1,L2,4,524288,89.45750000000001,88.994,89.45750000000001,0.005181231310957834,False
mixtral-8x7b-instruct-v0.1,L2,6,786432,94.149,94.099,94.149,0.0005310730862781034,False
mixtral-8x7b-instruct-v0.1,L2,8,1048576,98.086,97.9495,98.086,0.0013916359113430874,False
mixtral-8x7b-instruct-v0.1,L2,12,1572864,108.256,107.4975,108.256,0.007006540053207193,False
mixtral-8x7b-instruct-v0.1,L2,16,2097152,118.37549999999999,117.50800000000001,118.37549999999999,0.007328374536960592,False
mixtral-8x7b-instruct-v0.1,L2,24,3145728,138.4085,138.34050000000002,138.4085,0.0004912993060396119,False
mixtral-8x7b-instruct-v0.1,L2,32,4194304,159.15550000000002,158.27949999999998,159.15550000000002,0.005504051069551684,False
mixtral-8x7b-instruct-v0.1,L2,48,6291456,223.4195,222.03949999999998,223.4195,0.006176721369441897,False
mixtral-8x7b-instruct-v0.1,L2,64,8388608,265.6785,264.38,265.6785,0.004887486191016549,False
mixtral-8x7b-instruct-v0.1,L2,96,12582912,380.988,379.76800000000003,380.988,0.0032022005942443604,False
mixtral-8x7b-instruct-v0.1,L2,128,16777216,491.711,489.752,491.711,0.003984047540120117,False
mixtral-8x7b-instruct-v0.1,L2,192,25165824,707.933,704.669,707.933,0.004610605805916676,False
mixtral-8x7b-instruct-v0.1,L2,256,33554432,900.8565,893.4435000000001,900.8565,0.00822883555816037,False
mixtral-8x7b-instruct-v0.1,L2,384,50331648,1232.911,1232.7095,1232.911,0.00016343434359830002,False
mixtral-8x7b-instruct-v0.1,L2,512,67108864,1622.7095,1617.641,1622.7095,0.0031234795876895144,False
mixtral-8x7b-instruct-v0.1,L2,768,100663296,2401.938,2395.171,2401.938,0.0028173083568353054,False
mixtral-8x7b-instruct-v0.1,L2,1024,134217728,3247.8615,3244.545,3247.8615,0.0010211334442678376,False
mixtral-8x7b-instruct-v0.1,L2,1536,201326592,4845.416,4874.2505,4874.2505,0.005915678728452699,False
mixtral-8x7b-instruct-v0.1,L2,2048,268435456,6458.755,6430.631,6458.755,0.004354399570815087,False
mixtral-8x7b-instruct-v0.1,L2,3072,402653184,9930.709,9928.22,9930.709,0.0002506366866657151,False
mixtral-8x7b-instruct-v0.1,L2,4096,536870912,13189.97,13203.868,13203.868,0.0010525703528694052,False
mixtral-8x7b-instruct-v0.1,L3,1,131072,79.2995,78.5795,79.2995,0.00907950239282718,False
mixtral-8x7b-instruct-v0.1,L3,2,262144,87.143,86.9625,87.143,0.0020713080798227626,False
mixtral-8x7b-instruct-v0.1,L3,3,393216,89.1195,89.75450000000001,89.75450000000001,0.0070748541855840666,False
mixtral-8x7b-instruct-v0.1,L3,4,524288,90.66,90.864,90.864,0.0022451135763339467,False
mixtral-8x7b-instruct-v0.1,L3,6,786432,95.377,95.382,95.382,5.242079218311278e-05,False
mixtral-8x7b-instruct-v0.1,L3,8,1048576,99.36099999999999,99.95949999999999,99.95949999999999,0.005987424907087384,False
mixtral-8x7b-instruct-v0.1,L3,12,1572864,108.884,108.797,108.884,0.0007990154660005446,False
mixtral-8x7b-instruct-v0.1,L3,16,2097152,118.9075,119.0115,119.0115,0.0008738651306806418,False
mixtral-8x7b-instruct-v0.1,L3,24,3145728,139.94299999999998,139.57850000000002,139.94299999999998,0.002604631885838978,False
mixtral-8x7b-instruct-v0.1,L3,32,4194304,160.094,160.8435,160.8435,0.004659809069064102,False
mixtral-8x7b-instruct-v0.1,L3,48,6291456,224.7945,225.765,225.765,0.004298717693176476,False
mixtral-8x7b-instruct-v0.1,L3,64,8388608,267.97450000000003,268.4975,268.4975,0.0019478766096517387,False
mixtral-8x7b-instruct-v0.1,L3,96,12582912,382.0565,383.39099999999996,383.39099999999996,0.0034807807173353957,False
mixtral-8x7b-instruct-v0.1,L3,128,16777216,494.8365,495.1415,495.1415,0.0006159855314087121,False
mixtral-8x7b-instruct-v0.1,L3,192,25165824,709.522,708.982,709.522,0.0007610757665020637,False
mixtral-8x7b-instruct-v0.1,L3,256,33554432,892.7365,900.308,900.308,0.008409899723205853,False
mixtral-8x7b-instruct-v0.1,L3,384,50331648,1233.5625,1233.2865000000002,1233.5625,0.00022374221006218973,False
mixtral-8x7b-instruct-v0.1,L3,512,67108864,1622.956,1621.9315000000001,1622.956,0.0006312555608406893,False
mixtral-8x7b-instruct-v0.1,L3,768,100663296,2402.926,2408.282,2408.282,0.0022239920407993007,False
mixtral-8x7b-instruct-v0.1,L3,1024,134217728,3261.4165000000003,3249.743,3261.4165000000003,0.0035792729938050934,False
mixtral-8x7b-instruct-v0.1,L3,1536,201326592,4864.9035,4873.397000000001,4873.397000000001,0.001742829488342627,False
mixtral-8x7b-instruct-v0.1,L3,2048,268435456,6487.519,6493.167,6493.167,0.0008698374768429855,False
mixtral-8x7b-instruct-v0.1,L3,3072,402653184,9955.014,9939.255,9955.014,0.0015830213799799795,False
mixtral-8x7b-instruct-v0.1,L3,4096,536870912,13287.976,13288.021,13288.021,3.3865087961610504e-06,False
