method,profiles,calls_histogram_wape,bytes_histogram_wape,calls_total_wape,bytes_total_wape,mean_profile_calls_l1,mean_profile_bytes_l1,mean_calls_histogram_tv,mean_normalized_log_payload_emd,composite_ratio_to_h0,scientific_outcome
h0,300,0.18227658983537234,0.15566420610885706,0.009509035763670496,0.020641084067387388,0.18090163093837097,0.19099698436242926,0.09189762829160522,0.010793954593903324,1.0,BASELINE
h0_plus_dnn_residual,300,0.17081777256129382,0.14218159850841258,0.0082128034808061,0.01931101713150712,0.16946816028865266,0.1747676141733022,0.08540247721235346,0.010324248902998162,0.9340819633413974,CONFIRMS_H0_PROTECTED_IMPROVEMENT
