model_id,configuration,topology_level,vector_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v04,113.042,104.86,113.042,0.07238017727924136,False
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v05,77.2755,67.554,77.2755,0.12580313294640594,False
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v06,90.56450000000001,79.7225,90.56450000000001,0.11971578267422679,False
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v07,112.283,102.87049999999999,112.283,0.08382836226321,False
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v08,112.412,102.7745,112.412,0.08573372949507171,False
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v09,112.09450000000001,102.7225,112.09450000000001,0.08360802715565896,False
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v00,78.8535,77.4165,78.8535,0.018223667941182038,False
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v01,80.007,78.54650000000001,80.007,0.018254652717887135,False
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v02,81.7185,82.5215,82.5215,0.00973079742854889,False
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v03,88.91050000000001,89.02250000000001,89.02250000000001,0.0012581089050520348,False
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v04,110.42150000000001,110.7085,110.7085,0.0025923935379848152,False
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v05,78.0325,77.956,78.0325,0.0009803607471245417,False
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v06,86.7315,89.0875,89.0875,0.026445909920022548,False
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v07,108.844,110.23949999999999,110.23949999999999,0.012658801972069889,False
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v08,108.95349999999999,110.0295,110.0295,0.009779195579367421,False
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v09,109.011,113.025,113.025,0.03551426675514276,False
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v00,81.3405,77.21600000000001,81.3405,0.050706597574394024,False
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v01,82.16550000000001,77.2475,82.16550000000001,0.059854805240642434,False
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v02,84.5145,78.009,84.5145,0.07697495696004825,False
