model_id,configuration,topology_level,vector_id,pages,flow_count,total_payload_bytes,edge_costs_us,max_edge_baseline_us,sum_edge_baseline_us,busiest_endpoint_sum_us,graph_prediction_us,matched_solo_max_us,actual_concurrent_wave_us,max_edge_absolute_error_us,graph_absolute_error_us,graph_signed_error_us,cross_replica_relative_spread
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v07,2|4|8|16,4,4423680,98.975|102.9795|112.3035|135.1405,135.1405,449.3985,247.44400000000002,117.59932234008863,105.47649999999999,147.9745,12.834000000000003,30.375177659911373,-30.375177659911373,0.0007704030086265155
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v08,1|4|4|16,4,3686400,94.6865|102.9795|102.9795|135.1405,135.1405,435.786,238.12,109.67297544452703,105.072,156.731,21.59049999999999,47.05802455547297,-47.05802455547297,0.03765049671092516
qwen3-8b,P2D2_ALL_TO_ALL,L1,qwen3-8b__p2d2_all_to_all__v09,2|2|2|16,4,3244032,98.975|98.975|98.975|135.1405,135.1405,432.0655,234.1155,106.26874376892897,105.2495,158.3385,23.198000000000008,52.06975623107104,-52.06975623107104,0.008396568111988077
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v00,1|1|1|1,4,589824,83.1415|83.1415|83.1415|83.1415,83.14150000000001,332.56600000000003,166.28300000000002,42.032760165129076,80.89150000000001,95.1795,12.037999999999997,53.14673983487093,-53.14673983487093,0.023529226356515914
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v01,2|2|2|2,4,1179648,93.5185|93.5185|93.5185|93.5185,93.51849999999999,374.07399999999996,187.03699999999998,60.98718041772693,79.769,95.52000000000001,2.0015000000000214,34.53281958227308,-34.53281958227308,0.026753559463986692
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v02,4|4|4|4,4,2359296,96.791|96.791|96.791|96.791,96.791,387.164,193.582,66.96466333924826,83.6135,100.064,3.272999999999996,33.09933666075173,-33.09933666075173,0.006910577230572341
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v03,8|8|8|8,4,4718592,107.497|107.497|107.497|107.497,107.497,429.988,214.994,86.52002839892957,91.434,114.798,7.301000000000002,28.277971601070433,-28.277971601070433,0.004808446140176593
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v04,16|16|16|16,4,9437184,130.2485|130.2485|130.2485|130.2485,130.2485,520.994,260.497,128.0774623757033,114.81649999999999,157.9125,27.663999999999987,29.83503762429669,-29.83503762429669,0.018079632707986956
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v05,1|2|4|8,4,2211840,83.1415|93.5185|96.791|107.497,107.497,380.948,204.288,77.41884115484096,90.714,100.48400000000001,7.012999999999991,23.065158845159047,-23.065158845159047,0.007145416185661575
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v06,1|1|8|8,4,2654208,83.1415|83.1415|107.497|107.497,107.497,381.27700000000004,214.994,86.52002839892957,92.623,105.77,1.7270000000000039,19.249971601070428,-19.249971601070428,0.01586933913207904
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v07,2|4|8|16,4,4423680,93.5185|96.791|107.497|130.2485,130.2485,428.055,237.7455,108.73637685507165,110.744,145.32549999999998,15.07699999999997,36.58912314492832,-36.58912314492832,0.020337105325630895
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v08,1|4|4|16,4,3686400,83.1415|96.791|96.791|130.2485,130.2485,406.972,227.0395,99.63518961098305,111.61449999999999,144.71949999999998,14.470999999999975,45.084310389016935,-45.084310389016935,0.040105168964790334
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v09,2|2|2|16,4,3244032,93.5185|93.5185|93.5185|130.2485,130.2485,410.804,223.767,96.85323227338918,110.758,143.9265,13.677999999999997,47.07326772661082,-47.07326772661082,0.009049758036219938
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v00,1|1|1|1,4,589824,85.2085|85.2085|85.2085|85.2085,85.2085,340.834,170.417,45.80830094397844,80.02250000000001,93.3095,8.100999999999999,47.50119905602156,-47.50119905602156,0.011885177822193824
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v01,2|2|2|2,4,1179648,95.2945|95.2945|95.2945|95.2945,95.2945,381.178,190.589,64.23118642800101,80.66,96.99449999999999,1.6999999999999886,32.76331357199898,-32.76331357199898,0.03101722262602517
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v02,4|4|4|4,4,2359296,98.729|98.729|98.729|98.729,98.729,394.916,197.458,70.50457530316217,85.9065,99.4855,0.7565000000000026,28.980924696837832,-28.980924696837832,0.017937287343381784
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v03,8|8|8|8,4,4718592,109.7725|109.7725|109.7725|109.7725,109.77250000000001,439.09000000000003,219.54500000000002,90.67641109959322,90.15,111.668,1.8954999999999984,20.991588900406782,-20.991588900406782,0.05111133001397007
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v04,16|16|16|16,4,9437184,132.832|132.832|132.832|132.832,132.832,531.328,265.664,132.7964317042748,113.769,163.9625,31.130500000000012,31.16606829572521,-31.16606829572521,0.04343066249904709
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v05,1|2|4|8,4,2211840,85.2085|95.2945|98.729|109.7725,109.77250000000001,389.0045,208.50150000000002,81.28831458081007,87.5255,101.28999999999999,8.482500000000016,20.001685419189926,-20.001685419189926,0.0073008194293611665
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v06,1|1|8|8,4,2654208,85.2085|85.2085|109.7725|109.7725,109.77250000000001,389.962,219.54500000000002,90.67641109959322,89.14,103.771,6.001500000000007,13.094588900406777,-13.094588900406777,0.0004191922598798753
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v07,2|4|8|16,4,4423680,95.2945|98.729|109.7725|132.832,132.832,436.628,242.6045,113.19351490481083,110.4005,143.9115,11.079499999999996,30.717985095189164,-30.717985095189164,0.014095468395506822
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v08,1|4|4|16,4,3686400,85.2085|98.729|98.729|132.832,132.832,415.4985,231.56099999999998,103.80541838602761,110.363,144.4925,11.660500000000013,40.687081613972396,-40.687081613972396,0.023323009844801665
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v09,2|2|2|16,4,3244032,95.2945|95.2945|95.2945|132.832,132.832,418.7155,228.1265,100.88574459658037,110.46950000000001,142.861,10.028999999999996,41.975255403419624,-41.975255403419624,0.010692211310294448
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v00,1|1|1|1,4,7962624,83.4885|83.4885|83.4885|83.4885,83.4885,333.954,333.954,184.61399070238812,77.36099999999999,163.529,80.0405,21.084990702388126,21.084990702388126,0.005488323172036639
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v01,2|2|2|2,4,15925248,139.8495|139.8495|139.8495|139.8495,139.84949999999998,559.3979999999999,559.3979999999999,383.3870113129668,126.77250000000001,336.351,196.50150000000002,47.03601131296682,47.03601131296682,0.013384827159723056
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v02,4|4|4|4,4,31850496,257.9|257.9|257.9|257.9,257.9,1031.6,1031.6,799.7255161228376,235.58249999999998,679.0015,421.1015,120.72401612283761,120.72401612283761,0.0033512444376042846
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v03,8|8|8|8,4,63700992,461.95|461.95|461.95|461.95,461.95000000000005,1847.8000000000002,1847.8000000000002,1519.3656015646966,438.0005,1356.7285,894.7784999999999,162.63710156469665,162.63710156469665,0.0029655896518721416
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v04,16|16|16|16,4,127401984,850.031|850.031|850.031|850.031,850.031,3400.124,3400.124,2888.0431021692634,828.54,2710.87,1860.839,177.17310216926353,177.17310216926353,0.0004832396979567244
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v05,1|2|4|8,4,29859840,83.4885|139.8495|257.9|461.95,461.95000000000005,943.188,943.188,750.3535340091671,413.346,672.344,210.394,78.00953400916706,78.00953400916706,0.003907226062848879
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v06,1|1|8|8,4,35831808,83.4885|83.4885|461.95|461.95,461.95000000000005,1090.8770000000002,1090.877,875.9041825139498,413.64300000000003,770.3775,308.4275,105.52668251394971,105.52668251394971,0.0011831861652243998
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v07,2|4|8|16,4,59719680,139.8495|257.9|461.95|850.031,850.031,1709.7305,1709.7305,1451.0369598481054,791.5385,1293.8465,443.81550000000016,157.19045984810532,157.19045984810532,0.001678715365385326
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v08,1|4|4|16,4,49766400,83.4885|257.9|257.9|850.031,850.031,1449.3194999999998,1449.3194999999998,1229.661163900005,794.0835,1092.8564999999999,242.82549999999992,136.80466390000515,136.80466390000515,0.0011813078844294198
deepseek-v2-lite,P1D4,L1,deepseek-v2-lite__p1d4__v09,2|2|2|16,4,43794432,139.8495|139.8495|139.8495|850.031,850.031,1269.5794999999998,1269.5794999999998,1076.863910467118,794.3315,967.902,117.8710000000001,108.96191046711806,108.96191046711806,0.0011457771551252474
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v00,1|1|1|1,4,7962624,79.2685|79.2685|79.2685|79.2685,79.26849999999999,317.07399999999996,317.07399999999996,169.7309661468152,78.907,169.973,90.70450000000002,0.2420338531848074,-0.2420338531848074,0.0018385272955116399
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v01,2|2|2|2,4,15925248,135.2385|135.2385|135.2385|135.2385,135.2385,540.954,540.954,367.1250145770079,128.2295,334.64300000000003,199.40450000000004,32.482014577007874,32.482014577007874,0.003931054885355566
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v02,4|4|4|4,4,31850496,252.9015|252.9015|252.9015|252.9015,252.9015,1011.606,1011.606,782.0968909472379,234.364,679.8615,426.96,102.23539094723787,102.23539094723787,0.0013885181025840704
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v03,8|8|8|8,4,63700992,455.1875|455.1875|455.1875|455.1875,455.1875,1820.75,1820.75,1495.5157310535442,426.043,1363.0675,907.8800000000001,132.44823105354408,132.44823105354408,0.00812468934957379
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v04,16|16|16|16,4,127401984,848.57|848.57|848.57|848.57,848.57,3394.28,3394.28,2882.890472103934,820.418,2717.855,1869.2849999999999,165.0354721039339,165.0354721039339,8.86728688616521e-05
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v05,1|2|4|8,4,29859840,79.2685|135.2385|252.9015|455.1875,455.1875,922.596,922.596,731.9936193379482,415.305,673.422,218.23450000000003,58.571619337948164,58.571619337948164,0.001446344194279436
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v06,1|1|8|8,4,35831808,79.2685|79.2685|455.1875|455.1875,455.1875,1068.912,1068.912,856.3770784081959,414.6395,770.578,315.3905,85.7990784081959,85.7990784081959,0.001167954444585723
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v07,2|4|8|16,4,59719680,135.2385|252.9015|455.1875|848.57,848.57,1691.8975,1691.8975,1435.6924622440704,795.9295,1292.34,443.76999999999987,143.35246224407047,143.35246224407047,0.002011080675364016
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v08,1|4|4|16,4,49766400,79.2685|252.9015|252.9015|848.57,848.57,1433.6415,1433.6415000000002,1216.148635146242,796.6965,1088.355,239.78499999999997,127.79363514624197,127.79363514624197,0.0013249353381938865
deepseek-v2-lite,P1D4,L2,deepseek-v2-lite__p1d4__v09,2|2|2|16,4,43794432,135.2385|135.2385|135.2385|848.57,848.57,1254.2855,1254.2855,1063.6778207103407,794.1614999999999,966.2155,117.64549999999997,97.46232071034069,97.46232071034069,0.00012367841335604363
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v00,1|1|1|1,4,7962624,80.933|80.933|80.933|80.933,80.93299999999999,323.73199999999997,323.73199999999997,175.60129656689838,78.65899999999999,171.3405,90.4075,4.260796566898392,4.260796566898392,0.005815904587648557
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v01,2|2|2|2,4,15925248,138.06|138.06|138.06|138.06,138.06,552.24,552.24,377.07583300912853,129.099,335.12,197.06,41.955833009128526,41.955833009128526,0.0037643232275006333
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v02,4|4|4|4,4,31850496,254.4295|254.4295|254.4295|254.4295,254.42950000000002,1017.7180000000001,1017.7180000000001,787.4858154782605,235.7495,680.4739999999999,426.0444999999999,107.01181547826059,107.01181547826059,0.002123519781799064
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v03,8|8|8|8,4,63700992,458.768|458.768|458.768|458.768,458.76800000000003,1835.0720000000001,1835.0720000000001,1508.143377835826,431.669,1355.7495,896.9814999999999,152.39387783582606,152.39387783582606,0.00023824460197098757
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v04,16|16|16|16,4,127401984,850.299|850.299|850.299|850.299,850.299,3401.196,3401.196,2888.9882800320343,820.903,2718.191,1867.8919999999998,170.79728003203445,170.79728003203445,0.001442503488533301
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v05,1|2|4|8,4,29859840,80.933|138.06|254.4295|458.768,458.76800000000003,932.1905,932.1905,740.6024110206196,415.15,671.768,213.0,68.83441102061954,68.83441102061954,0.0005671600909839192
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v06,1|1|8|8,4,35831808,80.933|80.933|458.768|458.768,458.76800000000003,1079.402,1079.402,865.7471360330567,415.7455,770.108,311.3399999999999,95.63913603305673,95.63913603305673,0.00018309120279228722
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v07,2|4|8|16,4,59719680,138.06|254.4295|458.768|850.299,850.299,1701.5565000000001,1701.5565000000001,1444.1220987365778,794.405,1290.0395,439.7405000000001,154.08259873657767,154.08259873657767,0.0003488265281799863
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v08,1|4|4|16,4,49766400,80.933|254.4295|254.4295|850.299,850.299,1440.091,1440.091,1221.8498706990981,796.9365,1088.3885,238.08950000000004,133.4613706990981,133.4613706990981,0.002185340988075518
deepseek-v2-lite,P1D4,L3,deepseek-v2-lite__p1d4__v09,2|2|2|16,4,43794432,138.06|138.06|138.06|850.299,850.299,1264.479,1264.479,1072.5618364838087,795.3240000000001,966.683,116.38400000000001,105.87883648380875,105.87883648380875,0.00030051216375994176
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v00,1|1|1|1,4,7962624,83.4885|83.4885|83.4885|83.4885,83.4885,333.954,333.954,184.61399070238812,79.2895,191.606,108.11749999999999,6.992009297611872,-6.992009297611872,0.02030468774464252
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v01,2|2|2|2,4,15925248,139.8495|139.8495|139.8495|139.8495,139.84949999999998,559.3979999999999,559.3979999999999,383.3870113129668,129.50400000000002,361.6755,221.82600000000002,21.71151131296682,21.71151131296682,0.0072053539706172925
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v02,4|4|4|4,4,31850496,257.9|257.9|257.9|257.9,257.9,1031.6,1031.6,799.7255161228376,240.4315,705.1310000000001,447.2310000000001,94.59451612283749,94.59451612283749,0.0065697012328206385
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v03,8|8|8|8,4,63700992,461.95|461.95|461.95|461.95,461.95000000000005,1847.8000000000002,1847.8000000000002,1519.3656015646966,437.304,1378.3845000000001,916.4345000000001,140.98110156469647,140.98110156469647,0.005294241193223028
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v04,16|16|16|16,4,127401984,850.031|850.031|850.031|850.031,850.031,3400.124,3400.124,2888.0431021692634,826.334,2732.705,1882.674,155.3381021692635,155.3381021692635,0.005761324402011978
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v05,1|2|4|8,4,29859840,83.4885|139.8495|257.9|461.95,461.95000000000005,943.188,943.188,750.3535340091671,416.153,644.797,182.84699999999998,105.55653400916708,105.55653400916708,0.005437370211089648
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v06,1|1|8|8,4,35831808,83.4885|83.4885|461.95|461.95,461.95000000000005,1090.8770000000002,1090.877,875.9041825139498,417.3275,766.204,304.2539999999999,109.70018251394981,109.70018251394981,0.007720528736472209
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v07,2|4|8|16,4,59719680,139.8495|257.9|461.95|850.031,850.031,1709.7305,1709.7305,1451.0369598481054,800.935,1262.3395,412.3085000000001,188.69745984810538,188.69745984810538,0.005260470737071901
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v08,1|4|4|16,4,49766400,83.4885|257.9|257.9|850.031,850.031,1449.3194999999998,1449.3194999999998,1229.661163900005,796.418,1053.014,202.98299999999995,176.64716390000513,176.64716390000513,0.008341294607668822
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__v09,2|2|2|16,4,43794432,139.8495|139.8495|139.8495|850.031,850.031,1269.5794999999998,1269.5794999999998,1076.863910467118,798.979,931.4035,81.37250000000006,145.4604104671181,145.4604104671181,0.0042371539295268
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v00,1|1|1|1,4,7962624,79.2685|79.2685|79.2685|79.2685,79.26849999999999,317.07399999999996,317.07399999999996,169.7309661468152,77.7095,178.28449999999998,99.01599999999999,8.553533853184774,-8.553533853184774,0.008141481732848238
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v01,2|2|2|2,4,15925248,135.2385|135.2385|135.2385|135.2385,135.2385,540.954,540.954,367.1250145770079,128.911,353.04999999999995,217.81149999999997,14.075014577007948,14.075014577007948,0.017762356606712815
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v02,4|4|4|4,4,31850496,252.9015|252.9015|252.9015|252.9015,252.9015,1011.606,1011.606,782.0968909472379,234.0795,688.1225,435.22099999999995,93.97439094723791,93.97439094723791,0.004441069722324209
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v03,8|8|8|8,4,63700992,455.1875|455.1875|455.1875|455.1875,455.1875,1820.75,1820.75,1495.5157310535442,421.02,1367.2185,912.031,128.29723105354424,128.29723105354424,0.002333935651104802
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v04,16|16|16|16,4,127401984,848.57|848.57|848.57|848.57,848.57,3394.28,3394.28,2882.890472103934,799.745,2709.61,1861.04,173.2804721039338,173.2804721039338,0.0041345433475666145
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v05,1|2|4|8,4,29859840,79.2685|135.2385|252.9015|455.1875,455.1875,922.596,922.596,731.9936193379482,413.772,611.816,156.62850000000003,120.17761933794816,120.17761933794816,0.017580449023889673
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v06,1|1|8|8,4,35831808,79.2685|79.2685|455.1875|455.1875,455.1875,1068.912,1068.912,856.3770784081959,413.7215,751.681,296.49350000000004,104.69607840819583,104.69607840819583,0.020227330476625126
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v07,2|4|8|16,4,59719680,135.2385|252.9015|455.1875|848.57,848.57,1691.8975,1691.8975,1435.6924622440704,791.608,1246.2150000000001,397.6450000000001,189.47746224407024,189.47746224407024,0.042100279646770516
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v08,1|4|4|16,4,49766400,79.2685|252.9015|252.9015|848.57,848.57,1433.6415,1433.6415000000002,1216.148635146242,791.0045,1024.148,175.57799999999986,192.00063514624208,192.00063514624208,0.0031382183043856377
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__v09,2|2|2|16,4,43794432,135.2385|135.2385|135.2385|848.57,848.57,1254.2855,1254.2855,1063.6778207103407,791.0305,904.1790000000001,55.60900000000004,159.49882071034062,159.49882071034062,0.020965981293527173
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v00,1|1|1|1,4,7962624,80.933|80.933|80.933|80.933,80.93299999999999,323.73199999999997,323.73199999999997,175.60129656689838,78.2935,175.6115,94.67850000000001,0.01020343310162275,-0.01020343310162275,0.022097072230463335
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v01,2|2|2|2,4,15925248,138.06|138.06|138.06|138.06,138.06,552.24,552.24,377.07583300912853,128.3235,351.89700000000005,213.83700000000005,25.178833009128482,25.178833009128482,0.04246128838836382
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v02,4|4|4|4,4,31850496,254.4295|254.4295|254.4295|254.4295,254.42950000000002,1017.7180000000001,1017.7180000000001,787.4858154782605,233.75850000000003,690.3785,435.949,97.10731547826049,97.10731547826049,0.006040889164422049
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v03,8|8|8|8,4,63700992,458.768|458.768|458.768|458.768,458.76800000000003,1835.0720000000001,1835.0720000000001,1508.143377835826,432.88300000000004,1364.538,905.77,143.60537783582595,143.60537783582595,0.004643696254702974
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v04,16|16|16|16,4,127401984,850.299|850.299|850.299|850.299,850.299,3401.196,3401.196,2888.9882800320343,800.474,2706.957,1856.658,182.03128003203437,182.03128003203437,0.001536780968445326
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v05,1|2|4|8,4,29859840,80.933|138.06|254.4295|458.768,458.76800000000003,932.1905,932.1905,740.6024110206196,417.058,625.836,167.06799999999998,114.76641102061956,114.76641102061956,0.058842891747997915
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v06,1|1|8|8,4,35831808,80.933|80.933|458.768|458.768,458.76800000000003,1079.402,1079.402,865.7471360330567,415.5505,747.207,288.43899999999996,118.54013603305668,118.54013603305668,0.02194974083486899
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v07,2|4|8|16,4,59719680,138.06|254.4295|458.768|850.299,850.299,1701.5565000000001,1701.5565000000001,1444.1220987365778,799.354,1235.9695000000002,385.6705000000002,208.1525987365776,208.1525987365776,0.015173918126620443
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v08,1|4|4|16,4,49766400,80.933|254.4295|254.4295|850.299,850.299,1440.091,1440.091,1221.8498706990981,797.5715,1013.019,162.72000000000003,208.8308706990981,208.8308706990981,0.020358453296532367
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__v09,2|2|2|16,4,43794432,138.06|138.06|138.06|850.299,850.299,1264.479,1264.479,1072.5618364838087,800.7425000000001,904.769,54.47000000000003,167.79283648380874,167.79283648380874,0.02225153602742805
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v00,1|1,2,3981312,83.4885|83.4885,83.4885,166.977,83.4885,1.0,78.5455,79.14500000000001,4.343499999999992,78.14500000000001,-78.14500000000001,0.0005622591446081688
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v01,2|2,2,7962624,139.8495|139.8495,139.84949999999998,279.69899999999996,139.84949999999998,26.72817921166711,128.438,128.785,11.064499999999981,102.05682078833289,-102.05682078833289,0.008141476103583414
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v02,4|4,2,15925248,257.9|257.9,257.9,515.8,257.9,142.00194328971918,234.267,234.31,23.589999999999975,92.30805671028082,-92.30805671028082,0.007191327728223304
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v03,8|8,2,31850496,461.95|461.95,461.95000000000005,923.9000000000001,461.95000000000005,341.25236205225326,428.097,420.3275,41.62250000000006,79.07513794774673,-79.07513794774673,0.0043513688730809925
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v04,16|16,2,63700992,850.031|850.031,850.031,1700.062,850.031,720.2050783658184,820.601,799.0654999999999,50.96550000000002,78.86042163418153,-78.86042163418153,0.0019497775839402312
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v05,1|2,2,5971968,83.4885|139.8495,139.84949999999998,223.33799999999997,139.84949999999998,26.72817921166711,121.34049999999999,121.81299999999999,18.03649999999999,95.08482078833288,-95.08482078833288,0.0045356406951637404
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v06,1|8,2,17915904,83.4885|461.95,461.95000000000005,545.4385000000001,461.95000000000005,341.25236205225326,412.889,412.378,49.57200000000006,71.12563794774672,-71.12563794774672,0.00010669822347453724
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v07,2|16,2,35831808,139.8495|850.031,850.031,989.8805,850.031,720.2050783658184,790.9649999999999,791.178,58.85299999999995,70.9729216341816,-70.9729216341816,0.001227915841947061
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v08,4|16,2,39813120,257.9|850.031,850.031,1107.931,850.031,720.2050783658184,789.738,791.859,58.17199999999991,71.65392163418164,-71.65392163418164,0.004508378385545975
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__v09,8|16,2,47775744,461.95|850.031,850.031,1311.981,850.031,720.2050783658184,791.779,790.826,59.20499999999993,70.62092163418163,-70.62092163418163,0.00221793415997959
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v00,1|1,2,3981312,79.2685|79.2685,79.26849999999999,158.53699999999998,79.26849999999999,1.0,74.672,76.005,3.2634999999999934,75.005,-75.005,0.01080849944082608
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v01,2|2,2,7962624,135.2385|135.2385,135.2385,270.477,135.2385,22.225637281189066,124.1765,125.4745,9.763999999999982,103.24886271881094,-103.24886271881094,0.003889236458403895
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v02,4|4,2,15925248,252.9015|252.9015,252.9015,505.803,252.9015,137.1210159768815,231.05200000000002,231.611,21.29050000000001,94.4899840231185,-94.4899840231185,0.008231474325485379
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v03,8|8,2,31850496,455.1875|455.1875,455.1875,910.375,455.1875,334.64892683107394,421.52700000000004,419.5155,35.672000000000025,84.86657316892604,-84.86657316892604,0.004436069704218295
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__v04,16|16,2,63700992,848.57|848.57,848.57,1697.14,848.57,718.7784434145219,807.6705,799.558,49.01200000000006,80.77955658547808,-80.77955658547808,0.010462655617228374
