model_id,configuration,topology_level,vector_id,replica_id,measurement_id,repeat_count,concurrent_wave_us,matched_solo_max_us,concurrent_repeat_cv
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v05,0,qwen3-8b__p2d2_matching__l1__r0,5,77.2755,77.328,0.10866349554881953
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v05,1,qwen3-8b__p2d2_matching__l1__r1,5,67.554,67.30199999999999,0.08827002879990842
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v06,0,qwen3-8b__p2d2_matching__l1__r0,5,90.56450000000001,90.374,0.07516581363330584
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v06,1,qwen3-8b__p2d2_matching__l1__r1,5,79.7225,79.399,0.062131547127242316
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v07,0,qwen3-8b__p2d2_matching__l1__r0,5,112.283,112.6625,0.048527786815844444
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v07,1,qwen3-8b__p2d2_matching__l1__r1,5,102.87049999999999,102.8335,0.0808663183006191
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v08,0,qwen3-8b__p2d2_matching__l1__r0,5,112.412,112.18549999999999,0.04972430150110992
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v08,1,qwen3-8b__p2d2_matching__l1__r1,5,102.7745,102.941,0.04945240688107055
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v09,0,qwen3-8b__p2d2_matching__l1__r0,5,112.09450000000001,112.2705,0.04849287118859278
qwen3-8b,P2D2_MATCHING,L1,qwen3-8b__p2d2_matching__v09,1,qwen3-8b__p2d2_matching__l1__r1,5,102.7225,102.8485,0.050822852357292524
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v00,0,qwen3-8b__p2d2_matching__l2__r0,5,78.8535,78.4505,0.050582666450254804
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v00,1,qwen3-8b__p2d2_matching__l2__r1,5,77.4165,77.8055,0.036934734952726624
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v01,0,qwen3-8b__p2d2_matching__l2__r0,5,80.007,77.2845,0.044162914431092
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v01,1,qwen3-8b__p2d2_matching__l2__r1,5,78.54650000000001,76.63300000000001,0.033747502479766864
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v02,0,qwen3-8b__p2d2_matching__l2__r0,5,81.7185,80.4865,0.023172810677059157
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v02,1,qwen3-8b__p2d2_matching__l2__r1,5,82.5215,80.3125,0.08451863765619176
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v03,0,qwen3-8b__p2d2_matching__l2__r0,5,88.91050000000001,88.118,0.023857818522811707
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v03,1,qwen3-8b__p2d2_matching__l2__r1,5,89.02250000000001,88.423,0.06431362821652477
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v04,0,qwen3-8b__p2d2_matching__l2__r0,5,110.42150000000001,109.614,0.020908741149556504
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v04,1,qwen3-8b__p2d2_matching__l2__r1,5,110.7085,111.05199999999999,0.06935723431014347
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v05,0,qwen3-8b__p2d2_matching__l2__r0,5,78.0325,76.62100000000001,0.027823520073399104
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v05,1,qwen3-8b__p2d2_matching__l2__r1,5,77.956,77.8325,0.10103480176002057
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v06,0,qwen3-8b__p2d2_matching__l2__r0,5,86.7315,86.47999999999999,0.03910763174071779
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v06,1,qwen3-8b__p2d2_matching__l2__r1,5,89.0875,91.75200000000001,0.060271528944257004
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v07,0,qwen3-8b__p2d2_matching__l2__r0,5,108.844,108.9075,0.04223006520913327
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v07,1,qwen3-8b__p2d2_matching__l2__r1,5,110.23949999999999,110.1335,0.026059176052947657
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v08,0,qwen3-8b__p2d2_matching__l2__r0,5,108.95349999999999,108.8675,0.047553716471063726
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v08,1,qwen3-8b__p2d2_matching__l2__r1,5,110.0295,110.4325,0.07031918166022087
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v09,0,qwen3-8b__p2d2_matching__l2__r0,5,109.011,109.4795,0.10056986467919092
qwen3-8b,P2D2_MATCHING,L2,qwen3-8b__p2d2_matching__v09,1,qwen3-8b__p2d2_matching__l2__r1,5,113.025,113.244,0.02328157128815182
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v00,0,qwen3-8b__p2d2_matching__l3__r0,5,81.3405,81.3545,0.036264952744748676
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v00,1,qwen3-8b__p2d2_matching__l3__r1,5,77.21600000000001,65.76249999999999,0.13079427366038382
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v01,0,qwen3-8b__p2d2_matching__l3__r0,5,82.16550000000001,80.8055,0.021128837802052484
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v01,1,qwen3-8b__p2d2_matching__l3__r1,5,77.2475,65.8905,0.12869476964322368
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v02,0,qwen3-8b__p2d2_matching__l3__r0,5,84.5145,81.5585,0.018422620549453372
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v02,1,qwen3-8b__p2d2_matching__l3__r1,5,78.009,67.672,0.117711658351254
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v03,0,qwen3-8b__p2d2_matching__l3__r0,5,91.155,90.348,0.025357253085227717
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v03,1,qwen3-8b__p2d2_matching__l3__r1,5,88.10249999999999,89.3975,0.08140969061756789
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v04,0,qwen3-8b__p2d2_matching__l3__r0,5,116.18299999999999,118.003,0.06795339883711012
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v04,1,qwen3-8b__p2d2_matching__l3__r1,5,110.652,101.97,0.05265211654968516
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v05,0,qwen3-8b__p2d2_matching__l3__r0,5,79.367,78.11250000000001,0.0980697855472003
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v05,1,qwen3-8b__p2d2_matching__l3__r1,5,75.4375,63.782,0.10547493470866148
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v06,0,qwen3-8b__p2d2_matching__l3__r0,5,90.274,89.75800000000001,0.08162779981255075
qwen3-8b,P2D2_MATCHING,L3,qwen3-8b__p2d2_matching__v06,1,qwen3-8b__p2d2_matching__l3__r1,5,78.27250000000001,81.021,0.08510193534827738
