model,tp,profile_id,source,segment,split,strategy,batch_count,request_count,input_tokens,actual_output_tokens,prefill_wall_us_per_1000,decode_wall_us_per_1000,total_wall_us_per_1000,arrival_span_ms
qwen3-30b-a3b,4,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,throughput,2,32,24182,1739,4998764.430638403,536040203.32568324,541038967.7563217,296000.0
qwen3-30b-a3b,4,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,balanced,4,32,9100,851,8673322.212416679,866609724.1803073,875283046.3927239,299000.0
qwen3-30b-a3b,4,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,latency,8,32,9100,851,16993940.371321514,1350949837.0694928,1367943777.4408143,299000.0
qwen3-30b-a3b,4,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,throughput,2,32,9100,851,4664796.870201826,532475162.93777156,537139959.8079734,299000.0
qwen3-30b-a3b,4,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,balanced,4,32,18897,904,9156374.027952552,650120118.4291859,659276492.4571384,184000.0
qwen3-30b-a3b,4,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,latency,8,32,18897,904,17427502.491045743,993960116.4951454,1011387618.9861913,184000.0
qwen3-30b-a3b,4,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,throughput,2,32,18897,904,4670381.429605186,408969981.5085623,413640362.9381675,184000.0
qwen3-30b-a3b,4,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,balanced,4,32,62754,4010,9703139.745397493,1072528053.0750751,1082231192.8204727,228000.0
qwen3-30b-a3b,4,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,latency,11,32,62754,4010,25533932.46489577,3116571170.24879,3142105102.7136855,228000.0
qwen3-30b-a3b,4,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,throughput,2,32,62754,4010,7789595.780195668,538802421.3607423,546592017.1409379,228000.0
qwen3-30b-a3b,4,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,balanced,4,32,30550,3144,9474387.625232339,1074006531.7368135,1083480919.3620458,298000.0
qwen3-30b-a3b,4,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,latency,8,32,30550,3144,17805572.657380253,2344624160.2068768,2362429732.864257,298000.0
qwen3-30b-a3b,4,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,throughput,2,32,30550,3144,4861186.9278829545,539947309.8514136,544808496.7792965,298000.0
qwen3-30b-a3b,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,balanced,4,32,3794,645,8371324.30751808,440119822.5968983,448491146.9044164,299000.0
qwen3-30b-a3b,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,latency,8,32,3794,645,16799843.666376546,600915826.9444015,617715670.6107781,299000.0
qwen3-30b-a3b,4,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,throughput,2,32,3794,645,4081897.932337597,248774837.78982425,252856735.72216183,299000.0
qwen3-30b-a3b,4,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,balanced,4,32,29547,3101,9440999.681828544,1080333063.2916186,1089774062.973447,293000.0
qwen3-30b-a3b,4,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,latency,8,32,29547,3101,17597970.610950142,2299754186.8826375,2317352157.4935875,293000.0
qwen3-30b-a3b,4,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,throughput,2,32,29547,3101,4855503.153521568,543006412.8304366,547861915.9839581,293000.0
qwen3-30b-a3b,4,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,balanced,4,32,1351,386,8325899.04894121,490422704.257071,498748603.3060122,284000.0
qwen3-30b-a3b,4,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,latency,8,32,1351,386,17771693.47042218,576250703.4814917,594022396.9519138,284000.0
qwen3-30b-a3b,4,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,throughput,2,32,1351,386,4066455.2652742714,281103773.5082209,285170228.7734952,284000.0
qwen3-30b-a3b,4,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,balanced,4,32,14597,1819,9158708.475297317,1070211944.8396842,1079370653.3149817,290000.0
qwen3-30b-a3b,4,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,latency,8,32,14597,1819,17110267.79958047,2126334648.4629438,2143444916.2625241,290000.0
qwen3-30b-a3b,4,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,throughput,2,32,14597,1819,4783498.734468594,536690442.1534855,541473940.8879541,290000.0
qwen3-30b-a3b,4,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,balanced,4,32,18930,1461,9296308.096963912,975797845.7200806,985094153.8170446,296000.0
qwen3-30b-a3b,4,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,latency,8,32,18930,1461,17061029.298929498,1913699979.602825,1930761008.9017544,296000.0
qwen3-30b-a3b,4,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,throughput,2,32,18930,1461,4718040.028819814,537896977.8830651,542615017.9118849,296000.0
qwen3-30b-a3b,4,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,balanced,4,32,6097,322,8300842.047901824,402154982.64296913,410455824.69087094,284000.0
qwen3-30b-a3b,4,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,latency,8,32,6097,322,16340379.050234333,419823043.74687374,436163422.79710805,284000.0
qwen3-30b-a3b,4,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,throughput,2,32,6097,322,4374649.492092431,394967689.87737596,399342339.3694684,284000.0
qwen3-30b-a3b,4,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,balanced,6,32,163424,3519,22030898.806406185,1614734064.5256917,1636764963.332098,294000.0
qwen3-30b-a3b,4,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,latency,27,32,163424,3519,61345129.332039505,6833736438.420601,6895081567.752641,294000.0
qwen3-30b-a3b,4,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,throughput,3,32,163424,3519,21061489.795101807,811250397.8190944,832311887.6141962,294000.0
qwen3-30b-a3b,4,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,balanced,6,32,172375,3497,23203126.56229362,1610685938.8528392,1633889065.4151328,299999.0
qwen3-30b-a3b,4,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,latency,25,32,172375,3497,57309818.657813594,5859922483.563423,5917232302.221237,299999.0
qwen3-30b-a3b,4,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,throughput,3,32,172375,3497,22274074.115557596,810209932.7370524,832484006.85261,299999.0
qwen3-30b-a3b,4,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,balanced,7,32,186555,3432,25139981.64795339,1855608962.0979037,1880748943.745857,297000.0
qwen3-30b-a3b,4,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,latency,27,32,186555,3432,62005169.806070626,6444424942.572369,6506430112.378439,297000.0
qwen3-30b-a3b,4,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,throughput,3,32,186555,3432,24089377.72270292,813902394.4095243,837991772.1322272,297000.0
qwen3-30b-a3b,4,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,balanced,7,32,175061,3483,24544263.957068324,2465918463.8003354,2490462727.757404,297000.0
qwen3-30b-a3b,4,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,latency,26,32,175061,3483,60106830.060249195,6069861048.832536,6129967878.892785,297000.0
qwen3-30b-a3b,4,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,throughput,3,32,175061,3483,22537872.195243835,815169476.1472754,837707348.3425193,297000.0
qwen3-30b-a3b,4,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,balanced,6,32,167738,2058,22096758.155385032,1615735041.5014663,1637831799.6568513,294000.0
qwen3-30b-a3b,4,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,latency,26,32,167738,2058,60397311.055567116,3801810491.801007,3862207802.856574,294000.0
qwen3-30b-a3b,4,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,throughput,3,32,167738,2058,21263609.640300274,812591465.0445338,833855074.6848341,294000.0
qwen3-30b-a3b,4,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,balanced,7,32,197503,2057,26280275.458702818,1886281205.9524004,1912561481.4111032,296999.0
qwen3-30b-a3b,4,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,latency,29,32,197503,2057,67165247.10645899,4210991820.320487,4278157067.426946,296999.0
qwen3-30b-a3b,4,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,throughput,4,32,197503,2057,25821857.649134472,1079394285.2178588,1105216142.8669934,296999.0
qwen3-30b-a3b,4,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,balanced,7,32,199717,1988,26512625.21976605,1888154491.6366692,1914667116.8564353,297000.0
qwen3-30b-a3b,4,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,latency,28,32,199717,1988,65319718.79303455,4751096854.510251,4816416573.303286,297000.0
qwen3-30b-a3b,4,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,throughput,4,32,199717,1988,26125900.91302991,1081829027.3891761,1107954928.302206,297000.0
qwen3-30b-a3b,4,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,balanced,7,32,188607,2043,25128415.087237954,1820783831.9649453,1845912247.0521834,296999.0
qwen3-30b-a3b,4,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,latency,31,32,188607,2043,71295275.44020675,4199861552.5953937,4271156828.0356007,296999.0
qwen3-30b-a3b,4,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,throughput,3,32,188607,2043,24032121.75704539,812734599.3998461,836766721.1568915,296999.0
qwen3-30b-a3b,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,balanced,6,32,146417,2307,20033359.935041517,1579076642.4615867,1599110002.3966284,299353.0
qwen3-30b-a3b,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,latency,25,32,146417,2307,57305513.93935457,4031197643.111227,4088503157.0505815,299353.0
qwen3-30b-a3b,4,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,throughput,3,32,146417,2307,19191266.79422334,810402160.9760821,829593427.7703054,299353.0
qwen3-30b-a3b,8,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,balanced,4,32,17777,1473,9539840.481011197,971008002.4669878,980547842.947999,295000.0
qwen3-30b-a3b,8,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,latency,8,32,17777,1473,18872862.623538822,1637925571.0344296,1656798433.6579685,295000.0
qwen3-30b-a3b,8,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,throughput,2,32,17777,1473,5227972.927968949,590441517.0080029,595669489.9359717,295000.0
qwen3-30b-a3b,8,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,balanced,4,32,5763,386,8954180.695582181,615148261.0439416,624102441.7395238,281000.0
qwen3-30b-a3b,8,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,latency,8,32,5763,386,17999862.611759454,590531308.4367663,608531171.0485257,281000.0
qwen3-30b-a3b,8,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,throughput,2,32,5763,386,4519908.397924155,538199744.5656452,542719652.9635694,281000.0
qwen3-30b-a3b,8,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,balanced,4,32,14124,2022,9464603.790547699,974479865.6611238,983944469.4516715,299000.0
qwen3-30b-a3b,8,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,latency,8,32,14124,2022,17136074.195150286,1780507436.7497582,1797643510.9449084,299000.0
qwen3-30b-a3b,8,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,throughput,2,32,14124,2022,4895597.783615813,544090076.3205718,548985674.1041876,299000.0
qwen3-30b-a3b,8,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,balanced,4,32,9880,1986,8983815.379906446,646040802.3558557,655024617.7357621,292000.0
qwen3-30b-a3b,8,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,latency,8,32,9880,1986,17404925.514711067,1322247367.3522472,1339652292.8669584,292000.0
qwen3-30b-a3b,8,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,throughput,2,32,9880,1986,4754944.093292579,543411692.1969689,548166636.2902615,292000.0
qwen3-30b-a3b,8,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,balanced,4,32,24182,1739,9718968.707602471,1084047620.9996269,1093766589.7072294,296000.0
qwen3-30b-a3b,8,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,latency,8,32,24182,1739,18122315.435903147,2016294132.132316,2034416447.5682192,296000.0
qwen3-30b-a3b,8,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,throughput,2,32,24182,1739,4806667.770026252,542847827.8918192,547654495.6618454,296000.0
qwen3-30b-a3b,8,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,balanced,4,32,9100,851,8999052.74854973,882104846.7652872,891103899.513837,299000.0
qwen3-30b-a3b,8,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,latency,8,32,9100,851,17075611.48214154,1370973488.6942897,1388049100.1764312,299000.0
qwen3-30b-a3b,8,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,throughput,2,32,9100,851,4823575.7276415825,540652538.5333226,545476114.2609642,299000.0
qwen3-30b-a3b,8,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,balanced,4,32,18897,904,9424946.03805244,660918573.703384,670343519.7414365,184000.0
qwen3-30b-a3b,8,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,latency,8,32,18897,904,17788833.5310854,1007905230.8865358,1025694064.4176211,184000.0
qwen3-30b-a3b,8,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,throughput,2,32,18897,904,4914845.36905773,416718875.4363451,421633720.8054029,184000.0
qwen3-30b-a3b,8,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,balanced,4,32,62754,4010,9802189.451875165,1093603816.1453326,1103406005.5972078,228000.0
qwen3-30b-a3b,8,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,latency,11,32,62754,4010,25866650.71430616,3166947549.500037,3192814200.214343,228000.0
qwen3-30b-a3b,8,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,throughput,2,32,62754,4010,6469993.53193678,548131757.2121043,554601750.7440411,228000.0
qwen3-30b-a3b,8,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,balanced,4,32,30550,3144,9528918.424621224,1091309215.49513,1100838133.9197512,298000.0
qwen3-30b-a3b,8,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,latency,8,32,30550,3144,18356318.178121,2377211151.2662377,2395567469.444359,298000.0
qwen3-30b-a3b,8,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,throughput,2,32,30550,3144,4903679.277049378,549097267.4451768,554000946.7222263,298000.0
qwen3-30b-a3b,8,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,balanced,4,32,3794,645,8350947.522558272,447025967.35442054,455376914.8769789,299000.0
qwen3-30b-a3b,8,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,latency,8,32,3794,645,17184854.281367734,611654830.1943113,628839684.4756789,299000.0
qwen3-30b-a3b,8,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,throughput,2,32,3794,645,4221299.837809056,252726946.37533277,256948246.21314183,299000.0
qwen3-30b-a3b,8,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,balanced,4,32,29547,3101,9672783.926362172,1098637181.4797168,1108309965.4060788,293000.0
qwen3-30b-a3b,8,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,latency,8,32,29547,3101,18100877.990946174,2332353911.915561,2350454789.9065075,293000.0
qwen3-30b-a3b,8,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,throughput,2,32,29547,3101,4959744.081133977,551724807.7085242,556684551.7896582,293000.0
qwen3-30b-a3b,8,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,balanced,4,32,1351,386,8615335.857030004,501385003.76488084,510000339.6219108,284000.0
qwen3-30b-a3b,8,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,latency,8,32,1351,386,17069363.03526163,588569340.7326471,605638703.7679087,284000.0
qwen3-30b-a3b,8,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,throughput,2,32,1351,386,4204953.467706218,287945229.82207125,292150183.2897775,284000.0
qwen3-30b-a3b,8,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,balanced,4,32,14597,1819,9262353.85122709,1091495041.0078745,1100757394.8591015,290000.0
qwen3-30b-a3b,8,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,latency,8,32,14597,1819,17437617.731047794,2167770475.469297,2185208093.2003446,290000.0
qwen3-30b-a3b,8,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,throughput,2,32,14597,1819,4863018.461037427,549219426.815398,554082445.2764355,290000.0
qwen3-30b-a3b,8,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,balanced,4,32,18930,1461,9343555.63367717,994491691.6429065,1003835247.2765837,296000.0
qwen3-30b-a3b,8,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,latency,8,32,18930,1461,17565210.233442485,1946440367.2900517,1964005577.5234942,296000.0
qwen3-30b-a3b,8,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,throughput,2,32,18930,1461,4895087.709883228,548489100.6199178,553384188.329801,296000.0
qwen3-30b-a3b,8,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,balanced,4,32,6097,322,8506288.431817666,410996833.49602854,419503121.9278462,284000.0
qwen3-30b-a3b,8,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,latency,8,32,6097,322,16721070.074709132,428892549.9713514,445613620.04606056,284000.0
qwen3-30b-a3b,8,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,throughput,2,32,6097,322,4538905.661320314,402485006.5470673,407023912.2083876,284000.0
qwen3-30b-a3b,8,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,balanced,6,32,163424,3519,18189386.813901365,1643178098.340286,1661367485.1541872,294000.0
qwen3-30b-a3b,8,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,latency,27,32,163424,3519,62981858.0346182,6967147135.204868,7030128993.239487,294000.0
qwen3-30b-a3b,8,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,throughput,3,32,163424,3519,16706452.996004373,830047325.202031,846753778.1980355,294000.0
qwen3-30b-a3b,8,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,balanced,6,32,172375,3497,18549466.09819308,1628951738.2974737,1647501204.3956666,299999.0
qwen3-30b-a3b,8,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,latency,25,32,172375,3497,58653626.329032704,5978353128.477466,6037006754.806499,299999.0
qwen3-30b-a3b,8,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,throughput,3,32,172375,3497,17417715.28031677,816539764.375193,833957479.6555098,299999.0
qwen3-30b-a3b,8,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,balanced,7,32,186555,3432,20604199.613444507,1860074017.3715167,1880678216.9849613,297000.0
qwen3-30b-a3b,8,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,latency,27,32,186555,3432,62363066.73963554,6473862480.110256,6536225546.849892,297000.0
qwen3-30b-a3b,8,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,throughput,3,32,186555,3432,18710475.56051053,812929456.3841541,831639931.9446646,297000.0
qwen3-30b-a3b,8,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,balanced,7,32,175061,3483,20109768.08378473,2461166502.907872,2481276270.991657,297000.0
qwen3-30b-a3b,8,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,latency,26,32,175061,3483,60156334.07514542,6087793301.732745,6147949635.807891,297000.0
qwen3-30b-a3b,8,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,throughput,3,32,175061,3483,17623322.521103546,816485806.6302259,834109129.1513294,297000.0
qwen3-30b-a3b,8,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,balanced,6,32,167738,2058,17739600.298227742,1618184062.7687051,1635923663.066933,294000.0
qwen3-30b-a3b,8,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,latency,26,32,167738,2058,60149622.46990763,3819225071.492838,3879374693.962745,294000.0
qwen3-30b-a3b,8,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,throughput,3,32,167738,2058,16659823.450027034,811998065.1244987,828657888.5745257,294000.0
qwen3-30b-a3b,8,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,balanced,7,32,197503,2057,21090161.753818393,1891806010.3897004,1912896172.143519,296999.0
qwen3-30b-a3b,8,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,latency,29,32,197503,2057,67449482.01230727,4224451509.3334484,4291900991.3457556,296999.0
qwen3-30b-a3b,8,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,throughput,4,32,197503,2057,20768063.20110336,1079067168.9319425,1099835232.1330457,296999.0
qwen3-30b-a3b,8,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,balanced,7,32,199717,1988,21213425.265159458,1892659105.4478195,1913872530.7129788,297000.0
qwen3-30b-a3b,8,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,latency,28,32,199717,1988,65355372.76067771,4746176554.792328,4811531927.553005,297000.0
qwen3-30b-a3b,8,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,throughput,4,32,199717,1988,20880996.104096994,1078856552.048819,1099737548.1529162,297000.0
qwen3-30b-a3b,8,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,balanced,7,32,188607,2043,20442054.98532392,1827580887.329532,1848022942.3148558,296999.0
qwen3-30b-a3b,8,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,latency,31,32,188607,2043,71554322.69792072,4225867535.104044,4297421857.801965,296999.0
qwen3-30b-a3b,8,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,throughput,3,32,188607,2043,18822080.368408933,815764351.6315148,834586431.9999237,296999.0
qwen3-30b-a3b,8,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,balanced,6,32,146417,2307,16772310.715168715,1590561090.6484072,1607333401.363576,299353.0
qwen3-30b-a3b,8,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,latency,25,32,146417,2307,57677293.836604804,4058279363.8750443,4115956657.7116494,299353.0
qwen3-30b-a3b,8,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,throughput,3,32,146417,2307,15129243.227420375,810388406.5931197,825517649.8205401,299353.0
qwen3-8b,2,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,balanced,4,32,17777,1473,4659924.8016718775,315616809.82122195,320276734.62289387,295000.0
qwen3-8b,2,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,latency,8,32,17777,1473,17605349.567020312,522906408.7034203,540511758.2704406,295000.0
qwen3-8b,2,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,throughput,2,32,17777,1473,4065468.2379681617,184905845.64278835,188971313.8807565,295000.0
qwen3-8b,2,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,balanced,4,32,5763,386,4032417.869893834,188422184.90317464,192454602.7730685,281000.0
qwen3-8b,2,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,latency,8,32,5763,386,6991804.082645103,199154341.97173452,206146146.05437964,281000.0
qwen3-8b,2,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,throughput,2,32,5763,386,2020639.0181556344,181810917.71111822,183831556.72927386,281000.0
qwen3-8b,2,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,balanced,4,32,14124,2022,4309224.896132946,303939718.491165,308248943.3872979,299000.0
qwen3-8b,2,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,latency,8,32,14124,2022,7041955.890599638,581112649.3790653,588154605.2696649,299000.0
qwen3-8b,2,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,throughput,2,32,14124,2022,3142408.7937921286,183576264.06941563,186718672.86320776,299000.0
qwen3-8b,2,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,balanced,4,32,9880,1986,4094670.4102680087,218389989.66268265,222484660.07295066,292000.0
qwen3-8b,2,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,latency,8,32,9880,1986,6729603.366693482,416888128.0929781,423617731.4596716,292000.0
qwen3-8b,2,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,throughput,2,32,9880,1986,2326488.756807521,183617444.50521654,185943933.26202407,292000.0
qwen3-8b,2,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,balanced,4,32,24182,1739,5398946.785135195,365059784.2351999,370458731.0203351,296000.0
qwen3-8b,2,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,latency,8,32,24182,1739,7309988.664928824,637278852.664167,644588841.3290958,296000.0
qwen3-8b,2,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,throughput,2,32,24182,1739,5212829.331867397,182804176.87492445,188017006.20679185,296000.0
qwen3-8b,2,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,balanced,4,32,9100,851,3873667.5633117557,297171574.5225083,301045242.0858201,299000.0
qwen3-8b,2,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,latency,8,32,9100,851,6640754.814725369,416814226.860879,423454981.67560434,299000.0
qwen3-8b,2,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,throughput,2,32,9100,851,2129382.4538588524,181296864.84462583,183426247.29848468,299000.0
qwen3-8b,2,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,balanced,4,32,18897,904,4306086.2517450005,222512725.91529414,226818812.16703916,184000.0
qwen3-8b,2,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,latency,8,32,18897,904,6832863.786257803,340459806.43713844,347292670.2233963,184000.0
qwen3-8b,2,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,throughput,2,32,18897,904,4007418.3489196002,138967923.441669,142975341.79058856,184000.0
qwen3-8b,2,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,balanced,4,32,62754,4010,13645124.097820371,366214868.78721046,379859992.8850308,228000.0
