model,tp,profile_id,source,segment,split,strategy,batch_count,request_count,input_tokens,actual_output_tokens,prefill_wall_us_per_1000,decode_wall_us_per_1000,total_wall_us_per_1000,arrival_span_ms
deepseek-v2-lite,8,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,balanced,4,32,14124,2022,7737243.169685826,655983179.6621438,663720422.8318297,299000.0
deepseek-v2-lite,8,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,latency,8,32,14124,2022,13873860.909370705,1258222004.7188456,1272095865.6282165,299000.0
deepseek-v2-lite,8,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,throughput,2,32,14124,2022,4174102.155957371,396877348.51031566,401051450.666273,299000.0
deepseek-v2-lite,8,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,balanced,4,32,9880,1986,7185214.024502784,471359306.65535855,478544520.6798613,292000.0
deepseek-v2-lite,8,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,latency,8,32,9880,1986,13985468.540340662,899887259.7294394,913872728.26978,292000.0
deepseek-v2-lite,8,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,throughput,2,32,9880,1986,3978245.6879038364,397435401.18797684,401413646.87588066,292000.0
deepseek-v2-lite,8,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,balanced,4,32,24182,1739,7625743.455719203,788931949.9372505,796557693.3929696,296000.0
deepseek-v2-lite,8,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,latency,8,32,24182,1739,14508757.158182561,1390969602.9732003,1405478360.131383,296000.0
deepseek-v2-lite,8,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,throughput,2,32,24182,1739,3884625.475620851,395462632.4120909,399347257.88771176,296000.0
deepseek-v2-lite,8,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,balanced,4,32,9100,851,7068870.705552399,644404223.5671077,651473094.2726601,299000.0
deepseek-v2-lite,8,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,latency,8,32,9100,851,14336012.973217294,903508617.6882032,917844630.6614206,299000.0
deepseek-v2-lite,8,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,throughput,2,32,9100,851,3614253.8592685014,394287637.20206916,397901891.06133765,299000.0
deepseek-v2-lite,8,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,balanced,4,32,18897,904,7419659.14494358,480032715.97553974,487452375.12048334,184000.0
deepseek-v2-lite,8,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,latency,8,32,18897,904,13544341.17092751,736816971.0389339,750361312.2098614,184000.0
deepseek-v2-lite,8,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,throughput,2,32,18897,904,3750966.745428741,301845063.97927177,305596030.72470057,184000.0
deepseek-v2-lite,8,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,balanced,4,32,62754,4010,7915145.3683152795,791029453.8305607,798944599.1988759,228000.0
deepseek-v2-lite,8,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,latency,11,32,62754,4010,19409129.512496293,2175018347.101286,2194427476.6137824,228000.0
deepseek-v2-lite,8,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,throughput,2,32,62754,4010,5915677.844313905,396389160.91644204,402304838.76075596,228000.0
deepseek-v2-lite,8,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,balanced,4,32,30550,3144,7302245.969185606,789418576.3725545,796720822.3417401,298000.0
deepseek-v2-lite,8,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,latency,8,32,30550,3144,13757125.736447051,1584766449.086601,1598523574.8230479,298000.0
deepseek-v2-lite,8,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,throughput,2,32,30550,3144,3789725.5388088524,396219430.4331206,400009155.97192943,298000.0
deepseek-v2-lite,8,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,balanced,4,32,3794,645,6911876.2912694365,326253413.5719761,333165289.86324555,299000.0
deepseek-v2-lite,8,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,latency,8,32,3794,645,13937386.131146923,445558273.3207848,459495659.4519317,299000.0
deepseek-v2-lite,8,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,throughput,2,32,3794,645,3424435.8248542994,183360318.79880464,186784754.62365896,299000.0
deepseek-v2-lite,8,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,balanced,4,32,29547,3101,7432783.604599535,791827365.8433464,799260149.4479458,293000.0
deepseek-v2-lite,8,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,latency,8,32,29547,3101,13722630.62512502,1522418955.952162,1536141586.577287,293000.0
deepseek-v2-lite,8,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,throughput,2,32,29547,3101,3777710.2552354336,395676556.8000264,399454267.05526185,293000.0
deepseek-v2-lite,8,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,balanced,4,32,1351,386,6693322.793580592,363393957.7557612,370087280.5493418,284000.0
deepseek-v2-lite,8,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,latency,8,32,1351,386,13615752.715850249,427108102.30346394,440723855.0193142,284000.0
deepseek-v2-lite,8,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,throughput,2,32,1351,386,3488184.680463746,207911954.61060852,211400139.29107225,284000.0
deepseek-v2-lite,8,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,balanced,4,32,14597,1819,7081022.398779169,791548068.3150235,798629090.7138027,290000.0
deepseek-v2-lite,8,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,latency,8,32,14597,1819,13591237.307991832,1574259786.1681132,1587851023.4761052,290000.0
deepseek-v2-lite,8,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,throughput,2,32,14597,1819,3584141.144528985,395393190.11964834,398977331.2641773,290000.0
deepseek-v2-lite,8,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,balanced,4,32,18930,1461,7028168.271062896,718214613.8220559,725242782.0931189,296000.0
deepseek-v2-lite,8,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,latency,8,32,18930,1461,13776240.608422086,1189952313.899994,1203728554.508416,296000.0
deepseek-v2-lite,8,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,throughput,2,32,18930,1461,3736367.158126086,394749673.2871514,398486040.44527745,296000.0
deepseek-v2-lite,8,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,balanced,4,32,6097,322,6723196.478560567,297565554.35596967,304288750.83453023,284000.0
deepseek-v2-lite,8,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,latency,8,32,6097,322,13359816.570300609,310822695.81384027,324182512.38414085,284000.0
deepseek-v2-lite,8,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,throughput,2,32,6097,322,3506895.3584413975,291783691.3256906,295290586.684132,284000.0
deepseek-v2-lite,8,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,balanced,6,32,163424,3519,15571514.057228342,1192782832.3387074,1208354346.3959358,294000.0
deepseek-v2-lite,8,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,latency,27,32,163424,3519,46728763.05994578,4787603357.050102,4834332120.110048,294000.0
deepseek-v2-lite,8,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,throughput,3,32,163424,3519,14418230.566661805,596619734.7734123,611037965.3400742,294000.0
deepseek-v2-lite,8,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,balanced,6,32,172375,3497,16097921.936307102,1193628557.579359,1209726479.5156662,299999.0
deepseek-v2-lite,8,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,latency,25,32,172375,3497,43246370.42009272,4349791638.2038965,4393038008.623989,299999.0
deepseek-v2-lite,8,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,throughput,3,32,172375,3497,14944849.419407547,595842645.2998538,610787494.7192613,299999.0
deepseek-v2-lite,8,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,balanced,7,32,186555,3432,17518273.583846167,1362963859.2246919,1380482132.8085382,297000.0
deepseek-v2-lite,8,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,latency,27,32,186555,3432,46727186.65096909,4404599731.03134,4451326917.682309,297000.0
deepseek-v2-lite,8,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,throughput,3,32,186555,3432,16085401.75948292,592159960.4771472,608245362.2366302,297000.0
deepseek-v2-lite,8,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,balanced,7,32,175061,3483,17032498.901244253,1383131244.45267,1400163743.3539145,297000.0
deepseek-v2-lite,8,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,latency,26,32,175061,3483,44928310.70092507,4461803860.584041,4506732171.284966,297000.0
deepseek-v2-lite,8,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,throughput,3,32,175061,3483,15088947.92641513,593047807.6625149,608136755.5889301,297000.0
deepseek-v2-lite,8,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,balanced,6,32,167738,2058,15535914.833890274,1183504267.0136318,1199040181.847522,294000.0
deepseek-v2-lite,8,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,latency,26,32,167738,2058,44966834.189835936,2787754355.1730924,2832721189.3629284,294000.0
deepseek-v2-lite,8,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,throughput,3,32,167738,2058,14462663.35551627,593602847.1041937,608065510.4597099,294000.0
deepseek-v2-lite,8,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,balanced,7,32,197503,2057,18055266.700685024,1379043315.7701044,1397098582.4707894,296999.0
deepseek-v2-lite,8,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,latency,29,32,197503,2057,50325067.18998775,3085359404.7075605,3135684471.897548,296999.0
deepseek-v2-lite,8,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,throughput,4,32,197503,2057,17640976.584516466,789505826.2220118,807146802.8065283,296999.0
deepseek-v2-lite,8,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,balanced,7,32,199717,1988,18301381.75864704,1381845316.7914412,1400146698.5500884,297000.0
deepseek-v2-lite,8,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,latency,28,32,199717,1988,48349834.74574983,2961655457.824236,3010005292.5699854,297000.0
deepseek-v2-lite,8,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,throughput,4,32,199717,1988,17741581.454174593,790389169.647824,808130751.1019986,297000.0
deepseek-v2-lite,8,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,balanced,7,32,188607,2043,17488316.92384556,1336708618.9391558,1354196935.8630013,296999.0
deepseek-v2-lite,8,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,latency,31,32,188607,2043,52960453.03111896,3071755709.9414988,3124716162.972618,296999.0
deepseek-v2-lite,8,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,throughput,3,32,188607,2043,16167447.523912415,593458187.9992038,609625635.5231162,296999.0
deepseek-v2-lite,8,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,balanced,6,32,146417,2307,14090168.260736391,1157861898.4494824,1171952066.710219,299353.0
deepseek-v2-lite,8,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,latency,25,32,146417,2307,42883326.12486556,2951616704.3475432,2994500030.472409,299353.0
deepseek-v2-lite,8,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,throughput,3,32,146417,2307,12793389.323633164,592793736.665044,605587125.9886771,299353.0
qwen3-30b-a3b,2,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,balanced,4,32,17777,1473,9138483.990682289,917404259.1475881,926542743.1382705,295000.0
qwen3-30b-a3b,2,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,latency,8,32,17777,1473,18197885.219706222,1540155475.1733785,1558353360.3930845,295000.0
qwen3-30b-a3b,2,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,throughput,2,32,17777,1473,5021142.715122551,569475646.7128172,574496789.4279398,295000.0
qwen3-30b-a3b,2,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,balanced,4,32,5763,386,8659052.837174386,591400117.0895063,600059169.9266806,281000.0
qwen3-30b-a3b,2,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,latency,8,32,5763,386,16942707.23965019,567516310.1113867,584459017.3510369,281000.0
qwen3-30b-a3b,2,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,throughput,2,32,5763,386,4390801.914269105,517976169.4453191,522366971.3595882,281000.0
qwen3-30b-a3b,2,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,balanced,4,32,14124,2022,9009600.064018741,905160349.9101474,914169949.9741663,299000.0
qwen3-30b-a3b,2,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,latency,8,32,14124,2022,16629964.695312083,1719158490.1884198,1735788454.8837318,299000.0
qwen3-30b-a3b,2,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,throughput,2,32,14124,2022,4683056.58432655,526633455.27253115,531316511.85685766,299000.0
qwen3-30b-a3b,2,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,balanced,4,32,9880,1986,8583074.493799359,627304559.8936733,635887634.3874726,292000.0
qwen3-30b-a3b,2,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,latency,8,32,9880,1986,16892815.503524616,1231456485.3149931,1248349300.8185177,292000.0
qwen3-30b-a3b,2,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,throughput,2,32,9880,1986,4494751.454330981,527616946.4632403,532111697.9175713,292000.0
qwen3-30b-a3b,2,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,balanced,4,32,24182,1739,9341712.895547971,1047956558.5555974,1057298271.4511454,296000.0
qwen3-30b-a3b,2,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,latency,8,32,24182,1739,17164639.05177079,1944450629.5549219,1961615268.6066926,296000.0
qwen3-30b-a3b,2,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,throughput,2,32,24182,1739,4715162.969660014,526840076.02510977,531555238.99476975,296000.0
qwen3-30b-a3b,2,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,balanced,4,32,9100,851,8639266.21968858,850092457.0544157,858731723.2741044,299000.0
qwen3-30b-a3b,2,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,latency,8,32,9100,851,16264578.79319787,1325760136.678582,1342024715.4717798,299000.0
qwen3-30b-a3b,2,profile_06_burstgpt_2_c0,burstgpt,burstgpt_2,validation,throughput,2,32,9100,851,4569802.695186809,522078774.4037807,526648577.0989675,299000.0
qwen3-30b-a3b,2,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,balanced,4,32,18897,904,8908995.921956375,639142200.408969,648051196.3309255,184000.0
qwen3-30b-a3b,2,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,latency,8,32,18897,904,16760574.973886833,977481750.4512612,994242325.425148,184000.0
qwen3-30b-a3b,2,profile_07_burstgpt_2_c1,burstgpt,burstgpt_2,validation,throughput,2,32,18897,904,4570841.236272827,400644876.7031543,405215717.93942714,184000.0
qwen3-30b-a3b,2,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,balanced,4,32,62754,4010,10903074.929956347,1057517093.0242167,1068420167.954173,228000.0
qwen3-30b-a3b,2,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,latency,11,32,62754,4010,24959688.511444256,3056526349.566411,3081486038.0778556,228000.0
qwen3-30b-a3b,2,profile_08_burstgpt_2_c2,burstgpt,burstgpt_2,validation,throughput,2,32,62754,4010,9919812.087900937,528277515.89939,538197327.9872909,228000.0
qwen3-30b-a3b,2,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,balanced,4,32,30550,3144,9243855.136446655,1059274557.9488109,1068518413.0852576,298000.0
qwen3-30b-a3b,2,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,latency,8,32,30550,3144,17325878.754490986,2305765199.154848,2323091077.9093394,298000.0
qwen3-30b-a3b,2,profile_09_burstgpt_2_c3,burstgpt,burstgpt_2,validation,throughput,2,32,30550,3144,5112285.02728045,529483502.03223526,534595787.0595157,298000.0
qwen3-30b-a3b,2,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,balanced,4,32,3794,645,8041851.571761072,433038652.29245275,441080503.8642138,299000.0
qwen3-30b-a3b,2,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,latency,8,32,3794,645,16699942.498235032,589857418.5557663,606557361.0540013,299000.0
qwen3-30b-a3b,2,profile_10_burstgpt_2_c4,burstgpt,burstgpt_2,validation,throughput,2,32,3794,645,4067976.784426719,244797089.31175992,248865066.09618664,299000.0
qwen3-30b-a3b,2,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,balanced,4,32,29547,3101,9201858.512824401,1060099196.038209,1069301054.5510333,293000.0
qwen3-30b-a3b,2,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,latency,8,32,29547,3101,17221966.496435925,2263730559.8764215,2280952526.3728576,293000.0
qwen3-30b-a3b,2,profile_11_burstgpt_3_c0,burstgpt,burstgpt_3,temporal_test,throughput,2,32,29547,3101,5194239.318370819,531544112.2511402,536738351.569511,293000.0
qwen3-30b-a3b,2,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,balanced,4,32,1351,386,8216639.136662707,482415455.80094683,490632094.9376095,284000.0
qwen3-30b-a3b,2,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,latency,8,32,1351,386,17334580.974420533,565940419.503022,583275000.4774425,284000.0
qwen3-30b-a3b,2,profile_12_burstgpt_3_c1,burstgpt,burstgpt_3,temporal_test,throughput,2,32,1351,386,4109222.849365324,277019793.2841256,281129016.1334909,284000.0
qwen3-30b-a3b,2,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,balanced,4,32,14597,1819,8823952.346574515,1052243230.0494983,1061067182.3960729,290000.0
qwen3-30b-a3b,2,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,latency,8,32,14597,1819,16560019.954340532,2082349676.5224264,2098909696.4767668,290000.0
qwen3-30b-a3b,2,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,throughput,2,32,14597,1819,4613851.313479245,529906271.3165767,534520122.630056,290000.0
qwen3-30b-a3b,2,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,balanced,4,32,18930,1461,8911682.525649667,959930541.2557442,968842223.7813939,296000.0
qwen3-30b-a3b,2,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,latency,8,32,18930,1461,16815939.859952778,1882657567.1846514,1899473507.044604,296000.0
qwen3-30b-a3b,2,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,throughput,2,32,18930,1461,4640847.881091759,529174661.2347197,533815509.11581147,296000.0
qwen3-30b-a3b,2,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,balanced,4,32,6097,322,8191088.476451114,395177953.4399975,403369041.9164486,284000.0
qwen3-30b-a3b,2,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,latency,8,32,6097,322,16040326.32894814,412559420.30693406,428599746.6358822,284000.0
qwen3-30b-a3b,2,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,throughput,2,32,6097,322,4281707.660993561,386912557.2964549,391194264.9574485,284000.0
qwen3-30b-a3b,2,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,balanced,6,32,163424,3519,28911790.082929656,1571137420.1637228,1600049210.2466524,294000.0
qwen3-30b-a3b,2,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,latency,27,32,163424,3519,59775511.7341876,6695185627.06071,6754961138.794897,294000.0
qwen3-30b-a3b,2,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,throughput,3,32,163424,3519,28259054.088266566,790780158.1604872,819039212.2487538,294000.0
qwen3-30b-a3b,2,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,balanced,6,32,172375,3497,30892551.614670083,1588668168.08586,1619560719.70053,299999.0
qwen3-30b-a3b,2,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,latency,25,32,172375,3497,55823585.571488366,5741448970.54066,5797272556.112148,299999.0
qwen3-30b-a3b,2,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,throughput,3,32,172375,3497,30135649.48923886,797834900.6734788,827970550.1627177,299999.0
qwen3-30b-a3b,2,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,balanced,7,32,186555,3432,33400242.100469768,1827936677.2912908,1861336919.3917606,297000.0
qwen3-30b-a3b,2,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,latency,27,32,186555,3432,60813551.768660545,6327823949.744925,6388637501.513585,297000.0
qwen3-30b-a3b,2,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,throughput,3,32,186555,3432,32722551.986807957,798555832.4144222,831278384.4012301,297000.0
qwen3-30b-a3b,2,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,balanced,7,32,175061,3483,32132711.40703,2424192560.0217657,2456325271.4287953,297000.0
qwen3-30b-a3b,2,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,latency,26,32,175061,3483,58696719.17753294,5958599576.930283,6017296296.107816,297000.0
qwen3-30b-a3b,2,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,throughput,3,32,175061,3483,30414528.76641415,799880542.9670029,830295071.733417,297000.0
qwen3-30b-a3b,2,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,balanced,6,32,167738,2058,29193595.313699916,1582199529.1335042,1611393124.447204,294000.0
qwen3-30b-a3b,2,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,latency,26,32,167738,2058,58901793.23614575,3727353566.5881352,3786255359.824281,294000.0
qwen3-30b-a3b,2,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,throughput,3,32,167738,2058,28607439.598999918,797497219.3478607,826104658.9468606,294000.0
qwen3-30b-a3b,2,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,balanced,7,32,197503,2057,34935876.72710419,1851990689.872764,1886926566.5998683,296999.0
qwen3-30b-a3b,2,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,latency,29,32,197503,2057,65485421.88829742,4130165664.1007867,4195651085.9890842,296999.0
qwen3-30b-a3b,2,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,throughput,4,32,197503,2057,34314944.641664624,1057631299.8018693,1091946244.443534,296999.0
qwen3-30b-a3b,2,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,balanced,7,32,199717,1988,35358878.49284336,1852023206.1564457,1887382084.6492891,297000.0
qwen3-30b-a3b,2,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,latency,28,32,199717,1988,63718481.83334805,4668446608.469822,4732165090.303169,297000.0
qwen3-30b-a3b,2,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,throughput,4,32,199717,1988,35015458.88138935,1058613968.2854991,1093629427.1668885,297000.0
qwen3-30b-a3b,2,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,balanced,7,32,188607,2043,33236735.500395298,1790327713.417355,1823564448.9177504,296999.0
qwen3-30b-a3b,2,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,latency,31,32,188607,2043,69212192.78592616,4107654027.902754,4176866220.68868,296999.0
qwen3-30b-a3b,2,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,throughput,3,32,188607,2043,32509429.089259356,796778296.2368801,829287725.3261395,296999.0
qwen3-30b-a3b,2,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,balanced,6,32,146417,2307,26690554.106608033,1547321261.3433135,1574011815.4499214,299353.0
qwen3-30b-a3b,2,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,latency,25,32,146417,2307,55789662.90340759,3944654408.172937,4000444071.0763445,299353.0
qwen3-30b-a3b,2,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,throughput,3,32,146417,2307,26257651.15953982,794246349.1635863,820504000.3231261,299353.0
qwen3-30b-a3b,4,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,balanced,4,32,17777,1473,9559287.980664521,947286110.6332858,956845398.6139503,295000.0
qwen3-30b-a3b,4,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,latency,8,32,17777,1473,18975213.723024353,1602147128.083743,1621122341.8067675,295000.0
qwen3-30b-a3b,4,profile_01_burstgpt_1_c0,burstgpt,burstgpt_1,train,throughput,2,32,17777,1473,5168981.326278299,585941197.9909055,591110179.3171837,295000.0
qwen3-30b-a3b,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,balanced,4,32,5763,386,8924723.748350516,607368584.9551111,616293308.7034616,281000.0
qwen3-30b-a3b,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,latency,8,32,5763,386,17167357.786092907,585684093.5302899,602851451.3163828,281000.0
qwen3-30b-a3b,4,profile_02_burstgpt_1_c1,burstgpt,burstgpt_1,train,throughput,2,32,5763,386,4518679.139437154,533742794.27225703,538261473.4116942,281000.0
qwen3-30b-a3b,4,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,balanced,4,32,14124,2022,9324125.188868493,957632043.0205669,966956168.2094355,299000.0
qwen3-30b-a3b,4,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,latency,8,32,14124,2022,17109561.10036932,1761700838.4258952,1778810399.5262644,299000.0
qwen3-30b-a3b,4,profile_03_burstgpt_1_c2,burstgpt,burstgpt_1,train,throughput,2,32,14124,2022,5029123.742133379,535430587.94457465,540459711.686708,299000.0
qwen3-30b-a3b,4,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,balanced,4,32,9880,1986,8828821.03906013,635960767.1329286,644789588.1719887,292000.0
qwen3-30b-a3b,4,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,latency,8,32,9880,1986,17095471.52859159,1299315029.0567427,1316410500.5853343,292000.0
qwen3-30b-a3b,4,profile_04_burstgpt_1_c3,burstgpt,burstgpt_1,train,throughput,2,32,9880,1986,4689737.572334707,536261127.1557398,540950864.7280746,292000.0
qwen3-30b-a3b,4,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,balanced,4,32,24182,1739,9258517.384296283,1067490933.2010429,1076749450.5853393,296000.0
qwen3-30b-a3b,4,profile_05_burstgpt_1_c4,burstgpt,burstgpt_1,train,latency,8,32,24182,1739,17692258.552415296,1980503302.7078025,1998195561.260218,296000.0
