evaluation,curve_id,objective,representation,decision_count,selection_accuracy,mean_regret,p95_regret,max_regret,mean_rank_pair_agreement
traffic_segment_holdout,l2_pessimistic,balanced,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9922839506172837
traffic_segment_holdout,l2_pessimistic,balanced,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_pessimistic,balanced,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9749228395061729
traffic_segment_holdout,l2_pessimistic,balanced,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_pessimistic,gpu_efficiency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_pessimistic,gpu_efficiency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9938271604938271
traffic_segment_holdout,l2_pessimistic,gpu_efficiency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_pessimistic,gpu_efficiency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.996141975308642
traffic_segment_holdout,l2_pessimistic,gpu_efficiency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_pessimistic,gpu_efficiency,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9822530864197532
traffic_segment_holdout,l2_pessimistic,gpu_efficiency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_pessimistic,latency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_pessimistic,latency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9915123456790123
traffic_segment_holdout,l2_pessimistic,latency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_pessimistic,latency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.991898148148148
traffic_segment_holdout,l2_pessimistic,latency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_pessimistic,latency,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9753086419753088
traffic_segment_holdout,l2_pessimistic,latency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,balanced,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,balanced,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9992283950617283
traffic_segment_holdout,l2_protocol_transition_stress,balanced,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,balanced,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9996141975308643
traffic_segment_holdout,l2_protocol_transition_stress,balanced,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,balanced,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9953703703703702
traffic_segment_holdout,l2_protocol_transition_stress,balanced,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,gpu_efficiency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,gpu_efficiency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9996141975308643
traffic_segment_holdout,l2_protocol_transition_stress,gpu_efficiency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,gpu_efficiency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9992283950617283
traffic_segment_holdout,l2_protocol_transition_stress,gpu_efficiency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,gpu_efficiency,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9953703703703702
traffic_segment_holdout,l2_protocol_transition_stress,gpu_efficiency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,latency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,latency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9969135802469137
traffic_segment_holdout,l2_protocol_transition_stress,latency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,latency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9976851851851853
traffic_segment_holdout,l2_protocol_transition_stress,latency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l2_protocol_transition_stress,latency,total_bytes_data_only,72,0.9166666666666666,0.0021666610942104748,0.020422778782097313,0.034850736937369314,0.9834104938271605
traffic_segment_holdout,l2_protocol_transition_stress,latency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_nominal,balanced,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_nominal,balanced,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9911265432098766
traffic_segment_holdout,l3_nominal,balanced,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_nominal,balanced,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9930555555555556
traffic_segment_holdout,l3_nominal,balanced,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_nominal,balanced,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9722222222222222
traffic_segment_holdout,l3_nominal,balanced,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_nominal,gpu_efficiency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_nominal,gpu_efficiency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9949845679012346
traffic_segment_holdout,l3_nominal,gpu_efficiency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,0.9996141975308643
traffic_segment_holdout,l3_nominal,gpu_efficiency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9957561728395059
traffic_segment_holdout,l3_nominal,gpu_efficiency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,0.9996141975308643
traffic_segment_holdout,l3_nominal,gpu_efficiency,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9791666666666666
traffic_segment_holdout,l3_nominal,gpu_efficiency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_nominal,latency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_nominal,latency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9918981481481483
traffic_segment_holdout,l3_nominal,latency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_nominal,latency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9942129629629631
traffic_segment_holdout,l3_nominal,latency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_nominal,latency,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9745370370370371
traffic_segment_holdout,l3_nominal,latency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,balanced,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,balanced,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9984567901234568
traffic_segment_holdout,l3_optimistic,balanced,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,balanced,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9984567901234568
traffic_segment_holdout,l3_optimistic,balanced,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,balanced,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9934413580246912
traffic_segment_holdout,l3_optimistic,balanced,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,gpu_efficiency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,gpu_efficiency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9984567901234568
traffic_segment_holdout,l3_optimistic,gpu_efficiency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,gpu_efficiency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9992283950617283
traffic_segment_holdout,l3_optimistic,gpu_efficiency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,gpu_efficiency,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.991898148148148
traffic_segment_holdout,l3_optimistic,gpu_efficiency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,latency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,latency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9965277777777778
traffic_segment_holdout,l3_optimistic,latency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,latency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9969135802469135
traffic_segment_holdout,l3_optimistic,latency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_optimistic,latency,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9841820987654322
traffic_segment_holdout,l3_optimistic,latency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,balanced,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,balanced,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9803240740740742
traffic_segment_holdout,l3_pessimistic,balanced,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,balanced,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9830246913580246
traffic_segment_holdout,l3_pessimistic,balanced,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,balanced,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9417438271604941
traffic_segment_holdout,l3_pessimistic,balanced,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,gpu_efficiency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,gpu_efficiency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9915123456790125
traffic_segment_holdout,l3_pessimistic,gpu_efficiency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,gpu_efficiency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9949845679012346
traffic_segment_holdout,l3_pessimistic,gpu_efficiency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,gpu_efficiency,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9702932098765432
traffic_segment_holdout,l3_pessimistic,gpu_efficiency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,latency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,latency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.98804012345679
traffic_segment_holdout,l3_pessimistic,latency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,latency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9876543209876544
traffic_segment_holdout,l3_pessimistic,latency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_pessimistic,latency,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9583333333333334
traffic_segment_holdout,l3_pessimistic,latency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,balanced,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,balanced,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9949845679012346
traffic_segment_holdout,l3_protocol_transition_stress,balanced,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,balanced,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9945987654320988
traffic_segment_holdout,l3_protocol_transition_stress,balanced,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,balanced,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9849537037037037
traffic_segment_holdout,l3_protocol_transition_stress,balanced,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,gpu_efficiency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,gpu_efficiency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.996141975308642
traffic_segment_holdout,l3_protocol_transition_stress,gpu_efficiency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,gpu_efficiency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9972993827160495
traffic_segment_holdout,l3_protocol_transition_stress,gpu_efficiency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,gpu_efficiency,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.9868827160493827
traffic_segment_holdout,l3_protocol_transition_stress,gpu_efficiency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,latency,exact_payload_oracle,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,latency,h0_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9938271604938271
traffic_segment_holdout,l3_protocol_transition_stress,latency,onebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,latency,residual_predicted_12bin,72,1.0,0.0,0.0,0.0,0.9961419753086419
traffic_segment_holdout,l3_protocol_transition_stress,latency,threebin_calls_bytes,72,1.0,0.0,0.0,0.0,1.0
traffic_segment_holdout,l3_protocol_transition_stress,latency,total_bytes_data_only,72,1.0,0.0,0.0,0.0,0.978780864197531
traffic_segment_holdout,l3_protocol_transition_stress,latency,twelvebin_exact,72,1.0,0.0,0.0,0.0,1.0
