round,candidate_id,kind,bin,target_sum,predicted_sum,signed_bias,relative_signed_bias
0,p57_r0_mlp_01,logical_bytes,7,108272547556364.53,105311004867711.97,-2961542688652.5625,-0.027352664691951044
0,p57_r0_mlp_01,logical_bytes,8,162453449513508.2,173275264294217.25,10821814780709.062,0.06661486606234986
0,p57_r0_mlp_01,logical_bytes,9,118285301917077.61,114111561870716.28,-4173740046361.328,-0.035285364949968805
0,p57_r0_mlp_01,logical_bytes,10,3794547254511.1694,2130643224439.2424,-1663904030071.927,-0.4384986978601426
0,p57_r0_mlp_01,logical_bytes,11,0.0,38437846.04121002,38437846.04121002,3.843784604121002e+19
0,p57_r0_ridge_00,calls,0,0.0,0.6024822926263889,0.6024822926263889,602482292626.3889
0,p57_r0_ridge_00,calls,1,0.0,0.6024822926263889,0.6024822926263889,602482292626.3889
0,p57_r0_ridge_00,calls,2,1767.1122488490737,1036.4729411042267,-730.639307744847,-0.41346513681896263
0,p57_r0_ridge_00,calls,3,5031.999230663869,3773.2066433470777,-1258.792587316791,-0.2501575476494497
0,p57_r0_ridge_00,calls,4,24606.282118418683,15011.201600800758,-9595.080517617926,-0.3899443431332385
0,p57_r0_ridge_00,calls,5,310558.6082667991,349714.7744034651,39156.16613666597,0.12608301652043447
0,p57_r0_ridge_00,calls,6,1551119.6880495693,1319815.1411576488,-231304.5468919205,-0.14912101798074057
0,p57_r0_ridge_00,calls,7,2904284.948131066,3095214.722898362,190929.7747672964,0.06574071696723886
0,p57_r0_ridge_00,calls,8,1391137.5597245158,1395048.9247408947,3911.365016378928,0.0028116306608481534
0,p57_r0_ridge_00,calls,9,345451.4823159769,309598.2461410748,-35853.236174902064,-0.10378660393793852
0,p57_r0_ridge_00,calls,10,4737.760266255596,3339.578155873192,-1398.1821103824045,-0.2951145756236063
0,p57_r0_ridge_00,calls,11,0.0,0.6024822926263889,0.6024822926263889,602482292626.3889
0,p57_r0_ridge_00,logical_bytes,0,0.0,37713607.83194125,37713607.83194125,3.771360783194125e+19
0,p57_r0_ridge_00,logical_bytes,1,0.0,37713607.83194125,37713607.83194125,3.771360783194125e+19
0,p57_r0_ridge_00,logical_bytes,2,217142753.13857418,170828634.00514308,-46314119.13343111,-0.21328880869385858
0,p57_r0_ridge_00,logical_bytes,3,1680304948.9872465,1336361110.5972462,-343943838.39000034,-0.2046913202257139
0,p57_r0_ridge_00,logical_bytes,4,29688525019.17854,17136172460.196865,-12552352558.981674,-0.4228014881464458
0,p57_r0_ridge_00,logical_bytes,5,1086554615181.949,1288126093306.2532,201571478124.3042,0.18551435455506307
0,p57_r0_ridge_00,logical_bytes,6,19359287150266.773,14427280169715.97,-4932006980550.803,-0.2547618072023297
0,p57_r0_ridge_00,logical_bytes,7,108272547556364.53,110853683879703.47,2581136323338.9375,0.023839249944638548
0,p57_r0_ridge_00,logical_bytes,8,162453449513508.2,170992683548659.44,8539234035151.25,0.052564190300195525
0,p57_r0_ridge_00,logical_bytes,9,118285301917077.61,110365939550827.34,-7919362366250.266,-0.06695136452204377
0,p57_r0_ridge_00,logical_bytes,10,3794547254511.1694,2680146627162.746,-1114400627348.4233,-0.29368474091963453
0,p57_r0_ridge_00,logical_bytes,11,0.0,37713607.83194125,37713607.83194125,3.771360783194125e+19
0,p57_r0_ridge_01,calls,0,0.0,0.591651424454259,0.591651424454259,591651424454.259
0,p57_r0_ridge_01,calls,1,0.0,0.591651424454259,0.591651424454259,591651424454.259
0,p57_r0_ridge_01,calls,2,1767.1122488490737,1087.1844327488657,-679.927816100208,-0.3847677568547484
0,p57_r0_ridge_01,calls,3,5031.999230663869,3946.3230311051234,-1085.6761995587453,-0.215754444663441
0,p57_r0_ridge_01,calls,4,24606.282118418683,15305.56285635072,-9300.719262067963,-0.37798149339700704
0,p57_r0_ridge_01,calls,5,310558.6082667991,359550.17670830013,48991.568441501004,0.15775305252338273
0,p57_r0_ridge_01,calls,6,1551119.6880495693,1308378.9066445823,-242740.78140498698,-0.15649390777201566
0,p57_r0_ridge_01,calls,7,2904284.948131066,3082501.9434241024,178216.99529303657,0.06136346759215925
0,p57_r0_ridge_01,calls,8,1391137.5597245158,1401954.9966099216,10817.436885405798,0.007775964935881649
0,p57_r0_ridge_01,calls,9,345451.4823159769,315433.4608818634,-30018.0214341135,-0.08689504306904862
0,p57_r0_ridge_01,calls,10,4737.760266255596,3370.23646298924,-1367.5238032663565,-0.2886435206539385
0,p57_r0_ridge_01,calls,11,0.0,0.591651424454259,0.591651424454259,591651424454.259
0,p57_r0_ridge_01,logical_bytes,0,0.0,37034772.535044886,37034772.535044886,3.703477253504489e+19
0,p57_r0_ridge_01,logical_bytes,1,0.0,37034772.535044886,37034772.535044886,3.703477253504489e+19
0,p57_r0_ridge_01,logical_bytes,2,217142753.13857418,174540368.5674443,-42602384.57112989,-0.19619528607497339
0,p57_r0_ridge_01,logical_bytes,3,1680304948.9872465,1399348508.8076859,-280956440.17956066,-0.16720562559129445
0,p57_r0_ridge_01,logical_bytes,4,29688525019.17854,17493124739.869637,-12195400279.308903,-0.4107782475360691
0,p57_r0_ridge_01,logical_bytes,5,1086554615181.949,1337492444598.1682,250937829416.21924,0.23094819709011907
0,p57_r0_ridge_01,logical_bytes,6,19359287150266.773,14262468212968.613,-5096818937298.16,-0.26327513496425026
0,p57_r0_ridge_01,logical_bytes,7,108272547556364.53,110273918794342.38,2001371237977.8438,0.018484567724205158
0,p57_r0_ridge_01,logical_bytes,8,162453449513508.2,170350649341346.25,7897199827838.0625,0.04861207842300327
0,p57_r0_ridge_01,logical_bytes,9,118285301917077.61,111592734964451.1,-6692566952626.516,-0.05657986955402332
0,p57_r0_ridge_01,logical_bytes,10,3794547254511.1694,2699195834904.714,-1095351419606.4556,-0.2886645879305471
0,p57_r0_ridge_01,logical_bytes,11,0.0,37034772.535044886,37034772.535044886,3.703477253504489e+19
0,p57_r0_ridge_02,calls,0,0.0,0.6385201226494649,0.6385201226494649,638520122649.465
0,p57_r0_ridge_02,calls,1,0.0,0.6385201226494649,0.6385201226494649,638520122649.465
0,p57_r0_ridge_02,calls,2,1767.1122488490737,968.5040223398158,-798.6082265092579,-0.45192840863923284
0,p57_r0_ridge_02,calls,3,5031.999230663869,3445.58571244559,-1586.4135182182786,-0.31526505579552405
0,p57_r0_ridge_02,calls,4,24606.282118418683,13884.616198717795,-10721.665919700888,-0.435728805680698
0,p57_r0_ridge_02,calls,5,310558.6082667991,347910.9828555711,37352.374588771956,0.12027480029367836
0,p57_r0_ridge_02,calls,6,1551119.6880495693,1304583.1596254532,-246536.52842411608,-0.15894100908107195
0,p57_r0_ridge_02,calls,7,2904284.948131066,3091510.3785023484,187225.43037128262,0.06446524143292617
0,p57_r0_ridge_02,calls,8,1391137.5597245158,1411308.6583979693,20171.098673453555,0.01449971538217112
0,p57_r0_ridge_02,calls,9,345451.4823159769,318229.0871950624,-27222.395120914443,-0.0788023688258912
0,p57_r0_ridge_02,calls,10,4737.760266255596,3699.215910445482,-1038.5443558101142,-0.21920576336609557
0,p57_r0_ridge_02,calls,11,0.0,0.6385201226494649,0.6385201226494649,638520122649.465
0,p57_r0_ridge_02,logical_bytes,0,0.0,40091138.29904259,40091138.29904259,4.0091138299042595e+19
0,p57_r0_ridge_02,logical_bytes,1,0.0,40091138.29904259,40091138.29904259,4.0091138299042595e+19
0,p57_r0_ridge_02,logical_bytes,2,217142753.13857418,165859899.91891706,-51282853.21965712,-0.2361711476824184
0,p57_r0_ridge_02,logical_bytes,3,1680304948.9872465,1227090763.8796813,-453214185.10756516,-0.2697213891923168
0,p57_r0_ridge_02,logical_bytes,4,29688525019.17854,15615935104.35141,-14072589914.82713,-0.47400771529526486
0,p57_r0_ridge_02,logical_bytes,5,1086554615181.949,1276505025043.039,189950409861.0901,0.17481901710875522
0,p57_r0_ridge_02,logical_bytes,6,19359287150266.773,14276862678122.918,-5082424472143.855,-0.26253159182433117
0,p57_r0_ridge_02,logical_bytes,7,108272547556364.53,110403103234924.62,2130555678560.0938,0.019677708954349383
0,p57_r0_ridge_02,logical_bytes,8,162453449513508.2,170708595480883.5,8255145967375.3125,0.05081545508634391
0,p57_r0_ridge_02,logical_bytes,9,118285301917077.61,111305102580052.4,-6980199337025.203,-0.05901155277870941
0,p57_r0_ridge_02,logical_bytes,10,3794547254511.1694,2753771448098.0425,-1040775806413.127,-0.27428194633122427
0,p57_r0_ridge_02,logical_bytes,11,0.0,40091138.29904259,40091138.29904259,4.0091138299042595e+19
0,p57_r0_ridge_03,calls,0,0.0,0.6283402438562105,0.6283402438562105,628340243856.2104
0,p57_r0_ridge_03,calls,1,0.0,0.6283402438562105,0.6283402438562105,628340243856.2104
0,p57_r0_ridge_03,calls,2,1767.1122488490737,1018.6505430818574,-748.4617057672162,-0.42355074288839994
0,p57_r0_ridge_03,calls,3,5031.999230663869,3614.144944751303,-1417.854285912566,-0.28176758797427504
0,p57_r0_ridge_03,calls,4,24606.282118418683,14540.489572763106,-10065.792545655577,-0.40907409324226884
0,p57_r0_ridge_03,calls,5,310558.6082667991,352557.1947132407,41998.58644644159,0.13523562164588543
0,p57_r0_ridge_03,calls,6,1551119.6880495693,1301602.8680959176,-249516.81995365163,-0.16086238984394724
0,p57_r0_ridge_03,calls,7,2904284.948131066,3088082.782395212,183797.83426414616,0.0632850555460895
0,p57_r0_ridge_03,calls,8,1391137.5597245158,1411597.8704440296,20460.3107195138,0.014707611462640342
0,p57_r0_ridge_03,calls,9,345451.4823159769,318034.4613666275,-27417.02094934939,-0.07936576437750423
0,p57_r0_ridge_03,calls,10,4737.760266255596,3703.5082710705815,-1034.251995185015,-0.21829977395678093
0,p57_r0_ridge_03,calls,11,0.0,0.6283402438562105,0.6283402438562105,628340243856.2104
0,p57_r0_ridge_03,logical_bytes,0,0.0,39558561.814260945,39558561.814260945,3.955856181426095e+19
0,p57_r0_ridge_03,logical_bytes,1,0.0,39558561.814260945,39558561.814260945,3.955856181426095e+19
0,p57_r0_ridge_03,logical_bytes,2,217142753.13857418,169903105.54747635,-47239647.59109783,-0.21755111284303771
0,p57_r0_ridge_03,logical_bytes,3,1680304948.9872465,1295483133.586871,-384821815.4003756,-0.22901903349883926
0,p57_r0_ridge_03,logical_bytes,4,29688525019.17854,16402224896.869423,-13286300122.309116,-0.4475230788234268
0,p57_r0_ridge_03,logical_bytes,5,1086554615181.949,1299380333869.7969,212825718687.8479,0.19587208568637773
0,p57_r0_ridge_03,logical_bytes,6,19359287150266.773,14214312173932.223,-5144974976334.551,-0.2657626252660678
0,p57_r0_ridge_03,logical_bytes,7,108272547556364.53,110142676585074.72,1870129028710.1875,0.01727242104224652
0,p57_r0_ridge_03,logical_bytes,8,162453449513508.2,170694982860410.56,8241533346902.375,0.05073166111020057
0,p57_r0_ridge_03,logical_bytes,9,118285301917077.61,111477683952993.77,-6807617964083.844,-0.057552526423411736
0,p57_r0_ridge_03,logical_bytes,10,3794547254511.1694,2843684186116.3687,-950863068394.8008,-0.2505866983905291
0,p57_r0_ridge_03,logical_bytes,11,0.0,39558561.814260945,39558561.814260945,3.955856181426095e+19
0,p57_r0_ridge_04,calls,0,0.0,0.0,0.0,0.0
0,p57_r0_ridge_04,calls,1,0.0,0.0,0.0,0.0
0,p57_r0_ridge_04,calls,2,1767.1122488490737,897.2117022459079,-869.9005466031658,-0.4922723766810711
0,p57_r0_ridge_04,calls,3,5031.999230663869,3541.0545260794865,-1490.9447045843822,-0.29629271314250233
0,p57_r0_ridge_04,calls,4,24606.282118418683,14280.532600371442,-10325.749518047242,-0.41963875193961336
0,p57_r0_ridge_04,calls,5,310558.6082667991,351507.31957742927,40948.71131063014,0.13185501937673336
0,p57_r0_ridge_04,calls,6,1551119.6880495693,1294012.013164347,-257107.67488522222,-0.16575618043280604
0,p57_r0_ridge_04,calls,7,2904284.948131066,3084449.503617157,180164.5554860914,0.06203404924232003
0,p57_r0_ridge_04,calls,8,1391137.5597245158,1415385.941442918,24248.381718402263,0.017430613923761877
0,p57_r0_ridge_04,calls,9,345451.4823159769,318714.7452642799,-26736.737051696982,-0.07739650405448681
0,p57_r0_ridge_04,calls,10,4737.760266255596,3773.2893119556197,-964.4709542999767,-0.20357107580334136
0,p57_r0_ridge_04,calls,11,0.0,0.0,0.0,0.0
0,p57_r0_ridge_04,logical_bytes,0,0.0,0.0,0.0,0.0
0,p57_r0_ridge_04,logical_bytes,1,0.0,0.0,0.0,0.0
0,p57_r0_ridge_04,logical_bytes,2,217142753.13857418,137804689.82313982,-79338063.31543437,-0.36537283500685436
0,p57_r0_ridge_04,logical_bytes,3,1680304948.9872465,1274500400.6517544,-405804548.33549213,-0.24150648879542888
0,p57_r0_ridge_04,logical_bytes,4,29688525019.17854,16108420004.472511,-13580105014.706028,-0.45741932298534177
0,p57_r0_ridge_04,logical_bytes,5,1086554615181.949,1289079897757.617,202525282575.66797,0.18639217922953105
0,p57_r0_ridge_04,logical_bytes,6,19359287150266.773,14122848414852.643,-5236438735414.131,-0.2704871669482919
0,p57_r0_ridge_04,logical_bytes,7,108272547556364.53,109754153344018.3,1481605787653.7656,0.013684039224092987
0,p57_r0_ridge_04,logical_bytes,8,162453449513508.2,170886436490637.6,8432986977129.406,0.05191017489861423
0,p57_r0_ridge_04,logical_bytes,9,118285301917077.61,111171467300518.45,-7113834616559.156,-0.060141323573289086
0,p57_r0_ridge_04,logical_bytes,10,3794547254511.1694,2822161780645.896,-972385473865.2734,-0.25625862814311967
0,p57_r0_ridge_04,logical_bytes,11,0.0,0.0,0.0,0.0
0,p57_r0_ridge_05,calls,0,0.0,0.0,0.0,0.0
0,p57_r0_ridge_05,calls,1,0.0,0.0,0.0,0.0
0,p57_r0_ridge_05,calls,2,1767.1122488490737,713.2805140286949,-1053.8317348203786,-0.5963581178879513
0,p57_r0_ridge_05,calls,3,5031.999230663869,3793.256943394201,-1238.742287269668,-0.24617298820736136
0,p57_r0_ridge_05,calls,4,24606.282118418683,15007.023624275127,-9599.258494143556,-0.39011413621719665
0,p57_r0_ridge_05,calls,5,310558.6082667991,351242.76584787265,40684.15758107352,0.13100315527599865
0,p57_r0_ridge_05,calls,6,1551119.6880495693,1306023.8743479163,-245095.81370165292,-0.15801218667390185
0,p57_r0_ridge_05,calls,7,2904284.948131066,3100967.266161818,196682.31803075224,0.06772142594249202
0,p57_r0_ridge_05,calls,8,1391137.5597245158,1402953.4235836542,11815.863859138452,0.008493670361023336
0,p57_r0_ridge_05,calls,9,345451.4823159769,307450.37099384156,-38001.111322135315,-0.11000419239010975
0,p57_r0_ridge_05,calls,10,4737.760266255596,0.0,-4737.760266255596,-1.0
0,p57_r0_ridge_05,calls,11,0.0,0.0,0.0,0.0
0,p57_r0_ridge_05,logical_bytes,0,0.0,0.0,0.0,0.0
0,p57_r0_ridge_05,logical_bytes,1,0.0,0.0,0.0,0.0
0,p57_r0_ridge_05,logical_bytes,2,217142753.13857418,108833926.6482352,-108308826.49033898,-0.49879088721519266
0,p57_r0_ridge_05,logical_bytes,3,1680304948.9872465,1348930449.1639845,-331374499.823262,-0.19721092889894065
0,p57_r0_ridge_05,logical_bytes,4,29688525019.17854,17119058365.880795,-12569466653.297745,-0.42337794299912085
0,p57_r0_ridge_05,logical_bytes,5,1086554615181.949,1282165329293.8562,195610714111.90723,0.18002842321842352
0,p57_r0_ridge_05,logical_bytes,6,19359287150266.773,14142187792397.2,-5217099357869.574,-0.26948819537488405
0,p57_r0_ridge_05,logical_bytes,7,108272547556364.53,110578859824154.14,2306312267789.6094,0.02130098829150565
0,p57_r0_ridge_05,logical_bytes,8,162453449513508.2,171977180744960.2,9523731231452.0,0.058624370611841586
0,p57_r0_ridge_05,logical_bytes,9,118285301917077.61,109726150372751.02,-8559151544326.594,-0.07236022908684696
0,p57_r0_ridge_05,logical_bytes,10,3794547254511.1694,0.0,-3794547254511.1694,-1.0
0,p57_r0_ridge_05,logical_bytes,11,0.0,0.0,0.0,0.0
0,p57_r0_from_0_mlp_adapt,calls,0,0.0,1.3225431706366984,1.3225431706366984,1322543170636.6985
0,p57_r0_from_0_mlp_adapt,calls,1,0.0,1.3225427700533356,1.3225427700533356,1322542770053.3357
0,p57_r0_from_0_mlp_adapt,calls,2,1767.1122488490737,662.2793222800798,-1104.832926568994,-0.6252194376947902
0,p57_r0_from_0_mlp_adapt,calls,3,5031.999230663869,1638.6620295113566,-3393.337201152512,-0.6743516931549354
0,p57_r0_from_0_mlp_adapt,calls,4,24606.282118418683,6668.749097308655,-17937.53302111003,-0.7289818484070434
0,p57_r0_from_0_mlp_adapt,calls,5,310558.6082667991,284867.00637332036,-25691.60189347877,-0.08272706410188206
0,p57_r0_from_0_mlp_adapt,calls,6,1551119.6880495693,1390387.262509562,-160732.42554000719,-0.1036234835895337
0,p57_r0_from_0_mlp_adapt,calls,7,2904284.948131066,3099698.775908783,195413.82777771726,0.06728466086065965
0,p57_r0_from_0_mlp_adapt,calls,8,1391137.5597245158,1409730.9382669262,18593.378542410443,0.013365593080595461
0,p57_r0_from_0_mlp_adapt,calls,9,345451.4823159769,327814.11930562253,-17637.36301035434,-0.051055977215989576
0,p57_r0_from_0_mlp_adapt,calls,10,4737.760266255596,3760.268878874386,-977.4913873812106,-0.20631930119878214
0,p57_r0_from_0_mlp_adapt,calls,11,0.0,1.322554194281039,1.322554194281039,1322554194281.039
0,p57_r0_from_0_mlp_adapt,logical_bytes,0,0.0,81615297.99588959,81615297.99588959,8.161529799588959e+19
0,p57_r0_from_0_mlp_adapt,logical_bytes,1,0.0,81615727.65519643,81615727.65519643,8.161572765519643e+19
0,p57_r0_from_0_mlp_adapt,logical_bytes,2,217142753.13857418,166983772.6929542,-50158980.44561997,-0.23099541532297865
0,p57_r0_from_0_mlp_adapt,logical_bytes,3,1680304948.9872465,650040830.0449625,-1030264118.942284,-0.6131411560522064
0,p57_r0_from_0_mlp_adapt,logical_bytes,4,29688525019.17854,7715455436.294281,-21973069582.88426,-0.7401199476460969
0,p57_r0_from_0_mlp_adapt,logical_bytes,5,1086554615181.949,967714479298.9303,-118840135883.01868,-0.10937336625560999
0,p57_r0_from_0_mlp_adapt,logical_bytes,6,19359287150266.773,16177089888970.207,-3182197261296.5664,-0.1643757456871399
0,p57_r0_from_0_mlp_adapt,logical_bytes,7,108272547556364.53,113357471884346.77,5084924327982.234,0.04696411456777743
0,p57_r0_from_0_mlp_adapt,logical_bytes,8,162453449513508.2,167992609137610.1,5539159624101.906,0.03409690370188981
0,p57_r0_from_0_mlp_adapt,logical_bytes,9,118285301917077.61,111304728339263.97,-6980573577813.641,-0.0590147166611392
0,p57_r0_from_0_mlp_adapt,logical_bytes,10,3794547254511.1694,2911572837389.761,-882974417121.4082,-0.23269559130451703
0,p57_r0_from_0_mlp_adapt,logical_bytes,11,0.0,81617979.2588678,81617979.2588678,8.16179792588678e+19
0,p57_r0_from_0_blend,calls,0,0.0,1.060044829331941,1.060044829331941,1060044829331.9412
0,p57_r0_from_0_blend,calls,1,0.0,1.06005930034106,1.06005930034106,1060059300341.0602
0,p57_r0_from_0_blend,calls,2,1767.1122488490737,707.150466434695,-1059.9617824143788,-0.5998270812195069
0,p57_r0_from_0_blend,calls,3,5031.999230663869,1860.3690461154595,-3171.6301845484095,-0.6302922634052108
0,p57_r0_from_0_blend,calls,4,24606.282118418683,8694.021074304517,-15912.261044114166,-0.6466747380825675
0,p57_r0_from_0_blend,calls,5,310558.6082667991,296284.926806642,-14273.681460157153,-0.04596131319565521
0,p57_r0_from_0_blend,calls,6,1551119.6880495693,1372030.544134128,-179089.14391544135,-0.1154579787073905
0,p57_r0_from_0_blend,calls,7,2904284.948131066,3087983.6848795293,183698.73674846347,0.06325093440527428
0,p57_r0_from_0_blend,calls,8,1391137.5597245158,1405963.562097629,14826.002373113297,0.010657466811584946
0,p57_r0_from_0_blend,calls,9,345451.4823159769,329364.1603359266,-16087.3219800503,-0.046568976552648224
0,p57_r0_from_0_blend,calls,10,4737.760266255596,3777.3386315196076,-960.4216347359888,-0.20271638511904716
0,p57_r0_from_0_blend,calls,11,0.0,1.0600376046318534,1.0600376046318534,1060037604631.8534
0,p57_r0_from_0_blend,logical_bytes,0,0.0,65419347.54153912,65419347.54153912,6.541934754153912e+19
0,p57_r0_from_0_blend,logical_bytes,1,0.0,65416546.51469244,65416546.51469244,6.541654651469244e+19
0,p57_r0_from_0_blend,logical_bytes,2,217142753.13857418,163665681.877244,-53477071.26133019,-0.24627610403006486
0,p57_r0_from_0_blend,logical_bytes,3,1680304948.9872465,721134751.8524435,-959170197.134803,-0.5708310254712481
0,p57_r0_from_0_blend,logical_bytes,4,29688525019.17854,9896502075.593086,-19792022943.585453,-0.6666556499792419
0,p57_r0_from_0_blend,logical_bytes,5,1086554615181.949,1018766569564.2739,-67788045617.67505,-0.062388070208807316
0,p57_r0_from_0_blend,logical_bytes,6,19359287150266.773,15716788467661.91,-3642498682604.8633,-0.18815252102682248
0,p57_r0_from_0_blend,logical_bytes,7,108272547556364.53,112994726165883.64,4722178609519.109,0.043613812698559046
0,p57_r0_from_0_blend,logical_bytes,8,162453449513508.2,168903024180999.97,6449574667491.781,0.03970106320798988
0,p57_r0_from_0_blend,logical_bytes,9,118285301917077.61,110065492447434.69,-8219809469642.922,-0.06949138512074234
0,p57_r0_from_0_blend,logical_bytes,10,3794547254511.1694,2794905952892.272,-999641301618.8975,-0.26344152136476046
0,p57_r0_from_0_blend,logical_bytes,11,0.0,65419777.6382931,65419777.6382931,6.54197776382931e+19
0,p57_r0_from_1_ridge_adapt,calls,0,0.0,0.0,0.0,0.0
0,p57_r0_from_1_ridge_adapt,calls,1,0.0,0.0,0.0,0.0
0,p57_r0_from_1_ridge_adapt,calls,2,1767.1122488490737,685.5997674388102,-1081.5124814102635,-0.6120225141977576
0,p57_r0_from_1_ridge_adapt,calls,3,5031.999230663869,3587.2208320161308,-1444.778398647738,-0.28711816763476117
0,p57_r0_from_1_ridge_adapt,calls,4,24606.282118418683,14383.600609419476,-10222.681508999207,-0.41545006514198923
0,p57_r0_from_1_ridge_adapt,calls,5,310558.6082667991,356114.5135511634,45555.9052843643,0.14669020298167837
0,p57_r0_from_1_ridge_adapt,calls,6,1551119.6880495693,1289403.4900885532,-261716.1979610161,-0.16872727486948924
0,p57_r0_from_1_ridge_adapt,calls,7,2904284.948131066,3089753.371877335,185468.4237462692,0.06386027096467234
0,p57_r0_from_1_ridge_adapt,calls,8,1391137.5597245158,1411458.6232257402,20321.063501224387,0.014607515525099134
0,p57_r0_from_1_ridge_adapt,calls,9,345451.4823159769,316435.8243870392,-29015.657928937697,-0.083993438772967
0,p57_r0_from_1_ridge_adapt,calls,10,4737.760266255596,4526.94583578037,-210.8144304752268,-0.04449664369401286
0,p57_r0_from_1_ridge_adapt,calls,11,0.0,0.0,0.0,0.0
0,p57_r0_from_1_ridge_adapt,logical_bytes,0,0.0,0.0,0.0,0.0
0,p57_r0_from_1_ridge_adapt,logical_bytes,1,0.0,0.0,0.0,0.0
