round,stage,candidate_id,family,oof_target,oof_protection,oof_score,oof_composite_ratio,oof_calls_histogram_wape,oof_bytes_histogram_wape,selected
0,seed,p57_r0_mlp_00,phase56_mlp,False,True,0.1405243532792612,0.8649424490196431,0.22738176069912577,0.2069338036853452,False
0,seed,p57_r0_mlp_01,phase56_mlp,False,False,0.1560850938141412,0.958466723311503,0.254379236714155,0.22576203469348072,False
0,seed,p57_r0_ridge_00,ridge,False,False,0.15950216532334938,0.9785127837333181,0.26168752527213385,0.22749646394027084,False
0,seed,p57_r0_ridge_01,ridge,False,False,0.1593949071874349,0.9791194831699013,0.26162274516148987,0.22707076121063066,False
0,seed,p57_r0_ridge_02,ridge,False,True,0.15626575651765745,0.9592857219260913,0.254961287718338,0.22530255103888455,False
0,seed,p57_r0_ridge_03,ridge,False,True,0.15638644136017635,0.9599381490451209,0.2553571314135481,0.2251240654023873,False
0,seed,p57_r0_ridge_04,ridge,False,True,0.15614931199349008,0.9583077670697809,0.25395230264180874,0.22613176600979615,False
0,seed,p57_r0_ridge_05,ridge,False,False,0.1601704744638917,0.9798086014526339,0.26023232629073856,0.2324214299387391,False
0,adaptive,p57_r0_from_0_mlp_adapt,phase56_mlp,False,True,0.13959635501816758,0.8596187271583653,0.2259068744287621,0.2054319059285328,True
0,adaptive,p57_r0_from_0_blend,blend,False,True,0.1432726037198211,0.8826977116544542,0.23057117650178033,0.21223930491193674,False
0,adaptive,p57_r0_from_1_ridge_adapt,ridge,False,True,0.15751926841818836,0.967168768359435,0.25633371768498275,0.22786595105051025,False
0,adaptive,p57_r0_from_1_blend,blend,False,True,0.1561747245519259,0.9584611767674658,0.2539763322163274,0.22620018137125564,False
1,seed,p57_r1_mlp_00,phase56_mlp,False,True,0.14100022869630421,0.8666272355870441,0.22754084925175444,0.2086797919024143,False
1,seed,p57_r1_mlp_01,phase56_mlp,False,False,0.15643211050891415,0.959993028615905,0.2547576323844762,0.22662918451297187,False
1,seed,p57_r1_ridge_00,ridge,False,False,0.15950216532334938,0.9785127837333181,0.26168752527213385,0.22749646394027084,False
1,seed,p57_r1_ridge_01,ridge,False,False,0.1593949071874349,0.9791194831699013,0.26162274516148987,0.22707076121063066,False
1,seed,p57_r1_ridge_02,ridge,False,True,0.15626575651765745,0.9592857219260913,0.254961287718338,0.22530255103888455,False
1,seed,p57_r1_ridge_03,ridge,False,True,0.15638644136017635,0.9599381490451209,0.2553571314135481,0.2251240654023873,False
1,seed,p57_r1_ridge_04,ridge,False,True,0.15614931199349008,0.9583077670697809,0.25395230264180874,0.22613176600979615,False
1,seed,p57_r1_ridge_05,ridge,False,False,0.1601704744638917,0.9798086014526339,0.26023232629073856,0.2324214299387391,False
1,adaptive,p57_r1_from_0_mlp_adapt,phase56_mlp,False,True,0.14028159847968968,0.8626850096896608,0.22683709266507915,0.20683684483311887,False
1,adaptive,p57_r1_from_0_blend,blend,False,True,0.1436174702919522,0.8839765072362133,0.23113338966328253,0.2126809315636917,False
1,adaptive,p57_r1_from_1_ridge_adapt,ridge,False,True,0.15752955121186685,0.9672709529539029,0.2563666445429416,0.22786605441378213,False
1,adaptive,p57_r1_from_1_blend,blend,False,True,0.1561747245519259,0.9584611767674658,0.2539763322163274,0.22620018137125564,False
2,seed,p57_r2_mlp_00,phase56_mlp,False,True,0.14034809876762114,0.8629329830958496,0.22661581293644453,0.20742520698817776,False
2,seed,p57_r2_mlp_01,phase56_mlp,False,False,0.15597182400514917,0.9578812540224503,0.2544536072434739,0.22521930710598517,False
2,seed,p57_r2_ridge_00,ridge,False,False,0.15950216532334938,0.9785127837333181,0.26168752527213385,0.22749646394027084,False
2,seed,p57_r2_ridge_01,ridge,False,False,0.1593949071874349,0.9791194831699013,0.26162274516148987,0.22707076121063066,False
2,seed,p57_r2_ridge_02,ridge,False,True,0.15626575651765745,0.9592857219260913,0.254961287718338,0.22530255103888455,False
2,seed,p57_r2_ridge_03,ridge,False,True,0.15638644136017635,0.9599381490451209,0.2553571314135481,0.2251240654023873,False
2,seed,p57_r2_ridge_04,ridge,False,True,0.15614931199349008,0.9583077670697809,0.25395230264180874,0.22613176600979615,False
2,seed,p57_r2_ridge_05,ridge,False,False,0.1601704744638917,0.9798086014526339,0.26023232629073856,0.2324214299387391,False
2,adaptive,p57_r2_from_0_mlp_adapt,phase56_mlp,False,True,0.1402933467625243,0.8630256470793406,0.22689739861580735,0.20677452651514935,False
2,adaptive,p57_r2_from_0_blend,blend,False,True,0.14342186700689885,0.8828736218543984,0.23078897196802423,0.21236260194234002,False
2,adaptive,p57_r2_from_1_ridge_adapt,ridge,False,True,0.15752955121186685,0.9672709529539029,0.2563666445429416,0.22786605441378213,False
2,adaptive,p57_r2_from_1_blend,blend,False,True,0.1561747245519259,0.9584611767674658,0.2539763322163274,0.22620018137125564,False
