round,stage,candidate_id,family,oof_target,oof_protection,oof_score,calls_histogram_wape,bytes_histogram_wape,parent_ids
0,seed,p57_r0_mlp_00,phase56_mlp,False,True,0.1405243532792612,0.22738176069912577,0.2069338036853452,
0,seed,p57_r0_mlp_01,phase56_mlp,False,False,0.1560850938141412,0.254379236714155,0.22576203469348072,
0,seed,p57_r0_ridge_00,ridge,False,False,0.15950216532334938,0.26168752527213385,0.22749646394027084,
0,seed,p57_r0_ridge_01,ridge,False,False,0.1593949071874349,0.26162274516148987,0.22707076121063066,
0,seed,p57_r0_ridge_02,ridge,False,True,0.15626575651765745,0.254961287718338,0.22530255103888455,
0,seed,p57_r0_ridge_03,ridge,False,True,0.15638644136017635,0.2553571314135481,0.2251240654023873,
0,seed,p57_r0_ridge_04,ridge,False,True,0.15614931199349008,0.25395230264180874,0.22613176600979615,
0,seed,p57_r0_ridge_05,ridge,False,False,0.1601704744638917,0.26023232629073856,0.2324214299387391,
0,adaptive,p57_r0_from_0_mlp_adapt,phase56_mlp,False,True,0.13959635501816758,0.2259068744287621,0.2054319059285328,[]
0,adaptive,p57_r0_from_0_blend,blend,False,True,0.1432726037198211,0.23057117650178033,0.21223930491193674,"[""p57_r0_mlp_00"", ""p57_r0_ridge_04""]"
0,adaptive,p57_r0_from_1_ridge_adapt,ridge,False,True,0.15751926841818836,0.25633371768498275,0.22786595105051025,[]
0,adaptive,p57_r0_from_1_blend,blend,False,True,0.1561747245519259,0.2539763322163274,0.22620018137125564,"[""p57_r0_ridge_04""]"
1,seed,p57_r1_mlp_00,phase56_mlp,False,True,0.14100022869630421,0.22754084925175444,0.2086797919024143,
1,seed,p57_r1_mlp_01,phase56_mlp,False,False,0.15643211050891415,0.2547576323844762,0.22662918451297187,
1,seed,p57_r1_ridge_00,ridge,False,False,0.15950216532334938,0.26168752527213385,0.22749646394027084,
1,seed,p57_r1_ridge_01,ridge,False,False,0.1593949071874349,0.26162274516148987,0.22707076121063066,
1,seed,p57_r1_ridge_02,ridge,False,True,0.15626575651765745,0.254961287718338,0.22530255103888455,
1,seed,p57_r1_ridge_03,ridge,False,True,0.15638644136017635,0.2553571314135481,0.2251240654023873,
1,seed,p57_r1_ridge_04,ridge,False,True,0.15614931199349008,0.25395230264180874,0.22613176600979615,
1,seed,p57_r1_ridge_05,ridge,False,False,0.1601704744638917,0.26023232629073856,0.2324214299387391,
1,adaptive,p57_r1_from_0_mlp_adapt,phase56_mlp,False,True,0.14028159847968968,0.22683709266507915,0.20683684483311887,[]
1,adaptive,p57_r1_from_0_blend,blend,False,True,0.1436174702919522,0.23113338966328253,0.2126809315636917,"[""p57_r1_mlp_00"", ""p57_r1_ridge_04""]"
1,adaptive,p57_r1_from_1_ridge_adapt,ridge,False,True,0.15752955121186685,0.2563666445429416,0.22786605441378213,[]
1,adaptive,p57_r1_from_1_blend,blend,False,True,0.1561747245519259,0.2539763322163274,0.22620018137125564,"[""p57_r1_ridge_04""]"
2,seed,p57_r2_mlp_00,phase56_mlp,False,True,0.14034809876762114,0.22661581293644453,0.20742520698817776,
2,seed,p57_r2_mlp_01,phase56_mlp,False,False,0.15597182400514917,0.2544536072434739,0.22521930710598517,
2,seed,p57_r2_ridge_00,ridge,False,False,0.15950216532334938,0.26168752527213385,0.22749646394027084,
2,seed,p57_r2_ridge_01,ridge,False,False,0.1593949071874349,0.26162274516148987,0.22707076121063066,
2,seed,p57_r2_ridge_02,ridge,False,True,0.15626575651765745,0.254961287718338,0.22530255103888455,
2,seed,p57_r2_ridge_03,ridge,False,True,0.15638644136017635,0.2553571314135481,0.2251240654023873,
2,seed,p57_r2_ridge_04,ridge,False,True,0.15614931199349008,0.25395230264180874,0.22613176600979615,
2,seed,p57_r2_ridge_05,ridge,False,False,0.1601704744638917,0.26023232629073856,0.2324214299387391,
2,adaptive,p57_r2_from_0_mlp_adapt,phase56_mlp,False,True,0.1402933467625243,0.22689739861580735,0.20677452651514935,[]
2,adaptive,p57_r2_from_0_blend,blend,False,True,0.14342186700689885,0.23078897196802423,0.21236260194234002,"[""p57_r2_mlp_00"", ""p57_r2_ridge_04""]"
2,adaptive,p57_r2_from_1_ridge_adapt,ridge,False,True,0.15752955121186685,0.2563666445429416,0.22786605441378213,[]
2,adaptive,p57_r2_from_1_blend,blend,False,True,0.1561747245519259,0.2539763322163274,0.22620018137125564,"[""p57_r2_ridge_04""]"
