parallelism,placement_id,topology,curve_kind,phase,slice_type,slice_value,cases,cost_mape,cost_wape,signed_bias,evidence_set
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,decode,overall,all,648,0.09011417252132879,0.07626795937997162,-0.022715140290637433,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,decode,policy,balanced,216,0.089766519488394,0.08360729538352776,-0.026545818266028202,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,decode,policy,latency,216,0.07645962123343443,0.06880761356862052,-0.0074465595332083205,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,decode,policy,throughput,216,0.10411637684215796,0.08734372893615712,-0.06298745684815,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,prefill,model,deepseek-v2-lite,108,0.06802533611144111,0.05631674515551683,0.00178881192088233,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,prefill,model,llama-3.2-3b-instruct,108,0.03721348743158331,0.03331814466447141,0.008779736488740522,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,prefill,model,mixtral-8x7b-instruct-v0.1,108,0.06674699028780175,0.04140103634203787,0.02748293872497693,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,prefill,model,qwen2.5-14b-instruct,108,0.06757357274168212,0.056914737528200914,0.02837027402781684,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,prefill,model,qwen3-30b-a3b,108,0.0676594240387512,0.056246961301545606,0.0019853027633641085,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,prefill,model,qwen3-8b,108,0.06652066465801008,0.0412692600459722,0.02744595637511392,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,prefill,overall,all,648,0.06228991254487826,0.04839372738658165,0.01951410384279441,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,prefill,policy,balanced,216,0.05817897796256594,0.042594792798523906,0.03145513232073362,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,prefill,policy,latency,216,0.0758466709158531,0.055378266730696214,-0.0008900755301651922,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,prefill,policy,throughput,216,0.052844088756215726,0.04486025889878483,0.03636285148537653,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,total,model,deepseek-v2-lite,108,0.07652270504962087,0.06260491221513771,-0.019383018461360643,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,total,model,llama-3.2-3b-instruct,108,0.07278663979672036,0.06444979980309952,-0.018602983772502874,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,total,model,mixtral-8x7b-instruct-v0.1,108,0.06986618269881752,0.05741672312187469,-0.011846128961177465,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,total,model,qwen2.5-14b-instruct,108,0.06696684679122139,0.061132639721997624,-0.010072858086253153,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,total,model,qwen3-30b-a3b,108,0.07739867195774232,0.06300080921086684,-0.018568609289931155,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,total,model,qwen3-8b,108,0.06966009505542946,0.057368408524874244,-0.011657766456536833,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,total,overall,all,648,0.07220019022492531,0.060884334204099326,-0.014433597495312157,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,total,policy,balanced,216,0.07555620006017491,0.06468182689265542,-0.013461295942604434,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,total,policy,latency,216,0.06609009029708279,0.05900133496889318,-0.006427403777109712,phase34_open_target_repeated_engineering
tp,tp_l1_single_node_b200_nvlink_measured,L1_single_node_B200_NVLink,physical_measurement_backend_aware,total,policy,throughput,216,0.07495428031751825,0.06017839013314901,-0.037171404344572716,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,deepseek-v2-lite,108,0.09124602095801494,0.07795795190190677,-0.02323153081943894,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,llama-3.2-3b-instruct,108,0.09246610640339897,0.0788325691312492,-0.02373956449110237,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,mixtral-8x7b-instruct-v0.1,108,0.0925440533198408,0.07878806704059294,-0.022916449841700513,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,qwen2.5-14b-instruct,108,0.09198196491550438,0.0783538211518599,-0.023895312817669857,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,qwen3-30b-a3b,108,0.09227858532427989,0.07856781433470054,-0.02230851013104456,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,qwen3-8b,108,0.0922173245996731,0.0786742165553151,-0.022614153777020238,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,decode,overall,all,648,0.09212234258678534,0.07852930779232715,-0.023093022424828767,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,decode,policy,balanced,216,0.09107817717902388,0.08537075244607621,-0.02613552534570795,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,decode,policy,latency,216,0.07714119211653946,0.06950563905990043,-0.007628729470934786,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,decode,policy,throughput,216,0.1081476584647927,0.0977710449895888,-0.07140695073598666,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,deepseek-v2-lite,108,0.00633942404781366,0.004748130138012708,-0.0024973062081787146,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,llama-3.2-3b-instruct,108,0.004402758657018168,0.0031976228003478156,-0.001524690883537453,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,mixtral-8x7b-instruct-v0.1,108,0.0031709702463357087,0.0023250739252332862,-0.0010900083052136154,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,qwen2.5-14b-instruct,108,0.0025800477839522215,0.0018757660271313068,-0.0008953454334649457,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,qwen3-30b-a3b,108,0.006183308358632878,0.0046834952352543015,-0.0023356601939984217,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,qwen3-8b,108,0.003214240984257081,0.0023395990422914984,-0.001095906790002689,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,overall,all,648,0.004315125013001619,0.0027851022130876897,-0.0013527471501120158,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,policy,balanced,216,0.00411847858601642,0.0021930990660332557,-0.0008251353926461869,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,policy,latency,216,0.0061732068974451335,0.004265878030841977,-0.001945422461080316,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,policy,throughput,216,0.002653689555543306,0.0017915453470774031,-0.0012526233643906396,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,deepseek-v2-lite,108,0.08326184838869109,0.07286983815880874,-0.021885338466135832,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,llama-3.2-3b-instruct,108,0.08145474896073791,0.07162110816644612,-0.021709314140044622,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,mixtral-8x7b-instruct-v0.1,108,0.07883862800072496,0.06962735962304381,-0.020376795214826326,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,qwen2.5-14b-instruct,108,0.07584379310396987,0.06739777202465318,-0.020676920069747518,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,qwen3-30b-a3b,108,0.08423599832659227,0.07344763647261815,-0.021011750866446063,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,qwen3-8b,108,0.07857337933701981,0.0695249340156544,-0.020110359677947935,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,total,overall,all,648,0.08036806601962265,0.07053870728748293,-0.020882082635386767,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,total,policy,balanced,216,0.08074050709085344,0.07534484834882925,-0.02318721498897231,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,total,policy,latency,216,0.07109680227837695,0.06487599962574128,-0.00725296564111546,phase34_open_target_repeated_engineering
tp,tp_l2_same_rack_nominal_proxy,L2_same_rack_two_node_proxy,parameterized_collective_sensitivity,total,policy,throughput,216,0.08926688868963754,0.07985916954033001,-0.05840282952374905,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,deepseek-v2-lite,108,0.0914154070146358,0.07808067808692434,-0.02326799085956507,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,llama-3.2-3b-instruct,108,0.09272397248069074,0.07901946173659073,-0.023795080240392882,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,mixtral-8x7b-instruct-v0.1,108,0.09288770606596845,0.07903798585617552,-0.0229875177169435,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,qwen2.5-14b-instruct,108,0.09241348190284462,0.07866553688501743,-0.023988683109713013,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,qwen3-30b-a3b,108,0.09244917593928369,0.07869149271638763,-0.02234352798137015,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,decode,model,qwen3-8b,108,0.09255920489638603,0.07892374844165964,-0.0226842440477891,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,decode,overall,all,648,0.09240815804996823,0.07874124685991414,-0.023154337462771856,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,decode,policy,balanced,216,0.09132927351143333,0.08564270664843689,-0.026217590159673836,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,decode,policy,latency,216,0.07727105584131765,0.06961722013815165,-0.0076408875135835375,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,decode,policy,throughput,216,0.10862414479715368,0.09832378404567696,-0.071807860407682,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,deepseek-v2-lite,108,0.016059936255251102,0.012723029974290466,-0.008645235325086213,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,llama-3.2-3b-instruct,108,0.010873663604036079,0.008016515080614321,-0.004442351843089101,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,mixtral-8x7b-instruct-v0.1,108,0.007670719529523696,0.005594830281403855,-0.003002891443667107,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,qwen2.5-14b-instruct,108,0.005802107254115889,0.004162059167205743,-0.002564966759453071,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,qwen3-30b-a3b,108,0.015768710915236746,0.01251219845121068,-0.008253539745151252,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,model,qwen3-8b,108,0.007802431772944746,0.00565199222532717,-0.00305202210076125,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,overall,all,648,0.010662928221851376,0.006975217426440686,-0.004224536975930567,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,policy,balanced,216,0.010392096987615992,0.005480273320044534,-0.0032657580972339333,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,policy,latency,216,0.01529284235512212,0.010929273421182132,-0.0061219897362941355,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,prefill,policy,throughput,216,0.0063038453228160185,0.0039266779155205525,-0.003013839453961572,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,deepseek-v2-lite,108,0.08749421992199834,0.07561380878881846,-0.022819304109289524,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,llama-3.2-3b-instruct,108,0.08743853630340268,0.07561295009313,-0.022976232329412326,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,mixtral-8x7b-instruct-v0.1,108,0.08629738116226744,0.07472705216775419,-0.021912308703276668,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,qwen2.5-14b-instruct,108,0.08456806971400811,0.07349262779849383,-0.022594397585287064,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,qwen3-30b-a3b,108,0.08850328117992465,0.07621569981887694,-0.021911188740094747,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,total,model,qwen3-8b,108,0.08599579977736012,0.07461530632618617,-0.021627995023809004,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,total,overall,all,648,0.08671621467649356,0.07497394676405272,-0.02226323686337348,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,total,policy,balanced,216,0.08635785411921276,0.0809408798247412,-0.024984184389402146,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,total,policy,latency,216,0.07408510183213142,0.06731280770469608,-0.007593504748476756,phase34_open_target_repeated_engineering
tp,tp_l3_cross_rack_nominal_proxy,L3_cross_rack_two_node_proxy,parameterized_collective_sensitivity,total,policy,throughput,216,0.09970568807813648,0.08993194784904224,-0.0657669664805923,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,decode,model,deepseek-v2-lite,108,0.08825687450895643,0.07538249287569035,-0.022463481410172927,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,decode,model,llama-3.2-3b-instruct,108,0.08803139972329331,0.0749953110945321,-0.022582742037265523,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,decode,model,mixtral-8x7b-instruct-v0.1,108,0.08678123045239186,0.0737635862132647,-0.021452883139230976,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,decode,model,qwen2.5-14b-instruct,108,0.08493013963643525,0.07221469364886231,-0.022020919114835315,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,decode,model,qwen3-30b-a3b,108,0.08926788534520926,0.07597219537975927,-0.021570957490018458,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,decode,model,qwen3-8b,108,0.08648163199158702,0.07365697078495095,-0.021169845888273933,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,decode,overall,all,648,0.08729152694297884,0.07422150714320198,-0.021824726689547783,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,decode,policy,balanced,216,0.08678669240342306,0.07991219079631132,-0.024462717899514146,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,decode,policy,latency,216,0.07483339699452574,0.06716986814386426,-0.007371816655988008,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,decode,policy,throughput,216,0.10025449143098777,0.08724335749836422,-0.06371503681500078,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,prefill,model,deepseek-v2-lite,108,0.0015770290473922808,0.0010019627158866732,-0.0004861952041715221,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,prefill,model,llama-3.2-3b-instruct,108,0.0010374356784273449,0.0006652496617239714,-0.00031488038321274145,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,prefill,model,mixtral-8x7b-instruct-v0.1,108,0.000767033405905266,0.0004938710435437931,-0.00023067260459321213,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,prefill,model,qwen2.5-14b-instruct,108,0.0006256114466430562,0.00039895569219286915,-0.0001899267913707815,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,prefill,model,qwen3-30b-a3b,108,0.0015333018444322016,0.0009898067683935744,-0.0004536755980034846,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,prefill,model,qwen3-8b,108,0.0007777263048393417,0.0004967699958522414,-0.0002317787838451022,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,prefill,overall,all,648,0.001053022954606582,0.0005850277152101305,-0.00027503741934166605,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,prefill,policy,balanced,216,0.0010234451621345566,0.00046719793956635704,-0.00017296378062633,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,prefill,policy,latency,216,0.0015106595176300115,0.0009062592072989597,-0.00038755607482865575,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,prefill,policy,throughput,216,0.0006249641840551776,0.0003768269771631632,-0.0002632145065732325,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,total,model,deepseek-v2-lite,108,0.05973154099870347,0.052709254283305,-0.01585483895083293,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,total,model,llama-3.2-3b-instruct,108,0.05260871259622876,0.04604047917556388,-0.013983239250453574,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,total,model,mixtral-8x7b-instruct-v0.1,108,0.04672615845714123,0.04050581113604415,-0.011881934988098596,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,total,model,qwen2.5-14b-instruct,108,0.041674480520260904,0.035983744087815524,-0.011066006796278408,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,total,model,qwen3-30b-a3b,108,0.06050402123217984,0.0531286999610214,-0.015220921164818373,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,total,model,qwen3-8b,108,0.04658068172634166,0.04044586119547859,-0.011727042825211993,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,total,overall,all,648,0.05130426592180931,0.04346235491344696,-0.012892559247124681,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,total,policy,balanced,216,0.052735794798001,0.043759774185111844,-0.013494217142398433,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,total,policy,latency,216,0.05243958752622932,0.046705668041874246,-0.005245670381175763,phase34_open_target_repeated_engineering
tp,validation_common_reference_5us_100gbps,reference_only,numeric_validation_reference,total,policy,throughput,216,0.04873741544119759,0.036797634223429646,-0.026924992514055376,phase34_open_target_repeated_engineering
