model,parallel_size,profile_id,policy,phase,requests,total_calls_per_1000,total_logical_bytes_per_1000,calls_by_12bin_json,logical_bytes_by_12bin_json,exact_calls_histogram_per_1000_json
qwen3-8b,4,profile_13_burstgpt_3_c2,mb1,prefill,42,2000.0,7864710095.238095,"[0.0,0.0,95.23809523809524,333.33333333333337,857.142857142857,380.95238095238096,190.47619047619048,142.85714285714286,0.0,0.0,0.0,0.0]","[0.0,0.0,12483047.61904762,112737523.80952382,1007616000.0000002,1606412190.4761903,1725391238.0952382,3400070095.2380953,0.0,0.0,0.0,0.0]","{""114688"":47.61904761904762,""147456"":47.61904761904762,""262144"":47.61904761904762,""278528"":47.61904761904762,""327680"":47.61904761904762,""335872"":47.61904761904762,""376832"":47.61904761904762,""393216"":95.23809523809524,""540672"":47.61904761904762,""663552"":47.61904761904762,""688128"":47.61904761904762,""942080"":47.61904761904762,""958464"":47.61904761904762,""991232"":47.61904761904762,""1040384"":47.61904761904762,""1048576"":47.61904761904762,""1056768"":47.61904761904762,""1179648"":47.61904761904762,""1335296"":47.61904761904762,""1368064"":95.23809523809524,""1425408"":47.61904761904762,""1490944"":47.61904761904762,""1572864"":47.61904761904762,""1728512"":47.61904761904762,""1761280"":47.61904761904762,""2564096"":47.61904761904762,""2613248"":47.61904761904762,""3792896"":47.61904761904762,""4407296"":47.61904761904762,""4562944"":47.61904761904762,""4808704"":47.61904761904762,""5234688"":47.61904761904762,""5750784"":47.61904761904762,""6717440"":47.61904761904762,""7888896"":47.61904761904762,""10174464"":47.61904761904762,""11452416"":47.61904761904762,""21626880"":47.61904761904762,""22347776"":47.61904761904762,""27426816"":47.61904761904762}"
qwen3-8b,4,profile_13_burstgpt_3_c2,mb1,decode,42,111571.42857142858,913993142.8571429,"[111571.42857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[913993142.8571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""8192"":111571.42857142858}"
