round,candidate_id,kind,bin,target_sum,predicted_sum,signed_bias,relative_signed_bias
0,p58_r0_ridge_1,logical_bytes,5,1086554615181.949,1299380333869.7969,212825718687.8479,0.19587208568637773
0,p58_r0_ridge_1,logical_bytes,6,19359287150266.773,14214312173932.225,-5144974976334.549,-0.26576262526606775
0,p58_r0_ridge_1,logical_bytes,7,108272547556364.53,110142676585074.72,1870129028710.1875,0.01727242104224652
0,p58_r0_ridge_1,logical_bytes,8,162453449513508.2,170694982860410.53,8241533346902.344,0.05073166111020038
0,p58_r0_ridge_1,logical_bytes,9,118285301917077.61,111477683952993.75,-6807617964083.859,-0.05755252642341187
0,p58_r0_ridge_1,logical_bytes,10,3794547254511.1694,2843684186116.365,-950863068394.8042,-0.25058669839053005
0,p58_r0_ridge_1,logical_bytes,11,0.0,39558561.814260945,39558561.814260945,3.955856181426095e+19
0,p58_r0_ridge_2,calls,0,0.0,0.0,0.0,0.0
0,p58_r0_ridge_2,calls,1,0.0,0.0,0.0,0.0
0,p58_r0_ridge_2,calls,2,1767.1122488490737,897.2117022459076,-869.900546603166,-0.4922723766810712
0,p58_r0_ridge_2,calls,3,5031.999230663869,3541.054526079487,-1490.9447045843817,-0.2962927131425023
0,p58_r0_ridge_2,calls,4,24606.282118418683,14280.532600371442,-10325.749518047242,-0.41963875193961336
0,p58_r0_ridge_2,calls,5,310558.6082667991,351507.3195774292,40948.71131063008,0.13185501937673316
0,p58_r0_ridge_2,calls,6,1551119.6880495693,1294012.0131643468,-257107.67488522246,-0.16575618043280618
0,p58_r0_ridge_2,calls,7,2904284.948131066,3084449.503617157,180164.5554860914,0.06203404924232003
0,p58_r0_ridge_2,calls,8,1391137.5597245158,1415385.941442918,24248.381718402263,0.017430613923761877
0,p58_r0_ridge_2,calls,9,345451.4823159769,318714.7452642799,-26736.737051696982,-0.07739650405448681
0,p58_r0_ridge_2,calls,10,4737.760266255596,3773.2893119556056,-964.4709542999908,-0.20357107580334433
0,p58_r0_ridge_2,calls,11,0.0,0.0,0.0,0.0
0,p58_r0_ridge_2,logical_bytes,0,0.0,0.0,0.0,0.0
0,p58_r0_ridge_2,logical_bytes,1,0.0,0.0,0.0,0.0
0,p58_r0_ridge_2,logical_bytes,2,217142753.13857418,137804689.8231398,-79338063.3154344,-0.36537283500685447
0,p58_r0_ridge_2,logical_bytes,3,1680304948.9872465,1274500400.6517544,-405804548.33549213,-0.24150648879542888
0,p58_r0_ridge_2,logical_bytes,4,29688525019.17854,16108420004.472511,-13580105014.706028,-0.45741932298534177
0,p58_r0_ridge_2,logical_bytes,5,1086554615181.949,1289079897757.617,202525282575.66797,0.18639217922953105
0,p58_r0_ridge_2,logical_bytes,6,19359287150266.773,14122848414852.645,-5236438735414.129,-0.2704871669482918
0,p58_r0_ridge_2,logical_bytes,7,108272547556364.53,109754153344018.28,1481605787653.75,0.013684039224092844
0,p58_r0_ridge_2,logical_bytes,8,162453449513508.2,170886436490637.62,8432986977129.4375,0.05191017489861442
0,p58_r0_ridge_2,logical_bytes,9,118285301917077.61,111171467300518.47,-7113834616559.141,-0.060141323573288955
0,p58_r0_ridge_2,logical_bytes,10,3794547254511.1694,2822161780645.89,-972385473865.2793,-0.2562586281431212
0,p58_r0_ridge_2,logical_bytes,11,0.0,0.0,0.0,0.0
