model_id,configuration,topology_level,pair_id,replica_id,measurement_id,payload_bytes0,payload_bytes1,repeat_count,concurrent_wave_us,solo0_us,solo1_us,matched_solo_ideal_us,concurrent_repeat_cv
qwen3-8b,P2D1,L3,qwen3-8b__res_08__p32_p512,0,qwen3-8b__p2d1__l3__r0,4718592,75497472,7,1798.6975,156.8765,1793.8615,1793.8615,0.018246364252205705
qwen3-8b,P2D1,L3,qwen3-8b__res_08__p32_p512,1,qwen3-8b__p2d1__l3__r1,4718592,75497472,9,1800.4775,157.303,1802.856,1802.856,0.009006566014860452
qwen3-8b,P2D1,L3,qwen3-8b__res_09__p128_p2048,0,qwen3-8b__p2d1__l3__r0,18874368,301989888,7,7304.97,498.081,7305.485,7305.485,0.023648442643961706
qwen3-8b,P2D1,L3,qwen3-8b__res_09__p128_p2048,1,qwen3-8b__p2d1__l3__r1,18874368,301989888,9,7286.267,498.837,7302.072,7302.072,0.2459201636084946
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_00__p2_p2,0,deepseek-v2-lite__p1d2__l1__r0,3981312,3981312,5,179.60750000000002,123.07,122.169,123.07,0.03142590336487352
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_00__p2_p2,1,deepseek-v2-lite__p1d2__l1__r1,3981312,3981312,5,179.1345,116.906,116.918,116.918,0.02897638662685837
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_01__p3_p3,0,deepseek-v2-lite__p1d2__l1__r0,5971968,5971968,5,272.786,177.6515,176.38600000000002,177.6515,0.025818891537237106
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_01__p3_p3,1,deepseek-v2-lite__p1d2__l1__r1,5971968,5971968,5,272.218,166.584,166.44,166.584,0.02716747686452016
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_02__p6_p6,0,deepseek-v2-lite__p1d2__l1__r0,11943936,11943936,5,537.5595000000001,325.81550000000004,320.043,325.81550000000004,0.022257315586780162
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_02__p6_p6,1,deepseek-v2-lite__p1d2__l1__r1,11943936,11943936,5,539.572,317.672,307.61699999999996,317.672,0.026968490947332863
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_03__p12_p12,0,deepseek-v2-lite__p1d2__l1__r0,23887872,23887872,5,1062.726,617.567,597.948,617.567,0.01663615727234326
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_03__p12_p12,1,deepseek-v2-lite__p1d2__l1__r1,23887872,23887872,5,1068.219,582.108,580.866,582.108,0.016902554912245786
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_04__p24_p24,0,deepseek-v2-lite__p1d2__l1__r0,47775744,47775744,5,2119.268,1194.256,1157.433,1194.256,0.011147488680852007
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_04__p24_p24,1,deepseek-v2-lite__p1d2__l1__r1,47775744,47775744,5,2113.006,1129.072,1123.516,1129.072,0.00840230073921341
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_05__p48_p48,0,deepseek-v2-lite__p1d2__l1__r0,95551488,95551488,5,4185.226,2285.463,2269.906,2285.463,0.006210248806186298
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_05__p48_p48,1,deepseek-v2-lite__p1d2__l1__r1,95551488,95551488,5,4187.967,2229.287,2209.027,2229.287,0.008193188660725036
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_06__p1_p6,0,deepseek-v2-lite__p1d2__l1__r0,1990656,11943936,5,340.422,72.4305,310.55949999999996,310.55949999999996,0.019634156813708867
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_06__p1_p6,1,deepseek-v2-lite__p1d2__l1__r1,1990656,11943936,5,332.2045,67.5055,300.034,300.034,0.016758774104945588
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_07__p3_p12,0,deepseek-v2-lite__p1d2__l1__r0,5971968,23887872,5,683.558,177.957,593.538,593.538,0.011599047877038998
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_07__p3_p12,1,deepseek-v2-lite__p1d2__l1__r1,5971968,23887872,5,683.195,164.232,577.922,577.922,0.009802369289854491
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_08__p6_p24,0,deepseek-v2-lite__p1d2__l1__r0,11943936,47775744,5,1310.6865,322.911,1143.481,1143.481,0.006857804508445278
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_08__p6_p24,1,deepseek-v2-lite__p1d2__l1__r1,11943936,47775744,5,1311.5875,300.745,1121.6585,1121.6585,0.005739605727845804
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_09__p12_p48,0,deepseek-v2-lite__p1d2__l1__r0,23887872,95551488,5,2562.89,614.111,2250.23,2250.23,0.004168681558260799
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__res_09__p12_p48,1,deepseek-v2-lite__p1d2__l1__r1,23887872,95551488,5,2572.292,579.805,2209.081,2209.081,0.004822407559115255
deepseek-v2-lite,P1D2,L2,deepseek-v2-lite__res_00__p2_p2,0,deepseek-v2-lite__p1d2__l2__r0,3981312,3981312,5,185.00349999999997,118.68549999999999,122.5455,122.5455,0.012220183247850612
