evaluation,scope,method,samples,mape,median_ape,p95_ape,mae_us,rmse_us,r2,diagnostic_dimension,diagnostic_value,backend_used_as_predictive_feature
workload_cv_posthoc,backend_transition=false,tp_conditioned_plus_schedule,99,0.32446299358160036,0.18025340663580902,1.4811957962523967,12258.957937393961,21726.634725309224,-0.298110553547831,backend_transition,false,False
workload_cv_posthoc,backend_transition=true,tp_conditioned_plus_schedule,63,0.13953254060028655,0.08999510417489881,0.3844758404471294,406.7427336747573,624.9973983529275,0.8309989986192429,backend_transition,true,False
workload_cv_posthoc,observed_backend_family=flashinfer_mnnvl+nccl+sglang_custom,tp_conditioned_plus_schedule,3,0.1790706708198014,0.18025340663580902,0.21753986291996963,3678.271610586439,3950.9768848764206,0.1518738132468188,observed_backend_family,flashinfer_mnnvl+nccl+sglang_custom,False
workload_cv_posthoc,observed_backend_family=flashinfer_mnnvl+sglang_custom,tp_conditioned_plus_schedule,33,0.42467682111883737,0.37239181958019096,1.4675797503678907,16971.62884485811,27575.21134695245,0.10461369619948546,observed_backend_family,flashinfer_mnnvl+sglang_custom,False
workload_cv_posthoc,observed_backend_family=nccl,tp_conditioned_plus_schedule,30,0.03189535646571179,0.02430506877834287,0.11817374290248779,546.5691855603322,904.2715383168473,0.9838343425333331,observed_backend_family,nccl,False
workload_cv_posthoc,observed_backend_family=nccl+sglang_custom,tp_conditioned_plus_schedule,12,0.09988963252088183,0.0976644462101025,0.21055966238075233,1424.426462736002,1934.2863380891076,0.9284827929415881,observed_backend_family,nccl+sglang_custom,False
workload_cv_posthoc,observed_backend_family=sglang_custom,tp_conditioned_plus_schedule,84,0.28815836939039896,0.15006937036913182,1.4353781729693502,7555.629383235633,16016.369403801136,0.08859622199124806,observed_backend_family,sglang_custom,False
