aggregation_scope,parallelism,sample_label,estimator_kind,reference_label,phase,policy,parallel_size,source,full_ge_128,cases,calls_mape,calls_wape,p95_calls_ape,bytes_mape,bytes_wape,p95_bytes_ape,mean_calls_histogram_l1,mean_calls_histogram_tv,mean_bytes_histogram_l1,mean_bytes_histogram_tv,mean_log_payload_emd_log2_bytes,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape,p95_common_reference_cost_ape,tp_measured_l1_cost_mape,p95_tp_measured_l1_cost_ape
policy,tp,h32,exact_representative,hfull,decode,latency,,,,72,0.09744795321891891,0.06402499183296419,0.2788332837596669,0.05343212260803311,0.03160830304896033,0.17385128458498025,0.23927036688622236,0.11963518344311118,0.29911048470969565,0.14955524235484782,0.12689236518292354,0.0060424935801392165,0.09537407345135993,0.06267563253068323,0.2781712632198178,0.09602409166696885,0.2784095925603417
policy,tp,h32,exact_representative,hfull,decode,throughput,,,,72,0.12954087002316755,0.11292995799039901,0.3935837328694473,0.05343212260803312,0.031608303048960354,0.17385128458498025,0.8379208273723023,0.41896041368615117,0.8015091349865799,0.40075456749328997,0.35416519820112086,0.01686500943814861,0.12120659137906517,0.10240127846429259,0.3608643463633375,0.1211105429450596,0.3743830904253639
policy,tp,h32,exact_representative,hfull,prefill,balanced,,,,72,0.05231874285963545,0.058233635903730555,0.13340643274853795,0.06174029344817214,0.04887113724669491,0.14080791060659809,1.9359634300227677,0.9679817150113839,1.930801562005445,0.9654007810027225,0.22007818659837552,0.01047991364754169,0.06013084924374539,0.048825560135027944,0.13374812812845857,0.05397411560112505,0.13942224679809095
policy,tp,h32,exact_representative,hfull,prefill,latency,,,,72,0.020965250832147782,0.028122290145595048,0.062184520471116195,0.06174029344817214,0.04887113724669491,0.14080791060659809,1.593476136433318,0.796738068216659,1.5201063232585017,0.7600531616292509,0.19329798749666768,0.00920466607126989,0.05806097004508367,0.04850701454765828,0.12739568853546437,0.04944800632410605,0.09284814435383743
policy,tp,h32,exact_representative,hfull,prefill,throughput,,,,72,0.07716510726617253,0.0835293426225326,0.35805084745762705,0.06174029344817214,0.04887113724669491,0.14080791060659809,2.0,1.0,2.0,1.0,0.30030198900414273,0.014300094714482982,0.060930596076211235,0.04887204621880982,0.13718241750770813,0.05922093423487892,0.214012436054339
policy,tp,h32,exact_representative,hfull,total,balanced,,,,72,0.1205987778761855,0.10246802368836647,0.2109278652202086,0.058177349463636986,0.04782837027794173,0.12782191098317097,0.540411949032688,0.270205974516344,1.8420372000753846,0.9210186000376923,0.2573736982199771,0.01225589039142748,0.06780170696989124,0.05144596705168932,0.14012223090850692,0.09556667735426201,0.1739970021303197
policy,tp,h32,exact_representative,hfull,total,latency,,,,72,0.0953287551144138,0.06353982610423126,0.2713692196531791,0.058177349463636986,0.04782837027794173,0.12782191098317097,0.26120669412540154,0.13060334706270077,1.4285279538955895,0.7142639769477948,0.14282713189106377,0.006801291994812561,0.06689257162834335,0.04422674918422472,0.2151982995227411,0.08486952088379193,0.2571378649161189
policy,tp,h32,exact_representative,hfull,total,throughput,,,,72,0.12858449098798974,0.11255367814752402,0.39350058932480225,0.058177349463636986,0.04782837027794173,0.12782191098317097,0.8487643553952585,0.42438217769762926,1.9234430500565811,0.9617215250282906,0.3597174836177072,0.017129403981795584,0.07399681730198242,0.05305944648958732,0.17486967130311426,0.09208654471429162,0.2250795282742819
policy,tp,h64,exact_representative,hfull,decode,balanced,,,,72,0.07910753260883203,0.07272740538183439,0.21789161098737952,0.022323349237791307,0.0132709040394384,0.07444743130227006,0.42572695573031744,0.21286347786515872,0.41570088898096597,0.20785044449048298,0.21724590335638128,0.010345043016970538,0.07513032518468422,0.06856163140985028,0.21080795776981845,0.07634453205306915,0.21524052959820716
policy,tp,h64,exact_representative,hfull,decode,latency,,,,72,0.05062775760455553,0.03319493570531885,0.1588897977394408,0.022323349237791296,0.013270904039438392,0.07444743130227006,0.2003413100101696,0.1001706550050848,0.25538972436956137,0.12769486218478068,0.09489615775034042,0.0045188646547781154,0.04942515769446159,0.032538011015747756,0.1544919653055156,0.0495790941200617,0.15866055850106925
