evidence_set,parallelism,slice_type,slice_value,method,cases,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape,calls_wape_relative_improvement_vs_h0,cost_wape_relative_improvement_vs_h0
new_confirmation_repeated_after_rescue,tp,parallel_size,2,h0,81,0.21597103241200058,0.16412130401536001,0.0273498401510323,0.026316162747407387,0.21405994625537753,0.021415156143602124,0.1428983900387617,0.1137771982229321,,
new_confirmation_repeated_after_rescue,tp,parallel_size,2,h0_plus_dnn_residual,81,0.1535681667878138,0.12188639225426447,0.027349880322203524,0.026316172603397615,0.20449501813931284,0.020585026418881266,0.10248534314032395,0.08567276100258907,0.25733960630207287,0.24701291347740806
new_confirmation_repeated_after_rescue,tp,parallel_size,4,h0,81,0.21597103241200058,0.16412130401536001,0.0273498401510323,0.026316162747407387,0.21405994625537753,0.021415156143602124,0.1428983900387617,0.1137771982229321,,
new_confirmation_repeated_after_rescue,tp,parallel_size,4,h0_plus_dnn_residual,81,0.15356816710610385,0.12188639110176182,0.027349880322203524,0.026316172603397615,0.20445472287990352,0.020579639862233108,0.10248534376545455,0.08567276023579459,0.25733961332433386,0.24701292021684695
new_confirmation_repeated_after_rescue,tp,parallel_size,8,h0,81,0.21597103241200058,0.16412130401536001,0.0273498401510323,0.026316162747407387,0.21405994625537753,0.021415156143602124,0.1428983900387617,0.1137771982229321,,
new_confirmation_repeated_after_rescue,tp,parallel_size,8,h0_plus_dnn_residual,81,0.15356817178631146,0.12188639711494889,0.027349880322203524,0.026316172603397615,0.2044106517109336,0.02057513213053986,0.102485346082859,0.08567276423654777,0.2573395766856592,0.24701288505379815
new_confirmation_once,pp,parallel_size,2,h0,81,0.23164695868190344,0.04149726227748617,0.027349840151032295,0.026316162747407376,0.18948401980039917,0.02748883013351661,0.10004543595117728,0.03431606312143357,,
new_confirmation_once,pp,parallel_size,2,h0_plus_dnn_residual,81,0.12638428974054966,0.03403588215451264,0.04326199794803343,0.03981911215261469,0.11072629727598486,0.01568850813639914,0.06052985263447615,0.026505374094324432,0.1798041536591104,0.22761028849578724
new_confirmation_once,pp,parallel_size,4,h0,81,0.37732150811918147,0.06875589256413549,0.027349840151032263,0.02631616274740735,0.2417476304954048,0.03228217521749029,0.15991133429195886,0.05541435460647642,,
new_confirmation_once,pp,parallel_size,4,h0_plus_dnn_residual,81,0.15684974825482406,0.036967839867247956,0.042329871181170466,0.03968981135001565,0.16488352955318267,0.020614428172660106,0.06324896544769007,0.029235637941337076,0.46233204910016457,0.4724176046269385
new_confirmation_once,pp,parallel_size,8,h0,81,0.48678055144578647,0.09704467032843533,0.02734984015103228,0.026316162747407366,0.21856282615419226,0.02879177144943784,0.20973397035931196,0.0797233806964078,,
new_confirmation_once,pp,parallel_size,8,h0_plus_dnn_residual,81,0.24162603439720448,0.06326484103583725,0.04199815755987301,0.039780869917742955,0.1520536848373168,0.018653954147079578,0.09770441676316391,0.04784573105983563,0.3480853629392995,0.3998532094112326
