model_id,configuration,topology_level,pair_id,page_count0,page_count1,payload_bytes0,payload_bytes1,phase51_flow0_us,phase51_flow1_us,phase51_ideal_us,phase51_serial_us,matched_solo_ideal_us,actual_concurrent_wave_us,phase51_absolute_error_us,matched_solo_absolute_error_us,phase51_contention_ratio,matched_solo_contention_ratio,cross_replica_relative_spread
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_04__p32_p32,32,32,63700992,63700992,1541.579,1541.579,1541.579,3083.158,1570.4,2816.264,1274.6850000000002,1245.864,1.8268697225377357,1.7933418237391747,0.0161259739853934
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_05__p64_p64,64,64,127401984,127401984,3067.682,3067.682,3067.682,6135.364,3057.838,5553.735,2486.053,2495.8969999999995,1.8104011432736509,1.816229309727984,0.007005015543593554
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_06__p1_p8,1,8,1990656,15925248,83.4885,461.95000000000005,461.95000000000005,545.4385000000001,403.626,423.512,38.438000000000045,19.886000000000024,0.916791860590973,1.0492683821161175,0.031278924800241824
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_07__p2_p16,2,16,3981312,31850496,139.84949999999998,850.031,850.031,989.8805,779.4445000000001,796.5895,53.441499999999905,17.144999999999982,0.9371299399668954,1.0219964346403112,0.019452302597511004
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_08__p4_p32,4,32,7962624,63700992,257.9,1541.579,1541.579,1799.4789999999998,1521.252,1547.195,5.6159999999999854,25.942999999999984,1.0036430179705353,1.0170537162810631,0.009961252460097166
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_09__p8_p64,8,64,15925248,127401984,461.95000000000005,3067.682,3067.682,3529.6319999999996,3017.374,3032.557,35.125,15.182999999999993,0.9885499866022619,1.0050318588282394,0.005076903748222946
deepseek-v2-lite,P1D2,L2,deepseek-v2-lite__dev_00__p1_p1,1,1,1990656,1990656,79.26849999999999,79.26849999999999,79.26849999999999,158.53699999999998,75.518,96.3635,17.095000000000013,20.8455,1.2156594359676292,1.276033528430308,0.01590332439149677
deepseek-v2-lite,P1D2,L2,deepseek-v2-lite__dev_01__p4_p4,4,4,7962624,7962624,252.9015,252.9015,252.9015,505.803,228.71300000000002,369.8695,116.96800000000002,141.1565,1.462504176527225,1.6171774232334846,0.007152522714092321
deepseek-v2-lite,P1D2,L2,deepseek-v2-lite__dev_02__p8_p8,8,8,15925248,15925248,455.1875,455.1875,455.1875,910.375,417.0985,714.5795,259.39200000000005,297.48100000000005,1.5698574763147055,1.7132152237421139,0.003516753559261282
deepseek-v2-lite,P1D2,L2,deepseek-v2-lite__dev_03__p16_p16,16,16,31850496,31850496,848.57,848.57,848.57,1697.14,809.6455,1433.424,584.8539999999999,623.7785,1.6892230458300435,1.7704340973920067,0.004655984551674855
deepseek-v2-lite,P1D2,L2,deepseek-v2-lite__dev_04__p32_p32,32,32,63700992,63700992,1550.285,1550.285,1550.285,3100.57,1577.208,2821.509,1271.224,1244.301,1.8199937430859485,1.7889263813016418,0.004429899036295754
deepseek-v2-lite,P1D2,L2,deepseek-v2-lite__dev_05__p64_p64,64,64,127401984,127401984,3100.839,3100.839,3100.839,6201.678,3091.412,5580.288,2479.4489999999996,2488.8759999999997,1.79960584861065,1.80509359477158,0.0003519531608404337
deepseek-v2-lite,P1D2,L2,deepseek-v2-lite__dev_06__p1_p8,1,8,1990656,15925248,79.26849999999999,455.1875,455.1875,534.456,405.039,413.716,41.47149999999999,8.677000000000021,0.9088913909103392,1.0214226284382493,0.0004906747623974692
deepseek-v2-lite,P1D2,L2,deepseek-v2-lite__dev_07__p2_p16,2,16,3981312,31850496,135.2385,848.57,848.57,983.8085000000001,785.182,788.358,60.2120000000001,3.175999999999931,0.9290429781868319,1.0040449220690233,0.0016350439774822953
deepseek-v2-lite,P1D2,L2,deepseek-v2-lite__dev_08__p4_p32,4,32,7962624,63700992,252.9015,1550.285,1550.285,1803.1865,1529.612,1541.288,8.997000000000071,11.67599999999993,0.9941965509567595,1.0076333083160958,0.00033867778118037284
deepseek-v2-lite,P1D2,L2,deepseek-v2-lite__dev_09__p8_p64,8,64,15925248,127401984,455.1875,3100.839,3100.839,3556.0265,3016.574,3037.834,63.00500000000011,21.259999999999764,0.9796813056079339,1.0070477303059695,0.00012179730689691763
deepseek-v2-lite,P1D2,L3,deepseek-v2-lite__dev_00__p1_p1,1,1,1990656,1990656,80.93299999999999,80.93299999999999,80.93299999999999,161.86599999999999,76.444,96.1015,15.168500000000009,19.6575,1.187420458898101,1.2571490241222332,3.641982695381967e-05
deepseek-v2-lite,P1D2,L3,deepseek-v2-lite__dev_01__p4_p4,4,4,7962624,7962624,254.42950000000002,254.42950000000002,254.42950000000002,508.85900000000004,228.548,369.9445,115.51499999999999,141.3965,1.454015748959928,1.618673101492903,0.0006622615013873826
deepseek-v2-lite,P1D2,L3,deepseek-v2-lite__dev_02__p8_p8,8,8,15925248,15925248,458.76800000000003,458.76800000000003,458.76800000000003,917.5360000000001,420.1,736.408,277.64,316.308,1.6051860635441006,1.7529350154725065,0.005347579059434428
deepseek-v2-lite,P1D2,L3,deepseek-v2-lite__dev_03__p16_p16,16,16,31850496,31850496,850.299,850.299,850.299,1700.598,811.202,1440.9205,590.6215,629.7185,1.6946044861866238,1.77627828826852,0.007026064241573372
deepseek-v2-lite,P1D2,L3,deepseek-v2-lite__dev_04__p32_p32,32,32,63700992,63700992,1545.589,1545.589,1545.589,3091.178,1586.434,2811.74,1266.1509999999998,1225.3059999999998,1.819202905817782,1.7723649392284835,0.003895096986207747
deepseek-v2-lite,P1D2,L3,deepseek-v2-lite__dev_05__p64_p64,64,64,127401984,127401984,3109.26,3109.26,3109.26,6218.52,3100.546,5584.79,2475.5299999999997,2484.244,1.7961797984086245,1.801227912761172,0.001374089267456785
deepseek-v2-lite,P1D2,L3,deepseek-v2-lite__dev_06__p1_p8,1,8,1990656,15925248,80.93299999999999,458.76800000000003,458.76800000000003,539.701,405.302,414.033,44.735000000000014,8.730999999999995,0.9024888396749555,1.0215419613029297,0.0020264085229921252
deepseek-v2-lite,P1D2,L3,deepseek-v2-lite__dev_07__p2_p16,2,16,3981312,31850496,138.06,850.299,850.299,988.3589999999999,784.052,788.3515,61.94749999999999,4.299499999999966,0.9271462156253271,1.0054836924081565,0.0020917065547538132
deepseek-v2-lite,P1D2,L3,deepseek-v2-lite__dev_08__p4_p32,4,32,7962624,63700992,254.42950000000002,1545.589,1545.589,1800.0185,1525.741,1543.645,1.94399999999996,17.903999999999996,0.9987422270733035,1.0117346259948445,0.00037184715397650957
deepseek-v2-lite,P1D2,L3,deepseek-v2-lite__dev_09__p8_p64,8,64,15925248,127401984,458.76800000000003,3109.26,3109.26,3568.0280000000002,3027.79,3037.139,72.1210000000001,9.34900000000016,0.9768044486469449,1.0030877306550323,0.0008998600327479824
deepseek-v2-lite,P2D1,L1,deepseek-v2-lite__dev_00__p1_p1,1,1,1990656,1990656,83.4885,83.4885,83.4885,166.977,76.07400000000001,113.0355,29.546999999999997,36.96149999999999,1.3539050288363068,1.4858624497200092,0.06546173547248434
deepseek-v2-lite,P2D1,L1,deepseek-v2-lite__dev_01__p4_p4,4,4,7962624,7962624,257.9,257.9,257.9,515.8,230.417,388.7255,130.82550000000003,158.3085,1.507272198526561,1.6870521706297712,0.040725396198602916
deepseek-v2-lite,P2D1,L1,deepseek-v2-lite__dev_02__p8_p8,8,8,15925248,15925248,461.95000000000005,461.95000000000005,461.95000000000005,923.9000000000001,423.88,732.2235000000001,270.2735,308.34350000000006,1.5850708951185193,1.727431112579032,0.019264609781029965
deepseek-v2-lite,P2D1,L1,deepseek-v2-lite__dev_03__p16_p16,16,16,31850496,31850496,850.031,850.031,850.031,1700.062,812.6385,1436.328,586.297,623.6895,1.689736021392161,1.767487019135815,0.01743438824558166
deepseek-v2-lite,P2D1,L1,deepseek-v2-lite__dev_04__p32_p32,32,32,63700992,63700992,1541.579,1541.579,1541.579,3083.158,1575.878,2827.059,1285.4800000000002,1251.1810000000003,1.8338722828995466,1.7939580348224928,0.016181834195890605
deepseek-v2-lite,P2D1,L1,deepseek-v2-lite__dev_05__p64_p64,64,64,127401984,127401984,3067.682,3067.682,3067.682,6135.364,3073.408,5662.381,2594.6990000000005,2588.9730000000004,1.8458174608711075,1.842378558264962,0.02440086599612431
deepseek-v2-lite,P2D1,L1,deepseek-v2-lite__dev_06__p1_p8,1,8,1990656,15925248,83.4885,461.95000000000005,461.95000000000005,545.4385000000001,407.545,409.014,52.936000000000035,1.468999999999994,0.8854075116354583,1.0036045099314186,0.0321040355586851
deepseek-v2-lite,P2D1,L1,deepseek-v2-lite__dev_07__p2_p16,2,16,3981312,31850496,139.84949999999998,850.031,850.031,989.8805,787.174,788.0565,61.97449999999992,0.88250000000005,0.9270914825459308,1.0011210990200388,0.03020722498957873
deepseek-v2-lite,P2D1,L1,deepseek-v2-lite__dev_08__p4_p32,4,32,7962624,63700992,257.9,1541.579,1541.579,1799.4789999999998,1530.788,1536.421,5.157999999999902,5.633000000000038,0.996654080004982,1.0036798041270247,0.01559924005204309
deepseek-v2-lite,P2D1,L1,deepseek-v2-lite__dev_09__p8_p64,8,64,15925248,127401984,461.95000000000005,3067.682,3067.682,3529.6319999999996,3084.575,3060.357,7.324999999999818,24.217999999999847,0.9976122036117173,0.9921486752632048,0.020130657959185796
deepseek-v2-lite,P2D1,L2,deepseek-v2-lite__dev_00__p1_p1,1,1,1990656,1990656,79.26849999999999,79.26849999999999,79.26849999999999,158.53699999999998,75.6835,90.424,11.155500000000018,14.740500000000011,1.1407305550123947,1.1947650412573416,0.03079934530655574
deepseek-v2-lite,P2D1,L2,deepseek-v2-lite__dev_01__p4_p4,4,4,7962624,7962624,252.9015,252.9015,252.9015,505.803,228.6205,385.7845,132.88299999999998,157.164,1.5254338151414681,1.6874449141699892,0.0335407461937946
deepseek-v2-lite,P2D1,L2,deepseek-v2-lite__dev_02__p8_p8,8,8,15925248,15925248,455.1875,455.1875,455.1875,910.375,418.092,734.2750000000001,279.0875000000001,316.1830000000001,1.6131264588768366,1.756252212431714,0.0018249293520821836
deepseek-v2-lite,P2D1,L2,deepseek-v2-lite__dev_03__p16_p16,16,16,31850496,31850496,848.57,848.57,848.57,1697.14,809.515,1440.028,591.458,630.513,1.6970055505143948,1.778877476019592,0.006356126408653179
deepseek-v2-lite,P2D1,L2,deepseek-v2-lite__dev_04__p32_p32,32,32,63700992,63700992,1550.285,1550.285,1550.285,3100.57,1581.894,2841.814,1291.5289999999998,1259.9199999999998,1.8330913348190814,1.7964629741310099,0.007140509547774738
deepseek-v2-lite,P2D1,L2,deepseek-v2-lite__dev_05__p64_p64,64,64,127401984,127401984,3100.839,3100.839,3100.839,6201.678,3093.031,5666.074,2565.2349999999997,2573.0429999999997,1.8272712643255582,1.8318839998693837,0.015485678443310039
deepseek-v2-lite,P2D1,L2,deepseek-v2-lite__dev_06__p1_p8,1,8,1990656,15925248,79.26849999999999,455.1875,455.1875,534.456,406.855,412.075,43.11250000000001,5.21999999999997,0.9052862831250857,1.012830123754163,0.011014985136200904
deepseek-v2-lite,P2D1,L2,deepseek-v2-lite__dev_07__p2_p16,2,16,3981312,31850496,135.2385,848.57,848.57,983.8085000000001,789.1545000000001,791.107,57.46300000000008,1.9524999999998727,0.9322825459302119,1.0024741669723733,0.004016523681373075
deepseek-v2-lite,P2D1,L2,deepseek-v2-lite__dev_08__p4_p32,4,32,7962624,63700992,252.9015,1550.285,1550.285,1803.1865,1536.563,1541.069,9.216000000000122,4.505999999999858,0.9940552866085912,1.0029325188749174,0.001713745458509547
deepseek-v2-lite,P2D1,L2,deepseek-v2-lite__dev_09__p8_p64,8,64,15925248,127401984,455.1875,3100.839,3100.839,3556.0265,3078.523,3075.218,25.621000000000095,3.305000000000291,0.9917373975237024,0.9989264332278822,0.0006262970625171715
