model_id,configuration,topology_level,pair_id,replica_id,measurement_id,payload_bytes0,payload_bytes1,repeat_count,concurrent_wave_us,solo0_us,solo1_us,matched_solo_ideal_us,concurrent_repeat_cv
qwen3-8b,P2D1,L3,qwen3-8b__dev_05__p4096_p4096,1,qwen3-8b__p2d1__l3__r1,603979776,603979776,9,27029.928,14816.116,14808.541,14816.116,0.0049869978762519165
qwen3-8b,P2D1,L3,qwen3-8b__dev_06__p1_p64,0,qwen3-8b__p2d1__l3__r0,147456,9437184,5,259.21950000000004,64.531,259.15,259.15,0.03389075175812103
qwen3-8b,P2D1,L3,qwen3-8b__dev_06__p1_p64,1,qwen3-8b__p2d1__l3__r1,147456,9437184,9,259.89149999999995,60.8805,258.3345,258.3345,0.01298963410093361
qwen3-8b,P2D1,L3,qwen3-8b__dev_07__p4_p256,0,qwen3-8b__p2d1__l3__r0,589824,37748736,5,929.4894999999999,79.465,929.057,929.057,0.007547545708772433
qwen3-8b,P2D1,L3,qwen3-8b__dev_07__p4_p256,1,qwen3-8b__p2d1__l3__r1,589824,37748736,9,927.238,66.72999999999999,928.905,928.905,0.01896923329892387
qwen3-8b,P2D1,L3,qwen3-8b__dev_08__p16_p1024,0,qwen3-8b__p2d1__l3__r0,2359296,150994944,5,3600.435,110.029,3611.058,3611.058,0.008525578878853177
qwen3-8b,P2D1,L3,qwen3-8b__dev_08__p16_p1024,1,qwen3-8b__p2d1__l3__r1,2359296,150994944,9,3602.966,108.417,3607.137,3607.137,0.013448570510768988
qwen3-8b,P2D1,L3,qwen3-8b__dev_09__p64_p4096,0,qwen3-8b__p2d1__l3__r0,9437184,603979776,5,14944.78,276.661,14980.129,14980.129,0.0041190023098993675
qwen3-8b,P2D1,L3,qwen3-8b__dev_09__p64_p4096,1,qwen3-8b__p2d1__l3__r1,9437184,603979776,9,14899.867,273.136,14946.304,14946.304,0.013078066333556241
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_00__p1_p1,0,deepseek-v2-lite__p1d2__l1__r0,1990656,1990656,5,86.283,75.6645,74.359,75.6645,0.026222648674961043
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_00__p1_p1,1,deepseek-v2-lite__p1d2__l1__r1,1990656,1990656,5,91.721,69.48949999999999,75.6315,75.6315,0.04433447288848695
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_01__p4_p4,0,deepseek-v2-lite__p1d2__l1__r0,7962624,7962624,5,358.226,226.732,224.2975,226.732,0.003888074528131025
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_01__p4_p4,1,deepseek-v2-lite__p1d2__l1__r1,7962624,7962624,5,357.4975,213.79649999999998,212.01749999999998,213.79649999999998,0.022306588649761025
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_02__p8_p8,0,deepseek-v2-lite__p1d2__l1__r0,15925248,15925248,5,701.442,423.8525,413.7125,423.8525,0.002542806646419095
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_02__p8_p8,1,deepseek-v2-lite__p1d2__l1__r1,15925248,15925248,5,704.3105,396.4065,394.665,396.4065,0.022091516336887627
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_03__p16_p16,0,deepseek-v2-lite__p1d2__l1__r0,31850496,31850496,5,1435.6295,809.5585,785.6179999999999,809.5585,0.014871199339100194
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_03__p16_p16,1,deepseek-v2-lite__p1d2__l1__r1,31850496,31850496,5,1409.8425,764.168,761.4884999999999,764.168,0.014768359143769345
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_04__p32_p32,0,deepseek-v2-lite__p1d2__l1__r0,63700992,63700992,5,2816.264,1570.4,1521.591,1570.4,0.009139418086168465
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_04__p32_p32,1,deepseek-v2-lite__p1d2__l1__r1,63700992,63700992,5,2770.849,1492.333,1488.458,1492.333,0.012538231125535834
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_05__p64_p64,0,deepseek-v2-lite__p1d2__l1__r0,127401984,127401984,5,5553.735,3057.838,3005.243,3057.838,0.004988562639107556
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_05__p64_p64,1,deepseek-v2-lite__p1d2__l1__r1,127401984,127401984,5,5514.831,2985.662,2930.924,2985.662,0.008094374720872653
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_06__p1_p8,0,deepseek-v2-lite__p1d2__l1__r0,1990656,15925248,5,423.512,72.075,403.626,403.626,0.015051944186172478
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_06__p1_p8,1,deepseek-v2-lite__p1d2__l1__r1,1990656,15925248,5,410.265,67.229,390.887,390.887,0.006955300266227551
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_07__p2_p16,0,deepseek-v2-lite__p1d2__l1__r0,3981312,31850496,5,796.5895,122.405,779.4445000000001,779.4445000000001,0.00900943567362718
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_07__p2_p16,1,deepseek-v2-lite__p1d2__l1__r1,3981312,31850496,5,781.094,112.587,759.22,759.22,0.004677231936994611
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_08__p4_p32,0,deepseek-v2-lite__p1d2__l1__r0,7962624,63700992,5,1547.195,227.032,1521.252,1521.252,0.004829962831122113
deepseek-v2-lite,P1D2,L1,deepseek-v2-lite__dev_08__p4_p32,1,deepseek-v2-lite__p1d2__l1__r1,7962624,63700992,5,1531.783,211.091,1480.943,1480.943,0.0047064679895560705
