candidate_id,oof_scheme,slice_type,slice_value,points,wape,signed_bias
max_edge,payload,configuration,P1D4,60,0.44061833478006607,-0.4406183347800661
max_edge,payload,configuration,P2D2_ALL_TO_ALL,60,0.2391345088511345,-0.23226273978286718
max_edge,payload,configuration,P2D2_MATCHING,60,0.0982639570494305,0.0982639570494306
max_edge,payload,configuration,P4D1,60,0.4362762090174629,-0.4234806093496597
max_edge,payload,configuration_topology,P1D4/L1,20,0.4389137672070598,-0.4389137672070598
max_edge,payload,configuration_topology,P1D4/L2,20,0.4429576566347854,-0.44295765663478553
max_edge,payload,configuration_topology,P1D4/L3,20,0.4399984612838737,-0.43999846128387365
max_edge,payload,configuration_topology,P2D2_ALL_TO_ALL/L1,20,0.23864823241086744,-0.22998096507761784
max_edge,payload,configuration_topology,P2D2_ALL_TO_ALL/L2,20,0.24723399251282846,-0.24066795073463873
max_edge,payload,configuration_topology,P2D2_ALL_TO_ALL/L3,20,0.23143213576691563,-0.22606991976536495
max_edge,payload,configuration_topology,P2D2_MATCHING/L1,20,0.10319262781649975,0.10319262781649971
max_edge,payload,configuration_topology,P2D2_MATCHING/L2,20,0.09565662911090489,0.09565662911090482
max_edge,payload,configuration_topology,P2D2_MATCHING/L3,20,0.09591555410695014,0.09591555410695006
max_edge,payload,configuration_topology,P4D1/L1,20,0.4395470499662715,-0.4296597030847422
max_edge,payload,configuration_topology,P4D1/L2,20,0.4352551751395682,-0.4217112758055104
max_edge,payload,configuration_topology,P4D1/L3,20,0.4339358299647324,-0.41890013930557074
max_edge,payload,model,deepseek-v2-lite,120,0.36974695964278653,-0.346694711871447
max_edge,payload,model,qwen3-8b,120,0.14961446604481857,-0.032142808761852014
max_edge,payload,model_configuration,deepseek-v2-lite/P1D4,30,0.47889406321305394,-0.4788940632130539
max_edge,payload,model_configuration,deepseek-v2-lite/P2D2_ALL_TO_ALL,30,0.26664664638213126,-0.26228154029968953
