workload_id,model,tp,phase,mode,case_label,batch_size,input_len,output_len,output_lens_json,prefill_chunk_size,repeat_count,calls,logical_payload_bytes,calls_by_payload_json,calls_by_op_payload_json,backend_signature,target_post_us,post_repeat_iqr_fraction
qwen3-30b-a3b-mixed-long_tail,qwen3-30b-a3b,2,decode,mixed_same_coarse,long_tail,8,512,128,"[8,8,8,8,16,32,64,128]",0,3,12319,104890368,"{""4096"":6208,""8192"":3104,""12288"":1552,""16384"":776,""32768"":679}","{""all_reduce:4096"":128,""all_reduce:8192"":64,""all_reduce:12288"":32,""all_reduce:16384"":16,""all_reduce:32768"":14,""fused_allreduce_residual_rmsnorm:4096"":6080,""fused_allreduce_residual_rmsnorm:8192"":3040,""fused_allreduce_residual_rmsnorm:12288"":1520,""fused_allreduce_residual_rmsnorm:16384"":760,""fused_allreduce_residual_rmsnorm:32768"":665}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,83096.12255859375,0.008620478875359302
qwen3-30b-a3b-mixed-staircase,qwen3-30b-a3b,2,decode,mixed_same_coarse,staircase,8,512,64,"[16,16,16,24,32,40,48,64]",0,3,6111,98533376,"{""4096"":1552,""8192"":776,""12288"":776,""16384"":776,""20480"":776,""32768"":1455}","{""all_reduce:4096"":32,""all_reduce:8192"":16,""all_reduce:12288"":16,""all_reduce:16384"":16,""all_reduce:20480"":16,""all_reduce:32768"":30,""fused_allreduce_residual_rmsnorm:4096"":1520,""fused_allreduce_residual_rmsnorm:8192"":760,""fused_allreduce_residual_rmsnorm:12288"":760,""fused_allreduce_residual_rmsnorm:16384"":760,""fused_allreduce_residual_rmsnorm:20480"":760,""fused_allreduce_residual_rmsnorm:32768"":1425}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,44112.15478515625,0.009335783645320882
qwen3-30b-a3b-mixed-uniform_b16,qwen3-30b-a3b,2,decode,mixed_same_coarse,uniform_b16,16,512,64,"[64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64]",0,3,6111,400490496,"{""65536"":6111}","{""all_reduce:65536"":126,""fused_allreduce_residual_rmsnorm:65536"":5985}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,54753.421875,0.002561613051296166
qwen3-30b-a3b-mixed-uniform_b4,qwen3-30b-a3b,2,decode,mixed_same_coarse,uniform_b4,4,512,64,"[64,64,64,64]",0,3,6111,100122624,"{""16384"":6111}","{""all_reduce:16384"":126,""fused_allreduce_residual_rmsnorm:16384"":5985}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,41809.55615234375,0.008869592848179205
qwen3-30b-a3b-chunk-c1024-b1-l1023-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c1024,1,1023,8,[8],1024,3,97,406450176,"{""4190208"":97}","{""all_reduce:4190208"":2,""fused_allreduce_residual_rmsnorm:4190208"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm_twoshot+sglang_custom:all_reduce_two_shot,1527.6845703125,0.016092476806646088
qwen3-30b-a3b-chunk-c1024-b1-l1024-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c1024,1,1024,8,[8],1024,3,97,406847488,"{""4194304"":97}","{""all_reduce:4194304"":2,""fused_allreduce_residual_rmsnorm:4194304"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm_twoshot+sglang_custom:all_reduce_two_shot,1527.03759765625,0.017748442542670797
qwen3-30b-a3b-chunk-c1024-b1-l1025-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c1024,1,1025,8,[8],1024,3,194,407244800,"{""4096"":97,""4194304"":97}","{""all_reduce:4096"":2,""all_reduce:4194304"":2,""fused_allreduce_residual_rmsnorm:4096"":95,""fused_allreduce_residual_rmsnorm:4194304"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+flashinfer_mnnvl:fused_allreduce_residual_rmsnorm_twoshot+sglang_custom:all_reduce_one_shot_push+sglang_custom:all_reduce_two_shot,2314.95361328125,0.016107698229813172
qwen3-30b-a3b-chunk-c1024-b4-l1023-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c1024,4,1023,8,"[8,8,8,8]",1024,3,97,1625800704,"{""16760832"":97}","{""all_reduce:16760832"":97}",sglang_custom:all_reduce_two_shot,4892.48779296875,0.0070969374185052315
qwen3-30b-a3b-chunk-c1024-b4-l1024-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c1024,4,1024,8,"[8,8,8,8]",1024,3,97,1627389952,"{""16777216"":97}","{""all_reduce:16777216"":97}",sglang_custom:all_reduce_two_shot,4896.91455078125,0.006204081990802364
qwen3-30b-a3b-chunk-c1024-b4-l1025-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c1024,4,1025,8,"[8,8,8,8]",1024,3,194,1628979200,"{""16384"":97,""16777216"":97}","{""all_reduce:16384"":2,""all_reduce:16777216"":97,""fused_allreduce_residual_rmsnorm:16384"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push+sglang_custom:all_reduce_two_shot,5718.04443359375,0.00560174133506055
qwen3-30b-a3b-chunk-c4096-b1-l4095-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c4096,1,4095,8,[8],4096,3,97,1626992640,"{""16773120"":97}","{""all_reduce:16773120"":97}",sglang_custom:all_reduce_two_shot,4911.99365234375,0.0014125581288545266
qwen3-30b-a3b-chunk-c4096-b1-l4096-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c4096,1,4096,8,[8],4096,3,97,1627389952,"{""16777216"":97}","{""all_reduce:16777216"":97}",sglang_custom:all_reduce_two_shot,4922.42578125,0.0021031872623777817
qwen3-30b-a3b-chunk-c4096-b1-l4097-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c4096,1,4097,8,[8],4096,3,194,1627787264,"{""4096"":97,""16777216"":97}","{""all_reduce:4096"":2,""all_reduce:16777216"":97,""fused_allreduce_residual_rmsnorm:4096"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push+sglang_custom:all_reduce_two_shot,5625.73095703125,0.0046529109889105556
qwen3-30b-a3b-chunk-c4096-b4-l4095-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c4096,4,4095,8,"[8,8,8,8]",4096,3,97,6507970560,"{""67092480"":97}","{""all_reduce:67092480"":97}",nccl:all_reduce,17961.0302734375,0.010153900357735212
qwen3-30b-a3b-chunk-c4096-b4-l4096-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c4096,4,4096,8,"[8,8,8,8]",4096,3,97,6509559808,"{""67108864"":97}","{""all_reduce:67108864"":97}",nccl:all_reduce,18524.94677734375,0.011605734043548909
qwen3-30b-a3b-chunk-c4096-b4-l4097-m8,qwen3-30b-a3b,4,prefill,chunked_prefill,c4096,4,4097,8,"[8,8,8,8]",4096,3,194,6511149056,"{""16384"":97,""67108864"":97}","{""all_reduce:16384"":2,""all_reduce:67108864"":97,""fused_allreduce_residual_rmsnorm:16384"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,18688.220703125,0.01988701000139104
qwen3-30b-a3b-mixed-balanced,qwen3-30b-a3b,4,decode,mixed_same_coarse,balanced,8,512,64,"[16,16,16,16,32,32,64,64]",0,3,6111,98533376,"{""8192"":3104,""16384"":1552,""32768"":1455}","{""all_reduce:8192"":64,""all_reduce:16384"":32,""all_reduce:32768"":30,""fused_allreduce_residual_rmsnorm:8192"":3040,""fused_allreduce_residual_rmsnorm:16384"":1520,""fused_allreduce_residual_rmsnorm:32768"":1425}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,50772.69873046875,0.020814043426370443
qwen3-30b-a3b-mixed-bimodal,qwen3-30b-a3b,4,decode,mixed_same_coarse,bimodal,8,512,64,"[8,8,16,16,16,64,64,64]",0,3,6111,98533376,"{""12288"":4656,""24576"":776,""32768"":679}","{""all_reduce:12288"":96,""all_reduce:24576"":16,""all_reduce:32768"":14,""fused_allreduce_residual_rmsnorm:12288"":4560,""fused_allreduce_residual_rmsnorm:24576"":760,""fused_allreduce_residual_rmsnorm:32768"":665}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,50319.439453125,0.0003821435265547419
qwen3-30b-a3b-mixed-long_tail,qwen3-30b-a3b,4,decode,mixed_same_coarse,long_tail,8,512,128,"[8,8,8,8,16,32,64,128]",0,3,12319,104890368,"{""4096"":6208,""8192"":3104,""12288"":1552,""16384"":776,""32768"":679}","{""all_reduce:4096"":128,""all_reduce:8192"":64,""all_reduce:12288"":32,""all_reduce:16384"":16,""all_reduce:32768"":14,""fused_allreduce_residual_rmsnorm:4096"":6080,""fused_allreduce_residual_rmsnorm:8192"":3040,""fused_allreduce_residual_rmsnorm:12288"":1520,""fused_allreduce_residual_rmsnorm:16384"":760,""fused_allreduce_residual_rmsnorm:32768"":665}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,93031.7568359375,0.020732850181083683
qwen3-30b-a3b-mixed-staircase,qwen3-30b-a3b,4,decode,mixed_same_coarse,staircase,8,512,64,"[16,16,16,24,32,40,48,64]",0,3,6111,98533376,"{""4096"":1552,""8192"":776,""12288"":776,""16384"":776,""20480"":776,""32768"":1455}","{""all_reduce:4096"":32,""all_reduce:8192"":16,""all_reduce:12288"":16,""all_reduce:16384"":16,""all_reduce:20480"":16,""all_reduce:32768"":30,""fused_allreduce_residual_rmsnorm:4096"":1520,""fused_allreduce_residual_rmsnorm:8192"":760,""fused_allreduce_residual_rmsnorm:12288"":760,""fused_allreduce_residual_rmsnorm:16384"":760,""fused_allreduce_residual_rmsnorm:20480"":760,""fused_allreduce_residual_rmsnorm:32768"":1425}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,48850.04052734375,0.021376125753478067
qwen3-30b-a3b-mixed-uniform_b16,qwen3-30b-a3b,4,decode,mixed_same_coarse,uniform_b16,16,512,64,"[64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64]",0,3,6111,400490496,"{""65536"":6111}","{""all_reduce:65536"":126,""fused_allreduce_residual_rmsnorm:65536"":5985}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,55604.7890625,0.014041667070605569
qwen3-30b-a3b-mixed-uniform_b4,qwen3-30b-a3b,4,decode,mixed_same_coarse,uniform_b4,4,512,64,"[64,64,64,64]",0,3,6111,100122624,"{""16384"":6111}","{""all_reduce:16384"":126,""fused_allreduce_residual_rmsnorm:16384"":5985}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,51676.00732421875,0.021581265665148508
qwen3-30b-a3b-chunk-c1024-b1-l1023-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c1024,1,1023,8,[8],1024,3,97,406450176,"{""4190208"":97}","{""all_reduce:4190208"":2,""fused_allreduce_residual_rmsnorm:4190208"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm_twoshot+sglang_custom:all_reduce_two_shot,1485.7451171875,0.006987793503759359
qwen3-30b-a3b-chunk-c1024-b1-l1024-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c1024,1,1024,8,[8],1024,3,97,406847488,"{""4194304"":97}","{""all_reduce:4194304"":2,""fused_allreduce_residual_rmsnorm:4194304"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm_twoshot+sglang_custom:all_reduce_two_shot,1472.5576171875,0.0014579888971343572
qwen3-30b-a3b-chunk-c1024-b1-l1025-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c1024,1,1025,8,[8],1024,3,194,407244800,"{""4096"":97,""4194304"":97}","{""all_reduce:4096"":2,""all_reduce:4194304"":2,""fused_allreduce_residual_rmsnorm:4096"":95,""fused_allreduce_residual_rmsnorm:4194304"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+flashinfer_mnnvl:fused_allreduce_residual_rmsnorm_twoshot+sglang_custom:all_reduce_one_shot_push+sglang_custom:all_reduce_two_shot,2317.28564453125,0.01641240330136051
qwen3-30b-a3b-chunk-c1024-b4-l1023-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c1024,4,1023,8,"[8,8,8,8]",1024,3,97,1625800704,"{""16760832"":97}","{""all_reduce:16760832"":97}",sglang_custom:all_reduce_two_shot,5812.40673828125,0.004346507911879298
qwen3-30b-a3b-chunk-c1024-b4-l1024-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c1024,4,1024,8,"[8,8,8,8]",1024,3,97,1627389952,"{""16777216"":97}","{""all_reduce:16777216"":97}",sglang_custom:all_reduce_two_shot,5833.5234375,0.0007332768842801106
qwen3-30b-a3b-chunk-c1024-b4-l1025-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c1024,4,1025,8,"[8,8,8,8]",1024,3,194,1628979200,"{""16384"":97,""16777216"":97}","{""all_reduce:16384"":2,""all_reduce:16777216"":97,""fused_allreduce_residual_rmsnorm:16384"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push+sglang_custom:all_reduce_two_shot,6566.15234375,0.008542381174762855
qwen3-30b-a3b-chunk-c4096-b1-l4095-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c4096,1,4095,8,[8],4096,3,97,1626992640,"{""16773120"":97}","{""all_reduce:16773120"":97}",sglang_custom:all_reduce_two_shot,5821.3916015625,0.0016521265772033876
qwen3-30b-a3b-chunk-c4096-b1-l4096-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c4096,1,4096,8,[8],4096,3,97,1627389952,"{""16777216"":97}","{""all_reduce:16777216"":97}",sglang_custom:all_reduce_two_shot,5821.072265625,0.0010256630929720918
qwen3-30b-a3b-chunk-c4096-b1-l4097-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c4096,1,4097,8,[8],4096,3,194,1627787264,"{""4096"":97,""16777216"":97}","{""all_reduce:4096"":2,""all_reduce:16777216"":97,""fused_allreduce_residual_rmsnorm:4096"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push+sglang_custom:all_reduce_two_shot,6545.4384765625,0.0017438566845439983
qwen3-30b-a3b-chunk-c4096-b4-l4095-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c4096,4,4095,8,"[8,8,8,8]",4096,3,97,6507970560,"{""67092480"":97}","{""all_reduce:67092480"":97}",nccl:all_reduce,24895.88916015625,0.004944222699605217
qwen3-30b-a3b-chunk-c4096-b4-l4096-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c4096,4,4096,8,"[8,8,8,8]",4096,3,97,6509559808,"{""67108864"":97}","{""all_reduce:67108864"":97}",nccl:all_reduce,24917.75244140625,0.003967427448862672
qwen3-30b-a3b-chunk-c4096-b4-l4097-m8,qwen3-30b-a3b,8,prefill,chunked_prefill,c4096,4,4097,8,"[8,8,8,8]",4096,3,194,6511149056,"{""16384"":97,""67108864"":97}","{""all_reduce:16384"":2,""all_reduce:67108864"":97,""fused_allreduce_residual_rmsnorm:16384"":95}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,25768.0693359375,0.004860145734355174
qwen3-30b-a3b-mixed-balanced,qwen3-30b-a3b,8,decode,mixed_same_coarse,balanced,8,512,64,"[16,16,16,16,32,32,64,64]",0,3,6111,98533376,"{""8192"":3104,""16384"":1552,""32768"":1455}","{""all_reduce:8192"":64,""all_reduce:16384"":32,""all_reduce:32768"":30,""fused_allreduce_residual_rmsnorm:8192"":3040,""fused_allreduce_residual_rmsnorm:16384"":1520,""fused_allreduce_residual_rmsnorm:32768"":1425}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,52225.28857421875,0.014027291484699734
qwen3-30b-a3b-mixed-bimodal,qwen3-30b-a3b,8,decode,mixed_same_coarse,bimodal,8,512,64,"[8,8,16,16,16,64,64,64]",0,3,6111,98533376,"{""12288"":4656,""24576"":776,""32768"":679}","{""all_reduce:12288"":96,""all_reduce:24576"":16,""all_reduce:32768"":14,""fused_allreduce_residual_rmsnorm:12288"":4560,""fused_allreduce_residual_rmsnorm:24576"":760,""fused_allreduce_residual_rmsnorm:32768"":665}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,51463.6513671875,0.06970431421190992
qwen3-30b-a3b-mixed-long_tail,qwen3-30b-a3b,8,decode,mixed_same_coarse,long_tail,8,512,128,"[8,8,8,8,16,32,64,128]",0,3,12319,104890368,"{""4096"":6208,""8192"":3104,""12288"":1552,""16384"":776,""32768"":679}","{""all_reduce:4096"":128,""all_reduce:8192"":64,""all_reduce:12288"":32,""all_reduce:16384"":16,""all_reduce:32768"":14,""fused_allreduce_residual_rmsnorm:4096"":6080,""fused_allreduce_residual_rmsnorm:8192"":3040,""fused_allreduce_residual_rmsnorm:12288"":1520,""fused_allreduce_residual_rmsnorm:16384"":760,""fused_allreduce_residual_rmsnorm:32768"":665}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,96923.8017578125,0.006644044628606599
qwen3-30b-a3b-mixed-staircase,qwen3-30b-a3b,8,decode,mixed_same_coarse,staircase,8,512,64,"[16,16,16,24,32,40,48,64]",0,3,6111,98533376,"{""4096"":1552,""8192"":776,""12288"":776,""16384"":776,""20480"":776,""32768"":1455}","{""all_reduce:4096"":32,""all_reduce:8192"":16,""all_reduce:12288"":16,""all_reduce:16384"":16,""all_reduce:20480"":16,""all_reduce:32768"":30,""fused_allreduce_residual_rmsnorm:4096"":1520,""fused_allreduce_residual_rmsnorm:8192"":760,""fused_allreduce_residual_rmsnorm:12288"":760,""fused_allreduce_residual_rmsnorm:16384"":760,""fused_allreduce_residual_rmsnorm:20480"":760,""fused_allreduce_residual_rmsnorm:32768"":1425}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,50780.8515625,0.016512768984802802
qwen3-30b-a3b-mixed-uniform_b16,qwen3-30b-a3b,8,decode,mixed_same_coarse,uniform_b16,16,512,64,"[64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64]",0,3,6111,400490496,"{""65536"":6111}","{""all_reduce:65536"":126,""fused_allreduce_residual_rmsnorm:65536"":5985}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,56344.091796875,0.009571056054672436
qwen3-30b-a3b-mixed-uniform_b4,qwen3-30b-a3b,8,decode,mixed_same_coarse,uniform_b4,4,512,64,"[64,64,64,64]",0,3,6111,100122624,"{""16384"":6111}","{""all_reduce:16384"":126,""fused_allreduce_residual_rmsnorm:16384"":5985}",flashinfer_mnnvl:fused_allreduce_residual_rmsnorm+sglang_custom:all_reduce_one_shot_push,50887.40087890625,0.011623611171175193
qwen3-8b-chunk-c1024-b1-l1023-m8,qwen3-8b,2,prefill,chunked_prefill,c1024,1,1023,8,[8],1024,3,73,611770368,"{""8380416"":73}","{""all_reduce:8380416"":73}",sglang_custom:all_reduce_one_shot,1713.4990234375,0.004353784260208603
qwen3-8b-chunk-c1024-b1-l1024-m8,qwen3-8b,2,prefill,chunked_prefill,c1024,1,1024,8,[8],1024,3,73,612368384,"{""8388608"":73}","{""all_reduce:8388608"":73}",sglang_custom:all_reduce_one_shot,1713.20703125,0.0006102065524954341
qwen3-8b-chunk-c1024-b1-l1025-m8,qwen3-8b,2,prefill,chunked_prefill,c1024,1,1025,8,[8],1024,3,146,612966400,"{""8192"":73,""8388608"":73}","{""all_reduce:8192"":73,""all_reduce:8388608"":73}",sglang_custom:all_reduce_one_shot+sglang_custom:all_reduce_one_shot_push,2092.21875,0.01409811373243118
qwen3-8b-chunk-c1024-b4-l1023-m8,qwen3-8b,2,prefill,chunked_prefill,c1024,4,1023,8,"[8,8,8,8]",1024,3,73,2447081472,"{""33521664"":73}","{""all_reduce:33521664"":73}",nccl:all_reduce,6368.390625,0.0008595768406951325
qwen3-8b-chunk-c1024-b4-l1024-m8,qwen3-8b,2,prefill,chunked_prefill,c1024,4,1024,8,"[8,8,8,8]",1024,3,73,2449473536,"{""33554432"":73}","{""all_reduce:33554432"":73}",nccl:all_reduce,6336.9208984375,0.0030853333953869983
qwen3-8b-chunk-c1024-b4-l1025-m8,qwen3-8b,2,prefill,chunked_prefill,c1024,4,1025,8,"[8,8,8,8]",1024,3,146,2451865600,"{""32768"":73,""33554432"":73}","{""all_reduce:32768"":73,""all_reduce:33554432"":73}",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,6733.70361328125,0.0013324994334919557
qwen3-8b-chunk-c4096-b1-l4095-m8,qwen3-8b,2,prefill,chunked_prefill,c4096,1,4095,8,[8],4096,3,73,2448875520,"{""33546240"":73}","{""all_reduce:33546240"":73}",nccl:all_reduce,6303.0419921875,0.003774567866613266
qwen3-8b-chunk-c4096-b1-l4096-m8,qwen3-8b,2,prefill,chunked_prefill,c4096,1,4096,8,[8],4096,3,73,2449473536,"{""33554432"":73}","{""all_reduce:33554432"":73}",nccl:all_reduce,6284.48095703125,0.0007850439493304788
qwen3-8b-chunk-c4096-b1-l4097-m8,qwen3-8b,2,prefill,chunked_prefill,c4096,1,4097,8,[8],4096,3,146,2450071552,"{""8192"":73,""33554432"":73}","{""all_reduce:8192"":73,""all_reduce:33554432"":73}",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,6682.6064453125,0.0028320957406186096
qwen3-8b-chunk-c4096-b4-l4095-m8,qwen3-8b,2,prefill,chunked_prefill,c4096,4,4095,8,"[8,8,8,8]",4096,3,73,9795502080,"{""134184960"":73}","{""all_reduce:134184960"":73}",nccl:all_reduce,21303.6640625,0.004427628353250559
qwen3-8b-chunk-c4096-b4-l4096-m8,qwen3-8b,2,prefill,chunked_prefill,c4096,4,4096,8,"[8,8,8,8]",4096,3,73,9797894144,"{""134217728"":73}","{""all_reduce:134217728"":73}",nccl:all_reduce,21377.5087890625,0.00611339750921961
qwen3-8b-chunk-c4096-b4-l4097-m8,qwen3-8b,2,prefill,chunked_prefill,c4096,4,4097,8,"[8,8,8,8]",4096,3,146,9800286208,"{""32768"":73,""134217728"":73}","{""all_reduce:32768"":73,""all_reduce:134217728"":73}",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,21858.9111328125,0.003564139249738368
qwen3-8b-mixed-balanced,qwen3-8b,2,decode,mixed_same_coarse,balanced,8,512,64,"[16,16,16,16,32,32,64,64]",0,3,4599,148307968,"{""16384"":2336,""32768"":1168,""65536"":1095}","{""all_reduce:16384"":2336,""all_reduce:32768"":1168,""all_reduce:65536"":1095}",sglang_custom:all_reduce_one_shot_push,25425.71435546875,0.011918941713301098
qwen3-8b-mixed-bimodal,qwen3-8b,2,decode,mixed_same_coarse,bimodal,8,512,64,"[8,8,16,16,16,64,64,64]",0,3,4599,148307968,"{""24576"":3504,""49152"":584,""65536"":511}","{""all_reduce:24576"":3504,""all_reduce:49152"":584,""all_reduce:65536"":511}",sglang_custom:all_reduce_one_shot_push,24564.85888671875,0.011207555190459503
qwen3-8b-mixed-long_tail,qwen3-8b,2,decode,mixed_same_coarse,long_tail,8,512,128,"[8,8,8,8,16,32,64,128]",0,3,9271,157876224,"{""8192"":4672,""16384"":2336,""24576"":1168,""32768"":584,""65536"":511}","{""all_reduce:8192"":4672,""all_reduce:16384"":2336,""all_reduce:24576"":1168,""all_reduce:32768"":584,""all_reduce:65536"":511}",sglang_custom:all_reduce_one_shot_push,48905.96630859375,0.0076001289504285165
qwen3-8b-mixed-staircase,qwen3-8b,2,decode,mixed_same_coarse,staircase,8,512,64,"[16,16,16,24,32,40,48,64]",0,3,4599,148307968,"{""8192"":1168,""16384"":584,""24576"":584,""32768"":584,""40960"":584,""65536"":1095}","{""all_reduce:8192"":1168,""all_reduce:16384"":584,""all_reduce:24576"":584,""all_reduce:32768"":584,""all_reduce:40960"":584,""all_reduce:65536"":1095}",sglang_custom:all_reduce_one_shot_push,25383.18408203125,0.02346829102474858
qwen3-8b-mixed-uniform_b16,qwen3-8b,2,decode,mixed_same_coarse,uniform_b16,16,512,64,"[64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64]",0,3,4599,602800128,"{""131072"":4599}","{""all_reduce:131072"":4599}",sglang_custom:all_reduce_one_shot_push,35672.68798828125,0.009658890685871223
qwen3-8b-mixed-uniform_b4,qwen3-8b,2,decode,mixed_same_coarse,uniform_b4,4,512,64,"[64,64,64,64]",0,3,4599,150700032,"{""32768"":4599}","{""all_reduce:32768"":4599}",sglang_custom:all_reduce_one_shot_push,25195.66064453125,0.0038845199677764145
qwen3-8b-chunk-c1024-b1-l1023-m8,qwen3-8b,4,prefill,chunked_prefill,c1024,1,1023,8,[8],1024,3,73,611770368,"{""8380416"":73}","{""all_reduce:8380416"":73}",sglang_custom:all_reduce_two_shot,2315.5361328125,0.0044967354938132325
qwen3-8b-chunk-c1024-b1-l1024-m8,qwen3-8b,4,prefill,chunked_prefill,c1024,1,1024,8,[8],1024,3,73,612368384,"{""8388608"":73}","{""all_reduce:8388608"":73}",sglang_custom:all_reduce_two_shot,2298.98681640625,0.008669218883573245
qwen3-8b-chunk-c1024-b1-l1025-m8,qwen3-8b,4,prefill,chunked_prefill,c1024,1,1025,8,[8],1024,3,146,612966400,"{""8192"":73,""8388608"":73}","{""all_reduce:8192"":73,""all_reduce:8388608"":73}",sglang_custom:all_reduce_one_shot_push+sglang_custom:all_reduce_two_shot,2822.17919921875,0.012919167247855167
qwen3-8b-chunk-c1024-b4-l1023-m8,qwen3-8b,4,prefill,chunked_prefill,c1024,4,1023,8,"[8,8,8,8]",1024,3,73,2447081472,"{""33521664"":73}","{""all_reduce:33521664"":73}",nccl:all_reduce,8811.62744140625,0.0006881499182127574
qwen3-8b-chunk-c1024-b4-l1024-m8,qwen3-8b,4,prefill,chunked_prefill,c1024,4,1024,8,"[8,8,8,8]",1024,3,73,2449473536,"{""33554432"":73}","{""all_reduce:33554432"":73}",nccl:all_reduce,8799.83447265625,0.0027618095399854657
qwen3-8b-chunk-c1024-b4-l1025-m8,qwen3-8b,4,prefill,chunked_prefill,c1024,4,1025,8,"[8,8,8,8]",1024,3,146,2451865600,"{""32768"":73,""33554432"":73}","{""all_reduce:32768"":73,""all_reduce:33554432"":73}",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,9370.06298828125,0.004806645833125976
qwen3-8b-chunk-c4096-b1-l4095-m8,qwen3-8b,4,prefill,chunked_prefill,c4096,1,4095,8,[8],4096,3,73,2448875520,"{""33546240"":73}","{""all_reduce:33546240"":73}",nccl:all_reduce,8798.3447265625,0.0018327033505170372
qwen3-8b-chunk-c4096-b1-l4096-m8,qwen3-8b,4,prefill,chunked_prefill,c4096,1,4096,8,[8],4096,3,73,2449473536,"{""33554432"":73}","{""all_reduce:33554432"":73}",nccl:all_reduce,8790.0830078125,0.0014553865690039322
qwen3-8b-chunk-c4096-b1-l4097-m8,qwen3-8b,4,prefill,chunked_prefill,c4096,1,4097,8,[8],4096,3,146,2450071552,"{""8192"":73,""33554432"":73}","{""all_reduce:8192"":73,""all_reduce:33554432"":73}",nccl:all_reduce+sglang_custom:all_reduce_one_shot_push,9250.337890625,0.004377453061786383
