parallelism,method,phase,slice_type,slice_value,cases,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_histogram_l1,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape,evidence_set
pp,h0,prefill,overall,all,324,0.2775995453859961,0.2539035140159789,0.04211173364495007,0.03683166391726249,0.6316812111446539,0.31584060557232696,0.03989468870876109,0.06690852207255409,0.048753884481055325,phase34_blind_phase33_baseline_original_three
pp,h0,prefill,model,deepseek-v2-lite,108,0.2775995453859961,0.25390351401597894,0.04211173364495006,0.0368316639172625,0.5930976958874635,0.29654884794373176,0.036928858475478187,0.07216910676380522,0.05292814689018187,phase34_blind_phase33_baseline_original_three
pp,h0,prefill,model,qwen3-30b-a3b,108,0.2775995453859961,0.25390351401597894,0.04211173364495006,0.0368316639172625,0.5930976958874635,0.29654884794373176,0.036928858475478187,0.07216910676380522,0.05292814689018187,phase34_blind_phase33_baseline_original_three
pp,h0,prefill,model,qwen3-8b,108,0.27759954538599607,0.25390351401597877,0.04211173364495009,0.036831663917262475,0.7088482416590347,0.35442412082951735,0.04582634917532689,0.05638735269005178,0.04436971733113711,phase34_blind_phase33_baseline_original_three
pp,h0,prefill,policy,mb1,108,0.008851968912771659,0.009500847775468932,0.04211173364495008,0.03683166391726246,0.29321338540622527,0.14660669270311263,0.0145506994757419,0.03647829085902762,0.03418275989690363,phase34_blind_phase33_baseline_original_three
pp,h0,prefill,policy,mb16,108,0.41873383329728625,0.49284806100868944,0.04211173364495006,0.036831663917262496,0.776422151752283,0.3882110758761415,0.05692524403315374,0.07623936096082114,0.05248644623171588,phase34_blind_phase33_baseline_original_three
pp,h0,prefill,policy,mb4,108,0.4052128339479304,0.4312879787384881,0.04211173364495008,0.03683166391726251,0.8254080962754535,0.41270404813772676,0.04820812261738763,0.08800791439781348,0.0600462580944484,phase34_blind_phase33_baseline_original_three
pp,h0,prefill,parallel_size,2,108,0.2845848826191246,0.2546794515645458,0.04211173364495005,0.036831663917262454,0.608357460150467,0.3041787300752335,0.039270616159189066,0.06785485337758512,0.04916543167272991,phase34_blind_phase33_baseline_original_three
pp,h0,prefill,parallel_size,4,108,0.27669938140804556,0.256953622199942,0.042111733644950085,0.03683166391726249,0.6294071525636146,0.3147035762818073,0.03974984851354627,0.06861493714203369,0.049644646084406635,phase34_blind_phase33_baseline_original_three
pp,h0,prefill,parallel_size,8,108,0.2715143721308181,0.24969353677155937,0.042111733644950085,0.036831663917262523,0.6572790207198804,0.3286395103599402,0.040663601453547915,0.06425577569804342,0.04744172985574863,phase34_blind_phase33_baseline_original_three
pp,h0,prefill,source,burstgpt,324,0.2775995453859961,0.2539035140159789,0.04211173364495007,0.03683166391726249,0.6316812111446539,0.31584060557232696,0.03989468870876109,0.06690852207255409,0.048753884481055325,phase34_blind_phase33_baseline_original_three
pp,h0,decode,overall,all,324,0.5944864716216912,0.10541274677938389,0.03393369176868638,0.017940966035344803,0.46238634055024636,0.23119317027512318,0.023390435704074928,0.5375224282324006,0.10318605050038573,phase34_blind_phase33_baseline_original_three
pp,h0,decode,model,deepseek-v2-lite,108,0.5944864716216912,0.10541274677938389,0.03393369176868638,0.0179409660353448,0.5096432037019735,0.25482160185098673,0.02607996700011255,0.549975373580866,0.10373289914515131,phase34_blind_phase33_baseline_original_three
pp,h0,decode,model,qwen3-30b-a3b,108,0.5944864716216912,0.10541274677938389,0.03393369176868638,0.0179409660353448,0.5096432037019735,0.25482160185098673,0.02607996700011255,0.549975373580866,0.10373289914515131,phase34_blind_phase33_baseline_original_three
pp,h0,decode,model,qwen3-8b,108,0.5944864716216912,0.10541274677938389,0.03393369176868638,0.017940966035344806,0.367872614246792,0.183936307123396,0.018011373111999684,0.5126165375354698,0.10211132240813248,phase34_blind_phase33_baseline_original_three
pp,h0,decode,policy,mb1,108,0.03835232414858644,0.02374190754540981,0.0339336917686864,0.01794096603534481,0.003911270331113717,0.0019556351655568584,0.00016296959712974092,0.03830174417535311,0.02367871171726809,phase34_blind_phase33_baseline_original_three
pp,h0,decode,policy,mb16,108,1.4120036104615525,0.7707610475713097,0.033933691768686366,0.017940966035344785,0.9567623785762535,0.47838118928812673,0.052193663483454174,1.2529398700364272,0.6971192414770142,phase34_blind_phase33_baseline_original_three
pp,h0,decode,policy,mb4,108,0.3331034802549347,0.1516683518535208,0.03393369176868638,0.017940966035344817,0.42648537274337184,0.21324268637168592,0.017814674031640866,0.3213256704854214,0.14615788005497313,phase34_blind_phase33_baseline_original_three
pp,h0,decode,parallel_size,2,108,0.37234000565419645,0.051913873761489024,0.03393369176868638,0.017940966035344803,0.3500114246321696,0.1750057123160848,0.01807804497718604,0.3338516965363474,0.050949941574630925,phase34_blind_phase33_baseline_original_three
pp,h0,decode,parallel_size,4,108,0.6228679131986422,0.1021493327354076,0.03393369176868638,0.0179409660353448,0.5121153993935136,0.2560576996967568,0.025812756585151156,0.5604155796512652,0.09995431751007261,phase34_blind_phase33_baseline_original_three
pp,h0,decode,parallel_size,8,108,0.7882514960122351,0.15866142740089123,0.03393369176868638,0.017940966035344806,0.5250321976250558,0.2625160988125279,0.026280505549887593,0.7183000085095892,0.15529865179692506,phase34_blind_phase33_baseline_original_three
pp,h0,decode,source,burstgpt,324,0.5944864716216912,0.10541274677938389,0.03393369176868638,0.017940966035344803,0.46238634055024636,0.23119317027512318,0.023390435704074928,0.5375224282324006,0.10318605050038573,phase34_blind_phase33_baseline_original_three
pp,h0,total,overall,all,324,0.4708951564003901,0.10018767555515071,0.04065673094051189,0.034879392300309064,0.4795256122891697,0.23976280614458484,0.034139031932845294,0.20406358023577434,0.07645941577712051,phase34_blind_phase33_baseline_original_three
pp,h0,total,model,deepseek-v2-lite,108,0.4708951564003901,0.1001876755551507,0.04065673094051188,0.03487939230030908,0.5245208827248024,0.2622604413624012,0.036188091441692466,0.22721940882287797,0.08099264966958857,phase34_blind_phase33_baseline_original_three
pp,h0,total,model,qwen3-30b-a3b,108,0.4708951564003901,0.1001876755551507,0.04065673094051188,0.03487939230030908,0.5245208827248024,0.2622604413624012,0.036188091441692466,0.22721940882287797,0.08099264966958857,phase34_blind_phase33_baseline_original_three
pp,h0,total,model,qwen3-8b,108,0.47089515640039026,0.1001876755551507,0.04065673094051191,0.03487939230030905,0.3895350714179043,0.19476753570895214,0.030040912915150948,0.15775192306156716,0.06880049156570733,phase34_blind_phase33_baseline_original_three
