model,parallel_size,profile_id,policy,phase,requests,total_calls_per_1000,total_logical_bytes_per_1000,calls_by_12bin_json,logical_bytes_by_12bin_json,exact_calls_histogram_per_1000_json
qwen3-8b,4,profile_14_burstgpt_3_c3,mb4,prefill,48,1500.0,9299285333.333332,"[0.0,0.0,41.666666666666664,125.0,708.3333333333334,291.66666666666663,208.33333333333331,125.0,0.0,0.0,0.0,0.0]","[0.0,0.0,3072000.0,41642666.666666664,857087999.9999999,967680000.0,3251882666.6666665,4177920000.0,0.0,0.0,0.0,0.0]","{""73728"":41.666666666666664,""188416"":41.666666666666664,""311296"":41.666666666666664,""499712"":41.666666666666664,""573440"":41.666666666666664,""778240"":41.666666666666664,""1007616"":41.666666666666664,""1032192"":83.33333333333333,""1196032"":41.666666666666664,""1277952"":41.666666666666664,""1302528"":41.666666666666664,""1310720"":41.666666666666664,""1327104"":41.666666666666664,""1359872"":41.666666666666664,""1368064"":41.666666666666664,""1376256"":83.33333333333333,""1409024"":83.33333333333333,""1433600"":41.666666666666664,""1990656"":41.666666666666664,""2392064"":41.666666666666664,""2506752"":41.666666666666664,""2899968"":41.666666666666664,""3276800"":41.666666666666664,""5046272"":41.666666666666664,""5111808"":41.666666666666664,""10534912"":41.666666666666664,""15499264"":41.666666666666664,""16785408"":41.666666666666664,""17367040"":41.666666666666664,""17858560"":41.666666666666664,""33161216"":41.666666666666664,""33554432"":83.33333333333333}"
qwen3-8b,4,profile_14_burstgpt_3_c3,mb4,decode,48,28916.666666666664,774826666.6666666,"[4500.0,24416.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[36864000.0,737962666.6666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""8192"":4500.0,""16384"":2541.6666666666665,""24576"":2916.6666666666665,""32768"":18541.666666666664,""40960"":416.66666666666663}"
qwen3-8b,4,profile_18_mooncake_conversation_c2,mb4,prefill,930,3275.268817204301,93180265152.68817,"[0.0,2.150537634408602,0.0,4.301075268817204,10.75268817204301,77.41935483870967,529.0322580645143,2651.612903225806,0.0,0.0,0.0,0.0]","[0.0,52851.6129032258,0.0,1321290.322580645,10129892.47311828,302716421.50537634,6015711518.279566,86850333178.49461,0.0,0.0,0.0,0.0]","{""24576"":2.150537634408602,""196608"":2.150537634408602,""417792"":2.150537634408602,""524288"":2.150537634408602,""696320"":2.150537634408602,""1015808"":2.150537634408602,""1081344"":2.150537634408602,""1392640"":2.150537634408602,""1818624"":2.150537634408602,""1843200"":2.150537634408602,""2236416"":4.301075268817204,""2269184"":2.150537634408602,""2449408"":2.150537634408602,""2736128"":2.150537634408602,""2785280"":2.150537634408602,""2850816"":4.301075268817204,""3088384"":2.150537634408602,""3104768"":2.150537634408602,""3186688"":2.150537634408602,""3424256"":2.150537634408602,""3538944"":2.150537634408602,""3571712"":2.150537634408602,""3710976"":2.150537634408602,""3899392"":4.301075268817204,""3932160"":2.150537634408602,""4259840"":2.150537634408602,""4521984"":2.150537634408602,""4562944"":2.150537634408602,""4702208"":2.150537634408602,""4751360"":2.150537634408602,""4792320"":2.150537634408602,""4923392"":2.150537634408602,""5152768"":4.301075268817204,""5283840"":2.150537634408602,""5316608"":2.150537634408602,""5349376"":2.150537634408602,""5423104"":2.150537634408602,""5636096"":4.301075268817204,""5865472"":2.150537634408602,""6004736"":2.150537634408602,""6209536"":2.150537634408602,""6414336"":2.150537634408602,""6881280"":2.150537634408602,""7307264"":4.301075268817204,""7315456"":4.301075268817204,""7323648"":4.301075268817204,""7331840"":2.150537634408602,""7340032"":21.50537634408602,""7348224"":6.451612903225806,""7356416"":6.451612903225806,""7364608"":4.301075268817204,""7372800"":8.602150537634408,""7380992"":6.451612903225806,""7389184"":10.75268817204301,""7397376"":2.150537634408602,""7405568"":2.150537634408602,""7413760"":4.301075268817204,""7421952"":2.150537634408602,""7438336"":2.150537634408602,""7512064"":2.150537634408602,""7528448"":2.150537634408602,""7544832"":2.150537634408602,""7561216"":2.150537634408602,""7618560"":2.150537634408602,""7643136"":2.150537634408602,""7675904"":2.150537634408602,""7716864"":2.150537634408602,""7733248"":2.150537634408602,""7766016"":2.150537634408602,""7774208"":2.150537634408602,""7782400"":2.150537634408602,""7864320"":23.655913978494624,""7970816"":4.301075268817204,""7979008"":2.150537634408602,""8003584"":2.150537634408602,""8118272"":2.150537634408602,""8208384"":4.301075268817204,""8232960"":2.150537634408602,""8257536"":4.301075268817204,""8265728"":2.150537634408602,""8282112"":2.150537634408602,""8347648"":2.150537634408602,""8380416"":2.150537634408602,""8388608"":8.602150537634408,""8429568"":2.150537634408602,""8577024"":2.150537634408602,""8601600"":2.150537634408602,""8765440"":2.150537634408602,""8896512"":2.150537634408602,""8912896"":2.150537634408602,""9150464"":2.150537634408602,""9183232"":2.150537634408602,""9224192"":2.150537634408602,""9289728"":4.301075268817204,""9347072"":2.150537634408602,""9388032"":2.150537634408602,""9437184"":6.451612903225806,""9773056"":2.150537634408602,""9838592"":2.150537634408602,""9986048"":2.150537634408602,""10051584"":2.150537634408602,""10100736"":2.150537634408602,""10117120"":2.150537634408602,""10133504"":2.150537634408602,""10174464"":2.150537634408602,""10207232"":2.150537634408602,""10231808"":4.301075268817204,""10272768"":2.150537634408602,""10362880"":2.150537634408602,""10403840"":2.150537634408602,""10485760"":10.75268817204301,""10493952"":4.301075268817204,""10510336"":2.150537634408602,""10526720"":2.150537634408602,""10592256"":2.150537634408602,""10600448"":2.150537634408602,""10690560"":2.150537634408602,""10706944"":2.150537634408602,""10805248"":2.150537634408602,""10813440"":2.150537634408602,""11010048"":6.451612903225806,""11075584"":2.150537634408602,""11108352"":2.150537634408602,""11182080"":4.301075268817204,""11280384"":2.150537634408602,""11378688"":2.150537634408602,""11526144"":2.150537634408602,""11534336"":6.451612903225806,""11550720"":2.150537634408602,""11583488"":2.150537634408602,""11952128"":2.150537634408602,""12083200"":2.150537634408602,""12132352"":2.150537634408602,""12328960"":2.150537634408602,""12484608"":2.150537634408602,""12509184"":2.150537634408602,""12517376"":2.150537634408602,""12574720"":2.150537634408602,""12582912"":2.150537634408602,""12607488"":2.150537634408602,""12640256"":2.150537634408602,""12795904"":2.150537634408602,""12845056"":2.150537634408602,""12902400"":2.150537634408602,""13033472"":2.150537634408602,""13041664"":2.150537634408602,""13090816"":2.150537634408602,""13107200"":8.602150537634408,""13156352"":2.150537634408602,""13221888"":2.150537634408602,""13336576"":2.150537634408602,""13410304"":2.150537634408602,""13623296"":2.150537634408602,""13631488"":10.75268817204301,""13737984"":2.150537634408602,""13811712"":2.150537634408602,""13869056"":2.150537634408602,""14032896"":4.301075268817204,""14336000"":2.150537634408602,""14360576"":2.150537634408602,""14401536"":2.150537634408602,""14434304"":2.150537634408602,""14540800"":2.150537634408602,""14581760"":2.150537634408602,""14680064"":2.150537634408602,""14712832"":2.150537634408602,""14802944"":2.150537634408602,""14942208"":2.150537634408602,""14966784"":2.150537634408602,""15065088"":4.301075268817204,""15179776"":2.150537634408602,""15196160"":2.150537634408602,""15204352"":2.150537634408602,""15220736"":2.150537634408602,""15261696"":2.150537634408602,""15368192"":2.150537634408602,""15441920"":2.150537634408602,""15532032"":2.150537634408602,""15728640"":2.150537634408602,""15777792"":2.150537634408602,""15859712"":2.150537634408602,""16228352"":2.150537634408602,""16367616"":2.150537634408602,""16400384"":2.150537634408602,""16424960"":2.150537634408602,""16482304"":2.150537634408602,""16596992"":2.150537634408602,""16629760"":2.150537634408602,""16777216"":4.301075268817204,""17219584"":2.150537634408602,""17260544"":2.150537634408602,""17375232"":2.150537634408602,""17440768"":2.150537634408602,""17498112"":4.301075268817204,""17506304"":2.150537634408602,""17604608"":2.150537634408602,""17735680"":2.150537634408602,""17997824"":2.150537634408602,""18014208"":2.150537634408602,""18022400"":2.150537634408602,""18046976"":2.150537634408602,""18079744"":2.150537634408602,""18169856"":2.150537634408602,""18276352"":2.150537634408602,""18366464"":2.150537634408602,""18481152"":2.150537634408602,""18620416"":2.150537634408602,""18841600"":2.150537634408602,""18857984"":2.150537634408602,""19062784"":2.150537634408602,""19103744"":2.150537634408602,""19300352"":2.150537634408602,""19398656"":2.150537634408602,""19726336"":2.150537634408602,""19791872"":2.150537634408602,""19922944"":2.150537634408602,""19931136"":2.150537634408602,""20094976"":2.150537634408602,""20332544"":2.150537634408602,""20447232"":2.150537634408602,""20504576"":2.150537634408602,""20561920"":2.150537634408602,""20578304"":2.150537634408602,""20611072"":2.150537634408602,""20692992"":2.150537634408602,""20750336"":2.150537634408602,""20774912"":2.150537634408602,""20824064"":2.150537634408602,""20963328"":2.150537634408602,""21094400"":2.150537634408602,""21192704"":2.150537634408602,""21266432"":2.150537634408602,""21405696"":2.150537634408602,""21569536"":2.150537634408602,""21635072"":2.150537634408602,""21676032"":2.150537634408602,""21684224"":2.150537634408602,""21692416"":2.150537634408602,""21938176"":2.150537634408602,""22003712"":2.150537634408602,""22052864"":2.150537634408602,""22364160"":2.150537634408602,""22421504"":2.150537634408602,""22503424"":2.150537634408602,""22626304"":2.150537634408602,""22650880"":2.150537634408602,""22700032"":2.150537634408602,""22839296"":2.150537634408602,""22872064"":2.150537634408602,""22929408"":2.150537634408602,""23027712"":2.150537634408602,""23142400"":2.150537634408602,""23199744"":2.150537634408602,""23232512"":2.150537634408602,""23257088"":2.150537634408602,""23404544"":2.150537634408602,""23412736"":2.150537634408602,""23494656"":2.150537634408602,""23691264"":2.150537634408602,""24051712"":4.301075268817204,""24059904"":2.150537634408602,""24117248"":4.301075268817204,""24289280"":2.150537634408602,""24379392"":2.150537634408602,""24428544"":2.150537634408602,""24453120"":2.150537634408602,""24592384"":2.150537634408602,""24641536"":4.301075268817204,""24805376"":2.150537634408602,""24936448"":2.150537634408602,""24952832"":2.150537634408602,""25165824"":4.301075268817204,""25214976"":2.150537634408602,""25231360"":2.150537634408602,""25296896"":2.150537634408602,""25321472"":2.150537634408602,""25362432"":2.150537634408602,""25436160"":2.150537634408602,""25690112"":4.301075268817204,""25763840"":2.150537634408602,""25870336"":2.150537634408602,""26198016"":2.150537634408602,""26468352"":2.150537634408602,""26722304"":2.150537634408602,""26738688"":2.150537634408602,""26869760"":2.150537634408602,""26959872"":2.150537634408602,""27049984"":2.150537634408602,""27082752"":2.150537634408602,""27271168"":2.150537634408602,""27467776"":2.150537634408602,""27598848"":2.150537634408602,""27631616"":2.150537634408602,""27787264"":4.301075268817204,""28008448"":2.150537634408602,""28139520"":2.150537634408602,""28311552"":2.150537634408602,""28319744"":2.150537634408602,""28680192"":2.150537634408602,""28925952"":2.150537634408602,""29097984"":2.150537634408602,""29188096"":2.150537634408602,""29237248"":2.150537634408602,""29360128"":2.150537634408602,""29466624"":2.150537634408602,""29605888"":2.150537634408602,""29687808"":2.150537634408602,""29884416"":4.301075268817204,""30031872"":2.150537634408602,""30089216"":2.150537634408602,""30179328"":2.150537634408602,""30408704"":2.150537634408602,""30433280"":2.150537634408602,""30449664"":2.150537634408602,""30457856"":2.150537634408602,""30728192"":2.150537634408602,""30859264"":2.150537634408602,""30867456"":2.150537634408602,""30932992"":2.150537634408602,""30973952"":2.150537634408602,""31064064"":2.150537634408602,""31096832"":2.150537634408602,""31195136"":2.150537634408602,""31211520"":2.150537634408602,""31408128"":2.150537634408602,""31440896"":2.150537634408602,""31531008"":2.150537634408602,""31670272"":2.150537634408602,""31711232"":2.150537634408602,""31719424"":2.150537634408602,""31760384"":2.150537634408602,""31817728"":2.150537634408602,""31858688"":2.150537634408602,""31981568"":2.150537634408602,""32112640"":2.150537634408602,""32153600"":2.150537634408602,""32276480"":2.150537634408602,""32350208"":2.150537634408602,""32473088"":2.150537634408602,""32505856"":2.150537634408602,""32587776"":2.150537634408602,""32653312"":2.150537634408602,""32792576"":2.150537634408602,""32817152"":2.150537634408602,""32931840"":2.150537634408602,""32940032"":4.301075268817204,""32997376"":2.150537634408602,""33038336"":2.150537634408602,""33046528"":4.301075268817204,""33054720"":2.150537634408602,""33062912"":4.301075268817204,""33071104"":8.602150537634408,""33079296"":4.301075268817204,""33087488"":4.301075268817204,""33095680"":4.301075268817204,""33103872"":2.150537634408602,""33112064"":4.301075268817204,""33120256"":4.301075268817204,""33136640"":4.301075268817204,""33144832"":4.301075268817204,""33153024"":2.150537634408602,""33161216"":4.301075268817204,""33169408"":8.602150537634408,""33193984"":12.903225806451612,""33202176"":4.301075268817204,""33218560"":6.451612903225806,""33226752"":4.301075268817204,""33234944"":4.301075268817204,""33243136"":6.451612903225806,""33251328"":2.150537634408602,""33259520"":4.301075268817204,""33267712"":6.451612903225806,""33275904"":4.301075268817204,""33300480"":4.301075268817204,""33316864"":2.150537634408602,""33325056"":4.301075268817204,""33333248"":2.150537634408602,""33341440"":8.602150537634408,""33349632"":2.150537634408602,""33366016"":2.150537634408602,""33374208"":2.150537634408602,""33382400"":2.150537634408602,""33390592"":2.150537634408602,""33398784"":4.301075268817204,""33406976"":2.150537634408602,""33415168"":4.301075268817204,""33423360"":6.451612903225806,""33431552"":2.150537634408602,""33439744"":6.451612903225806,""33456128"":2.150537634408602,""33464320"":4.301075268817204,""33480704"":6.451612903225806,""33488896"":2.150537634408602,""33497088"":2.150537634408602,""33505280"":2.150537634408602,""33513472"":2.150537634408602,""33529856"":4.301075268817204,""33538048"":6.451612903225806,""33546240"":10.75268817204301,""33554432"":2129.032258064516}"
qwen3-8b,4,profile_18_mooncake_conversation_c2,mb4,decode,930,30483.870967741936,1741302090.3225806,"[475.26881720430106,13483.870967741936,16255.913978494624,268.8172043010752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[3893402.1505376343,466274546.23655915,1224289995.6989248,46844146.236559145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","{""8192"":475.26881720430106,""16384"":73.11827956989247,""24576"":236.5591397849462,""32768"":9808.602150537634,""40960"":3365.5913978494623,""49152"":3301.0752688172042,""57344"":3301.0752688172042,""65536"":1733.3333333333333,""73728"":2165.5913978494623,""81920"":1055.9139784946235,""90112"":1098.9247311827955,""98304"":754.8387096774193,""106496"":793.5483870967741,""114688"":898.9247311827957,""122880"":563.4408602150537,""131072"":167.74193548387095,""139264"":223.6559139784946,""147456"":124.73118279569891,""155648"":73.11827956989247,""163840"":68.81720430107526,""172032"":103.2258064516129,""180224"":53.76344086021505,""188416"":40.86021505376344,""196608"":2.150537634408602}"
