model_id,configuration,topology_level,pair_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
qwen3-30b-a3b,P2D1,L1,qwen3-30b-a3b__ext_03__p128_p128,605.25,605.522,605.522,0.0004491992033320807,False
qwen3-30b-a3b,P2D1,L1,qwen3-30b-a3b__ext_04__p512_p512,2256.586,2252.012,2256.586,0.0020269557641497443,False
qwen3-30b-a3b,P2D1,L1,qwen3-30b-a3b__ext_05__p2048_p2048,8931.297,8774.936,8931.297,0.017507087716375436,False
qwen3-30b-a3b,P2D1,L1,qwen3-30b-a3b__ext_06__p2_p32,128.5515,128.68,128.68,0.0009986011812247628,False
qwen3-30b-a3b,P2D1,L1,qwen3-30b-a3b__ext_07__p8_p128,342.8455,341.2145,342.8455,0.004757244881440849,False
qwen3-30b-a3b,P2D1,L1,qwen3-30b-a3b__ext_08__p32_p512,1220.718,1219.357,1220.718,0.001114917614060007,False
qwen3-30b-a3b,P2D1,L1,qwen3-30b-a3b__ext_09__p128_p2048,4847.74,4755.488,4847.74,0.019029898468152066,False
qwen3-30b-a3b,P2D1,L2,qwen3-30b-a3b__ext_00__p2_p2,88.166,86.7775,88.166,0.015748701313431406,False
qwen3-30b-a3b,P2D1,L2,qwen3-30b-a3b__ext_01__p8_p8,94.1275,90.5495,94.1275,0.0380122705904226,False
qwen3-30b-a3b,P2D1,L2,qwen3-30b-a3b__ext_02__p32_p32,146.378,143.3755,146.378,0.02051196218010902,False
qwen3-30b-a3b,P2D1,L2,qwen3-30b-a3b__ext_03__p128_p128,601.334,601.851,601.851,0.0008590166004543529,False
qwen3-30b-a3b,P2D1,L2,qwen3-30b-a3b__ext_04__p512_p512,2250.232,2254.247,2254.247,0.0017810825521781212,False
qwen3-30b-a3b,P2D1,L2,qwen3-30b-a3b__ext_05__p2048_p2048,8887.326,8853.93,8887.326,0.0037577106994836043,False
qwen3-30b-a3b,P2D1,L2,qwen3-30b-a3b__ext_06__p2_p32,126.5865,122.0005,126.5865,0.0362281917898038,False
qwen3-30b-a3b,P2D1,L2,qwen3-30b-a3b__ext_07__p8_p128,343.2365,333.1555,343.2365,0.029370419521233787,False
qwen3-30b-a3b,P2D1,L2,qwen3-30b-a3b__ext_08__p32_p512,1221.6715,1198.77,1221.6715,0.01874603770326143,False
qwen3-30b-a3b,P2D1,L2,qwen3-30b-a3b__ext_09__p128_p2048,4879.355,4675.847,4879.355,0.04170797164789195,False
qwen3-30b-a3b,P2D1,L3,qwen3-30b-a3b__ext_00__p2_p2,92.1235,87.821,92.1235,0.046703609828111274,False
qwen3-30b-a3b,P2D1,L3,qwen3-30b-a3b__ext_01__p8_p8,94.314,93.0795,94.314,0.013089255041669287,False
qwen3-30b-a3b,P2D1,L3,qwen3-30b-a3b__ext_02__p32_p32,162.83499999999998,150.4665,162.83499999999998,0.0759572573463935,False
qwen3-30b-a3b,P2D1,L3,qwen3-30b-a3b__ext_03__p128_p128,582.62,554.797,582.62,0.04775496893343857,False
qwen3-30b-a3b,P2D1,L3,qwen3-30b-a3b__ext_04__p512_p512,2187.599,2258.148,2258.148,0.031241973511036466,False
qwen3-30b-a3b,P2D1,L3,qwen3-30b-a3b__ext_05__p2048_p2048,8865.571,8909.454,8909.454,0.004925442120246629,False
qwen3-30b-a3b,P2D1,L3,qwen3-30b-a3b__ext_06__p2_p32,128.755,128.752,128.755,2.3300066016744226e-05,False
qwen3-30b-a3b,P2D1,L3,qwen3-30b-a3b__ext_07__p8_p128,342.6255,339.836,342.6255,0.008141542296180452,False
qwen3-30b-a3b,P2D1,L3,qwen3-30b-a3b__ext_08__p32_p512,1229.161,1224.7875,1229.161,0.00355811809844288,False
qwen3-30b-a3b,P2D1,L3,qwen3-30b-a3b__ext_09__p128_p2048,4830.848,4837.551,4837.551,0.0013856184668648308,False
llama-3.2-3b-instruct,P1D2,L1,llama-3.2-3b-instruct__ext_00__p2_p2,64.98949999999999,65.07,65.07,0.0012371292454280113,False
llama-3.2-3b-instruct,P1D2,L1,llama-3.2-3b-instruct__ext_01__p8_p8,73.1525,73.12100000000001,73.1525,0.0004306072929837543,False
llama-3.2-3b-instruct,P1D2,L1,llama-3.2-3b-instruct__ext_02__p32_p32,177.168,166.88400000000001,177.168,0.05804659983744238,False
llama-3.2-3b-instruct,P1D2,L1,llama-3.2-3b-instruct__ext_03__p128_p128,664.0319999999999,654.2145,664.0319999999999,0.014784679051611795,False
llama-3.2-3b-instruct,P1D2,L1,llama-3.2-3b-instruct__ext_04__p512_p512,2588.283,2549.188,2588.283,0.015104607958248693,False
llama-3.2-3b-instruct,P1D2,L1,llama-3.2-3b-instruct__ext_05__p2048_p2048,10234.823,10240.201,10240.201,0.0005251850036926807,False
llama-3.2-3b-instruct,P1D2,L1,llama-3.2-3b-instruct__ext_06__p2_p32,121.05199999999999,120.45500000000001,121.05199999999999,0.00493176486138172,False
llama-3.2-3b-instruct,P1D2,L1,llama-3.2-3b-instruct__ext_07__p8_p128,384.913,384.4785,384.913,0.0011288265140434698,False
llama-3.2-3b-instruct,P1D2,L1,llama-3.2-3b-instruct__ext_08__p32_p512,1410.3455,1407.011,1410.3455,0.002364314276182634,False
llama-3.2-3b-instruct,P1D2,L1,llama-3.2-3b-instruct__ext_09__p128_p2048,5505.102,5472.149,5505.102,0.005985901805270733,False
llama-3.2-3b-instruct,P1D2,L2,llama-3.2-3b-instruct__ext_00__p2_p2,62.447,61.9195,62.447,0.008447163194388896,False
llama-3.2-3b-instruct,P1D2,L2,llama-3.2-3b-instruct__ext_01__p8_p8,72.018,73.50399999999999,73.50399999999999,0.020216586852416063,False
llama-3.2-3b-instruct,P1D2,L2,llama-3.2-3b-instruct__ext_02__p32_p32,176.27300000000002,176.075,176.27300000000002,0.0011232576741760558,False
llama-3.2-3b-instruct,P1D2,L2,llama-3.2-3b-instruct__ext_03__p128_p128,681.4145,664.0325,681.4145,0.025508702852668895,False
llama-3.2-3b-instruct,P1D2,L2,llama-3.2-3b-instruct__ext_04__p512_p512,2584.803,2588.084,2588.084,0.0012677331956767823,False
llama-3.2-3b-instruct,P1D2,L2,llama-3.2-3b-instruct__ext_05__p2048_p2048,10278.713,10274.651,10278.713,0.00039518566186252094,False
llama-3.2-3b-instruct,P1D2,L2,llama-3.2-3b-instruct__ext_06__p2_p32,120.85,120.9045,120.9045,0.00045076899536414635,False
llama-3.2-3b-instruct,P1D2,L2,llama-3.2-3b-instruct__ext_07__p8_p128,384.427,385.916,385.916,0.0038583525948651413,False
llama-3.2-3b-instruct,P1D2,L2,llama-3.2-3b-instruct__ext_08__p32_p512,1410.2365,1411.7015000000001,1411.7015000000001,0.001037754794480381,False
llama-3.2-3b-instruct,P1D2,L2,llama-3.2-3b-instruct__ext_09__p128_p2048,5510.04,5528.688,5528.688,0.0033729521362030447,False
llama-3.2-3b-instruct,P1D2,L3,llama-3.2-3b-instruct__ext_00__p2_p2,64.208,63.8235,64.208,0.005988350361325624,False
llama-3.2-3b-instruct,P1D2,L3,llama-3.2-3b-instruct__ext_01__p8_p8,72.6805,74.3315,74.3315,0.02221131014442074,False
llama-3.2-3b-instruct,P1D2,L3,llama-3.2-3b-instruct__ext_02__p32_p32,177.4785,179.6745,179.6745,0.012222101633787756,False
llama-3.2-3b-instruct,P1D2,L3,llama-3.2-3b-instruct__ext_03__p128_p128,676.62,682.871,682.871,0.009153998339364209,False
llama-3.2-3b-instruct,P1D2,L3,llama-3.2-3b-instruct__ext_04__p512_p512,2590.019,2592.196,2592.196,0.0008398284697608262,False
llama-3.2-3b-instruct,P1D2,L3,llama-3.2-3b-instruct__ext_05__p2048_p2048,10226.402,10268.673,10268.673,0.004116500739676942,False
llama-3.2-3b-instruct,P1D2,L3,llama-3.2-3b-instruct__ext_06__p2_p32,121.9495,121.1465,121.9495,0.006584692844169081,False
llama-3.2-3b-instruct,P1D2,L3,llama-3.2-3b-instruct__ext_07__p8_p128,385.2825,386.85249999999996,386.85249999999996,0.0040583943492673216,False
llama-3.2-3b-instruct,P1D2,L3,llama-3.2-3b-instruct__ext_08__p32_p512,1406.272,1413.5014999999999,1413.5014999999999,0.0051146036986872085,False
llama-3.2-3b-instruct,P1D2,L3,llama-3.2-3b-instruct__ext_09__p128_p2048,5523.894,5523.871,5523.894,4.163729427128443e-06,False
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_00__p2_p2,64.824,63.8365,64.824,0.015233555473281457,False
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_01__p8_p8,83.7085,80.84299999999999,83.7085,0.03423188804004386,False
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_02__p32_p32,196.839,194.12650000000002,196.839,0.013780297603625183,False
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_03__p128_p128,681.2339999999999,682.3235,682.3235,0.0015967499287362133,False
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_04__p512_p512,2608.248,2604.427,2608.248,0.001464968055184903,False
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_05__p2048_p2048,10270.886,10232.763,10270.886,0.003711753786382167,False
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_06__p2_p32,120.7305,120.7945,120.7945,0.0005298254473506074,False
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_07__p8_p128,379.8065,379.9515,379.9515,0.00038162765510856467,False
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_08__p32_p512,1403.6709999999998,1404.3964999999998,1404.3964999999998,0.0005165920023298342,False
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_09__p128_p2048,5589.186,5435.842,5589.186,0.027435837705168525,False
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_00__p2_p2,64.895,63.466,64.895,0.022020186455042685,False
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_01__p8_p8,72.553,71.314,72.553,0.017077171171419575,False
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_02__p32_p32,190.227,131.8785,190.227,0.3067309057073917,True
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_03__p128_p128,683.4845,685.3785,685.3785,0.0027634365536707167,False
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_04__p512_p512,2605.579,2611.323,2611.323,0.0021996512878719667,False
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_05__p2048_p2048,10379.097,10337.152,10379.097,0.00404129569267921,False
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_06__p2_p32,119.321,118.62899999999999,119.321,0.005799482069375946,False
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_07__p8_p128,380.416,380.298,380.416,0.000310186742934038,False
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_08__p32_p512,1407.1734999999999,1410.24,1410.24,0.002174452575448245,False
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_09__p128_p2048,5625.774,5611.364,5625.774,0.0025614253256531034,False
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_00__p2_p2,64.7295,65.21000000000001,65.21000000000001,0.007368501763533297,False
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_01__p8_p8,73.0935,75.006,75.006,0.02549796016318687,False
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_02__p32_p32,137.0655,181.251,181.251,0.24378072396841957,False
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_03__p128_p128,665.9795,674.1980000000001,674.1980000000001,0.012190039127971399,False
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_04__p512_p512,2604.097,2592.719,2604.097,0.004369268886681316,False
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_05__p2048_p2048,10284.656,10289.441,10289.441,0.00046503984035671655,False
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_06__p2_p32,118.62950000000001,117.40100000000001,118.62950000000001,0.01035577154080559,False
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_07__p8_p128,381.5525,379.31899999999996,381.5525,0.005853716067906904,False
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_08__p32_p512,1407.8890000000001,1404.8235,1407.8890000000001,0.002177373358269122,False
llama-3.2-3b-instruct,P2D1,L3,llama-3.2-3b-instruct__ext_09__p128_p2048,5543.081,5590.884,5590.884,0.008550168452788482,False
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_00__p2_p2,96.963,94.61250000000001,96.963,0.02424120540824833,False
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_01__p8_p8,110.776,113.4915,113.4915,0.023926902014688375,False
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_02__p32_p32,302.4895,288.9415,302.4895,0.04478833149580399,False
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_03__p128_p128,1161.9265,1137.105,1161.9265,0.02136236672457338,False
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_04__p512_p512,4402.085,4416.082,4416.082,0.0031695516523471026,False
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_05__p2048_p2048,17745.739,17731.179,17745.739,0.0008204786512413661,False
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_06__p2_p32,196.019,196.42200000000003,196.42200000000003,0.0020517050024947306,False
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_07__p8_p128,639.029,645.6385,645.6385,0.010237152833977567,False
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_08__p32_p512,2375.338,2376.341,2376.341,0.0004220774712045543,False
qwen2.5-14b-instruct,P1D2,L1,qwen2.5-14b-instruct__ext_09__p128_p2048,9506.649,9530.099,9530.099,0.002460625015542937,False
qwen2.5-14b-instruct,P1D2,L2,qwen2.5-14b-instruct__ext_00__p2_p2,97.144,95.89949999999999,97.144,0.012810878695544927,False
qwen2.5-14b-instruct,P1D2,L2,qwen2.5-14b-instruct__ext_01__p8_p8,112.608,114.459,114.459,0.016171729614971292,False
qwen2.5-14b-instruct,P1D2,L2,qwen2.5-14b-instruct__ext_02__p32_p32,303.6685,304.251,304.251,0.001914537667912289,False
qwen2.5-14b-instruct,P1D2,L2,qwen2.5-14b-instruct__ext_03__p128_p128,1157.6805,1151.4569999999999,1157.6805,0.005375835560847798,False
qwen2.5-14b-instruct,P1D2,L2,qwen2.5-14b-instruct__ext_04__p512_p512,4409.125,4404.64,4409.125,0.0010172086298301075,False
qwen2.5-14b-instruct,P1D2,L2,qwen2.5-14b-instruct__ext_05__p2048_p2048,17817.338,17820.372,17820.372,0.0001702545827887123,False
qwen2.5-14b-instruct,P1D2,L2,qwen2.5-14b-instruct__ext_06__p2_p32,196.534,196.84949999999998,196.84949999999998,0.0016027472764725637,False
qwen2.5-14b-instruct,P1D2,L2,qwen2.5-14b-instruct__ext_07__p8_p128,640.745,642.0065,642.0065,0.0019649333768426884,False
qwen2.5-14b-instruct,P1D2,L2,qwen2.5-14b-instruct__ext_08__p32_p512,2375.158,2391.822,2391.822,0.00696707363675065,False
qwen2.5-14b-instruct,P1D2,L2,qwen2.5-14b-instruct__ext_09__p128_p2048,9549.4,9521.933,9549.4,0.002876306364797656,False
qwen2.5-14b-instruct,P1D2,L3,qwen2.5-14b-instruct__ext_00__p2_p2,97.27799999999999,96.7495,97.27799999999999,0.005432883077365838,False
qwen2.5-14b-instruct,P1D2,L3,qwen2.5-14b-instruct__ext_01__p8_p8,113.78999999999999,113.55799999999999,113.78999999999999,0.002038843483610153,False
qwen2.5-14b-instruct,P1D2,L3,qwen2.5-14b-instruct__ext_02__p32_p32,304.6545,305.0775,305.0775,0.0013865329301570972,False
qwen2.5-14b-instruct,P1D2,L3,qwen2.5-14b-instruct__ext_03__p128_p128,1151.96,1150.4955,1151.96,0.0012713115038717,False
qwen2.5-14b-instruct,P1D2,L3,qwen2.5-14b-instruct__ext_04__p512_p512,4405.266,4408.873,4408.873,0.0008181229080538204,False
qwen2.5-14b-instruct,P1D2,L3,qwen2.5-14b-instruct__ext_05__p2048_p2048,17838.7,17804.911,17838.7,0.001894140268068899,False
qwen2.5-14b-instruct,P1D2,L3,qwen2.5-14b-instruct__ext_06__p2_p32,196.8485,196.6225,196.8485,0.0011480910446358447,False
qwen2.5-14b-instruct,P1D2,L3,qwen2.5-14b-instruct__ext_07__p8_p128,640.9304999999999,640.2855,640.9304999999999,0.001006349362372335,False
qwen2.5-14b-instruct,P1D2,L3,qwen2.5-14b-instruct__ext_08__p32_p512,2381.688,2387.925,2387.925,0.002611891076981094,False
qwen2.5-14b-instruct,P1D2,L3,qwen2.5-14b-instruct__ext_09__p128_p2048,9604.356,9584.065,9604.356,0.0021126872015155684,False
qwen2.5-14b-instruct,P2D1,L1,qwen2.5-14b-instruct__ext_00__p2_p2,75.79599999999999,97.3725,97.3725,0.22158720377930125,False
qwen2.5-14b-instruct,P2D1,L1,qwen2.5-14b-instruct__ext_01__p8_p8,120.5735,133.4405,133.4405,0.09642499840752988,False
qwen2.5-14b-instruct,P2D1,L1,qwen2.5-14b-instruct__ext_02__p32_p32,314.3275,323.48900000000003,323.48900000000003,0.028320901174383194,False
qwen2.5-14b-instruct,P2D1,L1,qwen2.5-14b-instruct__ext_03__p128_p128,1132.5515,1163.2555,1163.2555,0.026394889170951653,False
qwen2.5-14b-instruct,P2D1,L1,qwen2.5-14b-instruct__ext_04__p512_p512,4384.458,4430.41,4430.41,0.010371952031527607,False
qwen2.5-14b-instruct,P2D1,L1,qwen2.5-14b-instruct__ext_05__p2048_p2048,17628.91,17807.012,17807.012,0.010001790305976038,False
qwen2.5-14b-instruct,P2D1,L1,qwen2.5-14b-instruct__ext_06__p2_p32,190.51049999999998,192.69299999999998,192.69299999999998,0.011326306612072077,False
qwen2.5-14b-instruct,P2D1,L1,qwen2.5-14b-instruct__ext_07__p8_p128,618.8125,637.604,637.604,0.029472054754989055,False
qwen2.5-14b-instruct,P2D1,L1,qwen2.5-14b-instruct__ext_08__p32_p512,2333.45,2389.093,2389.093,0.023290428627098247,False
qwen2.5-14b-instruct,P2D1,L1,qwen2.5-14b-instruct__ext_09__p128_p2048,9470.786,9686.024,9686.024,0.02222150182572327,False
qwen2.5-14b-instruct,P2D1,L2,qwen2.5-14b-instruct__ext_00__p2_p2,90.4305,93.957,93.957,0.037533126855902155,False
qwen2.5-14b-instruct,P2D1,L2,qwen2.5-14b-instruct__ext_01__p8_p8,105.3875,109.814,109.814,0.04030906806053864,False
qwen2.5-14b-instruct,P2D1,L2,qwen2.5-14b-instruct__ext_02__p32_p32,312.4925,317.4085,317.4085,0.015487928017050573,False
qwen2.5-14b-instruct,P2D1,L2,qwen2.5-14b-instruct__ext_03__p128_p128,1147.2735,1152.517,1152.517,0.004549607511212451,False
qwen2.5-14b-instruct,P2D1,L2,qwen2.5-14b-instruct__ext_04__p512_p512,4413.541,4428.499,4428.499,0.00337766814444344,False
qwen2.5-14b-instruct,P2D1,L2,qwen2.5-14b-instruct__ext_05__p2048_p2048,17942.947,18017.915,18017.915,0.004160747789075526,False
qwen2.5-14b-instruct,P2D1,L2,qwen2.5-14b-instruct__ext_06__p2_p32,190.94799999999998,193.52100000000002,193.52100000000002,0.013295714676960307,False
qwen2.5-14b-instruct,P2D1,L2,qwen2.5-14b-instruct__ext_07__p8_p128,635.003,638.0815,638.0815,0.004824618798695719,False
qwen2.5-14b-instruct,P2D1,L2,qwen2.5-14b-instruct__ext_08__p32_p512,2380.519,2386.772,2386.772,0.0026198564420900515,False
qwen2.5-14b-instruct,P2D1,L2,qwen2.5-14b-instruct__ext_09__p128_p2048,9695.877,9883.544,9883.544,0.01898782461028144,False
qwen2.5-14b-instruct,P2D1,L3,qwen2.5-14b-instruct__ext_00__p2_p2,91.378,93.445,93.445,0.0221199636149606,False
qwen2.5-14b-instruct,P2D1,L3,qwen2.5-14b-instruct__ext_01__p8_p8,107.70750000000001,108.37299999999999,108.37299999999999,0.006140828435126648,False
qwen2.5-14b-instruct,P2D1,L3,qwen2.5-14b-instruct__ext_02__p32_p32,306.904,316.716,316.716,0.030980436731961793,False
qwen2.5-14b-instruct,P2D1,L3,qwen2.5-14b-instruct__ext_03__p128_p128,1132.682,1135.4715,1135.4715,0.0024566886971624465,False
qwen2.5-14b-instruct,P2D1,L3,qwen2.5-14b-instruct__ext_04__p512_p512,4440.338,4526.965,4526.965,0.01913577860663831,False
qwen2.5-14b-instruct,P2D1,L3,qwen2.5-14b-instruct__ext_05__p2048_p2048,17913.626,18024.018,18024.018,0.006124716475538352,False
qwen2.5-14b-instruct,P2D1,L3,qwen2.5-14b-instruct__ext_06__p2_p32,190.9445,194.1345,194.1345,0.016431906745065908,False
qwen2.5-14b-instruct,P2D1,L3,qwen2.5-14b-instruct__ext_07__p8_p128,637.332,635.418,637.332,0.00300314435804257,False
qwen2.5-14b-instruct,P2D1,L3,qwen2.5-14b-instruct__ext_08__p32_p512,2378.377,2371.186,2378.377,0.0030234903886136653,False
qwen2.5-14b-instruct,P2D1,L3,qwen2.5-14b-instruct__ext_09__p128_p2048,9856.45,9869.186,9869.186,0.0012904813021052564,False
mixtral-8x7b-instruct-v0.1,P1D2,L1,mixtral-8x7b-instruct-v0.1__ext_00__p2_p2,71.4125,73.01050000000001,73.01050000000001,0.0218872627909686,False
mixtral-8x7b-instruct-v0.1,P1D2,L1,mixtral-8x7b-instruct-v0.1__ext_01__p8_p8,80.71799999999999,83.0065,83.0065,0.02757013005005648,False
mixtral-8x7b-instruct-v0.1,P1D2,L1,mixtral-8x7b-instruct-v0.1__ext_02__p32_p32,200.9965,204.11599999999999,204.11599999999999,0.015282976346783144,False
mixtral-8x7b-instruct-v0.1,P1D2,L1,mixtral-8x7b-instruct-v0.1__ext_03__p128_p128,760.9965,786.1415,786.1415,0.03198533597323126,False
mixtral-8x7b-instruct-v0.1,P1D2,L1,mixtral-8x7b-instruct-v0.1__ext_04__p512_p512,2954.96,2956.35,2956.35,0.0004701743704229448,False
mixtral-8x7b-instruct-v0.1,P1D2,L1,mixtral-8x7b-instruct-v0.1__ext_05__p2048_p2048,11749.794,11755.021,11755.021,0.0004446610516476977,False
mixtral-8x7b-instruct-v0.1,P1D2,L1,mixtral-8x7b-instruct-v0.1__ext_06__p2_p32,136.429,137.1215,137.1215,0.005050265640326247,False
mixtral-8x7b-instruct-v0.1,P1D2,L1,mixtral-8x7b-instruct-v0.1__ext_07__p8_p128,436.9805,438.34000000000003,438.34000000000003,0.0031014737418442882,False
