model_id,configuration,topology_level,pair_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
qwen3-30b-a3b,P1D2,L1,qwen3-30b-a3b__ext_00__p2_p2,95.0455,94.036,95.0455,0.01062122877990018,False
qwen3-30b-a3b,P1D2,L1,qwen3-30b-a3b__ext_01__p8_p8,100.6785,99.463,100.6785,0.012073084124217244,False
qwen3-30b-a3b,P1D2,L1,qwen3-30b-a3b__ext_02__p32_p32,157.6035,178.60649999999998,178.60649999999998,0.1175937045964172,False
qwen3-30b-a3b,P1D2,L1,qwen3-30b-a3b__ext_03__p128_p128,560.826,592.658,592.658,0.05371057169564908,False
qwen3-30b-a3b,P1D2,L1,qwen3-30b-a3b__ext_04__p512_p512,2192.201,2230.705,2230.705,0.017260910788293345,False
qwen3-30b-a3b,P1D2,L1,qwen3-30b-a3b__ext_05__p2048_p2048,8766.85,8792.767,8792.767,0.0029475363102422097,False
qwen3-30b-a3b,P1D2,L1,qwen3-30b-a3b__ext_06__p2_p32,133.6575,133.715,133.715,0.00043001907041098267,False
qwen3-30b-a3b,P1D2,L1,qwen3-30b-a3b__ext_07__p8_p128,352.652,354.1605,354.1605,0.004259368280765434,False
qwen3-30b-a3b,P1D2,L1,qwen3-30b-a3b__ext_08__p32_p512,1227.0995,1228.2930000000001,1228.2930000000001,0.000971673696748321,False
qwen3-30b-a3b,P1D2,L1,qwen3-30b-a3b__ext_09__p128_p2048,4738.489,4746.901,4746.901,0.0017721035260689578,False
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_00__p2_p2,96.102,97.4485,97.4485,0.013817554913620958,False
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_01__p8_p8,99.70349999999999,100.7135,100.7135,0.010028447030437877,False
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_02__p32_p32,175.869,176.3535,176.3535,0.0027473228487101026,False
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_03__p128_p128,589.421,588.819,589.421,0.0010213412823772635,False
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_04__p512_p512,2230.274,2229.335,2230.274,0.0004210245019221185,False
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_05__p2048_p2048,8810.738,8832.354,8832.354,0.0024473656739754756,False
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_06__p2_p32,131.43099999999998,132.587,132.587,0.008718803502605881,False
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_07__p8_p128,354.225,354.49649999999997,354.49649999999997,0.0007658749804298388,False
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_08__p32_p512,1233.6555,1231.664,1233.6555,0.001614308046290141,False
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_09__p128_p2048,4746.425,4751.292,4751.292,0.0010243529549436635,False
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_00__p2_p2,97.7895,97.14500000000001,97.7895,0.006590687139212222,False
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_01__p8_p8,100.26650000000001,100.8775,100.8775,0.006056851131322545,False
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_02__p32_p32,176.82150000000001,181.0695,181.0695,0.023460604905851015,False
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_03__p128_p128,587.132,581.726,587.132,0.0092074695298501,False
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_04__p512_p512,2232.54,2241.17,2241.17,0.003850667285391161,False
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_05__p2048_p2048,8808.246,8854.651,8854.651,0.0052407486190026754,False
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_06__p2_p32,134.1285,129.6725,134.1285,0.03322187305457072,False
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_07__p8_p128,354.4445,354.82349999999997,354.82349999999997,0.0010681366933136117,False
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_08__p32_p512,1231.6115,1233.152,1233.152,0.001249237725762976,False
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_09__p128_p2048,4753.604,4746.605,4753.604,0.0014723565530491613,False
qwen3-30b-a3b,P2D1,L1,qwen3-30b-a3b__ext_00__p2_p2,90.367,95.2685,95.2685,0.051449324803056605,False
qwen3-30b-a3b,P2D1,L1,qwen3-30b-a3b__ext_01__p8_p8,98.483,100.678,100.678,0.02180218121138673,False
qwen3-30b-a3b,P2D1,L1,qwen3-30b-a3b__ext_02__p32_p32,193.4605,193.935,193.935,0.002446696057957595,False
