model_id,configuration,topology_level,pair_id,page_count0,page_count1,payload_bytes0,payload_bytes1,phase51_flow0_us,phase51_flow1_us,phase51_max_us,frozen_corrected_us,matched_solo_ideal_us,actual_concurrent_wave_us,phase51_absolute_error_us,corrected_absolute_error_us,matched_solo_absolute_error_us,phase51_signed_error_us,corrected_signed_error_us,cross_replica_relative_spread
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_04__p512_p512,512,512,58720256,58720256,1431.1625,1431.1625,1431.1625,2504.3009054216827,1461.472,2608.248,1177.0855000000001,103.94709457831732,1146.776,-1177.0855000000001,-103.94709457831732,0.001464968055184903
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_05__p2048_p2048,2048,2048,234881024,234881024,5557.11,5557.11,5557.11,10040.67392798655,5578.883,10270.886,4713.776000000001,230.21207201344987,4692.003000000001,-4713.776000000001,-230.21207201344987,0.003711753786382167
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_06__p2_p32,2,32,229376,3670016,82.3665,145.4905,145.4905,102.25638360154045,117.8075,120.7945,24.695999999999998,18.53811639845955,2.9869999999999948,24.695999999999998,-18.53811639845955,0.0005298254473506074
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_07__p8_p128,8,128,917504,14680064,91.549,439.087,439.087,396.7530834805339,378.9335,379.9515,59.13549999999998,16.801583480533907,1.018000000000029,59.13549999999998,16.801583480533907,0.00038162765510856467
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_08__p32_p512,32,512,3670016,58720256,145.4905,1431.1625,1431.1625,1411.3491394510213,1408.359,1404.3964999999998,26.766000000000076,6.952639451021469,3.962500000000091,26.766000000000076,6.952639451021469,0.0005165920023298342
llama-3.2-3b-instruct,P2D1,L1,llama-3.2-3b-instruct__ext_09__p128_p2048,128,2048,14680064,234881024,439.087,5557.11,5557.11,5689.834618949359,5647.215,5589.186,32.07600000000002,100.64861894935893,58.02900000000045,-32.07600000000002,100.64861894935893,0.027435837705168525
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_00__p2_p2,2,2,229376,229376,77.029,77.029,77.029,30.867790155106448,63.599500000000006,64.895,12.134,34.02720984489355,1.2954999999999899,12.134,-34.02720984489355,0.022020186455042685
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_01__p8_p8,8,8,917504,917504,87.1075,87.1075,87.1075,49.2769762894235,71.0805,72.553,14.554500000000004,23.276023710576496,1.4724999999999966,14.554500000000004,-23.276023710576496,0.017077171171419575
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_02__p32_p32,32,32,3670016,3670016,141.2875,141.2875,141.2875,148.24107856231097,124.707,190.227,48.93950000000001,41.98592143768903,65.52000000000001,-48.93950000000001,-41.98592143768903,0.3067309057073917
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_03__p128_p128,128,128,14680064,14680064,434.7905,434.7905,434.7905,684.3477767793524,393.9465,685.3785,250.58800000000002,1.0307232206475874,291.432,-250.58800000000002,-1.0307232206475874,0.0027634365536707167
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_04__p512_p512,512,512,58720256,58720256,1425.307,1425.307,1425.307,2493.605366461571,1466.954,2611.323,1186.0159999999998,117.7176335384288,1144.369,-1186.0159999999998,-117.7176335384288,0.0021996512878719667
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_05__p2048_p2048,2048,2048,234881024,234881024,5672.741,5672.741,5672.741,10251.883195426866,5619.191,10379.097,4706.356,127.21380457313353,4759.906,-4706.356,-127.21380457313353,0.00404129569267921
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_06__p2_p32,2,32,229376,3670016,77.029,141.2875,141.2875,93.61482781279962,118.21549999999999,119.321,21.966499999999996,25.70617218720038,1.1055000000000064,21.966499999999996,-25.70617218720038,0.005799482069375946
llama-3.2-3b-instruct,P2D1,L2,llama-3.2-3b-instruct__ext_07__p8_p128,8,128,917504,14680064,87.1075,434.7905,434.7905,388.7819179537907,379.4095,380.416,54.37450000000001,8.3659179537907,1.0065000000000168,54.37450000000001,8.3659179537907,0.000310186742934038
