slice_type,slice_value,points,phase51_wape,corrected_wape,phase51_signed_bias,corrected_signed_bias
six_model_overall,all,360,0.2959243152275104,0.026267544886362015,-0.2764563210110109,0.0068947679605268495
six_model_model,qwen3-8b,60,0.29544523164920744,0.022619263560803706,-0.27402258344803443,0.009703513355271098
six_model_model,deepseek-v2-lite,60,0.30155191867125664,0.04257223718366007,-0.29589156836971897,-0.0017279870168209804
six_model_model,qwen3-30b-a3b,60,0.2922594670177159,0.025593340761113085,-0.2648910875060232,0.013665713774804158
six_model_model,llama-3.2-3b-instruct,60,0.29556765549388714,0.025293892759484418,-0.2766208603739915,-0.004408196039103581
six_model_model,qwen2.5-14b-instruct,60,0.2963193880139762,0.02613956140260988,-0.2764953909294636,0.015147112893798467
six_model_model,mixtral-8x7b-instruct-v0.1,60,0.29590761122523157,0.023073220084346195,-0.27722515324167935,0.0006972941353018741
