round,stage,candidate_id,family,duration_seconds,oof_target,oof_protection,violation_score,oof_score,oof_calls_histogram_wape,oof_bytes_histogram_wape,selected
15,blend,p59_r015_blend_1,oof_blend,0.0,False,True,2.4318716621641427,0.1253270961330884,0.20133403868908953,0.18523890436541232,False
15,blend,p59_r015_blend_2,oof_blend,0.0,False,True,2.4650586202818663,0.1263994218449521,0.20316827814975022,0.18670203848349062,False
15,blend,p59_r015_blend_3,oof_blend,0.0,False,True,2.400489800618211,0.12400387146861377,0.1992413501891835,0.18317245534074,False
16,train,p59_r016_train_0,metric_shape_mlp,111.61858833400765,False,True,2.965509444632504,0.1365015165087802,0.22282827097948243,0.19616106778554582,False
16,train,p59_r016_train_1,metric_shape_mlp,184.3564803749905,False,True,2.5561071579375834,0.1298987104780531,0.20730524470609754,0.19417644583037805,False
16,train,p59_r016_train_2,metric_shape_mlp,147.67235733300913,False,True,2.842528701112927,0.1341280161922761,0.21969878553783537,0.1916051088136065,False
16,train,p59_r016_train_3,metric_shape_mlp,224.21875641599763,False,True,2.433193503383807,0.12617136157143846,0.20304821201259066,0.1860625002683052,False
16,blend,p59_r016_blend_0,oof_blend,0.0,False,True,2.3938495895694945,0.1239306427259795,0.1990619672842057,0.18325735585904923,False
16,blend,p59_r016_blend_1,oof_blend,0.0,False,True,2.4025337748181683,0.123950272276703,0.19870735551624688,0.18382052458989948,False
16,blend,p59_r016_blend_2,oof_blend,0.0,False,True,2.4574768637194766,0.12609477551838402,0.20153383621472507,0.1879664402200377,False
16,blend,p59_r016_blend_3,oof_blend,0.0,False,True,2.411986594958643,0.12340372797609252,0.19874602552239437,0.18158567751541643,False
17,train,p59_r017_train_0,metric_shape_mlp,138.1745042919938,False,True,2.556336676627491,0.12846138041606145,0.20630965973388588,0.18999570732947146,False
17,train,p59_r017_train_1,metric_shape_mlp,220.45822933400632,False,True,2.411536138544984,0.12526311692312847,0.20076232107953107,0.1857946274690504,False
17,train,p59_r017_train_2,metric_shape_mlp,158.61819908299367,False,True,2.6310914353047017,0.1299063228466264,0.2095320185336023,0.1909357267058121,False
17,train,p59_r017_train_3,metric_shape_mlp,164.84698624999146,False,True,2.6696304579675183,0.13390869902542346,0.21477081103640064,0.19880730860031787,False
17,blend,p59_r017_blend_0,oof_blend,0.0,False,True,2.370202952145485,0.12313759541713346,0.19760521110763687,0.1821817166851265,False
17,blend,p59_r017_blend_1,oof_blend,0.0,False,True,2.3807998676788573,0.12288866516728439,0.1972767704718226,0.1817357290852032,False
17,blend,p59_r017_blend_2,oof_blend,0.0,False,True,2.4443334342547005,0.12473322736375626,0.20033733181351557,0.18436801824921945,False
17,blend,p59_r017_blend_3,oof_blend,0.0,False,True,2.36714258864676,0.12207614818742692,0.1962507907188247,0.1800984924513378,False
18,train,p59_r018_train_0,metric_shape_mlp,178.97423866702593,False,True,2.5259034326960195,0.12803494473098156,0.20565006719979623,0.18933362954791932,False
18,train,p59_r018_train_1,metric_shape_mlp,173.09767337498488,False,True,2.846452146960045,0.13208182227924326,0.21679387579382323,0.18791145705981066,False
18,train,p59_r018_train_2,metric_shape_mlp,127.35327312498703,False,True,2.5929021343599628,0.13120601058366232,0.2110223299424702,0.19390181376302537,False
18,train,p59_r018_train_3,metric_shape_mlp,198.90421195799718,False,True,2.90175630387302,0.13539018511598994,0.22071130314226228,0.19524985972215894,False
18,blend,p59_r018_blend_0,oof_blend,0.0,False,True,2.4464075766195457,0.12532066417660667,0.20087279092839888,0.18588982364211248,False
18,blend,p59_r018_blend_1,oof_blend,0.0,False,True,2.4299591773053466,0.1249605923893949,0.2003892489295048,0.18522569097389135,False
18,blend,p59_r018_blend_2,oof_blend,0.0,False,True,2.4842260079628056,0.12714263716471252,0.20395327330414514,0.18849675208776914,False
18,blend,p59_r018_blend_3,oof_blend,0.0,False,True,2.445939671130698,0.12403219746597757,0.19956434734110615,0.18278010014154844,False
19,train,p59_r019_train_0,metric_shape_mlp,246.40912837500218,False,True,2.377787938908084,0.12486218981363653,0.20069812038390267,0.1842543669978912,False
19,train,p59_r019_train_1,metric_shape_mlp,196.56614729200373,False,True,2.6395639576419505,0.13045203705001424,0.20941383661424143,0.1933968302875579,False
19,train,p59_r019_train_2,metric_shape_mlp,159.63116116600577,False,True,2.5806587529879206,0.13155625957063943,0.2124353335670211,0.19284557403621952,False
19,train,p59_r019_train_3,metric_shape_mlp,183.4785922919982,False,True,2.535083432381464,0.1276326650043178,0.20589493463170508,0.1875481583109746,False
19,blend,p59_r019_blend_0,oof_blend,0.0,False,True,2.329978485120786,0.12254283478055182,0.19710618799059504,0.18063232366305548,False
19,blend,p59_r019_blend_1,oof_blend,0.0,False,True,2.340785102441196,0.12225002849911733,0.1967736024271436,0.18005976331403084,False
19,blend,p59_r019_blend_2,oof_blend,0.0,False,True,2.41330390752905,0.12401658720738463,0.19968627412013804,0.18267082473567134,False
19,blend,p59_r019_blend_3,oof_blend,0.0,False,True,2.3209346386445517,0.12164274952586601,0.19565595200913338,0.1793116819153011,True
20,train,p59_r020_train_0,metric_shape_mlp,129.70493887498742,False,True,2.9185328270836775,0.13582550167996324,0.22202307451787884,0.19488973078295685,False
20,train,p59_r020_train_1,metric_shape_mlp,160.076026041992,False,True,2.455470373736195,0.12699399986295354,0.20348968409630308,0.18867410459831413,False
20,train,p59_r020_train_2,metric_shape_mlp,182.9279952920042,False,True,2.903797855665996,0.1354892642509336,0.22104417460944975,0.195045671319075,False
20,train,p59_r020_train_3,metric_shape_mlp,185.23920691700187,False,True,2.458102204047892,0.12692233660151142,0.2029663285421838,0.18923634273197038,False
20,blend,p59_r020_blend_0,oof_blend,0.0,False,True,2.3897728834711978,0.1242678568919543,0.19903282496508226,0.18467264999947952,False
20,blend,p59_r020_blend_1,oof_blend,0.0,False,True,2.3700237750519455,0.12333427261658118,0.1974946956474239,0.18334397697977375,False
20,blend,p59_r020_blend_2,oof_blend,0.0,False,True,2.3957782418738276,0.12433786111043958,0.19875538836630977,0.18544654479088013,False
20,blend,p59_r020_blend_3,oof_blend,0.0,False,True,2.403872184586886,0.12336497115121794,0.19807038333467397,0.18252451183482232,False
21,train,p59_r021_train_0,metric_shape_mlp,165.1557524999953,False,True,2.6065234401004327,0.12966941943795782,0.20938429824538604,0.19028575112128762,False
21,train,p59_r021_train_1,metric_shape_mlp,228.02979770800448,False,True,2.4899857266479324,0.12679530951146467,0.20358120193366022,0.1876115102114158,False
21,train,p59_r021_train_2,metric_shape_mlp,172.8134446250042,False,True,2.5475720375766655,0.12627798111194927,0.20491927336359167,0.1833856870159803,False
21,train,p59_r021_train_3,metric_shape_mlp,193.29649033298483,False,True,2.7422284633965397,0.13646505402102022,0.21828116475068052,0.20358473899939925,False
21,blend,p59_r021_blend_0,oof_blend,0.0,False,True,2.4216154983483285,0.12392248015021197,0.19912645384224187,0.18304747160762044,False
21,blend,p59_r021_blend_1,oof_blend,0.0,False,True,2.4085514114465973,0.1226706372129872,0.19781683557523624,0.1800844871388931,False
21,blend,p59_r021_blend_2,oof_blend,0.0,False,True,2.4500225637973125,0.12347007119855297,0.1997367413723919,0.18026733118377952,False
21,blend,p59_r021_blend_3,oof_blend,0.0,False,True,2.3972112744424474,0.12243863899513503,0.1972062828474393,0.1801110061916462,False
22,train,p59_r022_train_0,metric_shape_mlp,199.73490958299953,False,True,2.4511848534147838,0.12531243625593513,0.20157453070250764,0.18484692630134214,False
22,train,p59_r022_train_1,metric_shape_mlp,192.34517449999112,False,True,2.8330806893597487,0.13324870090354896,0.21687330578740194,0.19252146556707364,False
22,train,p59_r022_train_2,metric_shape_mlp,141.53777116601123,False,True,2.570586928419674,0.13151374550445405,0.21116543138535815,0.19492275420867894,False
22,train,p59_r022_train_3,metric_shape_mlp,152.46915549997357,False,True,2.925171489910257,0.1357450640533306,0.22155960411078437,0.19527831322873213,False
22,blend,p59_r022_blend_0,oof_blend,0.0,False,True,2.3936613120348227,0.1233706516730069,0.19843684928124677,0.18198100685445084,False
22,blend,p59_r022_blend_1,oof_blend,0.0,False,True,2.3978259753347686,0.12400410469830936,0.19934293612541315,0.18315214386686263,False
22,blend,p59_r022_blend_2,oof_blend,0.0,False,True,2.457389496896586,0.1269273735855187,0.20379058923769688,0.18799530718920876,False
22,blend,p59_r022_blend_3,oof_blend,0.0,False,True,2.407988261321084,0.12307049595381679,0.19835528769601202,0.18084395136320117,False
23,train,p59_r023_train_0,metric_shape_mlp,221.35472029200173,False,True,2.443804500366082,0.12640829378237026,0.202453986609648,0.1876937399427899,False
23,train,p59_r023_train_1,metric_shape_mlp,151.4812467499869,False,True,2.5886922180911935,0.1298468444867176,0.20777065363258898,0.19347160174446895,False
23,train,p59_r023_train_2,metric_shape_mlp,193.03239379098522,False,True,2.6422484892587352,0.1344811920865904,0.21432371242207782,0.20196761822601944,False
23,train,p59_r023_train_3,metric_shape_mlp,168.8773729999957,False,True,2.6094902777263185,0.12929261148616053,0.20818296111294665,0.19056364078600432,False
23,blend,p59_r023_blend_0,oof_blend,0.0,False,True,2.3835348115139574,0.12391636891404129,0.19838482842456323,0.18409016084670887,False
23,blend,p59_r023_blend_1,oof_blend,0.0,False,True,2.3937506191089164,0.12379589046961856,0.19816140329672713,0.18402665815080027,False
23,blend,p59_r023_blend_2,oof_blend,0.0,False,True,2.4650487955512674,0.12587088029505009,0.2014869119641935,0.18725840781894923,False
23,blend,p59_r023_blend_3,oof_blend,0.0,False,True,2.3721191809100426,0.12270000687095299,0.1965213462303725,0.1821446770686877,False
24,train,p59_r024_train_0,metric_shape_mlp,159.9351664169808,False,True,2.8789999126987422,0.13541659408684203,0.22044151427269498,0.19577971306816902,False
24,train,p59_r024_train_1,metric_shape_mlp,180.8276891669957,False,True,2.533961760462179,0.12787410950042236,0.20514237368191524,0.18969001543548902,False
24,train,p59_r024_train_2,metric_shape_mlp,144.06318870800897,False,True,2.830536498565977,0.13316296522691196,0.21875164641430547,0.18918923267971005,False
24,train,p59_r024_train_3,metric_shape_mlp,192.06755775000784,False,True,2.55273337254759,0.12950096844564188,0.20766568500859894,0.19231078663624873,False
24,blend,p59_r024_blend_0,oof_blend,0.0,False,True,2.4544631375663357,0.12517020334423373,0.2005729741095291,0.18594190832669308,False
24,blend,p59_r024_blend_1,oof_blend,0.0,False,True,2.4279507189217004,0.12437866452670296,0.19933514327374374,0.1846623243402447,False
24,blend,p59_r024_blend_2,oof_blend,0.0,False,True,2.463559475899849,0.12597433735672975,0.2019441820177178,0.187048210477068,False
24,blend,p59_r024_blend_3,oof_blend,0.0,False,True,2.442217067194986,0.12388345952201599,0.1992747252971167,0.18267909000229535,False
25,train,p59_r025_train_0,metric_shape_mlp,145.2199512500083,False,True,2.547315108941218,0.1282856080069926,0.20695862269708368,0.1883373181946904,False
25,train,p59_r025_train_1,metric_shape_mlp,209.41723350001848,False,True,2.539503222393086,0.1299803400656612,0.20808069000321486,0.1935679855495847,False
25,train,p59_r025_train_2,metric_shape_mlp,152.15077775000827,False,True,2.5624225703074677,0.12782235026365565,0.20658337176214042,0.18707227254121783,False
25,train,p59_r025_train_3,metric_shape_mlp,159.88261258401326,False,True,2.5972709509277943,0.13222618278832243,0.21206512531904145,0.19639527967509704,False
25,blend,p59_r025_blend_0,oof_blend,0.0,False,True,2.456256918789448,0.12664324303529553,0.20287751316578956,0.1882945093602983,False
25,blend,p59_r025_blend_1,oof_blend,0.0,False,True,2.4286731580335155,0.12490339152218849,0.20079186878587038,0.1844909848034085,False
25,blend,p59_r025_blend_2,oof_blend,0.0,False,True,2.45950181770694,0.12538968304206427,0.20208291955187976,0.18435538048065642,False
25,blend,p59_r025_blend_3,oof_blend,0.0,False,True,2.4107990196837727,0.12408019521018437,0.1993104255015781,0.18345221897774502,False
26,train,p59_r026_train_0,metric_shape_mlp,181.67203458299628,False,True,2.440844943750929,0.1269451355266718,0.20379248812213369,0.1879896631253171,False
26,train,p59_r026_train_1,metric_shape_mlp,179.764566458005,False,True,2.8730790447395647,0.1328275839840011,0.21806802623545796,0.1887951162445647,False
26,train,p59_r026_train_2,metric_shape_mlp,169.56037983298302,False,True,2.6469404421420073,0.1337362898112069,0.21564571865105192,0.19673268614734896,False
26,train,p59_r026_train_3,metric_shape_mlp,247.39151029198547,False,True,2.909051785865236,0.13607987832519672,0.22159696396193446,0.19660385726179005,False
26,blend,p59_r026_blend_0,oof_blend,0.0,False,True,2.4038514854339894,0.12488130036245026,0.2006096896616213,0.18467263900972966,False
26,blend,p59_r026_blend_1,oof_blend,0.0,False,True,2.427775153427327,0.1254272488481223,0.2016948099079052,0.18521956009387985,False
26,blend,p59_r026_blend_2,oof_blend,0.0,False,True,2.511433596646739,0.12866393817265756,0.20690442273210138,0.1901630692618767,False
26,blend,p59_r026_blend_3,oof_blend,0.0,False,True,2.429837013386348,0.12411158928150022,0.20008763637159935,0.1823144182083695,False
27,train,p59_r027_train_0,metric_shape_mlp,203.32272366600228,False,True,2.5306451711980955,0.1301629622833962,0.20946303032024774,0.1919266304489671,False
27,train,p59_r027_train_1,metric_shape_mlp,179.3392055000004,False,True,2.630721428173908,0.13068096761707146,0.20955496144616806,0.19413967050245656,False
27,train,p59_r027_train_2,metric_shape_mlp,159.7781863330165,False,True,2.5015108778626187,0.12979986063788687,0.20880665766005513,0.19174701215086018,False
27,train,p59_r027_train_3,metric_shape_mlp,248.55492791699362,False,True,2.6108321618078967,0.1298694584295759,0.20860896885521707,0.19234037487245678,False
27,blend,p59_r027_blend_0,oof_blend,0.0,False,True,2.4301608605503615,0.12666650702868304,0.20356607255770293,0.1873198410987303,False
27,blend,p59_r027_blend_1,oof_blend,0.0,False,True,2.410109842303747,0.12553127382612123,0.20194832141548125,0.18517750546163902,False
27,blend,p59_r027_blend_2,oof_blend,0.0,False,True,2.4485590241491533,0.12679897672425308,0.20421717552195015,0.18662330717475797,False
27,blend,p59_r027_blend_3,oof_blend,0.0,False,True,2.391514208914716,0.12425626409329059,0.19969259762323174,0.18365717056224665,False
28,train,p59_r028_train_0,metric_shape_mlp,129.06924849998904,False,True,2.950659059532521,0.13623941984054355,0.22304494810537706,0.19483051159736078,False
